科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"15,271,525.18","13,753,086.35","11,271,147.38","10,521,279.63","6,067,917.78","7,769,249.47","11,841,338.06","1,250,579.03","5,652,797.24","12,652,668.78","7,741,058.98","7,553,002.04","7,114,057.73","19,636,019.21","13,022,553.79","12,497,693.39","20,170,997.78","24,288,109.08","25,639,735.15","30,792,300.29","21,902,737.29","25,042,750.14"
应付职工薪酬,"27,908,853.99","25,773,662.65","29,513,573.56","24,056,666.23","27,746,842.98","5,862,510.81","9,337,871.31","13,324,050.36","14,945,872.04","4,780,874.74","10,268,840.52","12,597,937.98","15,110,921.59","8,488,954.70","11,560,193.89","13,741,488.50","19,431,875.02","11,546,266.61","15,088,838.67","19,939,259.83","31,481,425.98","16,754,647.08"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,
应交税费,"92,710,665.37","84,760,591.36","63,735,769.56","15,055,099.46","16,480,699.67","10,705,296.94","22,863,806.64","9,186,528.74","21,150,734.95","15,866,226.04","11,431,697.02","6,290,113.41","39,819,978.31","22,857,772.72","23,638,039.29","16,333,872.06","62,855,261.91","19,282,638.38","20,157,427.44","16,836,949.24","46,369,563.71","27,469,886.03"
应收利息,,,,,,,,"6,081,388.89",,,,,,,,,,,,,,
应付利息,"255,169.14","249,764.31","75,533.48","63,625.00","77,763.89","77,763.89","24,722.22","4,710.42","5,181.46",,,,,,,,"328,955.71","328,955.71",,,"441,034.50",
应收股利,,,,,,,,,,,,,,,,,,,,,,
应付股利,"23,285,477.18",,,,,,"23,868,000.00",,"36,500,248.20","36,000,248.20","34,006,528.80","34,006,528.80","34,006,528.80","34,006,528.80","38,232,997.85","30,006,528.80","30,006,528.80","30,006,528.80","30,006,528.80","30,006,528.80","29,006,528.80",
存货,"317,553,605.08","320,321,865.19","354,725,725.23","318,722,042.05","292,320,542.87","285,741,392.60","247,221,358.63","279,438,575.29","273,229,082.20","274,992,754.98","257,868,366.95","271,783,799.75","240,911,064.67","308,803,875.66","290,874,263.66","334,006,277.37","353,065,234.96","444,628,919.12","504,975,403.72","573,377,700.84","624,105,146.55","679,085,574.39"
其他应付款,"55,245,586.83","55,115,926.66","73,956,050.11","59,881,912.00","45,728,621.24","42,374,211.87","46,823,126.63","41,731,999.06","47,584,775.24","44,338,601.01","35,614,518.94","31,736,778.26","44,447,036.42","39,895,509.64","46,499,585.53","54,641,741.22","84,503,093.13","80,175,739.71","87,784,250.90","117,243,443.97","146,369,311.44","153,715,915.42"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,"22,112,283.39","52,334,047.92","71,656,897.00","109,631,193.60","101,562,325.03","117,800,480.97","93,965,474.76","136,110,954.36","171,777,641.40","103,958,042.52"
一年内到期的非流动负债,"15,000,000.00","25,000,000.00",,,,,,,,,,,,,,,"53,078,513.33","49,878,513.37","38,278,513.36","46,958,513.35","68,087,901.24","67,520,000.00"
其他流动资产,,,"66,000,000.00","55,000,000.00","43,937,638.07","36,357,303.95","300,000,000.00","548,500,000.00","572,500,000.00","298,500,000.00","299,000,000.00","403,500,000.00","391,484,895.38","373,371,498.88","308,457,606.37","18,210,153.92","349,151,259.38","334,815,631.37","54,076,425.84","46,714,798.58","295,175,214.95","252,941,493.44"
其他流动负债,,,,,,,,,,,,,,,,,,,,"5,657.88",,
流动资产合计,"1,152,996,927.09","1,360,627,835.86","1,656,739,261.24","1,556,721,313.49","1,546,439,610.54","2,531,821,990.98","2,522,131,840.96","2,508,655,992.47","2,602,754,482.29","2,608,293,944.85","2,597,137,963.45","2,713,249,901.29","2,748,893,997.09","2,821,170,056.52","2,790,574,965.02","2,817,713,791.14","2,893,053,590.66","2,926,437,981.46","2,901,751,686.36","2,964,975,135.72","3,309,419,530.02","3,237,786,382.94"
流动负债合计,"732,014,785.41","799,176,759.23","847,323,060.07","775,812,223.56","693,452,954.29","636,047,278.82","606,511,887.86","569,956,799.97","718,101,899.37","698,154,641.99","683,530,371.13","772,266,418.10","890,888,521.38","991,025,853.56","1,008,511,516.65","992,962,627.91","1,123,853,204.72","1,101,029,594.74","1,186,469,874.30","1,164,613,899.79","1,357,615,988.64","1,318,294,313.71"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"40,000,000.00","40,000,000.00","14,872,680.00","14,872,680.00"
长期借款,"25,000,000.00",,,,,,,,,,,,,,,"66,183,739.84","63,004,645.79","54,751,684.07","53,298,722.40","51,265,760.73","85,700,406.67","67,537,281.88"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,"23,832,598.48","76,852,105.25","133,974,076.27","182,321,539.87","200,149,478.47","183,360,516.49","250,126,016.01","210,482,580.32","215,557,138.20","256,775,204.52"
长期应付款,,,,,,,,,,,,,"13,600,000.00","32,200,000.00","51,711,991.32","61,454,703.69","46,120,500.00","52,020,500.00","68,450,500.00","73,580,500.00","94,550,500.00","97,050,500.00"
长期股权投资,"35,424,810.49","44,776,299.09","47,711,595.52","47,954,465.88","48,700,823.49","48,486,742.03","49,555,824.36","49,776,552.09","41,224,753.77","40,940,546.14","41,963,360.64","42,817,877.43","35,642,370.56","36,042,293.34","36,323,217.28","36,790,296.30","34,608,975.21","35,144,870.43","36,170,175.92","58,430,807.53","44,317,311.31","44,441,123.05"
专项应付款,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,
预计负债,"17,369,497.21","26,951,400.88","37,648,700.28","36,766,588.51","33,586,537.79","33,858,068.29","34,028,954.72","33,952,950.80","35,001,514.38","34,904,503.58","33,301,781.23","32,837,839.40","28,387,216.71","27,881,855.78","29,031,259.86","29,340,910.19","30,417,727.07","30,830,294.97","32,984,674.89","34,531,707.66","36,919,296.46","34,767,981.65"
固定资产,"170,425,616.10","194,841,336.04","182,373,327.06","182,138,149.12","177,829,103.80","172,300,414.83","166,274,369.31","200,116,206.34","268,938,908.06","262,014,992.78","256,971,224.47","258,224,719.73","328,930,287.05","321,536,496.86","346,232,320.86","340,602,999.19","369,249,355.40","367,867,997.78","398,691,334.97","386,174,453.28","394,717,127.45","421,443,463.40"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,"503,127.23","503,127.23"
在建工程,"1,972,709.21","803,800.00","22,068,396.94","75,822,770.47","90,853,958.26","100,349,338.28","115,756,099.06","113,878,818.78","88,156,611.81","95,737,565.73","111,713,968.70","108,301,506.61","91,356,454.84","102,750,738.70","111,842,823.05","124,628,699.96","154,455,917.74","158,355,804.48","213,374,371.14","212,969,647.04","260,921,951.37","233,993,174.55"
其他非流动负债,"7,532,078.18","24,611,468.86","24,274,075.54","23,680,280.53",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"49,901,575.39","51,562,869.74","61,922,775.82","60,446,869.04","57,042,469.99","57,089,652.15","80,736,190.24","80,435,837.98","81,260,053.22","80,814,199.00","78,862,695.54","78,049,972.60","86,850,568.80","104,596,395.60","140,369,395.77","215,379,686.23","204,725,321.01","200,652,090.66","225,351,439.18","227,966,306.75","285,803,793.21","265,661,515.79"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,
负债合计,"781,916,360.80","850,739,628.97","909,245,835.89","836,259,092.60","750,495,424.28","693,136,930.97","687,248,078.10","650,392,637.95","799,361,952.59","778,968,840.99","762,393,066.67","850,316,390.70","977,739,090.18","1,095,622,249.16","1,148,880,912.42","1,208,342,314.14","1,328,578,525.73","1,301,681,685.40","1,411,821,313.48","1,392,580,206.54","1,643,419,781.85","1,583,955,829.50"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"156,000,000.00","156,000,000.00","238,680,000.00","238,680,000.00","238,680,000.00","318,280,000.00","318,280,000.00","318,280,000.00","318,280,000.00","318,280,000.00","636,560,000.00","636,560,000.00","636,560,000.00","636,560,000.00","636,560,000.00","636,560,000.00","636,560,000.00","636,560,000.00","636,560,000.00","636,560,000.00","636,560,000.00","636,560,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"332,490,707.31","332,490,707.31","249,810,707.31","249,810,707.31","249,810,707.31","1,177,373,518.84","1,177,373,518.84","1,178,495,137.87","1,178,495,137.87","1,178,495,137.87","860,215,137.87","860,215,137.87","860,212,181.56","860,212,181.56","860,212,181.56","860,212,181.56","860,212,181.56","860,212,181.56","860,212,181.56","860,212,181.56","860,212,181.56","860,212,181.56"
无形资产,"32,260,339.77","118,952,806.70","117,323,816.38","128,089,760.01","127,300,484.53","126,478,802.62","139,562,743.81","147,922,244.52","147,083,597.39","146,184,917.66","145,286,950.14","144,398,561.01","143,501,474.43","142,635,277.13","142,270,348.56","141,356,359.84","141,950,531.60","140,972,629.64","140,042,591.33","139,131,449.55","138,209,284.49","137,301,577.93"
盈余公积,"5,939,036.36","31,371,072.19","53,232,392.00","53,232,392.00","74,628,215.97","74,628,215.97","74,628,215.97","74,628,215.97","90,006,320.51","90,006,320.51","90,006,320.51","90,006,320.51","99,162,344.23","99,162,344.23","99,162,344.23","99,162,344.23","115,081,057.88","115,081,057.88","115,081,057.88","115,081,057.88","135,590,282.18","135,590,282.18"
开发支出,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,"183,097.20",,,"6,212,743.03","6,212,743.03",,,,,"57,286,911.95","57,286,911.95"
未分配利润,"113,807,392.69","339,231,330.84","565,403,680.70","598,972,049.12","676,961,149.32","713,357,213.19","723,704,392.61","747,771,474.78","756,092,541.21","782,481,464.93","802,761,074.29","817,301,057.61","820,559,045.78","848,446,050.22","885,177,692.18","910,415,291.64","936,579,989.31","969,694,523.57","1,010,099,564.72","1,065,618,248.94","1,098,095,455.16","1,141,213,061.69"
长期待摊费用,"3,574,441.07","2,631,801.59","3,068,145.53","1,943,495.40","1,720,283.88","1,609,775.61","2,129,267.33","1,983,759.05","1,838,250.77","1,692,742.48","1,547,234.00","1,426,725.71","1,457,328.54","1,803,347.22","3,571,442.55","3,046,638.92","4,882,670.76","3,900,213.08","4,291,317.18","3,585,478.15","2,077,629.22","1,399,068.72"
少数股东权益,"30,426,526.55","45,125,878.27","54,280,555.77","58,176,355.89","61,011,649.52","61,371,651.40","61,325,438.45","102,544,230.07","63,987,418.71","64,099,398.85","64,080,763.48","74,790,532.98","65,466,457.15","65,788,096.26","66,188,885.35","64,589,338.51","61,328,139.02","65,766,482.26","58,887,146.00","57,850,060.56","157,804,677.79","151,408,790.23"
递延所得税资产,"23,925,179.98","32,324,738.30","41,368,629.00","42,460,642.55","45,622,881.90","43,980,466.02","47,149,499.14","49,778,123.39","56,226,766.80","57,466,453.51","61,395,661.42","60,642,929.00","66,041,789.55","67,732,614.64","70,449,823.16","74,032,827.41","86,605,317.87","83,494,156.67","91,228,300.90","95,308,185.34","90,087,740.59","94,801,046.08"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,"13,120,000.00","13,120,000.00",,,,,,,"20,569,372.30","35,794,684.29","55,258,945.76","53,102,570.88","53,910,158.28","49,984,411.23","17,511,597.74","17,372,263.09","4,739,511.47","9,365,889.02"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"267,583,096.62","394,330,781.72","413,913,910.43","478,409,283.43","505,147,535.86","506,325,539.39","520,427,803.01","563,455,704.17","603,468,888.60","604,037,218.30","618,878,399.37","615,995,416.69","711,331,675.75","785,147,557.43","906,135,740.52","962,094,675.40","1,045,812,405.33","1,023,080,599.80","1,191,435,705.19","1,163,454,864.30","1,222,787,286.05","1,271,680,139.22"
所有者权益(或股东权益)合计,"638,663,662.91","904,218,988.61","1,161,407,335.78","1,198,871,504.32","1,301,091,722.12","2,345,010,599.40","2,355,311,565.87","2,421,719,058.69","2,406,861,418.30","2,433,362,322.16","2,453,623,296.15","2,478,928,927.28","2,482,486,582.66","2,510,695,364.79","2,547,829,793.12","2,571,466,152.40","2,610,287,470.26","2,647,836,895.86","2,681,366,078.07","2,735,849,793.48","2,888,787,034.22","2,925,510,692.66"
资产总计,"1,420,580,023.71","1,754,958,617.58","2,070,653,171.67","2,035,130,596.92","2,051,587,146.40","3,038,147,530.37","3,042,559,643.97","3,072,111,696.64","3,206,223,370.89","3,212,331,163.15","3,216,016,362.82","3,329,245,317.98","3,460,225,672.84","3,606,317,613.95","3,696,710,705.54","3,779,808,466.54","3,938,865,995.99","3,949,518,581.26","4,093,187,391.55","4,128,430,000.02","4,532,206,816.07","4,509,466,522.16"
负债和所有者(或股东权益)合计,"1,420,580,023.71","1,754,958,617.58","2,070,653,171.67","2,035,130,596.92","2,051,587,146.40","3,038,147,530.37","3,042,559,643.97","3,072,111,696.64","3,206,223,370.89","3,212,331,163.15","3,216,016,362.82","3,329,245,317.98","3,460,225,672.84","3,606,317,613.95","3,696,710,705.54","3,779,808,466.54","3,938,865,995.99","3,949,518,581.26","4,093,187,391.55","4,128,430,000.02","4,532,206,816.07","4,509,466,522.16"
