科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"81,087,316.10","99,088,285.69","163,115,730.26","43,709,471.28","111,373,824.48","149,913,757.82","204,110,642.21","29,007,532.59","55,785,594.57","78,759,031.99","110,165,547.62","25,316,548.33","60,360,498.57","91,045,390.73","130,111,060.58","41,577,098.28","74,560,673.92","115,341,332.05","167,571,676.19","43,158,246.84","105,271,194.60","195,008,725.30","292,079,396.88","88,904,503.47","207,752,764.72","343,943,556.39","570,470,825.70","172,414,163.91","336,705,825.01","503,508,490.72","985,155,034.69","161,938,054.81","343,560,257.84","535,360,053.39","895,106,411.27","223,453,541.80"
取得子公司及其他营业单位支付的现金净额,"-3,432,493.79","1,072,977.10",,,,,,,,"-7,576,046.33","-4,594,197.32","2,880,000.00",,,"2,880,000.00",,,,"3,000,000.00",,"97,664,361.74","97,664,361.74","97,664,361.74",,,,"4,542,986.11",,,,,,,,,
收到的税费返还,"4,540,668.61","3,842,157.73","7,621,326.95","388,548.04","1,370,003.21","1,370,003.21","8,387,092.99","16,922.34","671,322.34","2,965,876.93","2,705,576.49","334,342.73","1,373,787.43","1,879,514.52","2,287,475.52","1,043,431.87","3,005,433.11","3,568,945.38","4,285,234.94","445,996.60","1,745,867.95","2,092,414.03","2,669,521.44","251,769.34","777,153.11","1,353,971.92","2,757,938.90","1,146,275.48","2,272,013.64","3,618,386.19","12,947,564.67","1,528,580.23","4,820,461.97","5,613,971.42","9,584,528.75","4,501,771.04"
支付其他与投资活动有关的现金,"5,500,000.00","13,000,000.00",,,,,,,,,,,,,,,,,,,"4,950,000.00","26,950,000.00","26,950,000.00","15,000,000.00","25,147,192.07","32,847,192.07","22,666,218.92","73,700,000.00","154,280,000.00","216,737,280.71","3,741,280.71",,,,,
收到其他与经营活动有关的现金,"2,209,133.73","17,843,663.88","12,430,395.30","1,363,361.20","3,558,941.29","4,483,351.23","15,405,266.85","1,038,906.31","15,131,492.28","22,320,146.54","28,745,180.00","13,698,424.09","28,834,829.26","31,063,731.16","38,231,971.89","4,932,468.54","16,451,147.84","19,674,749.53","22,406,795.03","3,535,365.15","6,150,286.85","12,582,177.53","18,787,598.87","3,507,112.06","9,275,234.22","17,559,958.19","49,486,538.49","26,352,685.58","33,267,036.53","45,282,316.75","81,065,774.38","11,548,611.01","26,189,777.16","47,542,834.94","67,130,322.00","15,424,776.05"
投资活动现金流出小计,"40,229,224.92","63,455,039.62","29,352,097.58","8,825,656.81","16,287,887.09","20,692,139.04","37,999,725.89","13,065,332.06","8,223,064.52","20,795,811.15","30,566,428.31","10,385,777.81","19,029,868.12","28,222,555.19","33,091,969.97","4,843,369.95","13,702,945.89","19,940,170.22","23,400,023.48","6,153,133.37","112,894,928.08","139,333,829.93","183,540,634.75","36,701,868.04","57,471,221.83","71,055,187.44","96,821,393.28","92,085,663.62","182,889,914.96","255,801,192.29","312,885,573.81","66,619,915.45","79,238,938.27","119,829,411.20","164,077,903.04","2,474,525.85"
经营活动现金流入小计,"87,837,118.44","120,774,107.30","183,167,452.51","45,461,380.52","116,302,768.98","155,767,112.26","227,903,002.05","30,063,361.24","71,588,409.19","104,045,055.46","141,616,304.11","39,349,315.15","90,569,115.26","123,988,636.41","170,630,507.99","47,552,998.69","94,017,254.87","138,585,026.96","194,263,706.16","47,139,608.59","113,167,349.40","209,683,316.86","313,536,517.19","92,663,384.87","217,805,152.05","362,857,486.50","622,715,303.09","199,913,124.97","372,244,875.18","552,409,193.66","1,079,168,373.74","175,015,246.05","374,570,496.97","588,516,859.75","971,821,262.02","243,380,088.89"
投资活动产生的现金流量净额,"-37,876,049.35","-25,196,905.23","-24,118,857.58","-8,825,656.81","-16,287,887.09","-20,692,139.04","-37,998,902.68","-12,931,332.06","-8,087,464.52","-20,510,357.03","-30,252,737.01","-9,585,777.81","-18,229,868.12","-27,422,555.19","-32,291,969.97","-4,813,369.95","-13,672,945.89","-19,866,110.22","-22,498,705.05","-6,153,133.37","-112,894,478.08","-139,312,005.54","-181,014,353.16","-26,469,539.40","-32,642,441.16","-18,627,226.08","-48,403,010.31","-40,464,230.60","-51,108,383.39","-67,138,667.46","-64,356,196.07","1,624,821.65","6,969,331.43","-24,520,088.96","-38,231,476.74","499,967,791.12"
购买商品、接受劳务支付的现金,"23,408,500.99","30,603,885.33","41,615,623.39","12,766,845.77","23,844,734.30","30,774,861.46","48,744,076.25","9,308,266.63","20,312,427.83","33,013,113.07","43,393,284.93","18,557,096.20","32,439,904.07","48,829,080.71","65,108,888.26","17,878,093.40","34,352,123.95","50,093,867.00","71,752,718.46","19,214,790.42","51,352,827.77","89,557,439.15","91,140,568.79","51,235,604.77","131,026,441.28","199,641,353.25","274,610,302.48","108,376,047.81","187,578,888.12","332,912,135.82","586,065,604.72","156,466,398.78","257,593,677.30","407,219,120.78","603,001,448.42","141,193,891.09"
吸收投资收到的现金,,,"700,000.00",,"632,929,000.00","632,929,000.00","632,829,000.00",,,,,,"1,200,000.00","4,200,000.00","5,200,000.00",,,,"400,000.00",,,,"3,600,000.00","925,000.00","2,750,000.00","2,750,000.00","2,750,000.00","4,500,000.00","4,500,000.00","4,500,000.00","5,250,000.00",,,"1,500,000.00","1,500,000.00",
