科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"84,442,268.02","221,995,312.78","321,272,547.36","510,573,187.51","89,813,913.30","208,313,014.79","292,698,664.18","400,345,430.46","75,252,593.58","185,509,377.71","271,975,479.78","576,532,728.15","66,791,649.88","162,311,251.01","278,444,840.89","407,341,890.59","89,470,026.25","167,180,481.63","282,493,744.78","367,480,150.91","78,816,921.41","156,690,935.53","237,034,061.78","304,058,917.37","81,562,456.47","121,273,833.43","169,245,805.20","272,046,414.42","48,968,138.17","84,254,524.22","167,505,147.08","226,575,940.34","35,125,398.05","77,231,899.72","116,291,123.62","176,836,704.14","19,698,292.63","43,629,426.57","71,224,434.29","78,835,008.81","84,406,605.00","730,255,974.45","1,518,403,852.16","2,240,890,267.68"
二、营业利润,"-14,763,112.93","-28,354,012.03","-34,346,838.95","-68,970,211.92","3,065,104.75","-28,363,969.64","-104,936,511.19","-131,562,475.75","-9,009,090.00","-9,033,203.92","-19,107,541.91","-25,858,332.86","-12,186,404.36","-18,064,882.45","-13,283,979.80","-57,051,756.16","-25,170,017.38","-53,664,056.41","-70,717,493.21","-102,124,748.27","-3,390,698.51","-21,345,418.56","-26,929,409.57","-110,934,003.90","-7,850,184.41","-25,829,307.08","-28,283,348.51","753,739.98","1,233,334.83","-27,759,864.84","8,745,020.69","-8,327,291.14","-12,154,997.33","-23,906,818.13","-29,976,927.11","-17,987,761.15","-8,972,207.28","-16,946,154.62","-26,277,416.13","-15,152,358.46","-4,471,262.16","-1,616,080.61","-5,403,416.78","5,950,562.83"
减:营业成本,"73,922,597.90","197,204,741.06","280,974,585.51","419,294,990.62","66,549,900.56","188,807,794.21","265,777,222.49","370,439,842.17","60,853,558.81","150,216,700.52","221,798,506.75","422,519,981.91","58,888,275.81","141,912,592.10","235,604,025.57","360,253,055.02","87,447,116.57","161,143,241.54","271,106,197.55","344,118,851.06","74,196,843.84","144,822,627.02","217,755,303.35","303,525,490.96","80,165,723.36","115,297,381.28","152,028,716.61","260,954,109.48","41,853,207.00","70,322,570.59","135,899,705.96","202,037,996.64","31,065,671.46","67,184,030.85","98,163,174.95","145,855,132.20","18,632,339.00","39,966,667.84","65,918,738.86","73,382,318.15","82,289,429.21","721,198,870.21","1,503,998,970.34","2,219,550,773.43"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"418,895.18","875,726.45","1,417,249.12","2,964,445.13","526,860.91","1,117,278.64","1,431,749.32","2,398,733.77","610,062.23","1,336,583.48","1,861,133.90","18,693,937.46","369,700.73","1,373,777.73","1,872,747.85","2,131,302.87","311,193.38","455,389.39","876,209.50","1,831,345.13","346,092.05","593,452.95","1,007,052.60","1,643,378.84","256,632.58","519,112.43","1,267,472.49","1,380,569.55","193,743.75","1,283,563.92","2,950,083.70","2,765,594.48","221,803.97","531,266.70","809,109.48","1,621,399.81","492,869.31","477,353.80","477,927.38","2,247,643.28","43,731.85","167,194.81","660,604.02","1,258,686.10"
营业外收入,"837,265.06","1,101,138.46","1,476,622.01","92,111,502.84","103,834.44","1,358,670.06","1,541,893.60","1,243,213.77","152,724.46","167,028.55","10,799,143.83","8,581,615.45","12,504.90","86,913.38","1,298,231.49","70,191,852.84","40,568.40","22,982.92","1,276,857.56","804,888.68","5,329,515.47","27,918,824.42","27,989,358.84","29,929,114.84","20,347.21","29,995.87","35,895.87","19,158,077.78",403.00,"3,965,393.63","7,380,331.68","1,369,996.55","100,808.15","1,448,995.77","1,448,995.77","118,163,019.29",132.41,"17,132.41","85,747.84","631,647.84",,"50,100.00","86,797.52","24,118,897.52"
销售费用,"2,454,549.71","7,753,169.16","13,754,617.36","20,523,986.77","3,506,079.23","9,674,972.57","13,635,251.13","28,483,117.58","3,965,247.02","10,305,229.42","16,647,041.20","24,548,916.47","3,466,017.51","8,662,559.76","15,973,532.37","21,340,843.71","5,064,442.15","13,297,389.22","20,447,668.31","24,054,302.77","1,406,054.63","5,319,059.69","8,110,747.84","14,645,338.79","1,769,642.28","3,903,203.68","5,318,293.25","8,525,172.52","1,214,628.45","3,596,920.21","5,411,080.93","9,576,694.74","2,110,222.97","4,443,290.55","7,099,334.68","8,517,251.76","703,948.88","2,371,574.43","3,921,696.25","6,644,201.80","16,342.28","89,836.50","93,405.28","122,352.87"
减:营业外支出,"451,800.11","6,734,686.96","8,507,106.22","8,809,402.89","281,318.58","956,231.78","4,227,791.74","12,330,663.88","253,106.59","588,392.99","712,071.87","24,588,843.53","84,193.16","174,622.38","234,020.33","5,307,147.34","101,752.26","620,564.13","1,115,035.00","19,055,979.53","35,389.61","105,885.11","293,028.35","8,878,987.24","36,324.45","245,632.03","900,977.59","2,338,491.62","2,979.55","2,579,943.92","3,008,495.69","47,163,031.19","141,428.79","177,285.06","539,957.59","80,547,331.21","42,979.90","8,218,801.68","8,251,948.22","63,957,788.59","41,999.30","8,212,748.60","8,344,123.14","17,954,523.66"
管理费用,"12,993,285.08","27,553,947.52","38,205,791.05","60,650,576.57","12,575,892.32","26,597,555.84","44,408,591.14","64,014,055.06","12,932,773.75","25,666,933.17","38,346,430.58","58,718,456.85","12,076,931.79","24,460,311.12","36,304,348.52","50,111,942.52","19,499,552.13","38,811,064.62","49,461,879.83","56,870,138.26","5,153,706.45","20,800,831.26","30,453,913.53","52,608,394.83","6,046,248.28","20,078,678.29","26,592,235.98","49,660,381.37","3,268,605.03","28,039,805.70","36,660,421.35","61,369,082.92","11,370,400.59","23,899,406.75","33,716,501.67","50,301,969.62","8,486,477.07","15,828,575.59","25,162,065.42","74,786,196.60","6,134,125.76","9,939,950.13","19,554,823.48","37,207,284.01"
其中:非流动资产处置净损失,,,,"77,940.29",,,"3,462,338.79","9,825,985.44","213,244.58","351,743.77","351,743.77","4,084,140.47",,,,"1,427,680.05",,,,"11,844,503.03",,"3,422.79","3,422.79","3,288,844.41",,,,"11,081.07",,,,"5,362,039.36",,,,,,,,,,,,
