科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"37,740,777.61","175,692,227.53","211,554,922.06","156,641,208.19","849,808,711.29","875,238,281.17","637,843,919.75","423,180,893.73","301,677,950.44","236,911,132.80","196,997,263.03","222,780,458.85","300,947,292.70","144,427,363.34","144,713,481.50","64,001,353.34","67,934,609.01","34,360,294.58","78,625,526.34","32,727,792.89","31,920,560.65","541,054,253.38","491,255,105.98","58,030,868.18","32,103,129.96","95,511,425.00","48,855,286.83","186,472,542.10","180,487,508.55","100,357,182.06","78,134,831.58","88,441,730.34","77,779,115.93","86,482,715.95","59,945,168.05"
短期借款,"40,000,000.00","41,610,000.00","85,382,000.00","141,732,000.00",,"67,235,200.00","42,080,000.00","107,682,000.00","158,922,000.00","267,970,231.37","332,476,428.67","430,841,216.20","615,903,893.47","553,072,000.00","521,189,152.10","401,565,946.66","270,850,000.00","240,000,000.00","200,000,000.00","100,000,000.00","102,740,000.00",,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"1,000,000.00",,"6,855,000.00","825,000.00","4,587,112.50","13,958,732.50","28,029,745.00","54,863,290.85","12,725,000.00","16,293,420.00","24,577,100.00","14,680,500.00","12,260,000.00","6,550,000.00","5,050,000.00","4,266,000.00","6,890,000.00","8,288,000.00","15,720,829.95","25,408,829.95","22,202,489.00","12,591,587.64","7,320,000.00","15,303,500.00","9,150,000.00","9,324,000.00","12,507,840.00","22,570,300.00","15,482,300.00","1,300,000.00","8,177,550.00","7,600,000.00"
应付票据,,"106,232,983.06","87,913,709.14","108,735,705.97","93,069,208.73","150,989,235.07","158,277,833.41","72,494,436.09","85,815,471.40","142,787,693.60","152,022,419.64","156,899,664.04","206,036,423.82","101,631,033.02","41,843,500.00","55,840,000.00","21,440,000.00","5,000,000.00","3,836,000.00","2,836,000.00","31,185,376.80","36,824,376.80","20,483,733.80","21,402,489.00","30,077,000.00","9,720,000.00","8,800,000.00","8,000,000.00",,"6,934,000.00","14,896,300.00","47,832,300.00","40,000,000.00","36,595,937.00","39,095,937.00"
应收账款,"154,590,572.11","232,856,286.38","291,460,569.94","325,624,014.26","369,064,714.19","438,907,535.45","492,099,639.45","639,462,103.06","657,356,618.15","667,846,124.01","645,516,256.38","563,087,521.35","553,307,685.83","472,502,367.49","455,920,233.97","476,123,727.24","359,954,408.30","306,948,897.97","265,913,345.65","244,124,858.91","236,386,004.57","296,474,955.06","266,491,374.30","285,897,940.48","241,902,641.83","247,609,893.78","263,668,495.99","252,746,177.10","240,605,595.79","248,672,665.98","249,257,479.05","249,758,005.94","277,270,873.03","310,381,443.66","307,240,420.74"
应付账款,"88,025,240.44","139,224,125.40","251,615,038.99","285,706,081.65","294,845,557.74","260,256,602.03","228,551,365.79","293,327,572.96","309,401,660.49","313,938,870.21","353,402,955.97","399,026,596.73","437,526,370.16","387,760,488.51","452,160,645.77","426,323,871.36","469,344,076.44","358,426,628.23","392,254,032.60","314,010,501.64","206,300,111.91","101,754,668.42","86,131,530.93","110,201,252.27","105,721,429.86","95,979,855.86","74,405,152.21","61,784,290.91","73,294,556.39","64,309,851.08","59,731,023.54","67,741,326.64","81,614,439.51","104,789,562.38","107,496,555.02"
预付款项,"60,053,803.71","68,811,859.96","58,824,136.76","82,384,389.77","101,356,958.89","101,304,016.35","140,291,507.95","152,347,758.14","108,714,412.51","154,120,730.43","218,137,634.46","245,032,017.87","182,955,192.72","111,995,253.10","167,503,341.84","82,283,814.83","91,991,544.32","59,672,966.37","59,283,107.22","57,874,858.36","27,597,550.62","13,347,168.92","29,137,810.75","35,045,227.63","50,352,966.62","10,183,578.65","9,314,379.61","14,340,328.83","7,778,845.74","23,009,852.80","22,826,933.73","19,293,073.03","19,850,828.70","20,521,891.25","20,596,153.89"
预收款项,"208,429,919.29","334,626,238.93","462,061,688.00","361,814,690.92","348,375,855.64","228,607,417.90","242,341,107.62","234,121,132.70","303,848,166.30","166,497,622.74","142,405,689.58","169,536,524.27","157,592,956.91","198,847,930.39","224,325,657.07","111,867,739.70","162,011,158.86","211,841,398.51","162,518,549.68","164,857,881.95","155,116,438.80","15,257,576.10","38,716,766.75","45,754,271.22","57,577,693.26","13,354,526.48","19,767,729.11","43,713,774.99","11,835,441.44","12,530,841.01","32,864,603.34","21,037,949.02","22,836,851.09","4,827,310.15","9,527,788.92"
