科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"325,988,974.00","582,603,746.00","621,600,000.00","1,263,501,632.16","2,047,988,392.00","1,316,164,207.00","1,095,305,752.00","1,112,691,949.00","1,175,005,247.00","1,735,555,933.00","1,055,762,828.57","913,378,317.59","1,020,887,777.55","949,481,434.34","1,173,848,968.96"
短期借款,"459,000,000.00","100,000,000.00","330,000,000.00","330,000,000.00","270,000,000.00","80,000,000.00",,"50,000,000.00","120,000,000.00","590,000,000.00","20,000,000.00","20,000,000.00",,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,
应收账款,"72,868,737.00","74,533,053.00","90,513,749.00","102,075,652.18","113,742,802.00","116,247,943.00","156,023,269.00","143,858,136.00","158,489,605.00","153,588,906.00","172,163,171.48","154,845,606.71","159,520,284.08","173,670,086.91","184,004,950.72"
应付账款,"54,191,939.00","41,938,282.00","48,843,888.00","37,370,122.45","38,775,695.00","38,235,855.00","49,664,759.00","41,103,150.00","46,859,720.00","38,391,020.00","100,615,035.27","67,716,079.26","80,776,799.87","88,809,876.42","111,282,398.28"
预付款项,"4,330,510.00","4,324,463.00","3,288,033.00","4,863,636.58","4,993,519.00","10,017,251.00","6,765,090.00","9,275,344.00","13,265,493.00","10,274,879.00","8,434,877.64","8,441,438.53","9,196,152.98","4,357,805.65","2,833,778.76"
预收款项,"39,996,426.00","41,046,824.00","84,197,361.00","89,557,659.37","87,114,986.00","87,589,475.00","86,353,824.00","85,890,213.00","88,642,688.00","85,241,150.00","71,963,905.75","79,993,106.51","87,027,964.09","91,604,540.65","98,094,511.19"
其他应收款,"13,140,787.00","16,741,401.00","21,316,384.00","22,010,098.50","24,130,774.00","35,062,235.00","32,858,626.00","36,918,466.00","33,943,269.00","37,532,238.00","31,116,238.04","32,038,173.45","33,301,054.89","40,063,429.04","31,671,958.60"
应付职工薪酬,"8,158,119.00","6,695,597.00","6,234,648.00","5,630,338.82","12,342,083.00","11,716,437.00","13,903,853.00","11,401,684.00","23,419,842.00","25,254,925.00","10,330,941.73","8,779,073.77","22,149,983.76","21,362,612.54","21,897,040.90"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"38,766,939.00","30,042,169.00","28,992,892.00","17,605,416.39","16,001,240.00","21,567,572.00","31,096,405.00","28,394,663.00","26,897,357.00","35,155,439.00","36,196,224.22","40,069,035.25","33,023,916.02","32,473,299.31","30,774,743.37"
应收利息,,,,,,,,,,,,,,,
应付利息,"6,456,089.00","25,188,159.00","25,493,000.00","40,498,851.64","57,002,660.00","28,824,577.00","46,490,516.00","38,575,758.00","55,843,599.00","22,673,559.00","36,777,945.50","22,764,267.14","39,756,183.49","20,523,860.45","37,045,277.50"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"71,373,658.00",,,,"87,561,497.00",,
存货,"48,250,661.00","44,514,226.00","38,208,368.00","33,666,833.63","34,620,014.00","36,574,561.00","30,960,282.00","33,228,771.00","32,726,353.00","28,974,016.00","33,337,030.48","33,705,637.83","32,638,614.28","38,016,616.30","41,385,657.51"
其他应付款,"318,928,584.00","319,818,998.00","485,458,385.00","414,912,816.39","484,533,668.00","459,629,766.00","523,306,902.00","436,366,994.00","486,358,084.00","446,813,477.00","611,288,417.59","540,829,360.04","520,424,051.84","487,805,665.72","521,400,892.76"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
