科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
经营活动现金流出小计,"179,744,314.45","200,589,496.74","207,350,312.90","43,515,663.70","89,407,187.24","135,697,804.09","196,777,552.64","44,578,185.81","93,579,811.63","132,714,849.71","199,243,856.46","59,239,614.58","113,943,200.79","190,076,937.48","274,985,386.04","78,585,646.93"
偿还债务支付的现金,"31,000,000.00","31,000,000.00",,"15,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","1,990,000.00"
经营活动产生的现金流量净额,"32,455,696.80","35,251,184.61","38,535,259.91","5,179,884.62","4,571,174.90","-990,862.54","25,286,050.88","-1,003,658.93","23,404,106.48","35,292,871.39","69,961,461.19","3,316,123.84","19,253,786.20","32,546,261.69","72,202,714.97","-5,498,692.11"
分配股利、利润或偿还利息支付的现金,"5,173,471.13","7,845,825.01","13,363,330.00","245,437.50","482,983.81","17,935,983.81","17,935,983.81",,"11,602,200.00","11,620,544.56","11,850,681.55","2,841,361.48","5,555,812.06","23,851,903.67","27,074,965.61","132,243.02"
收回投资收到的现金,,,,,,,,,,"28,000,000.00","45,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00","33,000,000.00","13,500,000.00"
支付其他与筹资活动有关的现金,,,,,"1,745,002.25","4,935,879.67","6,201,917.37","216,535.96","216,535.96","216,535.96","216,535.96",,,,"157,199,495.00","2,000,000.00"
取得投资收益收到的现金,,,,,,"91,287.67","476,575.34","336,757.54","573,673.97","880,043.83","954,867.12","152,580.82","242,075.34","242,075.34","453,801.37","119,095.89"
筹资活动现金流出小计,"36,173,471.13","38,845,825.01","13,363,330.00","15,245,437.50","32,227,986.06","52,871,863.48","54,137,901.18","216,535.96","11,818,735.96","11,837,080.52","12,067,217.51","4,841,361.48","7,555,812.06","25,851,903.67","186,274,460.61","4,122,243.02"
处置固定资产、无形资产和其他长期资产收回的现金净额,"4,067.00","2,495.00","5,595.00",350.00,500.00,970.00,970.00,"99,000.00","122,000.00","122,000.00","122,144.00",400.00,"248,842.18",400.00,"6,400.13","21,000.00"
筹资活动产生的现金流量净额,"-5,173,471.13","-38,845,825.01","16,636,670.00","-15,245,437.50","384,102,713.94","363,458,836.52","362,192,798.82","-216,535.96","-11,818,735.96","-11,837,080.52","141,932,782.49","158,638.52","-2,555,812.06","-15,851,903.67","-175,794,460.61","-4,122,243.02"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-8,440.56","-72,213.28",978.92,"12,428.63","2,208.45","2,917.53","62,758.91",-214.39,-499.07,"-2,468.39","92,207.98","19,244.63","171,639.61","184,128.68","81,970.06","-88,184.99"
收到其他与投资活动有关的现金,,"1,000,000.00","4,000,000.00",,,,,,,,,,"2,267,998.15","2,267,998.15","2,273,453.36",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"4,067.00","1,002,495.00","4,005,595.00",350.00,500.00,"92,257.67","477,545.34","435,757.54","695,673.97","29,002,043.83","46,077,011.12","17,152,980.82","19,758,915.67","19,510,473.49","35,733,654.86","13,640,095.89"
五、现金及现金等价物净增加额,"-6,940,709.99","-20,079,531.81","49,841,252.08","-12,280,536.01","387,250,017.47","314,360,299.78","338,237,557.45","-1,600,734.99","9,483,831.87","47,581,277.24","80,093,992.76","1,707,984.54","15,107,392.34","11,939,700.07","-105,956,103.31","-52,511,416.43"
购建固定资产、无形资产和其他长期资产支付的现金,"34,218,562.10","17,415,173.13","9,337,251.75","2,227,761.76","1,426,579.82","3,202,849.40","4,781,596.50","816,083.25","2,796,713.55","4,874,089.07","5,569,470.02","1,939,003.27","5,521,137.08","8,449,260.12","8,679,982.59","8,342,392.20"
期初现金及现金等价物余额,"51,968,720.68","45,028,010.69","24,948,478.88","74,789,730.96","74,789,730.96","74,789,730.96","74,789,730.96","413,027,288.41","413,027,288.41","413,027,288.41","413,027,288.41","495,394,734.53","493,121,281.17","493,121,281.17","493,121,281.17","387,165,177.86"
投资支付的现金,,,,,,"45,000,000.00","45,000,000.00",,,,"17,000,000.00","17,000,000.00","16,000,000.00","16,000,000.00","29,500,000.00","48,100,000.00"
期末现金及现金等价物余额,"45,028,010.69","24,948,478.88","74,789,730.96","62,509,194.95","462,039,748.43","389,150,030.74","413,027,288.41","411,426,553.42","422,511,120.28","460,608,565.65","493,121,281.17","497,102,719.07","508,228,673.51","505,060,981.24","387,165,177.86","334,653,761.43"
