科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"205,328,063.48","226,389,504.93","238,730,113.52","46,572,994.35","90,935,866.00","129,627,500.57","203,813,689.07","42,245,632.17","111,581,631.38","158,399,231.25","249,633,546.12","61,003,874.94","127,926,039.33","213,672,704.11","330,663,802.34","69,790,636.67"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"125,400,000.00",,,,,
收到的税费返还,,537.40,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,"30,000,000.00",,,,,
收到其他与经营活动有关的现金,"6,871,947.77","9,450,639.02","7,155,459.29","2,122,553.97","3,042,496.14","5,079,440.98","18,249,914.45","1,328,894.71","5,402,286.73","9,608,489.85","19,571,771.53","1,551,863.48","5,270,947.66","8,950,495.06","16,524,298.67","3,296,318.15"
投资活动现金流出小计,"34,218,562.10","17,415,173.13","9,337,251.75","2,227,761.76","1,426,579.82","48,202,849.40","49,781,596.50","816,083.25","2,796,713.55","4,874,089.07","177,969,470.02","18,939,003.27","21,521,137.08","24,449,260.12","38,179,982.59","56,442,392.20"
经营活动现金流入小计,"212,200,011.25","235,840,681.35","245,885,572.81","48,695,548.32","93,978,362.14","134,706,941.55","222,063,603.52","43,574,526.88","116,983,918.11","168,007,721.10","269,205,317.65","62,555,738.42","133,196,986.99","222,623,199.17","347,188,101.01","73,086,954.82"
投资活动产生的现金流量净额,"-34,214,495.10","-16,412,678.13","-5,331,656.75","-2,227,411.76","-1,426,079.82","-48,110,591.73","-49,304,051.16","-380,325.71","-2,101,039.58","24,127,954.76","-131,892,458.90","-1,786,022.45","-1,762,221.41","-4,938,786.63","-2,446,327.73","-42,802,296.31"
购买商品、接受劳务支付的现金,"26,603,903.45","31,521,754.69","27,000,002.19","4,245,077.54","10,359,265.21","16,663,563.34","24,414,302.35","6,310,055.20","11,747,041.10","16,339,912.42","24,171,510.76","10,887,684.18","13,916,188.39","38,693,285.45","44,519,322.18","19,869,828.93"
吸收投资收到的现金,,,,,"416,330,700.00","416,330,700.00","416,330,700.00",,,,"4,000,000.00",,,,,
支付给职工以及为职工支付的现金,"70,584,052.19","82,315,277.35","94,105,038.85","24,001,699.44","40,624,701.67","57,823,270.64","84,976,611.00","21,269,483.21","40,063,389.30","56,808,244.43","85,704,584.01","24,502,787.76","46,260,785.61","67,831,184.19","113,781,448.29","31,918,389.71"
取得借款收到的现金,"31,000,000.00",,"30,000,000.00",,,,,,,,,"5,000,000.00","5,000,000.00","10,000,000.00","10,000,000.00",
支付的各项税费,"49,684,814.63","57,354,729.66","57,784,581.23","11,758,010.39","25,837,593.55","39,728,440.55","55,532,153.84","10,678,556.92","26,777,629.21","38,851,611.19","56,215,179.72","13,975,148.04","35,121,134.50","50,414,427.14","75,553,487.70","16,358,572.37"
收到其他与筹资活动有关的现金,,,,,,,,,,,"150,000,000.00",,,,"480,000.00",
支付其他与经营活动有关的现金,"32,871,544.18","29,397,735.04","28,460,690.63","3,510,876.33","12,585,626.81","21,482,529.56","31,854,485.45","6,320,090.48","14,991,752.02","20,715,081.67","33,152,581.97","9,873,994.60","18,645,092.29","33,138,040.70","41,131,127.87","10,438,855.92"
筹资活动现金流入小计,"31,000,000.00",,"30,000,000.00",,"416,330,700.00","416,330,700.00","416,330,700.00",,,,"154,000,000.00","5,000,000.00","5,000,000.00","10,000,000.00","10,480,000.00",
