科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"21,679,975.19","47,432,617.06","74,310,237.23","103,559,197.21","21,040,895.46","50,292,655.43","81,075,874.03","112,443,494.73","23,949,342.94","82,542,076.77","160,501,018.06","242,188,608.22","129,826,433.89","295,055,625.38","588,986,611.75","746,081,899.54","58,434,384.34","180,483,873.54","275,663,070.87","411,948,488.41","76,868,701.91","163,738,752.66","273,824,208.95","375,252,255.91","90,578,855.73","186,466,610.53","290,246,014.33","379,631,879.50","102,230,585.84","244,395,598.06","396,532,015.09","772,291,754.70","323,299,959.59","593,742,734.11","651,863,955.30","665,708,370.74","111,296,230.19","243,438,699.78","533,409,418.78","871,846,026.03","226,821,618.57","381,491,845.44","749,883,765.52","1,191,134,485.42","379,215,717.54","998,531,341.97","1,208,888,950.96","1,518,264,195.14","293,912,250.20"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,"580,000.00",,,,,,,,,,"3,000,000.00","60,115,720.40","63,263,505.00",,,,"42,095,551.23",,"18,301,877.52","18,301,877.52","18,301,877.52",,,,,,"2,217,933.86","2,217,933.86","2,217,933.86",,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,229,858.36",,,,"60,435.87","5,980,645.85","31,212,211.99","33,981,218.91","33,900,092.76","314,198.69","314,198.69","2,407,321.30","5,267,960.99","877,206.82","1,774,410.82","2,866,562.20","3,907,592.28","825,851.67","2,322,408.29","3,551,712.73","4,226,159.12","851,449.41"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"10,500,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00",,,,,,,"46,844.83",,,,,,,,"217,630.83","41,238,424.02","42,288.16","8,064,665.00","13,214,155.40","82,057.48",,,,"2,614,583.68",
收到其他与经营活动有关的现金,"2,501,793.57","9,105,892.53","14,951,769.99","19,387,112.29","2,561,607.47","738,426.02","31,756,370.01","3,113,591.04","3,286,289.13","3,998,464.63","4,820,729.80","3,750,924.60","5,257,226.01","62,109,983.42","192,992,606.29","65,499,714.98","230,087,403.95","200,316,941.90","309,630,964.33","346,633,103.78","94,108,551.33","89,160,087.61","240,067,166.02","254,573,126.86","75,126,330.80","104,285,747.50","196,835,887.10","292,364,714.23","78,437,786.72","155,631,512.62","393,997,983.49","273,307,068.17","133,685,970.97","369,914,650.59","313,614,848.98","325,877,015.47","74,992,550.65","84,942,226.32","47,459,298.69","119,781,216.73","14,324,049.78","29,440,394.37","75,747,189.55","106,135,937.84","99,918,408.79","231,795,742.28","275,739,022.26","28,589,009.84","107,286,038.70"
投资活动现金流出小计,"3,674,045.59","3,375,618.46","3,797,518.74","6,665,165.95","5,188,972.57","6,392,647.58","11,068,747.78","18,365,523.96","36,322,311.01","46,218,200.23","73,865,814.28","82,205,463.38","19,119,608.92","43,591,428.73","114,571,949.83","143,547,662.02","24,994,404.66","59,165,525.19","76,982,894.89","107,389,785.76","40,562,993.12","64,025,541.79","122,362,571.33","139,876,623.30","48,643,698.73","114,262,961.12","180,211,398.04","437,712,495.95","66,691,208.27","101,902,774.79","181,160,573.37","260,229,023.08","338,806,010.98","442,714,041.94","905,662,224.00","947,753,258.81","175,088,132.95","109,830,205.79","127,988,198.51","344,062,554.97","31,235,239.84","104,214,495.58","143,544,550.58","126,985,268.90","120,725,855.67","116,165,058.13","118,710,331.56","171,375,614.90","9,794,940.38"
经营活动现金流入小计,"24,181,768.76","56,538,509.59","89,262,007.22","122,946,309.50","23,602,502.93","51,031,081.45","112,832,244.04","115,557,085.77","27,235,632.07","86,540,541.40","165,321,747.86","245,939,532.82","135,083,659.90","357,165,608.80","781,979,218.04","811,581,614.52","288,521,788.29","380,800,815.44","585,294,035.20","758,581,592.19","170,977,253.24","252,898,840.27","513,891,374.97","629,825,382.77","165,705,186.53","290,752,358.03","487,081,901.43","676,226,452.09","180,668,372.56","400,027,110.68","790,529,998.58","1,045,659,258.74","462,966,576.41","994,869,596.69","999,460,023.19","1,025,485,478.97","186,602,979.53","328,695,124.79","583,276,038.77","996,895,203.75","242,022,875.17","412,706,650.63","828,497,517.27","1,301,178,015.54","479,959,978.00","1,232,649,492.54","1,488,179,685.95","1,551,079,364.10","402,049,738.31"
投资活动产生的现金流量净额,"-3,674,045.59","-3,375,618.46","-3,797,518.74","334,834.05","3,766,619.43","4,235,666.42","20,180,414.22","13,208,638.04","-36,322,311.01","-42,568,541.29","-70,216,155.34","-78,524,904.44","-19,049,608.92","-43,424,386.73","-114,402,307.83","-123,983,926.56","-3,093,246.97","-23,064,072.50","-40,649,822.20","-70,391,466.30","-30,558,073.12","-51,007,543.79","-105,994,873.33","-123,108,645.30","-48,268,915.13","-113,812,237.44","-176,894,418.64","-435,026,997.55","-63,696,249.27","-101,880,815.79","-180,943,178.90","-248,417,305.16","-318,207,893.72","-379,577,819.61","-803,487,310.79","-872,630,661.70","-17,967,480.54","-20,459,593.13","42,646,683.69","-229,964,343.03","-10,281,329.44","-40,115,812.37","-18,058,835.29","-2,540,647.87","-98,438,436.86","-74,845,477.12","-98,192,680.43","-55,412,589.82","314,970,603.55"
购买商品、接受劳务支付的现金,"3,087,778.73","6,769,468.03","7,975,930.57","10,493,505.75","4,052,757.41","6,833,491.83","9,820,732.17","14,769,038.88","4,025,235.49","21,817,259.41","35,555,504.80","103,583,331.90","49,237,564.30","188,155,387.61","100,116,358.50","508,115,983.60","20,146,001.94","34,841,538.43","120,121,623.53","214,373,043.11","7,698,860.53","22,369,438.73","30,924,177.00","43,933,907.04","9,921,569.46","17,064,978.61","30,382,825.79","41,583,827.21","17,019,015.57","32,501,485.64","88,838,527.87","359,148,462.57","178,050,594.18","402,335,007.19","454,038,609.41","453,913,201.67","57,629,618.04","95,288,106.01","294,361,525.81","665,103,910.55","94,901,443.51","157,733,450.29","411,317,233.02","756,793,100.44","339,796,009.60","900,736,480.00","1,029,739,951.73","1,265,636,720.38","338,137,336.69"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"211,110,596.15",,,,,,,"713,999,997.00","730,849,997.00",,"1,000,000.00","1,491,550.00","1,090,000.00",,,"157,028,380.00","195,428,380.00","20,400,000.00","20,400,000.00","20,400,000.00","20,400,000.00",,,,,
