科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
经营活动产生的现金流量净额,"51,302,324.93","28,467,812.76","69,329,746.56","-2,698,037.09","-630,164.01","-3,138,357.84","36,504,404.49","-379,277.48","-7,603,482.88","-539,873.43","50,297,682.70","-2,669,440.89","-6,473,859.66","44,499,094.42","55,681,162.31","12,785,578.84","4,286,553.64","1,800,554.99","132,272,198.91","-5,265,328.72","-22,665,516.85","-20,458,379.05","61,819,928.00","-22,861,404.42","-18,827,989.15","-45,716,405.79","-78,105,025.61","9,017,101.35","34,676,665.81","20,920,002.35","66,774,459.08","-1,765,157.49","13,959,400.58"
分配股利、利润或偿还利息支付的现金,"29,000,000.00","32,797,522.70",,,,,,,"32,000,000.00","32,000,000.00","32,000,000.00",,"2,514,660.00","9,600,000.00","9,600,000.00",,"9,600,000.00","9,600,000.00","9,600,000.00",,"1,373,600.00","3,200,000.00","3,200,000.00",,"3,200,000.00","3,200,000.00","3,200,000.00",,"3,435,593.01","3,450,312.24","5,502,946.97","941,790.92","3,465,845.24"
收回投资收到的现金,"30,072,349.48","7,471,023.98",,,,,,,,,,,,,,,,"230,198.08","49,615,579.93",,,,"93,768,454.53",,,,"308,829,192.15","42,985,834.63","32,631,738.93",,"348,330,954.55","150,787,472.25","244,763,444.59"
支付其他与筹资活动有关的现金,,,,,"1,757,862.24","2,007,862.24","6,472,686.38",,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,"97,736.72",,,,,,,,,,,,,,"20,517,973.25","1,082,228.73","8,888,905.91","9,578,373.86","23,415,808.19","1,988,595.13","6,363,539.87","9,598,522.65","18,535,918.34","2,941,725.14","5,272,634.67","8,396,713.62","12,975,634.68","1,538,098.90","6,155,097.24","9,699,407.43","19,082,373.85","1,710,532.04","10,792,889.98"
筹资活动现金流出小计,"29,000,000.00","32,797,522.70",,,"1,757,862.24","2,007,862.24","6,472,686.38",,"32,000,000.00","32,000,000.00","32,000,000.00",,"2,514,660.00","9,600,000.00","9,600,000.00",,"9,600,000.00","9,600,000.00","9,600,000.00",,"1,373,600.00","3,200,000.00","3,200,000.00",,"3,200,000.00","3,200,000.00","3,200,000.00",,"3,471,536.22","3,485,885.05","5,502,946.97","941,790.92","6,206,136.22"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,,,,,"41,829.00",,,,"64,839.00",,,,,,,,,
筹资活动产生的现金流量净额,"-15,308,600.00","-32,797,522.70",,"779,326,325.86","777,568,463.62","777,314,663.62","777,121,313.62",,"-32,000,000.00","-32,000,000.00","-32,000,000.00",,"-2,514,660.00","-9,600,000.00","-9,600,000.00",,"-9,600,000.00","-9,600,000.00","-9,100,000.00",,"-1,373,600.00","-1,700,000.00","-3,200,000.00",,"-3,200,000.00","-3,200,000.00","-3,200,000.00",,"-3,471,536.22","-3,485,885.05","4,517,157.25","8,707,932.88","3,443,587.58"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"15,692.16","12,314.64","-277,943.29","37,134.84","-251,788.14","-331,388.26","-401,872.91","-13,921.03","38,242.76","25,020.40","-16,965.92","-201,508.74","-441,657.64","-479,784.37","-754,573.30","260,995.51","239,431.37","234,314.76","356,126.05","90,508.00","7,038.83","1,054,795.73","3,532,135.30","-54,774.26","2,071,314.76","3,028,497.09","8,584,978.19","-718,345.59","-3,142,667.09","-5,447,597.05","-5,849,813.23","-2,150,927.36","201,529.65"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,537,639.55",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"30,170,086.20","7,471,023.98",,,,,,,,,,,,,"20,517,973.25","1,082,228.73","8,888,905.91","9,808,571.94","73,031,388.12","2,030,424.13","6,363,539.87","9,598,522.65","112,304,372.87","3,006,564.14","5,272,634.67","8,396,713.62","321,804,826.83","44,523,933.53","38,786,836.17","9,699,407.43","378,950,967.95","152,498,004.29","255,556,334.57"
五、现金及现金等价物净增加额,"30,198,386.45","-8,426,850.32","47,279,006.13","753,466,775.17","739,182,212.05","732,512,682.88","693,609,189.32","-1,969,344.90","-55,646,923.51","-51,735,646.35","-55,729,688.37","-22,113,379.30","-29,088,397.99","11,186,004.97","12,023,261.82","12,712,488.70","-3,727,064.70","648,692.19","161,630,302.80","-89,549,170.10","-86,215,882.88","-67,014,524.58","105,652,790.90","-90,792,523.85","-101,924,480.78","-132,437,047.83","-146,212,635.96","-788,995.12","36,076,141.26","-22,765,093.43","66,100,596.86","-55,040,278.60","235,079,573.94"
购建固定资产、无形资产和其他长期资产支付的现金,"5,666,195.00","11,580,479.00","21,772,797.14","23,198,648.44","37,504,299.42","41,332,234.64","119,614,655.88","1,576,146.39","16,081,683.39","19,220,793.32","74,010,405.15","19,242,429.67","19,658,220.69","23,233,305.08","40,724,319.18","345,673.84","1,629,880.39","1,594,749.50","34,929,410.28","488,932.13","459,009.26","37,110,538.38","37,853,645.27","12,571,271.09","34,230,079.43","55,588,853.60","64,413,987.75","18,082,808.63","30,773,157.41","37,997,631.76","78,292,174.19","23,016,263.45","28,431,554.64"
期初现金及现金等价物余额,"8,227,761.58","38,426,148.03","29,999,297.71","77,278,303.84","77,278,303.84","77,278,303.84","77,278,303.84","771,487,493.16","770,887,493.16","770,887,493.16","770,887,493.16","715,157,804.79","715,157,804.79","715,157,804.79","43,317,719.59","55,340,981.41","55,340,981.41","55,340,981.41","55,340,981.41","216,971,284.21","293,977,963.50","184,865,418.52","216,971,284.21","322,624,075.11","322,624,075.11","322,624,075.11","322,624,075.11","176,411,439.15","185,910,199.88","185,910,199.88","176,411,439.15","242,512,036.01","242,512,036.01"
投资支付的现金,"30,314,921.84",,,,,,,,,,,,,,"13,096,981.26","1,070,640.54","5,912,075.23",,,,"68,088,335.47","18,398,925.53","30,950,000.00","58,311,638.22","53,010,361.63","39,356,999.15","330,883,427.62","35,528,875.78",,"6,453,389.35","300,000,000.00","189,313,867.47","9,649,723.80"
期末现金及现金等价物余额,"38,426,148.03","29,999,297.71","77,278,303.84","830,745,079.01","816,460,515.89","809,790,986.72","770,887,493.16","769,518,148.26","715,240,569.65","719,151,846.81","715,157,804.79","693,044,425.49","686,069,406.80","726,343,809.76","55,340,981.41","68,053,470.11","51,613,916.71","55,989,673.60","216,971,284.21","127,422,114.11","207,762,080.62","117,850,893.94","322,624,075.11","231,831,551.26","220,699,594.33","190,187,027.28","176,411,439.15","175,622,444.03","221,986,341.14","163,145,106.45","242,512,036.01","187,471,757.41","477,591,609.95"
