科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"871,302.95","290,187.30","316,826.57","137,679.66","121,799.66","86,070.05","85,552.78","85,631.63","547,866,200.92","776,838,014.77","2,092,774,200.21","1,565,470,487.15","1,192,572,349.40","379,628,402.40","419,650,778.63","381,918,265.06","672,087,705.06","455,767,245.67","446,932,917.14","554,520,538.00","576,523,002.00","980,741,062.51","859,467,484.88","903,885,894.09","875,732,640.72","718,609,979.46","1,085,316,699.89","1,056,497,619.51","965,699,449.56","944,996,339.63","995,985,660.52","1,022,597,117.45","1,467,779,058.30","810,139,013.28","853,479,746.14","1,206,480,079.06","2,076,499,683.99","4,757,724,845.56","6,463,768,475.99","6,871,629,849.76","7,001,682,998.31","4,648,935,590.83","7,579,686,665.91","8,604,433,571.48","8,554,207,754.20","8,884,360,977.34"
短期借款,"623,020,901.06","111,601,508.00","111,601,508.00",,,,,,"647,000,000.00","257,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00",,,,,"100,000,000.00","60,000,000.00","100,000,000.00","240,000,000.00","240,000,000.00","110,000,000.00","150,000,000.00","73,516,017.00","645,516,017.00","775,516,017.00","1,530,516,017.00","2,057,000,000.00","2,072,000,000.00","1,767,000,000.00","1,933,000,000.00","1,838,000,000.00","1,383,000,000.00","838,000,000.00",,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,"1,526,000.00",,"1,200,000.00","650,000.00","250,000.00",,,"43,280.00","4,590,588.00",,"580,000.00","500,000.00",,"412,920.00","932,920.00","1,260,000.00","2,100,000.00","6,100,117.50","7,635,000.00","1,000,000.00","4,190,000.00","1,840,000.00","2,518,712.10","52,335.00","52,335.00",,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,"75,400,000.00","113,000,000.00","122,000,000.00","407,300,582.63","382,121,249.63","264,897,845.00","273,241,163.12","373,244,155.12","345,083,147.12","324,886,311.62","287,316,074.00","300,737,070.28","336,635,712.88","259,490,417.38","174,055,648.88","120,058,301.60","209,640,000.00","174,640,000.00",,,,,,,,,,,
应收账款,"38,700,411.27",,,,,,,,"2,767,774.25","2,644,239.43","2,517,514.87","1,324,208.75","1,318,201.74","11,039,174.61","7,514,775.07","1,506,186.54","1,523,480.50","75,595,818.62","31,861,960.88","31,025,237.91","30,229,529.55","29,153,934.39","1,548,126.03","1,190,550.31","864,611.66","1,532,086.08","2,089,625.76","3,304,605.90","2,659,116.17","1,906,798.17","1,944,419.52","9,256,695.83","5,080,133.49","8,016,166.90","8,800,779.69","10,030,161.52","23,846,702.93","68,792,910.03","42,297,228.74","49,392,805.50","57,253,174.05","56,626,368.97","94,473,913.79","73,516,599.49","82,243,414.85","30,870,649.69"
应付账款,"49,690,965.03",,,,,"245,132,270.18",,,"184,709,830.75","210,209,978.53","215,699,749.27","180,837,758.44","127,164,793.41","145,037,309.85","145,583,969.53","384,040,144.55","288,819,023.83","323,261,387.47","362,072,069.29","643,785,258.97","516,221,662.16","558,999,875.75","640,954,936.02","650,516,848.99","520,251,932.51","441,718,901.89","450,597,507.68","864,237,271.28","575,725,957.44","635,280,213.80","581,838,910.66","709,635,739.18","581,110,437.06","683,728,516.91","565,010,091.31","548,039,503.82","361,005,143.89","450,776,457.89","443,481,587.45","551,557,015.67","545,839,224.49","629,745,866.33","602,639,622.88","578,696,872.98","378,197,702.16","399,150,443.42"
预付款项,"25,111,402.91",,,,,,,,"152,985,179.74","228,706,762.74","609,412,508.64","1,481,461,836.99","2,573,240,507.72","3,861,957,694.69","2,957,573,192.02","584,041,410.90","174,974,888.45","219,828,013.75","56,160,830.90","17,887,074.02","11,338,622.26","3,496,939.77","6,799,866.27","262,196,911.46","524,757,024.98","1,017,845,545.40","493,249,016.04","991,042,493.64","1,993,123,556.05","1,986,358,917.33","39,367,501.81","5,262,876.95","6,814,354.57","8,399,841.82","11,779,189.54","3,845,205.24","4,022,830.66","1,770,251.91","6,533,919.46","1,605,290.81","1,644,836.22","1,786,500.71","5,623,704.72","233,572.01","1,922,261.44","79,237.16"
预收款项,"561,597.03",,,,,,,,"1,279,442,511.36","1,645,198,610.95","3,187,987,371.65","4,497,563,083.15","4,997,223,152.62","5,225,492,810.34","5,463,022,014.34","4,997,220,248.66","5,436,128,671.10","5,626,342,826.67","5,875,098,014.90","5,189,463,533.02","4,958,852,632.36","5,514,551,572.04","5,638,798,862.78","5,442,352,790.78","6,017,168,310.94","6,402,216,819.66","6,663,572,800.62","4,931,318,307.90","4,661,755,584.22","4,759,558,597.95","5,148,409,568.39","2,587,050,572.11","2,391,689,348.86","2,631,065,501.00","2,836,226,972.29","4,286,375,919.63","5,164,055,996.87","4,999,790,118.38","5,381,652,597.21","5,528,086,678.71","5,591,120,725.36","3,676,279,025.98","2,125,668,934.16","1,801,311,510.94","1,679,724,511.89","1,736,711,054.87"
