科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应收利息,,"174,330.93",,,,"2,103,494.44","3,489,925.16","2,413,216.19","3,137,246.89","1,878,474.85","2,489,480.93","2,701,134.98","3,456,472.51","1,810,747.13","1,780,787.20","1,382,084.04","2,062,636.73","665,798.97","251,965.03","263,652.53","860,402.52","563,757.67","312,000.00","473,201.00",,"1,416,901.65","4,691,161.90","8,546,409.20","14,280,300.70"
应付利息,,"67,162.50",,,,,,,,"319,525.00",,,,"1,137,348.17","508,055.56","735,472.21","909,861.11","1,245,503.85","787,843.87","1,338,981.78","1,124,558.34","1,714,401.48","1,169,955.99","795,337.20","5,259,413.33","1,418,707.30","2,059,875.28","2,110,872.83","3,267,506.04"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,990,000.00",
应付股利,,,,,,,,,,,,,,,,,,,,"4,018.71","4,018.71",,,,,,,,
存货,"45,010,122.06","20,061,619.44","84,932,141.64","123,938,703.85","142,209,477.00","137,787,012.92","166,712,290.67","195,857,024.68","191,484,350.06","168,505,185.03","180,316,661.41","173,608,875.82","177,822,144.74","151,741,393.92","211,742,366.25","221,767,562.80","192,677,722.51","184,939,491.35","224,927,823.29","250,326,597.61","232,981,907.11","245,311,300.54","302,225,959.55","297,766,740.47","262,960,260.02","306,229,199.14","368,951,581.25","369,954,285.37","385,178,450.79"
其他应付款,"5,309,856.14","8,224,351.48","8,562,328.40","8,617,588.76","7,497,679.50","9,451,969.63","55,872,145.09","61,428,657.93","45,597,584.74","27,366,443.37","22,358,455.16","46,810,667.98","39,311,906.89","33,728,495.11","33,927,371.85","28,705,319.89","19,556,776.30","15,760,507.25","15,961,757.88","94,184,411.54","53,261,294.93","55,202,032.65","44,435,945.87","42,732,157.50","46,124,823.66","47,448,230.62","59,821,773.86","52,091,010.71","67,574,786.43"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,"1,568.74",,,,"576,792.51","780,972.12","1,459,630.66","1,236,373.98","1,053,429.19","578,413.22","460,695.79","846,821.29"
一年内到期的非流动负债,"5,000,000.00",,"15,600,000.00","8,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,"585,452.80","34,038,136.96","27,087,668.04","26,529,695.65","15,522,422.36","18,152,224.33","9,020,187.29","8,232,408.04","11,587,283.24","10,447,847.61","5,730,484.32","12,227,663.49","12,144,106.11","12,305,117.42","9,773,664.12","12,706,289.16","21,834,528.60","22,757,155.41","33,514,180.06"
其他流动负债,,,,,,"300,000.00","300,000.00","150,000.00","150,000.00",,,,,,,,,,,,"327,796.55","38,500,000.00","38,500,000.00","37,320,000.00","37,320,000.00",,,,
流动资产合计,"189,207,866.16","234,461,642.66","503,877,839.29","588,616,204.93","973,078,286.72","927,752,697.52","951,947,193.91","1,003,637,464.71","1,025,275,576.87","960,333,566.47","975,988,318.30","999,791,659.97","1,042,446,263.09","1,122,645,545.49","1,269,381,646.15","1,383,820,638.41","1,205,724,755.76","1,224,707,447.10","1,253,987,177.87","1,311,234,019.79","1,259,100,705.27","1,462,589,559.02","1,554,329,396.19","1,607,710,423.05","1,580,274,228.73","2,914,241,439.18","3,213,929,051.55","3,154,112,026.40","3,335,833,839.65"
流动负债合计,"119,053,841.79","110,983,398.64","389,874,562.49","446,692,928.59","423,432,875.00","374,643,663.58","520,170,994.23","572,668,409.54","591,757,424.24","562,071,929.88","565,463,262.76","598,985,874.15","639,203,333.00","785,142,906.69","979,393,031.18","1,095,578,177.20","1,002,419,813.50","992,862,258.92","1,066,267,507.26","1,179,281,064.68","1,178,714,342.10","1,390,522,007.62","1,479,998,263.65","1,528,160,117.18","1,539,984,423.89","1,723,232,355.67","2,057,180,697.71","2,090,853,625.87","2,457,626,911.13"
可供出售金融资产,,,,,,,,,,,,,,,,,"74,630,556.28","69,222,848.27","69,222,848.27","69,222,848.27","69,222,848.27","69,222,848.27","69,222,848.27","69,222,848.27","69,222,848.27","68,687,952.69","92,912,952.69","117,418,824.89","118,138,818.53"
长期借款,"10,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,"36,500,000.00","36,500,000.00","36,500,000.00","33,500,000.00","33,500,000.00","30,500,000.00","30,500,000.00","27,500,000.00","27,500,000.00","24,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,"14,047,149.65","14,040,256.61","14,033,186.05","14,026,026.76","15,882,904.00","16,118,550.22","165,769,893.64","165,409,394.68"
长期股权投资,,,,,,,"60,000,000.00","60,000,000.00","60,000,000.00","68,115,245.41","68,115,245.41","68,115,245.41","68,115,245.41","74,630,556.28","74,630,556.32","74,630,556.28",,,,,,,,,"12,749,336.09","50,713,616.49","50,393,616.49","95,105,975.05","183,846,036.51"
专项应付款,,,,,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,"1,170,113.99","1,170,113.99","1,170,113.99","1,170,113.99","2,339,537.92","2,339,537.92","2,339,537.92","2,339,537.92","2,468,959.56","2,468,959.56","2,468,959.56","2,468,959.56","2,633,356.90","2,633,356.90","2,364,667.93","2,364,667.93"
固定资产,"32,148,521.90","38,598,083.40","56,440,943.06","61,210,582.44","62,764,053.57","61,375,112.53","86,012,672.53","101,267,054.78","101,990,014.19","121,102,906.41","120,839,645.89","122,921,714.77","122,562,081.98","165,037,911.70","164,377,708.35","189,899,522.22","186,929,227.67","223,820,579.18","218,217,329.43","245,087,524.06","286,436,573.34","302,108,904.07","299,425,678.25","301,703,761.52","313,088,774.30","337,410,603.45","343,675,798.10","350,478,632.08","361,730,474.75"
递延所得税负债,,,,,,"109,252.10","109,252.10","98,141.72","109,201.54","1,630,322.32","1,639,012.29","1,690,813.53","1,707,060.37","1,746,096.27","1,755,708.39","1,780,938.75","1,806,196.21","1,820,543.02","1,825,220.04","3,033,258.02","2,970,253.79","7,845,469.66","7,469,945.18","7,124,335.97","6,751,240.69","6,322,334.33","5,415,126.21","5,512,200.32","4,583,502.37"
在建工程,"120,000.00","1,256,621.80","11,912,760.87","6,683,852.96","6,833,852.96","8,372,332.12","22,947,535.69","10,358,875.33","9,764,883.70","15,407,964.44","22,780,213.25","25,620,993.91","42,668,305.28","25,415,804.22","30,321,057.56","15,104,331.93","28,405,213.60","658,823.47","2,583,702.88","2,888,822.52","8,442,730.36","17,534,885.88","22,030,486.66","23,006,896.67","27,341,151.95","9,598,068.66","13,297,196.25","62,713,248.85","79,246,858.61"
其他非流动负债,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","900,000.00","900,000.00","900,000.00","900,000.00","800,000.00","5,800,000.00","5,800,000.00","5,800,000.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"10,000,000.00","30,000,000.00",,,,"4,109,252.10","4,109,252.10","4,098,141.72","4,109,201.54","2,530,322.32","2,539,012.29","2,590,813.53","2,607,060.37","3,716,210.26","8,725,822.38","8,751,052.74","8,776,310.20","9,860,080.94","16,924,757.96","54,832,795.94","54,711,458.38","77,432,245.54","74,024,828.02","73,647,148.25","77,841,893.68","75,610,270.57","72,139,358.68","233,224,259.35","231,871,861.64"
固定资产清理,,,,,,,,,,,,,,,,,,,,,"4,160,682.00","228,267.29","232,577.97","217,802.20","173,474.89","285,003.45",,"474,675.07","856,052.78"
负债合计,"129,053,841.79","140,983,398.64","389,874,562.49","446,692,928.59","423,432,875.00","378,752,915.68","524,280,246.33","576,766,551.26","595,866,625.78","564,602,252.20","568,002,275.05","601,576,687.68","641,810,393.37","788,859,116.95","988,118,853.56","1,104,329,229.94","1,011,196,123.70","1,002,722,339.86","1,083,192,265.22","1,234,113,860.62","1,233,425,800.48","1,467,954,253.16","1,554,023,091.67","1,601,807,265.43","1,617,826,317.57","1,798,842,626.24","2,129,320,056.39","2,324,077,885.22","2,689,498,772.77"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"9,900,000.00","9,900,000.00","81,000,000.00","81,000,000.00","108,000,000.00","108,000,000.00","108,000,000.00","108,000,000.00","108,000,000.00","108,000,000.00","108,000,000.00","108,000,000.00","164,344,996.00","164,344,996.00","164,344,996.00","164,554,996.00","163,444,227.00","163,412,950.00","163,412,950.00","408,532,375.00","408,532,375.00","408,532,375.00","408,532,375.00","408,532,375.00","408,517,480.00","444,499,488.00","444,464,488.00","444,464,488.00","444,464,488.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"5,720,700.00","1,020,700.00","63,622,820.08","63,622,820.08","440,776,820.08","440,776,820.08","440,776,820.08","440,776,820.08","440,776,820.08","443,776,820.08","443,776,820.08","443,776,820.08","401,486,646.30","401,890,212.15","403,089,962.50","406,049,112.78","404,003,243.71","402,891,904.32","347,473,837.73","102,953,072.06","103,551,731.39","104,257,937.72","104,578,337.72","104,966,900.39","105,069,067.21","1,242,789,281.04","1,285,631,248.02","1,286,278,786.37","1,288,249,944.75"
无形资产,"5,672,777.78","10,424,031.20","17,142,969.87","16,936,303.62","16,880,761.16","16,754,811.97","23,539,235.71","23,463,490.50","23,264,516.54","28,465,644.87","28,273,404.07","28,025,216.10","27,789,122.43","27,569,206.55","28,046,474.46","71,499,887.83","71,060,019.69","70,203,086.50","70,888,914.70","75,482,400.39","91,078,752.02","92,216,765.79","91,396,683.23","90,564,922.56","90,578,538.89","90,004,702.87","89,257,010.84","92,891,853.27","133,406,396.69"
盈余公积,"4,950,000.00","4,950,000.00","5,533,168.30","8,236,759.96","8,737,926.68","8,842,330.02","8,842,330.02","8,842,330.02","8,842,330.02","10,669,762.32","10,669,762.32","10,669,762.32","10,669,762.32","12,683,404.85","12,683,404.85","15,994,483.72","15,994,483.72","16,786,620.06","16,786,620.06","23,212,474.56","23,212,474.56","26,458,116.13","26,458,116.13","31,602,349.22","31,602,349.22","34,028,009.28","34,028,009.27","39,151,977.85","39,151,977.85"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,"4,484,712.13","7,105,054.45","30,792,966.50","31,065,133.78","34,178,065.33","38,639,698.11"
减:库存股,,,,,,,,,,,,,,,,,,,,,,"5,549,644.72","5,549,644.72","5,549,644.72","788,568.63","761,460.00",,,"6,673,533.46"
商誉,,,,,,,"39,792,432.51","39,438,521.67","39,438,521.67","33,501,760.75","33,501,760.75","33,501,760.75","33,501,760.75","33,501,760.75","33,501,760.75","33,501,760.75","33,501,760.75","33,501,760.75","33,501,760.75","136,299,954.61","136,299,954.61","133,777,568.65","133,777,568.65","133,777,568.65","133,777,568.65","133,777,568.65","133,777,568.65","133,777,568.65","133,777,568.65"
未分配利润,"77,886,087.49","128,143,528.75","50,117,967.91","74,997,154.83","79,806,731.06","79,937,622.73","94,325,676.39","96,834,427.25","101,830,920.85","102,826,688.77","114,704,838.53","115,697,769.05","114,440,441.55","113,245,703.55","130,896,531.66","157,689,572.11","167,707,535.25","184,796,262.94","218,970,756.50","238,625,053.90","260,025,638.17","297,320,079.36","358,223,139.87","375,432,098.74","414,072,037.73","456,589,825.41","520,604,082.12","519,153,119.93","528,957,688.35"
长期待摊费用,,,,,,"728,347.34","691,312.73","1,647,272.58","4,438,173.32","6,521,405.13","6,491,234.83","6,027,280.16","6,023,050.62","6,887,498.05","6,464,983.67","7,316,624.52","7,711,447.58","7,690,732.18","7,034,488.40","9,402,120.14","8,424,792.14","8,183,003.19","7,386,530.36","6,729,918.74","6,109,244.89","9,796,860.58","9,507,073.03","12,510,732.61","14,245,716.51"
少数股东权益,,,,,,,"10,031,697.29","10,668,052.16","10,916,518.75","14,109,157.24","26,775,443.91","26,816,313.99","30,993,313.63","21,654,161.95","24,540,094.40","28,681,274.11","32,692,945.90","45,645,173.91","24,373,130.09","38,434,725.95","41,782,368.06","46,868,694.98","53,947,648.02","62,962,941.82","70,743,320.09","87,525,668.55","216,378,599.86","222,041,712.32","229,251,058.82"
递延所得税资产,"361,463.44","257,248.33","774,005.69","1,102,719.51","1,196,966.91","1,321,410.87","1,321,410.87","2,069,328.41","2,055,576.51","2,281,052.12","2,133,731.71","2,464,497.17","2,739,641.40","6,166,811.18","7,346,085.33","7,022,259.11","7,048,951.09","7,504,142.95","8,847,462.20","7,010,976.71","8,948,513.04","17,100,469.46","18,080,990.17","19,074,337.40","18,992,486.95","19,730,827.76","19,300,493.73","18,649,962.12","18,171,334.59"
外币报表折算价差,,,,,-431.50,"-4,976.16","-4,976.16","-6,172.79","-5,952.68","-61,976.64","-49,982.81","-793,488.48","-837,691.31","-829,511.38","-653,414.53","-636,891.91","-1,044,710.97",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"8,193,158.37","13,755,602.87","19,275,496.40","17,062,390.90","39,992,989.85","108,950,155.85","93,866,195.70","178,981,915.89","177,906,500.15","188,600,365.30","187,811,081.29","10,130,593.28","16,029,372.78","21,909,725.39","22,566,421.41","24,211,887.60","19,329,561.88","35,730,418.79","39,339,773.64","46,910,187.02"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"38,302,763.12","50,535,984.73","86,270,679.49","85,933,458.53","87,675,634.60","88,552,014.83","234,304,600.04","238,244,543.27","240,951,685.93","283,589,137.50","295,890,838.78","305,952,204.67","320,461,598.77","379,202,538.58","453,638,782.29","492,841,138.34","588,269,092.55","590,508,473.45","598,896,871.93","733,205,727.99","809,609,816.91","881,713,783.46","944,465,400.65","971,221,211.03","1,066,237,718.37","1,149,327,475.71","1,417,505,539.87","1,681,234,278.58","1,877,011,883.68"
所有者权益(或股东权益)合计,"98,456,787.49","144,014,228.75","200,273,956.29","227,856,734.87","637,321,046.32","637,551,796.67","661,971,547.62","665,115,456.72","670,360,637.02","679,320,451.77","703,876,882.03","704,167,176.96","721,097,468.49","712,988,967.12","734,901,574.88","772,332,546.81","782,797,724.61","812,493,580.69","769,691,784.58","810,325,887.16","835,284,721.70","876,349,089.32","944,771,705.17","977,124,368.65","1,028,685,629.53","2,264,726,288.65","2,502,114,535.03","2,511,268,419.76","2,523,346,950.56"
资产总计,"227,510,629.28","284,997,627.39","590,148,518.78","674,549,663.46","1,060,753,921.32","1,016,304,712.35","1,186,251,793.95","1,241,882,007.98","1,266,227,262.80","1,243,922,703.97","1,271,879,157.08","1,305,743,864.64","1,362,907,861.86","1,501,848,084.07","1,723,020,428.44","1,876,661,776.75","1,793,993,848.31","1,815,215,920.55","1,852,884,049.80","2,044,439,747.78","2,068,710,522.18","2,344,303,342.48","2,498,794,796.84","2,578,931,634.08","2,646,511,947.10","4,063,568,914.89","4,631,434,591.42","4,835,346,304.98","5,212,845,723.33"
负债和所有者(或股东权益)合计,"227,510,629.28","284,997,627.39","590,148,518.78","674,549,663.46","1,060,753,921.32","1,016,304,712.35","1,186,251,793.95","1,241,882,007.98","1,266,227,262.80","1,243,922,703.97","1,271,879,157.08","1,305,743,864.64","1,362,907,861.86","1,501,848,084.07","1,723,020,428.44","1,876,661,776.75","1,793,993,848.31","1,815,215,920.55","1,852,884,049.80","2,044,439,747.78","2,068,710,522.18","2,344,303,342.48","2,498,794,796.84","2,578,931,634.08","2,646,511,947.10","4,063,568,914.89","4,631,434,591.42","4,835,346,304.98","5,212,845,723.33"
