科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"93,634,724.58","148,378,189.44","234,058,540.72","208,185,531.87","351,786,606.88","95,796,818.62","194,068,745.07","347,688,388.02","487,271,739.40","107,938,809.41","197,210,266.41","365,635,065.48","588,285,798.35","123,382,589.96","250,381,916.21","382,776,866.99","761,492,052.32","246,140,140.63","497,368,942.37","815,578,885.43","1,127,780,738.61","489,365,935.65","996,225,491.61","1,658,539,798.27","2,134,018,831.08","770,317,366.19","1,278,875,377.57","2,012,513,180.09","2,873,842,141.75","1,999,591,096.31","2,631,698,514.52","3,954,639,525.71","4,686,380,236.44","1,747,060,876.97","3,260,511,353.52","4,393,577,677.07","6,287,746,714.96","1,546,048,233.40"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"68,785,069.23","77,769,719.13","109,837,724.67","126,038,775.75","181,531,071.42","192,346,034.42",,,"3,749,766.95","75,948,421.50",,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,"1,000,000.00",,,,"158,000,000.00",,"80,000,000.00","147,634,084.00","249,634,084.00",,"90,000,000.00","140,000,000.00","142,534,888.00","90,700,000.00","187,121,804.00","398,629,395.40","517,917,802.92","143,500,000.00","388,129,015.15","807,852,053.65","901,662,413.30","174,851,988.02","357,701,274.34","479,262,623.32","784,921,236.60","324,100,369.61","963,729,060.36","1,165,593,304.85","2,104,822,864.05","73,922,022.80","1,957,156,519.98","2,620,287,079.33","3,671,709,298.31","525,811,234.02"
收到其他与经营活动有关的现金,"13,183,465.55","4,196,512.11","910,000.00","986,819.71","3,485,848.63","540,000.00","2,030,783.38","4,199,243.36","11,294,826.84","17,709,556.37","42,567,673.68","26,766,485.49","40,659,851.68","2,700,005.61","14,182,262.59","28,221,434.36","20,199,685.58","3,071,183.21","23,671,609.62","50,946,391.60","53,056,775.73","4,525,344.01","17,024,366.41","25,334,690.35","67,343,655.59","15,294,577.93","7,014,854.45","75,316,101.59","54,732,223.51","25,622,135.79","21,516,783.30","93,288,750.57","44,270,623.86","37,653,812.25","228,675,619.32","386,015,350.64","286,724,375.14","124,541,698.45"
投资活动现金流出小计,"1,772,757.00","289,642.40","20,544,636.46","15,145,424.51","23,346,856.93","4,200,475.00","15,782,324.46","18,278,096.42","189,476,466.15","19,638,280.53","103,029,340.44","227,043,869.84","365,891,566.75","93,966,501.80","228,401,683.22","310,410,768.74","405,817,103.83","117,323,496.51","218,258,728.00","441,487,789.33","626,222,911.37","150,596,792.54","406,803,862.67","1,002,699,935.81","1,289,381,824.26","353,485,771.52","824,892,305.37","1,244,232,118.63","1,505,748,572.92","370,937,659.92","1,111,681,380.57","1,636,031,631.98","2,507,038,895.53","729,532,290.69","2,195,543,083.73","2,992,937,533.11","4,069,690,078.63","551,303,410.06"
经营活动现金流入小计,"106,818,190.13","152,574,701.55","234,968,540.72","209,172,351.58","355,272,455.51","96,336,818.62","196,099,528.45","351,887,631.38","498,566,566.24","125,648,365.78","239,777,940.09","392,401,550.97","628,945,650.03","126,082,595.57","264,564,178.80","410,998,301.35","781,691,737.90","249,211,323.84","521,040,551.99","866,525,277.03","1,180,837,514.34","493,891,279.66","1,013,249,858.02","1,683,874,488.62","2,201,362,486.67","785,611,944.12","1,285,890,232.02","2,087,829,281.68","2,928,574,365.26","2,025,213,232.10","2,653,215,297.82","4,047,928,276.28","4,730,650,860.30","1,784,714,689.22","3,489,186,972.84","4,779,593,027.71","6,574,471,090.10","1,670,589,931.85"
投资活动产生的现金流量净额,"-1,772,757.00","1,240,377.60","-232,461.29","-15,145,424.51","-23,346,856.93","-4,200,475.00","-15,782,324.46","-18,278,096.42","-189,476,466.15","-19,638,280.53","-102,919,340.44","-167,692,536.83","-281,740,233.74","-93,966,501.80","-177,727,708.45","-201,061,068.97","-248,954,519.51","-92,300,066.51","-98,700,664.25","-227,775,910.26","-356,703,230.94","-92,401,652.70","-314,143,289.41","-620,138,080.85","-872,225,667.51","-147,593,718.03","-546,760,048.56","-922,350,056.82","-1,023,062,154.13","-312,083,702.25","-719,785,929.81","-1,189,470,248.37","-1,709,307,467.66","-729,332,796.45","-2,123,317,670.05","-2,669,805,882.44","-3,324,875,737.52","-434,244,471.20"
购买商品、接受劳务支付的现金,"81,927,593.03","112,924,328.07","165,357,888.36","181,779,665.15","219,883,795.24","117,070,497.61","249,281,461.00","380,183,231.59","465,971,761.83","113,791,709.27","199,457,747.83","407,028,247.17","559,135,668.09","213,694,332.72","323,030,148.94","486,894,516.10","636,167,347.06","259,665,693.30","424,912,777.02","665,822,952.12","855,629,397.85","396,365,048.46","677,199,808.45","1,231,494,676.41","1,518,935,655.63","460,064,920.42","872,271,011.05","1,570,926,279.49","2,186,205,115.59","1,113,086,767.54","1,610,657,583.31","2,977,707,673.67","3,760,730,368.34","1,648,980,310.99","2,451,821,547.57","3,186,053,539.47","4,351,392,419.83","1,169,361,083.81"
吸收投资收到的现金,"10,080,000.00",,"59,900,000.00",,"41,500,000.00","1,006,665,300.00","1,006,665,300.00","1,006,665,300.00","1,006,665,300.00",,"3,700,078.05","3,700,078.05","23,700,078.05",,,,,,,,,,"966,079,996.80","966,079,996.80","966,079,996.80","825,549,988.63","825,549,988.63","828,382,088.63","881,866,088.63","32,888,200.00","32,888,200.00","78,868,800.00","188,547,002.16",,"192,799,889.51","230,382,679.01","260,766,579.01","4,830,000.00"
支付给职工以及为职工支付的现金,"13,062,647.16","18,945,305.58","40,121,334.33","33,498,865.53","60,212,242.24","29,029,006.76","50,944,620.80","84,215,811.80","165,023,253.18","45,462,064.10","93,962,202.90","150,209,381.62","210,449,027.73","62,837,506.04","130,674,389.87","202,152,853.23","298,582,291.35","68,805,675.10","203,744,315.98","284,778,323.96","398,004,888.85","107,972,496.57","233,908,140.15","329,244,154.42","489,398,765.49","177,431,011.89","317,561,311.22","498,292,364.67","691,506,584.32","299,416,205.60","445,039,587.85","631,379,653.87","1,063,475,578.39","320,185,037.05","528,476,583.18","764,689,384.40","1,082,747,134.44","184,485,712.14"
取得借款收到的现金,"4,000,000.00",,"21,500,000.00","31,500,000.00",,,"58,500,000.00","78,500,000.00","118,500,000.00","30,000,000.00","120,000,000.00","270,000,000.00","470,000,000.00","262,652,523.56","382,652,523.56","652,652,523.56","1,107,652,523.56","510,000,000.00","670,000,000.00","780,000,000.00","1,315,000,000.00","690,000,000.00","840,000,000.00","1,193,000,000.00","1,865,120,024.79","175,057,874.80","509,957,874.80","964,797,540.80","2,040,681,207.95","1,247,000,000.00","2,499,456,821.23","4,472,362,882.48","6,460,362,882.48","1,668,682,924.56","2,360,240,098.62","3,717,393,965.25","7,073,905,095.98","2,898,763,913.34"
支付的各项税费,"2,704,091.55","8,648,828.41","11,391,709.73","15,295,812.09","23,666,975.23","4,512,976.44","11,885,973.08","23,799,031.75","32,820,315.56","9,955,808.29","17,607,308.67","29,155,104.99","42,684,312.32","17,181,098.15","29,823,330.25","40,667,301.51","49,433,409.72","30,796,502.56","39,972,207.61","57,638,173.04","71,546,020.13","38,369,902.67","68,148,644.34","94,321,238.31","121,913,051.51","31,611,944.25","70,681,966.35","112,526,745.43","175,493,921.07","89,672,099.82","108,733,381.09","180,896,607.23","268,146,116.63","107,053,009.07","155,887,513.88","202,269,465.90","267,483,264.68","29,359,195.27"
收到其他与筹资活动有关的现金,,,,"3,972,883.48","4,008,552.44","20,000,000.00",,,,,,,"189,897.21",,,,"1,113,791.50",,,,,,,,,,"8,711,333.60","7,795,566.71","7,193,696.07",,"7,961,644.17","7,961,644.17","501,947,153.40","30,777,900.00","63,552,069.62","66,434,750.78","67,753,309.55","1,040,048.58"
支付其他与经营活动有关的现金,"10,136,811.07","14,258,312.60","21,082,061.59","19,761,570.37","24,979,493.78","17,716,999.29","28,341,792.34","98,758,197.14","58,461,601.52","5,157,029.19","9,531,950.44","18,191,774.97","61,198,843.48","3,866,757.87","24,903,161.19","48,490,250.40","98,650,039.95","47,737,615.07","63,359,324.29","76,774,432.97","97,420,719.59","35,530,908.37","76,779,385.78","134,150,548.35","128,015,239.27","165,703,761.75","233,335,784.96","446,408,123.36","502,816,596.54","369,451,233.10","342,755,898.51","574,874,331.72","492,947,142.97","185,532,282.51","245,329,515.63","403,217,768.68","478,283,053.94","131,143,513.37"
筹资活动现金流入小计,"14,080,000.00",,"81,400,000.00","35,472,883.48","45,508,552.44","1,026,665,300.00","1,065,165,300.00","1,085,165,300.00","1,125,165,300.00","30,000,000.00","123,700,078.05","273,700,078.05","493,889,975.26","512,652,523.56","632,652,523.56","902,652,523.56","1,358,766,315.06","760,000,000.00","920,000,000.00","1,280,000,000.00","1,815,000,000.00","690,000,000.00","1,806,079,996.80","2,659,079,996.80","3,326,700,021.59","1,397,007,863.43","1,740,619,197.03","2,592,935,196.14","3,721,700,992.65","1,279,888,200.00","2,540,306,665.40","4,759,193,326.65","8,239,649,038.04","1,699,460,824.56","2,616,592,057.75","4,014,211,395.04","7,402,424,984.54","2,904,633,961.92"
经营活动现金流出小计,"107,831,142.81","154,776,774.66","237,952,994.01","250,335,913.14","328,742,506.49","168,329,480.10","340,453,847.22","586,956,272.28","722,276,932.09","174,366,610.85","320,559,209.84","604,584,508.75","873,467,851.62","297,579,694.78","508,431,030.25","778,204,921.24","1,082,833,088.08","407,005,486.03","731,988,624.90","1,085,013,882.09","1,422,601,026.42","578,238,356.07","1,056,035,978.72","1,789,210,617.49","2,258,262,711.90","834,811,638.31","1,493,850,073.58","2,628,153,512.95","3,556,022,217.52","1,871,626,306.06","2,507,186,450.76","4,364,858,266.49","5,585,299,206.33","2,261,750,639.62","3,381,515,160.26","4,556,230,158.45","6,179,905,872.89","1,514,349,504.59"
偿还债务支付的现金,,"4,000,000.00","3,150,000.00","9,850,000.00","18,350,000.00",,"61,500,000.00","90,000,000.00","100,000,000.00",,"20,000,000.00","20,000,000.00","60,000,000.00","152,431,273.57","204,360,023.58","378,283,773.59","621,542,523.60","388,258,750.01","461,017,500.02","689,276,250.03","1,017,035,000.04","384,258,750.01","740,212,500.02","1,291,141,289.96","1,760,363,288.14","316,506,466.03","529,378,451.13","943,130,141.37","1,713,814,568.27","584,268,153.76","916,096,367.67","1,636,744,889.70","2,707,974,743.42","380,712,474.69","1,201,798,093.71","3,599,818,807.48","5,847,967,742.63","2,411,605,451.50"
经营活动产生的现金流量净额,"-1,012,952.68","-2,202,073.11","-2,984,453.29","-41,163,561.56","26,529,949.02","-71,992,661.48","-144,354,318.77","-235,068,640.90","-223,710,365.85","-48,718,245.07","-80,781,269.75","-212,182,957.78","-244,522,201.59","-171,497,099.21","-243,866,851.45","-367,206,619.89","-301,141,350.18","-157,794,162.19","-210,948,072.91","-218,488,605.06","-241,763,512.08","-84,347,076.41","-42,786,120.70","-105,336,128.87","-56,900,225.23","-49,199,694.19","-207,959,841.56","-540,324,231.27","-627,447,852.26","153,586,926.04","146,028,847.06","-316,929,990.21","-854,648,346.03","-477,035,950.40","107,671,812.58","223,362,869.26","394,565,217.21","156,240,427.26"
