科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
分配股利、利润或偿还利息支付的现金,"271,618.53","97,452.04","528,406.61","830,292.87","1,439,177.49","522,147.31","1,669,948.25","2,393,329.91","3,154,973.02","1,062,513.01","39,128,978.94","42,257,876.98","47,765,260.05","8,447,212.71","49,794,595.13","60,679,137.41","72,696,590.60","32,038,837.42","85,614,489.32","109,164,891.37","132,462,482.24","55,520,042.44","130,735,099.11","179,006,993.19","208,324,258.63","30,583,776.44","147,849,261.07","203,136,617.76","235,043,353.97","60,498,678.87","176,179,530.13","305,539,414.05","364,803,689.17","110,264,686.50","274,947,098.83","447,230,874.11","593,817,939.17","164,678,174.76"
收回投资收到的现金,,"1,530,020.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165,000.00","165,000.00","165,000.00","15,165,000.00",
支付其他与筹资活动有关的现金,,,"7,717,895.69","1,552,394.88","1,991,780.33","1,871,280.30","6,319,076.20","6,919,076.20","7,952,252.91",,,,,"1,000,000.00","1,000,000.00","1,000,000.00",,,"2,560,000.00","3,560,000.00","5,785,390.00",,"8,136,222.36","1,700,000.00","7,914,989.95",,"17,166,023.35","23,068,072.35","12,397,427.85","7,608,361.76","698,955.33","31,823,974.95","87,566,581.26","17,397,361.71","118,356,552.03","84,788,406.87","320,670,656.70","279,004,577.17"
取得投资收益收到的现金,,,,,,,,,,,,,"20,841,333.01",,"9,907,474.77","22,729,565.77","31,779,156.45",,"18,697,112.88","37,506,739.21","44,652,208.54",,"12,378,699.21","22,542,380.21","56,204,539.21","15,363,096.98","20,367,724.14","22,110,024.14","50,000,000.00","3,859,883.41","52,473,372.36","56,908,234.00","25,000,000.00",,"12,000,000.00","23,393,649.28","12,486,573.11",
筹资活动现金流出小计,"271,618.53","4,097,452.04","11,396,302.30","12,232,687.75","21,780,957.82","2,393,427.61","69,489,024.45","99,312,406.11","111,107,225.93","1,062,513.01","59,128,978.94","62,257,876.98","107,765,260.05","161,878,486.28","255,154,618.71","439,962,911.00","694,239,114.20","420,297,587.43","549,191,989.34","802,001,141.40","1,155,282,872.28","439,778,792.45","879,083,821.49","1,471,848,283.15","1,976,602,536.72","347,090,242.47","694,393,735.55","1,169,334,831.48","1,961,255,350.09","652,375,194.39","1,092,974,853.13","1,974,108,278.70","3,160,345,013.85","508,374,522.90","1,595,101,744.57","4,131,838,088.46","6,762,456,338.50","2,855,288,203.43"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"20,196,168.30",,,,,,,,"110,000.00","110,000.00","110,000.00",,"16,500.00","16,500.00","329,793.87","23,430.00","110,950.87","112,400.87","3,277,246.89","5,000.00","11,643.73","3,931,514.61","3,748,463.03","28,956.51","1,843,956.51","5,134,561.51","5,288,393.57","2,630.00","192,821.02","887,434.71","1,554,159.37","34,494.24","58,209.24","128,995.00","7,252,259.35","249,848.04"
筹资活动产生的现金流量净额,"13,808,381.47","-4,097,452.04","70,003,697.70","23,240,195.73","23,727,594.62","1,024,271,872.39","995,676,275.55","985,852,893.89","1,014,058,074.07","28,937,486.99","64,571,099.11","211,442,201.07","386,124,715.21","350,774,037.28","377,497,904.85","462,689,612.56","664,527,200.86","339,702,412.57","370,808,010.66","477,998,858.60","659,717,127.72","250,221,207.55","926,996,175.31","1,187,231,713.65","1,350,097,484.87","1,049,917,620.96","1,046,225,461.48","1,423,600,364.66","1,760,445,642.56","627,513,005.61","1,447,331,812.27","2,785,085,047.95","5,079,304,024.19","1,191,086,301.66","1,021,490,313.18","-117,626,693.42","639,968,646.04","49,345,758.49"
处置子公司及其他营业单位收到的现金净额,,,"116,006.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,986,152.44","21,986,152.44","21,986,152.44",
四、汇率变动对现金的影响,,"-2,938.42",,-17.11,-16.18,-6.66,-15.15,-15.15,-32.16,-0.71,-0.77,-0.83,-6.41,,,,-18.74,,,,2.20,2.30,-0.54,24.07,37.22,-3.22,13.67,18.31,67.30,,-39.40,-39.40,-63.27,,,-39.40,32.71,-12.89
收到其他与投资活动有关的现金,,,,,,,,,,,,"59,241,333.01","63,200,000.00",,"40,750,000.00","86,603,634.00","124,753,634.00","25,000,000.00","100,750,000.00","176,092,738.99","221,590,225.00","58,190,139.84","80,270,230.32","356,087,960.14","357,203,154.51","190,500,000.00","255,920,576.16","294,637,476.16","427,398,025.22","54,991,444.26","339,229,257.38","388,765,714.90","771,177,268.50",,"38,016,052.00","277,457,853.95","687,924,356.21","116,809,090.82"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"1,530,020.00","20,312,175.17",,,,,,,,"110,000.00","59,351,333.01","84,151,333.01",,"50,673,974.77","109,349,699.77","156,862,584.32","25,023,430.00","119,558,063.75","213,711,879.07","269,519,680.43","58,195,139.84","92,660,573.26","382,561,854.96","417,156,156.75","205,892,053.49","278,132,256.81","321,882,061.81","482,686,418.79","58,853,957.67","391,895,450.76","446,561,383.61","797,731,427.87","199,494.24","72,225,413.68","323,131,650.67","744,814,341.11","117,058,938.86"
五、现金及现金等价物净增加额,"11,022,671.79","-5,062,085.97","66,786,783.12","-33,068,807.45","26,910,670.53","948,078,729.25","835,539,617.17","732,506,141.42","600,871,209.91","-39,419,039.32","-119,129,511.85","-168,433,294.37","-140,137,726.53","85,310,436.27","-44,096,655.05","-105,578,076.30","114,431,312.43","89,608,183.87","61,159,273.50","31,734,343.28","61,250,386.90","73,472,480.74","570,066,764.66","461,757,528.00","420,971,629.35","853,124,205.52","291,505,585.03","-39,073,905.12","109,935,703.47","469,016,229.40","873,574,690.12","1,278,684,769.97","2,515,348,147.23","-15,282,445.19","-994,155,544.29","-2,564,069,746.00","-2,290,341,841.56","-228,658,298.34"
购建固定资产、无形资产和其他长期资产支付的现金,"1,772,757.00","289,642.40","20,544,636.46","15,145,424.51","22,346,856.93","4,200,475.00","15,782,324.46","18,278,096.42","31,476,466.15","13,638,280.53","23,029,340.44","79,409,785.84","116,257,482.75","93,966,501.80","118,401,683.22","150,410,768.74","213,282,215.83","26,623,496.51","31,136,924.00","42,858,393.93","68,905,108.45","7,096,792.54","18,674,847.52","126,062,812.93","244,349,691.83","59,196,058.83","287,042,255.28","300,372,095.89","354,708,801.90","18,207,190.31","122,540,741.71","194,470,456.31","211,887,609.98","566,785,931.89","27,786,563.75","37,269,051.78","86,710,780.32","4,332,658.04"
期初现金及现金等价物余额,"6,322,685.62","17,345,357.41","12,283,271.44","79,070,054.56","79,070,054.56","105,980,725.09","105,980,725.09","105,980,725.09","105,980,725.09","706,851,935.00","706,851,935.00","706,851,935.00","706,851,935.00","566,714,208.47","566,714,208.47","566,714,208.47","566,714,208.47","681,145,520.90","681,145,520.90","681,145,520.90","681,145,520.90","742,395,907.80","742,395,907.80","742,395,907.80","742,395,907.80","1,163,367,537.15","1,163,367,537.15","1,163,367,537.15","1,163,367,537.15","1,273,303,240.62","1,273,303,240.62","1,273,303,240.62","1,273,303,240.62","3,788,651,387.85","3,788,651,387.85","3,788,651,387.85","3,788,651,387.85","1,498,309,546.29"
投资支付的现金,,,,,,,,,,"6,000,000.00",,,,,"20,000,000.00","20,000,000.00","50,000,000.00",,,,"39,400,000.00",,,,"65,600,000.00","9,600,000.00","54,110,000.00","283,066,328.00","173,772,500.00","28,630,100.00","25,411,578.50","272,218,103.87","114,380,000.00","88,824,336.00","210,600,000.00","335,381,402.00","311,270,000.00","21,159,518.00"
期末现金及现金等价物余额,"17,345,357.41","12,283,271.44","79,070,054.56","46,001,247.11","105,980,725.09","1,054,059,454.34","941,520,342.26","838,486,866.51","706,851,935.00","667,432,895.68","587,722,423.15","538,418,640.63","566,714,208.47","652,024,644.74","522,617,553.42","461,136,132.17","681,145,520.90","770,753,704.77","742,304,794.40","712,879,864.18","742,395,907.80","815,868,388.54","1,312,462,672.46","1,204,153,435.80","1,163,367,537.15","2,016,491,742.67","1,454,873,122.18","1,124,293,632.03","1,273,303,240.62","1,742,319,470.02","2,146,877,930.74","2,551,988,010.59","3,788,651,387.85","3,773,368,942.66","2,794,495,843.56","1,224,581,641.85","1,498,309,546.29","1,269,651,247.95"
