科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"41,527,078.98","34,635,769.89","30,620,111.63","22,604,382.48","36,829,743.35","49,879,124.62","201,164,912.84","83,437,894.48","186,252,805.39","109,549,367.82","107,702,361.42","118,009,833.80","89,180,010.31","222,597,551.78","76,410,610.96"
短期借款,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"7,044,153.71","14,522,243.00","13,901,033.06","17,950,990.83","15,603,111.33","14,837,384.67","20,804,878.92","25,783,344.28","17,381,425.09","23,033,313.96","29,220,309.75","35,065,900.44","40,352,928.97","31,639,732.93","41,725,826.24"
应付票据,,,,,,,,,,,,,,,
应收账款,"22,453,852.14","26,193,164.90","29,977,729.72","21,974,993.03","26,944,694.88","43,118,374.30","27,266,325.94","42,766,317.33","43,207,016.24","48,097,020.08","45,328,078.66","45,782,135.41","38,149,030.93","47,788,475.82","30,738,309.70"
应付账款,"2,347,270.64","4,054,788.02","8,566,734.42","6,399,630.55","8,747,727.99","10,172,909.02","15,331,869.03","16,165,541.07","18,852,491.62","17,921,789.51","23,226,071.99","17,576,937.45",,"26,278,423.00",
预付款项,"1,509,194.89","544,657.70","152,317.02","396,409.30","194,662.87","416,974.05","721,794.05","952,813.33","852,362.07","2,327,151.36","2,854,771.86","2,576,551.22","2,469,290.56","1,885,587.57","2,286,047.77"
预收款项,"888,807.20","1,053,101.68","575,561.35","1,793,036.93","3,062,131.83","221,564.51","366,770.95","478,276.59","595,917.58","464,390.54","310,952.21","1,700,247.01","670,511.87","465,722.54","450,408.14"
其他应收款,,"277,487.22","294,134.55","187,021.36","76,669.88","40,450.00","251,591.69","179,863.50","225,273.50","49,862.50","324,871.20","4,836,299.97","5,135,698.04","4,635,883.32","3,082,277.08"
应付职工薪酬,"3,250,201.24","4,300,339.09","3,605,963.04","2,761,388.64","2,804,094.83","6,208,490.79","2,236,850.16","6,340,095.49","7,925,551.78","10,481,854.06","5,333,701.42","7,915,112.84","9,605,748.70","10,789,957.64","5,247,970.83"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"5,691,974.16","3,899,072.06","4,182,980.74","2,224,891.83","2,200,441.75","6,217,279.16","626,335.12","6,694,555.23","6,277,713.17","9,132,480.08","5,500,535.26","6,758,795.44","5,286,661.60","13,614,336.93","5,804,273.51"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"572,029.00","343,217.40","293,927.40","293,927.40"
