科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"159,712,926.78","219,613,887.57","398,450,648.33","214,364,407.07","138,572,121.62","163,964,771.05","245,631,208.44","112,804,904.59","233,008,659.60","500,028,624.61","522,302,626.81","429,751,543.85","326,197,584.74","417,071,256.63","489,352,805.31","572,888,635.97","555,262,765.68","638,118,510.10","675,320,238.61","413,033,646.25","212,768,143.77","230,388,021.29","422,942,541.95","446,974,297.07","567,195,853.64","1,030,498,374.63","936,284,497.94","723,449,431.37","522,169,922.42","1,141,209,585.21","1,282,346,130.63","535,123,535.18","590,620,744.61","852,244,988.34","535,540,238.61","1,305,282,617.81","943,275,777.67","1,184,712,643.89","710,791,223.89","810,394,630.34","1,629,111,546.01","842,458,333.18","2,980,979,000.00","2,473,431,000.00","1,224,207,000.00","945,404,000.00"
短期借款,"321,860,000.00","328,860,000.00","313,260,000.00","255,000,000.00","230,000,000.00","284,000,000.00","314,000,000.00","320,000,000.00","465,000,000.00","490,000,000.00","480,000,000.00","430,000,000.00","397,000,000.00","515,000,000.00","550,000,000.00","600,000,000.00","760,000,000.00","1,032,000,000.00","982,000,000.00","997,000,000.00","1,178,000,000.00","1,193,000,000.00","1,313,000,000.00","1,413,000,000.00","1,463,000,000.00","1,696,000,000.00","1,711,000,000.00","1,486,000,000.00","1,653,000,000.00","1,365,000,000.00","1,785,000,000.00","1,640,000,000.00","1,700,000,000.00","2,200,000,000.00","1,800,000,000.00","1,455,000,000.00","1,645,000,000.00","1,880,000,000.00","1,840,000,000.00","1,520,000,000.00","1,525,000,000.00","1,615,000,000.00","895,449,000.00","267,001,000.00","335,442,000.00","1,095,229,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,140,000.00","6,178,000.00","6,195,000.00","12,221,000.00"
交易性金融负债,,,,,,,,"10,520,162.17","10,520,162.17","10,520,162.17","10,520,162.17","414,630.26","414,630.26","414,630.26","414,630.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,083,000.00","7,532,000.00","2,190,000.00","15,081,000.00"
应收票据,"720,000.00",,,,"300,000.00","500,000.00","2,000,000.00","2,400,000.00","1,400,000.00","500,000.00","1,200,000.00","500,000.00",,,"2,168,500.00","1,200,000.00","1,008,000.00",,,"1,400,000.00","3,000,000.00","2,800,000.00","1,000,000.00","1,700,000.00","1,000,000.00","13,408,000.00","2,920,000.00","1,400,000.00","5,044,895.00","6,910,000.00","1,070,000.00","100,000.00",,,"20,000,000.00","17,050,000.00","21,808,800.00","19,000,000.00","18,450,000.00","500,000.00","2,300,000.00","8,000,000.00","76,408,000.00","127,383,000.00","70,780,000.00","42,732,000.00"
应付票据,"63,550,000.00","27,140,000.00","24,250,000.00","48,290,000.00","37,540,000.00","55,740,000.00","131,330,000.00","106,710,000.00","79,150,000.00","137,290,000.00","221,740,000.00","228,570,000.00","139,770,000.00","71,545,000.00","115,395,000.00","171,440,000.00","124,960,000.00","166,000,000.00","147,190,000.00","130,960,000.00","111,380,000.00","68,270,000.00","192,358,011.71","244,410,000.00","235,320,000.00","227,764,000.00","245,464,000.00","281,876,000.00","187,006,000.00","323,170,000.00","562,000,000.00","411,040,000.00","235,580,000.00","234,520,000.00","382,300,000.00","342,780,000.00","180,320,000.00","140,475,000.00","95,509,000.00","107,340,000.00","143,810,000.00","77,310,000.00",,,,
应收账款,"270,445,084.22","266,470,868.38","273,550,057.64","199,566,879.50","200,260,739.14","173,247,648.96","165,235,332.36","153,304,904.47","167,140,184.21","189,867,491.36","198,250,463.99","222,047,866.59","214,468,447.19","231,278,650.50","237,532,835.74","325,129,359.83","317,521,117.37","354,091,794.68","291,439,161.88","601,979,930.94","578,450,656.77","553,496,942.39","624,717,525.34","907,468,029.76","789,105,151.81","679,758,993.17","742,032,276.24","2,435,493,545.86","2,006,445,345.95","1,957,852,585.97","2,127,150,898.53","3,555,151,513.64","2,724,187,808.79","2,986,611,768.82","3,066,756,806.22","3,458,911,048.96","3,101,946,334.28","3,034,289,969.27","2,745,371,716.26","2,846,791,578.07","2,794,446,378.52","2,839,169,197.16","1,653,900,000.00","2,042,921,000.00","2,616,266,000.00","3,519,609,000.00"
应付账款,"150,353,528.69","192,410,362.37","182,983,424.91","99,471,842.74","80,544,363.00","108,898,891.64","128,272,038.74","231,779,299.60","226,169,576.80","154,624,153.29","228,351,969.56","187,119,329.02","125,507,646.15","155,855,983.78","200,141,497.13","258,109,986.96","144,014,688.64","143,557,642.64","208,822,619.88","288,820,041.18","189,687,259.85","263,226,987.44","372,510,897.54","495,846,777.73","322,711,013.74","376,648,941.14","410,361,378.04","669,955,875.57","446,812,737.58","494,140,649.77","440,275,688.36","825,534,047.18","437,629,847.52","428,717,094.41","260,203,750.57","373,322,040.26","211,170,870.78","287,582,368.57","318,946,862.81","603,546,037.47","375,259,811.29","318,617,839.52","1,291,022,000.00","1,492,701,000.00","1,291,785,000.00","1,452,146,000.00"
预付款项,"53,622,242.59","77,407,856.97","76,781,893.42","105,873,027.64","145,159,065.25","182,153,370.86","211,076,348.15","63,258,328.68","90,306,363.15","147,265,110.06","182,998,253.74","75,473,981.97","178,040,472.03","182,857,467.92","151,557,361.76","141,066,142.91","151,296,708.83","247,344,852.95","193,514,572.43","125,717,165.79","211,679,845.03","366,316,759.80","430,103,274.63","102,342,345.22","366,366,348.14","435,195,522.78","399,141,795.96","311,784,984.69","343,509,666.47","405,628,817.51","479,517,020.97","112,865,558.18","80,648,016.96","76,466,278.09","89,767,884.45","163,893,576.95","228,699,003.41","240,409,513.90","265,886,833.89","666,273,404.80","85,420,250.76","55,936,354.72","149,900,000.00","76,265,000.00","131,608,000.00","112,929,000.00"
预收款项,"169,347,307.08","276,762,061.08","393,595,471.09","27,626,098.80","35,065,213.42","44,934,301.16","206,993,353.68","19,797,839.16","19,981,410.84","45,375,463.29","104,637,822.66","133,965,052.59","140,524,382.57","157,508,878.14","162,089,229.28","87,861,905.35","115,290,747.62","175,140,618.59","165,068,774.55","86,961,640.82","74,839,622.19","122,706,188.46","240,439,882.56","265,023,107.94","716,395,071.60","1,162,752,245.59","946,212,483.62","763,231,171.35","880,344,122.97","682,362,316.76","611,973,147.16","332,379,550.29","352,446,160.95","376,351,093.16","411,173,664.34","82,036,352.56","183,592,077.51","174,462,977.92","204,562,179.25","395,169,240.08","480,733,891.30","627,782,865.47","1,567,985,000.00","1,374,279,000.00","647,694,000.00","621,261,000.00"
其他应收款,"74,096,919.33","96,404,678.16","199,872,805.09","118,281,080.03","82,145,616.35","81,284,597.59","70,893,955.41","78,694,645.13","76,469,505.75","97,747,503.89","116,355,234.91","97,890,572.51","104,020,479.73","113,297,131.72","133,405,268.69","159,286,496.11","185,101,584.72","199,906,977.84","242,215,731.94","263,656,669.16","271,173,239.84","252,910,425.26","374,874,276.57","573,789,608.11","637,874,090.04","664,121,327.04","705,830,821.94","972,724,846.02","992,226,780.91","932,397,517.45","912,296,941.16","842,117,251.01","877,303,109.11","818,954,818.11","838,478,304.11","776,177,042.51","736,194,617.17","773,641,213.81","852,697,174.39","541,820,694.70","658,518,598.08","609,784,122.71","54,850,000.00","157,455,000.00","40,206,000.00","125,454,000.00"
应付职工薪酬,"5,907,847.57","6,836,452.77","5,432,984.23","10,433,094.03","10,323,505.66","2,581,610.00","1,967,792.03","8,499,052.24","8,553,089.64","1,565,269.21","1,799,948.38","14,096,871.33","2,949,846.00","2,795,511.78","2,781,435.53","17,003,830.83","1,339,397.32","1,473,828.08","1,519,395.37","16,366,473.66","2,335,118.99","2,153,695.04","2,219,745.19","15,878,622.46","5,027,384.85","1,957,064.56","1,394,911.56","25,414,367.04","3,705,173.01","1,329,100.51","2,085,417.47","21,376,705.26","3,227,237.22","2,485,768.60","1,740,418.05","13,524,285.55","1,316,832.86","1,918,021.79","2,195,580.44","17,163,122.82","2,806,212.60","3,000,069.86","257,394,000.00","259,705,000.00","256,566,000.00","243,064,000.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
