科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"13,786,030.25","9,544,068.72","7,399,833.51","4,012,312.36","10,000,560.37","9,698,804.65","10,077,343.98","10,226,442.62","19,166,215.61","10,769,922.89","10,583,849.60","10,000,762.20","16,624,745.92","27,227,698.81","27,612,569.87","28,730,334.08","36,141,480.63","28,918,581.62","29,272,155.82","29,913,777.31","40,528,906.47","25,973,923.19","22,213,528.41","21,220,698.55","23,195,050.20","22,190,489.78"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,386,571.20","2,937,916.05","2,686,162.44","6,713,799.05","7,108,492.51","6,378,517.08","7,054,887.61","3,860,123.81","2,309,118.49","11,916,766.87","8,247,810.38","3,779,007.95","663,610.09","21,234,871.93","13,979,815.00","16,752,076.56","27,565,191.94","19,332,076.97","14,443,963.12","14,074,689.86","10,180,093.91","10,638,754.38","8,387,359.49","6,955,392.57","6,097,267.36","10,650,299.23"
应收利息,,,,,,,,,"519,089.04",,"195,068.50",,"222,794.52","656,851.03","360,493.15","34,239.16","428,806.41","78,475.28",,,,,,,,
应付利息,,,,,,,,,,,,,,"2,840,420.70","1,776,555.89","3,423,849.51","199,140.81","530,172.97","12,500.43",,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"28,882,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
存货,"161,687,932.82","156,558,624.10","128,692,328.50","132,359,140.04","127,012,574.57","129,441,699.29","138,898,532.96","148,349,590.03","147,373,021.05","140,891,869.44","137,202,933.63","143,413,970.87","131,712,236.66","238,898,736.07","261,066,577.27","285,790,183.14","260,426,917.28","284,039,477.46","281,982,135.55","289,204,291.98","288,276,364.75","322,162,655.42","330,814,757.50","338,763,313.39","306,808,667.15","284,174,248.03"
其他应付款,"3,654,373.24","2,852,780.85","1,134,754.41","1,003,253.73","978,009.61","1,552,192.46","1,200,571.23","1,264,591.85","1,100,306.35","2,369,733.23","716,319.86","7,604,717.39","3,023,297.65","20,022,895.77","8,826,213.92","8,569,015.77","9,063,057.75","10,688,618.67","9,976,250.53","11,885,117.37","9,696,431.34","10,726,813.17","10,789,022.32","10,903,908.75","10,000,464.70","13,194,992.45"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"24,500,000.00",,"18,000,000.00",,"18,000,000.00",,,,,,"2,235,921.17","65,494,376.25","117,486,299.23","113,861,393.21","93,827,871.62","93,219,863.45","45,560,910.82","43,793,147.89","41,002,687.88","35,561,110.86","28,657,567.16","27,604,103.64","19,421,660.30","18,332,170.48"
其他流动资产,,,,,,,"80,000,000.00","100,000,000.00","100,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00","50,293,709.64","50,000,000.00","40,312,578.37","30,000,000.00","32,635,664.00","20,550,894.01","22,424,619.67",,"4,544,297.85","1,536,948.31"
其他流动负债,,,,,,,,,,,,,,,,,,"443,699.20",,,,,,,,
流动资产合计,"427,040,495.28","419,846,812.14","481,197,738.02","522,588,256.79","541,433,354.09","807,947,069.78","816,419,571.71","787,786,974.74","794,426,519.21","803,553,612.78","782,543,787.98","738,489,122.92","712,261,212.60","1,098,509,751.58","1,089,237,296.17","1,123,171,997.07","1,211,069,866.12","1,098,916,599.13","1,134,781,009.91","1,171,342,647.11","1,128,308,284.86","1,136,435,360.09","1,020,056,279.32","1,083,838,483.61","1,032,963,549.45","1,016,524,430.87"
流动负债合计,"257,949,544.80","235,976,221.51","225,315,892.15","223,504,925.27","261,098,390.69","159,990,764.89","228,382,420.35","184,751,330.82","208,568,580.67","204,952,208.48","192,174,483.59","181,060,701.44","167,626,163.95","557,746,531.23","587,209,751.53","616,929,445.46","747,607,697.22","649,059,602.81","674,915,169.90","727,601,649.76","744,575,763.80","744,204,093.52","655,886,352.39","699,466,438.11","683,950,527.19","655,956,109.95"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"2,000,000.00",,"6,000,000.00","5,000,000.00","3,000,000.00","4,940,000.00","6,750,000.00",
长期借款,,"24,500,000.00","30,000,000.00","45,000,000.00","15,000,000.00","18,000,000.00",,"18,000,000.00",,,,"21,586,830.10","18,812,748.52","166,515,068.58",,,,,,,,,"36,214,396.96","31,540,140.60",,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,"19,473,151.40","1,702,441.00","1,702,441.00",,,,,,,,,,
长期应付款,,,,,,,,,,,,,,"57,498,600.61","110,528,631.24","97,342,270.59","81,736,497.03","68,475,970.74","64,458,864.27","51,032,720.31","46,393,549.18","39,698,967.69",,,"32,803,449.27","27,150,213.50"
长期股权投资,,,,,,,,,,,,,,,,,,,"1,945,241.53","7,000,000.00","1,842,086.04","1,842,086.04","1,842,086.04","1,842,086.04","1,740,463.74","1,740,463.74"
专项应付款,,,"18,400,000.00","18,400,000.00","18,400,000.00","18,400,000.00","18,400,000.00","18,400,000.00",,,,,,,,,,,,,,"3,564,573.11",,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"155,205,130.08","195,811,606.68","202,352,835.82","200,511,744.68","204,652,178.15","205,652,039.28","204,668,845.17","217,510,231.08","272,779,692.52","275,090,527.55","269,283,431.00","275,105,620.83","304,539,517.43","746,938,087.40","809,600,505.57","797,060,668.58","851,433,145.56","872,139,823.29","870,891,236.35","864,351,736.60","920,051,964.31","931,506,327.17","969,718,478.18","937,815,056.97","974,327,715.02","948,916,374.66"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"784,874.86","6,812,721.98","5,493,240.82","6,205,070.04","16,732,179.70","18,217,199.11","64,874,818.57","67,828,747.83","27,225,562.69","29,307,852.00","29,185,115.47","85,670,848.14","61,940,164.13","72,180,102.71","69,593,551.33","83,243,297.00","68,676,179.90","65,944,148.72","47,588,930.49","47,390,498.32","70,973,202.09","54,430,377.23","49,707,647.26","46,963,898.86","23,236,203.41","24,286,889.84"
其他非流动负债,,,,,,,,,"18,400,000.00",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"24,500,000.00","48,400,000.00","63,400,000.00","33,400,000.00","36,400,000.00","18,400,000.00","36,400,000.00","18,400,000.00","18,400,000.00","18,400,000.00","39,986,830.10","37,212,748.52","268,017,622.55","156,877,381.75","142,917,030.79","127,289,172.16","113,027,456.83","108,915,464.02","95,129,938.57","93,231,854.91","85,665,600.07","82,931,797.13","72,285,119.02","83,603,719.68","77,854,149.36"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"257,949,544.80","260,476,221.51","273,715,892.15","286,904,925.27","294,498,390.69","196,390,764.89","246,782,420.35","221,151,330.82","226,968,580.67","223,352,208.48","210,574,483.59","221,047,531.54","204,838,912.47","825,764,153.78","744,087,133.28","759,846,476.25","874,896,869.38","762,087,059.64","783,830,633.92","822,731,588.33","837,807,618.71","829,869,693.59","738,818,149.52","771,751,557.13","767,554,246.87","733,810,259.31"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"61,811,745.86","99,960,000.00","99,960,000.00","99,960,000.00","99,960,000.00","132,790,000.00","185,906,000.00","185,906,000.00","185,906,000.00","185,906,000.00","185,906,000.00","185,906,000.00","408,993,200.00","478,001,977.00","478,001,977.00","469,469,960.00","469,469,960.00","469,469,960.00","469,469,960.00","469,469,960.00","469,469,960.00","468,861,076.00","468,861,076.00","468,861,076.00","468,861,076.00","468,861,076.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"131,773,818.78","221,862,008.09","222,670,555.38","222,670,555.38","222,670,555.38","540,664,586.53","487,548,586.53","487,548,586.53","487,548,586.53","487,548,586.53","487,548,586.53","487,548,586.53","264,461,386.53","1,068,068,594.70","754,951,609.53","763,254,810.25","754,329,526.76","754,329,526.76","754,329,526.76","754,329,526.76","750,016,235.55","750,016,235.55","750,034,502.07","750,016,235.55","750,774,515.40","750,774,515.40"
无形资产,"15,629,580.96","31,023,339.75","30,424,339.97","30,303,347.65","30,280,104.25","30,096,132.36","29,844,056.24","29,641,563.37","31,356,365.41","30,995,441.88","31,211,717.04","30,852,879.92","30,574,146.31","91,113,384.77","114,239,087.32","113,123,881.14","157,034,673.01","155,020,095.34","152,975,367.43","150,376,216.11","150,372,836.35","149,561,493.88","147,371,039.20","144,378,227.40","123,468,288.86","121,643,329.00"
盈余公积,"59,182,623.96","5,207,128.13","10,146,595.57","12,357,846.65","14,692,243.76","14,692,243.76","14,692,243.76","14,692,243.76","20,382,282.46","20,382,282.46","23,332,104.08","23,332,104.08","24,531,383.41","24,531,383.41","27,234,517.57","24,531,383.41","29,474,936.89","29,474,936.89","30,169,375.86","32,103,405.40","33,588,600.29","33,588,600.29","35,452,533.09","33,588,600.29","33,588,600.29","33,588,600.29"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,"608,884.00",,,,,
商誉,,,,,,,,,,,,,,"553,523,002.68","151,554,721.49","151,554,721.49","92,754,004.96","92,754,004.96","92,754,004.96","92,754,004.96","59,366,750.30","59,366,750.30","59,366,750.30","59,366,750.30",,
未分配利润,"83,384,576.97","61,438,092.27","115,436,233.74","140,329,802.21","164,279,387.95","180,647,732.01","184,598,144.11","197,294,754.08","208,292,054.13","226,441,912.57","208,179,315.56","215,551,455.39","212,760,899.48","226,976,780.05","241,848,386.79","262,752,365.82","262,937,374.03","279,107,739.85","274,586,837.18","265,019,454.22","256,810,439.85","270,014,982.62","273,585,835.02","270,234,588.81","157,029,677.02","150,423,862.68"
长期待摊费用,,,,,"214,356.00","568,437.56","595,463.57","701,676.53","107,178.00","80,383.50","53,589.00","296,232.16","598,087.32","13,909,516.38","1,346,704.85","1,261,138.85","991,622.92","860,538.28","678,774.01","521,504.16","628,894.12","512,040.58","450,367.46","875,203.18","704,157.94","1,327,997.85"
少数股东权益,"8,111,477.06","8,931,776.82",,,,,,,,,,,,"-354,605.34","11,455.41",,,,,,,,,,,
递延所得税资产,"3,553,706.25","4,380,746.27","2,461,658.75","2,608,812.44","2,777,579.28","2,696,948.60","3,117,181.17","3,116,245.24","3,192,668.43","4,595,004.62","3,253,020.30","2,975,553.59","5,684,743.38","8,448,198.42","8,908,380.74","8,824,011.98","8,939,845.63","8,591,021.27","8,559,333.38","9,609,382.26","9,049,375.20","12,782,049.23","14,886,315.82","14,531,527.73","14,686,346.29","16,107,847.35"
外币报表折算价差,,,536.54,"-5,897.91","-10,826.31","-7,500.50","-7,458.32","-7,476.40",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"18,956,869.40",,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"175,173,292.15","238,028,414.68","240,732,075.36","239,628,974.81","254,656,397.38","257,230,756.91","303,100,364.72","318,798,464.05","334,661,467.05","340,069,209.55","332,986,872.81","394,901,134.64","403,336,658.57","1,524,542,313.16","1,156,945,392.30","1,156,770,160.04","1,179,829,471.98","1,195,309,631.86","1,177,392,888.15","1,172,003,342.41","1,218,285,108.41","1,215,001,124.43","1,246,342,684.26","1,210,712,750.48","1,144,913,175.26","1,120,772,902.44"
所有者权益(或股东权益)合计,"344,264,242.63","397,399,005.31","448,213,921.23","475,312,306.33","501,591,360.78","868,787,061.80","872,737,516.08","885,434,107.97","902,119,405.59","920,270,613.85","904,956,177.20","912,342,726.02","910,758,958.70","1,797,287,910.96","1,502,095,555.19","1,520,095,680.86","1,516,002,468.72","1,532,139,171.35","1,528,343,264.14","1,520,614,401.19","1,508,785,774.56","1,521,566,790.93","1,527,580,814.06","1,522,799,676.96","1,410,322,477.84","1,403,487,074.00"
资产总计,"602,213,787.43","657,875,226.82","721,929,813.38","762,217,231.60","796,089,751.47","1,065,177,826.69","1,119,519,936.43","1,106,585,438.79","1,129,087,986.26","1,143,622,822.33","1,115,530,660.79","1,133,390,257.56","1,115,597,871.17","2,623,052,064.74","2,246,182,688.47","2,279,942,157.11","2,390,899,338.10","2,294,226,230.99","2,312,173,898.06","2,343,345,989.52","2,346,593,393.27","2,351,436,484.52","2,266,398,963.58","2,294,551,234.09","2,177,876,724.71","2,137,297,333.31"
负债和所有者(或股东权益)合计,"602,213,787.43","657,875,226.82","721,929,813.38","762,217,231.60","796,089,751.47","1,065,177,826.69","1,119,519,936.43","1,106,585,438.79","1,129,087,986.26","1,143,622,822.33","1,115,530,660.79","1,133,390,257.56","1,115,597,871.17","2,623,052,064.74","2,246,182,688.47","2,279,942,157.11","2,390,899,338.10","2,294,226,230.99","2,312,173,898.06","2,343,345,989.52","2,346,593,393.27","2,351,436,484.52","2,266,398,963.58","2,294,551,234.09","2,177,876,724.71","2,137,297,333.31"
