科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"766,353,321.89","855,470,245.28","958,539,881.45",,"521,891,681.21","781,841,984.77","1,041,438,063.69","342,468,269.88","650,991,315.69","1,015,846,618.85","1,328,703,815.96","440,383,150.28","799,008,609.87","1,227,467,127.44","1,834,707,396.28","526,897,914.16","1,341,435,515.21","1,946,470,649.81","2,652,590,231.69","712,131,822.11"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"45,641,963.82","44,242,531.73","55,369,979.49",,"62,634,689.11","63,807,360.96","98,161,594.36","18,927,868.44","50,130,478.78","50,130,478.78","68,560,136.14","49,604,235.10","65,719,048.63","91,446,778.40","145,092,330.60","47,604,258.43","102,986,066.90","157,789,247.64","210,668,583.80","74,490,281.21"
支付其他与投资活动有关的现金,,,"39,207,700.00",,,"259,908,058.33","401,999,999.99",,"32,767,104.78","394,351,302.89","278,198,490.61",,,"799,941,425.00","1,820,000,000.00","620,000,000.00","1,310,000,000.00","1,368,306,200.00","1,381,449,680.00","7,647,500.00"
收到其他与经营活动有关的现金,"17,535,471.81","7,635,984.81","6,540,105.97",,"2,195,732.21","5,662,526.98","11,060,224.05","2,069,548.32","8,068,873.13","9,435,095.79","8,110,024.39","5,871,965.14","5,810,624.13","19,181,363.07","12,241,270.35","2,554,452.64","2,965,829.72","18,252,420.17","23,755,267.89","708,641.85"
投资活动现金流出小计,"68,964,130.43","36,165,543.69","161,990,994.42",,"78,360,616.57","421,114,459.84","570,683,494.49","61,791,177.85","221,546,322.13","633,828,810.03","588,541,977.09","89,404,190.26","272,224,264.99","1,215,140,482.57","2,363,535,475.88","771,569,380.81","1,853,740,452.05","2,274,767,196.54","2,538,216,087.54","387,367,287.34"
经营活动现金流入小计,"829,530,757.52","907,348,761.82","1,020,449,966.91",,"586,722,102.53","851,311,872.71","1,150,659,882.10","363,465,686.64","709,190,667.60","1,075,412,193.42","1,405,373,976.49","495,859,350.52","870,538,282.63","1,338,095,268.91","1,992,040,997.23","577,056,625.23","1,447,387,411.83","2,122,512,317.62","2,887,014,083.38","787,330,745.17"
投资活动产生的现金流量净额,"-68,877,980.43","-36,133,543.69","-120,648,327.08","-23,866,600.00","-75,263,394.09","-414,535,903.03","-495,531,263.18","70,509,916.50","-54,510,226.36","103,542,706.08","3,339,935.73","-59,120,224.85","-236,315,331.50","-1,176,711,582.45","-1,247,623,708.38","159,537,429.09","-179,590,463.63","-193,918,115.72","-406,673,639.64","-387,307,287.34"
购买商品、接受劳务支付的现金,"459,126,856.44","496,745,980.35","548,103,007.88",,"409,046,179.21","604,535,940.60","766,168,575.01","153,390,481.32","289,589,713.60","584,289,860.74","720,067,161.53","260,637,377.90","514,589,900.18","798,715,135.30","1,075,335,762.41","308,669,359.79","730,690,657.31","1,192,954,417.00","1,612,417,847.06","447,616,149.13"
吸收投资收到的现金,,,,,"539,209,954.00","533,529,199.31","594,132,499.31",,,"9,360,340.00","9,469,950.00",,,"1,070,502,629.90","1,071,953,528.67",,,,,"121,030.00"
支付给职工以及为职工支付的现金,"124,600,623.06","137,219,053.99","166,704,725.33",,"105,679,551.80","162,011,417.17","223,644,322.06","65,742,496.57","130,541,174.24","198,291,859.09","276,605,028.88","78,705,536.90","163,613,698.85","250,052,640.18","343,495,918.36","111,770,028.62","216,513,883.94","338,392,543.24","472,479,163.17","125,790,566.36"
取得借款收到的现金,"441,423,430.33","214,563,887.62","249,834,588.02",,"181,308,788.50","249,378,688.50","275,985,551.96","42,000,000.00","155,689,597.16","223,681,436.95","251,643,516.53",,,,,"39,205,199.98",,"35,717,245.35","393,830,119.55","282,508,610.13"
支付的各项税费,"20,320,371.14","30,249,310.75","36,190,683.56",,"21,122,640.20","34,226,170.83","46,840,186.59","8,503,030.39","20,092,545.25","34,471,788.31","53,235,102.51","11,210,471.22","38,439,831.40","61,928,687.56","75,568,480.13","19,051,826.91","53,008,749.19","65,922,944.60","84,028,583.94","18,543,642.64"
收到其他与筹资活动有关的现金,"1,180,000.00","21,596,318.25",,,"63,567,525.91","87,387,571.26","95,988,230.43",,,,,"58,456,904.05","57,309,633.25","57,309,633.25","57,411,958.45","104,838.60",,"18,338.00","18,338.00",
