科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"17,443,025.65","25,534,501.57","18,981,017.17","27,335,573.70","36,090,466.48","14,725,214.39","25,431,329.98","35,629,084.06","48,318,940.12","31,293,153.28","50,243,070.05","74,897,410.88","107,647,805.01","44,267,937.66","86,996,939.17","120,939,689.21","156,689,930.08","52,877,481.15","102,378,524.66","141,088,428.07","174,698,500.83","69,306,542.53","111,325,024.49","155,479,446.80","200,543,158.47","65,818,137.29","126,327,861.79","177,640,197.32","245,368,385.72","76,618,914.99","153,606,809.65","220,866,772.56","307,215,508.02","96,426,744.61","197,910,410.40","276,719,745.29"
取得借款收到的现金,"23,100,000.00","14,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,000,000.00"
支付的各项税费,"17,412,489.79","20,521,840.99","15,291,804.77","23,941,672.23","33,141,930.80","8,759,741.20","19,837,490.55","32,154,023.65","51,857,421.68","13,288,476.20","31,059,409.02","47,431,048.08","64,733,352.26","12,345,388.58","29,660,172.22","41,550,833.72","51,011,235.23","11,163,761.37","30,988,806.09","50,181,573.46","78,330,058.94","17,768,308.74","44,694,126.03","74,690,889.51","104,171,982.45","26,417,148.68","54,535,943.85","75,362,980.96","85,850,033.69","28,064,539.32","48,407,592.96","70,210,628.86","101,236,055.31","19,727,528.65","46,394,606.29","90,769,153.77"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,"980,536.50","2,942,050.92",,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"12,872,728.45","15,654,304.67","11,946,233.99","23,546,874.86","28,381,935.16","6,497,228.99","12,072,803.23","30,753,091.04","42,361,221.61","14,838,230.51","45,987,839.03","77,614,669.21","76,607,260.97","21,423,358.88","40,194,980.97","70,024,234.07","94,546,614.51","22,253,228.49","52,000,702.66","84,985,648.06","115,568,895.53","21,284,219.51","28,905,998.92","60,509,116.08","106,133,272.25","25,096,787.48","32,096,977.64","53,149,080.04","136,274,130.52","42,603,605.94","71,466,529.32","171,402,510.12","150,242,611.90","51,123,427.44","102,810,532.14","207,966,016.91"
筹资活动现金流入小计,"37,100,000.00","14,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","768,000,000.00","753,000,000.00","753,000,000.00","772,600,000.00","14,000.00","14,000.00","1,514,000.00","7,514,000.00",,,,,,"2,330,536.50","29,302,255.92","42,420,205.00",,,"17,293,383.50","40,996,976.50","1,163,314.44","7,054,138.93","20,674,869.74","39,192,881.65","151,494,383.48","160,922,508.94","201,136,373.49","314,082,057.52","4,139,791.42","4,692,228.97","70,900,622.23"
经营活动现金流出小计,"129,814,742.21","156,733,263.91","85,691,936.87","146,951,064.89","212,591,801.58","62,517,750.67","134,118,427.34","225,077,665.87","321,503,792.82","106,403,311.61","213,436,743.95","352,024,507.47","483,465,752.12","107,166,557.29","241,582,919.79","370,979,614.61","476,008,826.12","122,717,064.34","270,684,504.12","423,036,825.12","570,279,531.82","169,931,279.06","322,554,702.64","524,865,917.00","647,658,750.84","191,224,930.51","384,112,703.83","584,509,881.29","824,343,614.69","240,206,757.81","479,936,908.26","798,270,842.16","1,021,516,770.70","328,683,520.71","683,579,235.31","1,194,021,357.17"
偿还债务支付的现金,"385,000.00","22,715,000.00","14,000,000.00","14,000,000.00","14,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00",,,"1,600,000.00","1,600,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"28,019,309.69","49,238,122.58","15,304,371.19","36,733,059.07","75,121,779.03","-7,694,273.29","8,321,441.72","37,095,570.08","64,663,670.60","-17,449,177.43","-10,460,177.67","-23,034,355.23","3,773,031.83","-17,441,331.71","-35,827,158.10","14,329,462.62","97,957,102.94","12,802,953.71","37,789,438.74","95,484,962.14","194,680,025.15","-35,387,025.57","11,713,105.17","49,335,015.90","92,428,438.82","-49,298,434.75","-54,970,462.48","-39,801,801.28","8,992,899.79","-88,930,948.01","-83,202,619.52","-82,552,504.71","-44,477,182.76","-96,933,804.14","-67,588,705.44","-182,055,977.26"
分配股利、利润或偿还利息支付的现金,"4,923,700.50","1,147,417.16","388,780.00","500,290.00","621,092.50","119,475.00","38,652,225.00","55,947,216.21","57,852,225.00",,,,,,"27,590,948.98","27,590,948.98","30,400,000.00",,"20,956,325.97","21,888,000.00","22,082,195.16",,"33,613,629.05","33,614,256.63","35,179,905.00",,"50,808,625.70","50,808,625.70","55,702,380.89",,"35,769,919.70","36,493,781.99","36,422,384.47",,"38,049,841.89","38,973,172.49"
收回投资收到的现金,,,,,,,"30,000,000.00","40,000,000.00","82,000,000.00",,"56,000,000.00","122,000,000.00","189,000,000.00",,,,,,,"4,440,000.00","50,078,010.90","80,000,000.00","827,000,000.00","899,000,000.00","1,452,000,000.00","299,000,000.00","524,825,398.37","915,700,521.65","2,066,484,060.40","416,000,000.00","661,885,727.78","1,332,317,049.96","2,022,477,886.11","293,600,000.00","792,783,837.67","1,042,954,569.35"
支付其他与筹资活动有关的现金,,,,,,"27,105,329.00","12,105,329.00","12,105,329.00","3,015,000.00",,,,,"78,573.33",,,,,,,,"333,740.00","333,740.00","1,091,420.00",,"333,063.50","333,063.50","831,810.58",,"266,959.25","266,959.25","447,436.14",,3.38,"3,709,003.38","3,709,003.38"
取得投资收益收到的现金,,,,,,,"101,411.13","234,979.13","376,704.13","283,888.19","667,596.48","1,993,068.78","2,833,777.68",,,"372,435.23","372,435.23",,,"20,712.33","2,546,445.20","5,660,806.87","14,501,367.96","15,161,492.18","25,493,071.84","5,686,536.62","15,262,827.26","19,490,601.22","32,526,138.41","4,682,152.81","6,249,659.67","8,765,550.09","21,749,654.66","2,178,082.19","11,128,281.26","7,085,440.47"
筹资活动现金流出小计,"5,308,700.50","23,862,417.16","14,388,780.00","14,500,290.00","14,621,092.50","27,224,804.00","60,757,554.00","78,052,545.21","70,867,225.00",,,"1,600,000.00","1,600,000.00","2,078,573.33","29,590,948.98","29,590,948.98","32,400,000.00",,"20,956,325.97","21,888,000.00","22,082,195.16","333,740.00","33,947,369.05","34,705,676.63","35,179,905.00","333,063.50","51,141,689.20","51,640,436.28","55,702,380.89","266,959.25","36,036,878.95","36,941,218.13","36,422,384.47",3.38,"41,758,845.27","42,682,175.87"
处置固定资产、无形资产和其他长期资产收回的现金净额,"9,658.11","42,568.70","214,500.00","215,000.00","254,000.00",,,"27,000.00",,,,"1,800.00","1,025,351.60",,"3,350.00","7,969.98","8,219.98","1,000.00","1,000.00","1,000.00","1,000.00",,"150,000.00","150,000.00","450,000.00",,"2,240.00","2,240.00","2,240.00",,,,"94,860.00",,"11,962,300.00","11,962,300.00"
筹资活动产生的现金流量净额,"31,791,299.50","-9,862,417.16","-4,388,780.00","-4,500,290.00","-4,621,092.50","740,775,196.00","692,242,446.00","674,947,454.79","701,732,775.00","14,000.00","14,000.00","-86,000.00","5,914,000.00","-2,078,573.33","-29,590,948.98","-29,590,948.98","-32,400,000.00",,"-18,625,789.47","7,414,255.92","20,338,009.84","-333,740.00","-33,947,369.05","-17,412,293.13","5,817,071.50","830,250.94","-44,087,550.27","-30,965,566.54","-16,509,499.24","151,227,424.23","124,885,629.99","164,195,155.36","277,659,673.05","4,139,788.04","-37,066,616.30","28,218,446.36"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,"-1,864,017.76","-1,785,995.26","-139,938.12","3,513.39","-169,576.09","-131,294.29","-177,992.11","-2,620.58","-78,948.15","-107,836.35","-277,214.84","106,387.80","113,305.04","108,815.47","73,490.79","3,954.20","-11,141.88","4,423.29","4,180.22","3,305.47","25,292.00","84,388.46","231,677.90","-33,522.22","12,407.01","-235,351.43"
收到其他与投资活动有关的现金,,,"10,800,000.00","11,200,000.00","10,800,000.00",,,,"2,200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"9,658.11","42,568.70","11,014,500.00","11,415,000.00","11,054,000.00",,"30,101,411.13","40,261,979.13","84,576,704.13","283,888.19","56,667,596.48","123,994,868.78","192,859,129.28",,"3,350.00","380,405.21","380,655.21","1,000.00","1,000.00","4,461,712.33","52,625,456.10","85,660,806.87","841,651,367.96","914,311,492.18","1,477,943,071.84","304,686,536.62","540,090,465.63","935,193,362.87","2,099,012,438.81","420,682,152.81","668,135,387.45","1,341,082,600.05","2,044,322,400.77","295,778,082.19","815,874,418.93","1,062,002,309.82"
五、现金及现金等价物净增加额,"18,420,815.32","24,885,790.26","17,078,675.82","36,272,596.79","70,359,476.07","727,160,962.29","675,917,605.49","679,322,686.16","725,889,507.12","-140,198,332.85","-212,491,928.56","-187,060,001.33","-166,410,876.13","-22,543,130.99","-85,883,809.89","-54,086,924.53","-18,311,879.34","8,021,027.65","9,112,863.94","-63,908,777.56","-314,252,729.73","-125,529,685.23","-63,896,960.23","-37,203,207.90","19,691,074.75","145,228,988.80","-94,184,372.70","-53,114,299.53","-2,833,325.55","141,708,385.63","-42,709,527.49","66,496,403.22","366,887,187.18","-263,359,851.22","-259,249,079.85","-388,606,319.70"
购建固定资产、无形资产和其他长期资产支付的现金,"41,399,451.98","14,532,483.86","4,851,415.37","7,375,172.28","11,195,210.46","5,919,960.42","14,747,693.36","16,752,317.84","27,527,913.39","23,476,556.39","32,199,646.91","39,113,759.09","52,958,819.33","2,360,739.34","7,699,476.72","26,474,549.09","71,471,645.38","3,535,305.48","8,727,837.18","13,916,871.60","40,374,005.98","12,576,114.33","36,327,369.35","48,189,129.35","56,785,078.20","1,993,318.21","30,605,683.70","21,332,467.87","37,681,095.13","5,433,548.87","8,833,217.41","23,671,235.94","64,071,381.78","25,310,395.09","50,608,584.05","76,976,971.69"
期初现金及现金等价物余额,"7,503,443.06","25,924,258.38","50,810,048.64","50,810,048.64","50,810,048.64","121,169,524.71","121,169,524.71","121,169,524.71","121,169,524.71","847,059,031.83","847,059,031.83","847,059,031.83","847,059,031.83","680,648,155.70","680,648,155.70","680,648,155.70","680,648,155.70","662,336,276.36","662,336,276.36","662,336,276.36","662,336,276.36","348,083,546.63","348,083,546.63","348,083,546.63","348,083,546.63","367,774,621.38","367,774,621.38","367,774,621.38","367,774,621.38","367,013,424.05","367,013,424.05","367,013,424.05","364,941,295.83","740,476,133.31","740,476,133.31","740,476,133.31"
投资支付的现金,,,,,,,"40,000,000.00","50,000,000.00","90,001,200.00","97,865,319.62","136,827,544.36","157,827,544.36","224,865,068.36",,"12,600,000.00","12,600,000.00","12,600,000.00","1,245,000.00","1,245,000.00","157,245,000.00","541,245,000.00","163,000,000.00","847,100,000.00","935,357,108.97","1,499,785,920.00","109,000,000.00","504,600,000.00","896,212,250.00","2,056,652,250.00","335,840,000.00","743,720,000.00","1,332,642,000.00","1,780,628,000.00","441,000,000.00","919,872,000.00","1,163,842,290.40"
期末现金及现金等价物余额,"25,924,258.38","50,810,048.64","67,888,724.46","87,082,645.43","121,169,524.71","848,330,487.00","797,087,130.20","800,492,210.87","847,059,031.83","706,860,698.98","634,567,103.27","659,999,030.50","680,648,155.70","658,105,024.71","594,764,345.81","626,561,231.17","662,336,276.36","670,357,304.01","671,449,140.30","598,427,498.80","348,083,546.63","222,553,861.40","284,186,586.40","310,880,338.73","367,774,621.38","513,003,610.18","273,590,248.68","314,660,321.85","364,941,295.83","508,721,809.68","324,303,896.56","433,509,827.27","731,828,483.01","477,116,282.09","481,227,053.46","351,869,813.61"
