科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"154,693,659.32","200,805,976.23","95,660,277.60","171,858,819.79","259,602,339.12","52,008,446.01","136,618,406.60","245,278,880.49","357,887,709.52","78,858,117.41","181,406,632.22","300,174,115.67","441,472,844.96","71,869,419.48","187,333,732.42","329,326,574.30","500,393,029.23","110,139,311.87","263,599,600.94","434,145,305.53","639,247,420.48","115,141,687.07","300,720,458.05","506,666,088.87","624,790,602.51","128,086,554.56","284,007,293.85","464,362,418.95","720,536,049.29","129,499,451.73","333,180,663.13","544,440,046.80","861,641,914.71","200,758,683.18","535,053,766.22","867,940,951.59"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"7,554,529.22","1,705,167.60","87,822,138.34","89,207,216.17","90,993,211.43",,,,,,,,,,,,,,,,,,,,"66,150,000.00",,,"30,498,985.50"
收到的税费返还,"353,194.20","241,356.78","3,614,551.92","8,561,868.13","23,009,471.87",,"1,229,234.55","7,904,845.90","13,310,733.80","3,635,715.68","7,263,284.85","10,565,496.05","21,487,380.10","396,333.63","954,360.04","17,502,262.47","28,461,577.41","9,435,614.18","21,397,577.59","38,900,015.67","60,764,757.70","8,538,075.77","20,801,536.04","37,013,843.48","57,104,615.26","12,107,726.90","36,129,114.67","51,306,282.55","68,306,081.64","12,557,812.96","27,491,050.71","55,146,268.33","69,083,698.73","13,898,149.03","32,836,706.86","64,438,901.32"
支付其他与投资活动有关的现金,,,,,,,,"6,230,000.00",,,,,,"666,000.00",,,,,,,,,,,,,,,,,,,,,,"25,217,499.60"
收到其他与经营活动有关的现金,"2,787,198.38","4,924,053.48","1,721,478.54","3,263,436.04","5,101,769.62","2,815,031.37","4,592,227.91","8,989,509.56","14,969,020.10","6,460,301.09","14,306,649.21","18,250,540.52","24,278,558.89","17,459,472.47","17,467,669.23","38,480,240.46","45,111,322.42","15,945,092.00","23,476,764.33","45,476,466.06","64,947,378.79","10,864,490.65","12,745,813.72","30,521,000.55","58,191,971.89","1,732,214.30","9,005,832.83","29,039,378.51","44,494,383.55","9,218,545.11","36,062,574.90","116,132,022.32","46,313,974.50","17,092,884.36","48,100,056.79","79,585,527.00"
投资活动现金流出小计,"41,399,451.98","14,532,483.86","4,851,415.37","7,375,172.28","11,195,210.46","5,919,960.42","54,747,693.36","72,982,317.84","125,083,642.61","123,047,043.61","256,849,329.61","286,148,519.62","368,817,099.12","3,026,739.34","20,299,476.72","39,074,549.09","84,071,645.38","4,780,305.48","9,972,837.18","171,161,871.60","581,619,005.98","175,576,114.33","883,427,369.35","983,546,238.32","1,556,570,998.20","110,993,318.21","535,205,683.70","917,544,717.87","2,094,333,345.13","341,273,548.87","752,553,217.41","1,356,313,235.94","1,910,849,381.78","466,310,395.09","970,480,584.05","1,296,535,747.19"
经营活动现金流入小计,"157,834,051.90","205,971,386.49","100,996,308.06","183,684,123.96","287,713,580.61","54,823,477.38","142,439,869.06","262,173,235.95","386,167,463.42","88,954,134.18","202,976,566.28","328,990,152.24","487,238,783.95","89,725,225.58","205,755,761.69","385,309,077.23","573,965,929.06","135,520,018.05","308,473,942.86","518,521,787.26","764,959,556.97","134,544,253.49","334,267,807.81","574,200,932.90","740,087,189.66","141,926,495.76","329,142,241.35","544,708,080.01","833,336,514.48","151,275,809.80","396,734,288.74","715,718,337.45","977,039,587.94","231,749,716.57","615,990,529.87","1,011,965,379.91"
投资活动产生的现金流量净额,"-41,389,793.87","-14,489,915.16","6,163,084.63","4,039,827.72","-141,210.46","-5,919,960.42","-24,646,282.23","-32,720,338.71","-40,506,938.48","-122,763,155.42","-200,181,733.13","-162,153,650.84","-175,957,969.84","-3,026,739.34","-20,296,126.72","-38,694,143.88","-83,690,990.17","-4,779,305.48","-9,971,837.18","-166,700,159.27","-528,993,549.88","-89,915,307.46","-41,776,001.39","-69,234,746.14","-78,627,926.36","193,693,218.41","4,884,781.93","17,648,645.00","4,679,093.68","79,408,603.94","-84,417,829.96","-15,230,635.89","133,473,018.99","-170,532,312.90","-154,606,165.12","-234,533,437.37"
购买商品、接受劳务支付的现金,"82,086,498.32","95,022,616.68","39,472,880.94","72,126,944.10","114,977,469.14","32,535,566.09","76,776,803.58","126,541,467.12","178,966,209.41","46,983,451.62","86,146,425.85","152,081,379.30","234,477,333.88","29,129,872.17","84,730,827.43","138,464,857.61","173,761,046.30","36,422,593.33","85,316,470.71","146,781,175.53","201,682,076.52","61,572,208.28","137,629,553.20","234,186,464.61","236,810,337.67","73,892,857.06","171,151,920.55","278,357,622.97","356,851,064.76","92,919,697.56","206,455,976.33","335,790,930.62","462,822,595.47","161,405,820.01","336,463,686.48","618,566,441.20"
吸收投资收到的现金,"14,000,000.00",,,,,"768,000,000.00","753,000,000.00","753,000,000.00","772,600,000.00","14,000.00","14,000.00","1,514,000.00","7,514,000.00",,,,,,"1,350,000.00","26,360,205.00","42,420,205.00",,,"17,293,383.50","40,996,976.50","1,163,314.44","7,054,138.93","20,674,869.74","39,192,881.65","151,494,383.48","160,922,508.94","201,136,373.49","314,082,057.52","4,139,791.42","4,692,228.97","25,900,622.23"
