科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"11,184,647.35","14,608,300.04","17,386,577.83","12,404,644.33","17,936,150.13","24,428,996.70","7,953,708.03","17,000,931.83","25,680,639.67","35,996,257.77","11,459,791.79","23,833,440.28","35,966,932.70","50,556,120.90","11,378,348.74","27,814,845.11","41,217,349.15","56,520,145.85","28,747,683.47","61,787,838.04","85,621,716.32","119,107,577.76","58,647,153.42","106,546,087.57","155,836,572.87","208,191,381.13","58,453,789.29","114,330,847.99","163,500,894.29"
取得借款收到的现金,,"7,000,000.00","15,000,000.00","12,000,000.00","25,000,000.00","35,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","47,000,000.00","27,900,000.00","67,900,000.00","77,900,000.00","149,900,000.00","53,500,000.00","130,500,000.00","164,500,000.00","288,000,000.00","99,450,000.00","224,776,960.00","319,776,960.00","633,776,960.00","97,500,000.00","121,200,000.00","166,010,000.00","182,510,000.00","19,600,000.00","19,700,000.00","89,200,000.00"
支付的各项税费,"3,597,284.30","6,611,452.24","12,175,669.05","8,540,372.50","12,839,758.65","14,293,797.23","5,840,409.50","8,369,028.32","12,628,392.50","17,119,124.58","7,241,309.58","11,609,702.50","17,163,751.29","19,438,222.08","4,236,875.86","12,171,852.99","18,560,115.04","22,764,209.77","25,441,572.08","40,618,478.29","51,549,581.58","63,807,212.65","39,407,521.70","91,852,993.12","106,635,433.74","122,545,564.33","24,454,530.81","50,443,888.78","70,914,005.77"
收到其他与筹资活动有关的现金,,"20,760,000.00",,"600,000.00","600,000.00","600,000.00",,,,"6,619,910.00",,"459,545.35","459,545.35",,,"13,000,000.00",,"13,000,000.00",,,,"125,000,000.00",,,,,,,
支付其他与经营活动有关的现金,"21,767,502.11","44,127,223.29","34,146,485.88","23,312,888.56","32,024,991.23","46,542,301.40","19,551,954.50","29,962,360.35","49,177,299.69","71,594,827.76","11,786,987.20","34,187,367.49","58,106,821.46","42,306,778.48","102,011,513.05","74,229,365.26","99,008,169.73","123,136,215.59","74,456,315.73","81,787,255.28","273,186,779.39","504,387,207.76","155,379,022.56","296,782,643.91","477,468,410.74","687,598,659.16","62,978,441.27","130,541,210.18","237,661,635.05"
筹资活动现金流入小计,"500,000.00","38,160,000.00","15,000,000.00","12,600,000.00","25,600,000.00","35,600,000.00","294,100,000.00","294,100,000.00","294,100,000.00","331,100,000.00","27,900,000.00","68,359,545.35","78,359,545.35","149,900,000.00","53,500,000.00","143,500,000.00","164,500,000.00","301,000,000.00","99,450,000.00","495,514,916.39","589,976,916.39","1,035,576,916.39","87,500,000.00","1,502,628,852.96","1,547,928,852.96","2,405,073,348.00","19,600,000.00","19,700,000.00","89,200,000.00"
经营活动现金流出小计,"141,150,285.73","138,891,237.06","202,626,651.72","159,068,358.13","206,825,546.10","282,308,547.47","133,419,352.18","208,665,357.97","309,112,435.82","445,367,604.11","134,306,063.75","273,711,005.71","418,660,105.80","553,321,266.79","274,867,100.30","381,258,042.89","550,301,050.66","839,907,696.45","302,247,282.45","589,784,107.78","1,119,050,450.74","1,602,846,723.86","587,207,095.16","1,033,597,504.93","1,565,135,743.12","2,168,092,500.56","444,327,884.57","826,644,757.39","1,289,841,614.68"
偿还债务支付的现金,,,"7,000,000.00","5,000,000.00","15,000,000.00","15,000,000.00","10,000,000.00","22,000,000.00","45,000,000.00","45,000,000.00",,"37,000,000.00","47,000,000.00","47,000,000.00","17,900,000.00","67,900,000.00","104,900,000.00","182,900,000.00","92,000,000.00","238,259,387.25","366,254,387.25","483,754,387.25","142,705,000.00","415,814,787.50","475,044,903.90","616,405,000.00","79,500,000.00","92,800,000.00","103,110,000.00"
经营活动产生的现金流量净额,"14,962,952.24","12,362,796.00","51,540,986.62","-70,564,009.24","-55,567,065.68","13,768,778.77","-94,216,736.83","-104,124,536.42","-111,856,922.98","-99,862,729.75","-67,819,479.78","-68,507,890.29","-118,821,804.23","-114,712,976.52","-136,202,200.34","-146,179,191.74","-150,123,336.34","-133,632,066.88","-88,766,845.73","-153,337,570.54","-141,028,160.61","-35,642,260.95","-150,911,819.11","-171,883,075.65","-227,608,792.08","8,825,680.67","-21,637,352.70","-32,610,367.15","-39,294,734.44"
分配股利、利润或偿还利息支付的现金,,"6,083,505.00","683,526.79","794,761.26","1,225,518.31","1,859,679.33","693,583.33","6,577,996.12","7,114,119.45","8,047,176.96","617,556.11","7,087,527.15","13,207,297.70","15,183,066.03","2,667,246.66","17,339,642.22","21,363,975.57","27,397,456.07","4,584,296.76","34,023,486.19","42,966,592.05","49,194,410.75","9,007,432.42","57,154,640.50","60,216,073.09","64,850,375.49","2,544,796.80","4,674,691.72","75,331,458.75"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,"15,000,000.00","27,045,567.12",,"300,000.00",,,"1,218,600.00",,,
支付其他与筹资活动有关的现金,,,"20,760,000.00",,,"1,403,210.00","2,006,700.00","3,486,700.00","3,502,483.00","5,113,289.16",,"55,261.55","55,261.55",,,,"218,143.13","13,795,000.00","20,000.00","2,375,000.00","2,375,000.00","107,435,000.00",,"3,010,000.00",,"3,010,000.00",,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,"7,500,000.00","7,500,000.00",,,"152,689.83","152,689.83","4,781,400.00","750,000.00","750,000.00","750,000.00"
筹资活动现金流出小计,,"6,083,505.00","28,443,526.79","5,794,761.26","16,225,518.31","18,262,889.33","12,700,283.33","32,064,696.12","55,616,602.45","58,160,466.12","617,556.11","44,142,788.70","60,262,559.25","62,183,066.03","20,567,246.66","85,239,642.22","126,482,118.70","224,092,456.07","96,604,296.76","274,657,873.44","411,595,979.30","640,383,798.00","151,712,432.42","475,979,428.00","535,260,976.99","684,265,375.49","82,044,796.80","97,474,691.72","178,441,458.75"
处置固定资产、无形资产和其他长期资产收回的现金净额,,486.00,,,,,,,,,,,,,,"472,000.00","472,000.00","472,450.00","46,173.00","54,173.00","54,173.00","160,173.00","81,000.00","398,234.50","449,418.32","515,693.32","85,500.00","86,550.00","215,570.00"
筹资活动产生的现金流量净额,"500,000.00","32,076,495.00","-13,443,526.79","6,805,238.74","9,374,481.69","17,337,110.67","281,399,716.67","262,035,303.88","238,483,397.55","272,939,533.88","27,282,443.89","24,216,756.65","18,096,986.10","87,716,933.97","32,932,753.34","58,260,357.78","38,017,881.30","76,907,543.93","2,845,703.24","220,857,042.95","178,380,937.09","395,193,118.39","-64,212,432.42","1,026,649,424.96","1,012,667,875.97","1,720,807,972.51","-62,444,796.80","-77,774,691.72","-89,241,458.75"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,"10,435,905.12",,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,"1,610.83",,,
收到其他与投资活动有关的现金,,"260,000.00",,,,,,,,"317,913,572.26","179,589,607.20","384,682,821.80","494,142,325.52","548,324,237.54","71,184,767.36","147,139,738.73","188,457,012.51","457,076,742.33",,"73,068,822.37","67,057,197.72","273,535,482.97","8,356.00","579,174,671.23","499,800,701.38","23,800,000.00","4,230,188.37","8,730,350.01","10,312,541.79"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"260,486.00",,,,,,,,"317,913,572.26","179,589,607.20","384,682,821.80","494,142,325.52","548,324,237.54","71,184,767.36","147,611,738.73","188,929,012.51","457,549,192.33","46,173.00","95,622,995.37","101,656,937.84","284,131,561.09","389,356.00","579,725,595.56","500,402,809.53","30,315,693.32","5,065,688.37","9,566,900.01","11,278,111.79"
五、现金及现金等价物净增加额,"13,195,317.85","32,111,817.73","36,339,652.03","-69,353,821.51","-55,581,981.63","20,026,311.80","185,852,445.24","154,431,007.96","114,428,687.29","-38,985,453.89","-51,608,460.71","20,577,801.86","-26,277,347.58","23,504,413.55","-60,000,614.74","-29,685,168.72","-40,556,225.63","210,889,672.79","-86,090,849.29","-135,448,158.94","-158,164,307.17","124,863,777.69","-219,030,332.25","391,583,319.03","597,188,059.55","722,709,588.74","-96,271,530.75","-221,391,844.92","-243,926,595.71"
购建固定资产、无形资产和其他长期资产支付的现金,"2,267,634.39","12,587,959.27","1,497,807.80","5,595,051.01","9,389,397.64","11,079,577.64","1,330,534.60","3,479,759.50","12,197,787.28","16,575,830.28","9,331,032.02","11,863,886.30","12,644,854.97","15,623,781.44","2,415,935.10","3,861,740.40","4,363,450.01","3,095,181.39","215,879.80","6,342,864.91","8,990,354.56","17,010,879.05","10,795,436.72","12,764,905.84","14,375,079.50","22,572,119.18","2,255,069.62","4,241,215.47","7,336,043.72"
期初现金及现金等价物余额,"12,276,390.91","25,471,708.76","57,583,526.49","93,923,178.52","93,923,178.52","93,923,178.52","113,949,490.32","113,949,490.32","113,949,490.32","113,949,490.32","80,166,388.35","74,964,036.43","74,964,036.43","74,964,036.43","104,744,357.73","98,468,449.98","98,468,449.98","98,468,449.98","309,358,122.77","309,358,122.77","301,602,276.73","309,358,122.77","434,221,900.46","434,221,900.46","434,221,900.46","434,221,900.46","1,156,931,489.20","1,156,931,489.20","1,156,931,489.20"
投资支付的现金,,,,,,,,,,,"2,380,000.00",,"100,000.00",,"21,500,000.00","19,816,333.09","19,816,333.09","39,816,333.09",,"252,183,666.93","252,183,666.93","429,943,666.91","-6,500,000.00","18,143,720.00","163,898,754.37","1,014,669,249.41","15,000,000.00","116,332,470.59","119,332,470.59"
期末现金及现金等价物余额,"25,471,708.76","57,583,526.49","93,923,178.52","24,569,357.01","38,341,196.89","113,949,490.32","299,801,935.56","268,380,498.28","228,378,177.61","74,964,036.43","28,557,927.64","95,541,838.29","48,686,688.85","98,468,449.98","44,743,742.99","68,783,281.26","57,912,224.35","309,358,122.77","223,267,273.48","173,909,963.83","143,437,969.56","434,221,900.46","215,191,568.21","825,805,219.49","1,031,409,960.01","1,156,931,489.20","1,060,659,958.45","935,539,644.28","913,004,893.49"
