科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"143,843,662.89","132,264,033.35","233,894,010.50","80,221,947.87","140,697,598.12","267,975,761.00","34,085,735.24","93,464,357.71","178,141,247.83","308,596,079.04","55,631,259.98","176,129,378.89","265,189,431.44","435,318,073.96","58,416,481.31","187,130,850.49","321,714,595.00","624,305,288.92","194,884,173.27","360,467,702.14","827,273,294.66","1,376,502,539.99","336,095,117.12","631,951,994.04","945,545,460.98","1,735,279,603.71","406,081,380.78","657,971,373.36","1,076,537,480.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"643,276.35","636,973.05","237,601.84","182,586.60","880,813.60","396,019.89","14,664.52","210,626.23","443,160.23","200,411.65","31,019.91","302,466.64","511,270.08","787,374.40",,"9,570.13","9,570.13","9,570.13","3,994,405.40","4,024,184.70","6,266,162.06","6,630,956.10","5,739,744.67","6,345,820.61","10,990,385.32","11,342,861.78","2,735,711.87","5,126,063.83","6,577,278.74"
支付其他与投资活动有关的现金,,,"260,000.00",,,,,,,"513,400,000.00","178,950,000.00","307,950,000.00","406,950,000.00","482,200,000.00","4,000,000.00","65,700,000.00","93,200,000.00","147,023,482.11",,"40,064,094.88","36,000,000.00","71,864,094.88",,"1,012,000,000.00","510,000,000.00",,,,
收到其他与经营活动有关的现金,"11,626,298.73","18,353,026.66","20,036,026.00","8,099,814.42","9,680,068.70","27,705,545.35","5,102,215.59","10,865,837.61","18,671,104.78","36,708,383.67","10,824,304.08","28,771,269.89","34,137,600.05","2,502,841.91","80,248,418.65","47,938,430.53","78,453,549.19","81,960,770.52","14,601,858.05","71,954,650.40","144,482,833.41","184,070,966.82","94,460,414.26","223,416,614.63","380,991,104.74","430,295,715.74","13,873,439.22","130,936,953.05","167,432,121.49"
投资活动现金流出小计,"2,267,634.39","12,587,959.27","1,757,807.80","5,595,051.01","9,389,397.64","11,079,577.64","1,330,534.60","3,479,759.50","12,197,787.28","529,975,830.28","190,661,032.02","319,813,886.30","419,694,854.97","497,823,781.44","27,915,935.10","89,378,073.49","117,379,783.10","189,934,996.59","215,879.80","298,590,626.72","297,174,021.49","518,818,640.84","4,295,436.72","1,042,908,625.84","688,273,833.87","1,037,241,368.59","17,255,069.62","120,573,686.06","126,668,514.31"
经营活动现金流入小计,"156,113,237.97","151,254,033.06","254,167,638.34","88,504,348.89","151,258,480.42","296,077,326.24","39,202,615.35","104,540,821.55","197,255,512.84","345,504,874.36","66,486,583.97","205,203,115.42","299,838,301.57","438,608,290.27","138,664,899.96","235,078,851.15","400,177,714.32","706,275,629.57","213,480,436.72","436,446,537.24","978,022,290.13","1,567,204,462.91","436,295,276.05","861,714,429.28","1,337,526,951.04","2,176,918,181.23","422,690,531.87","794,034,390.24","1,250,546,880.24"
投资活动产生的现金流量净额,"-2,267,634.39","-12,327,473.27","-1,757,807.80","-5,595,051.01","-9,389,397.64","-11,079,577.64","-1,330,534.60","-3,479,759.50","-12,197,787.28","-212,062,258.02","-11,071,424.82","64,868,935.50","74,447,470.55","50,500,456.10","43,268,832.26","58,233,665.24","71,549,229.41","267,614,195.74","-169,706.80","-202,967,631.35","-195,517,083.65","-234,687,079.75","-3,906,080.72","-463,183,030.28","-187,871,024.34","-1,006,925,675.27","-12,189,381.25","-111,006,786.05","-115,390,402.52"
购买商品、接受劳务支付的现金,"104,600,851.97","73,544,261.49","138,917,918.96","114,810,452.74","144,024,646.09","197,043,452.14","100,073,280.15","153,333,037.47","221,626,103.96","320,657,394.00","103,817,975.18","204,080,495.44","307,422,600.35","441,020,145.33","157,240,362.65","267,041,979.53","391,515,416.74","637,487,125.24","173,601,711.17","405,590,536.17","708,692,373.45","915,544,725.69","333,773,397.48","538,415,780.33","825,195,325.77","1,149,756,895.94","298,441,123.20","531,328,810.44","817,765,079.57"
吸收投资收到的现金,"500,000.00","10,400,000.00",,,,,"284,100,000.00","284,100,000.00","284,100,000.00","277,480,090.00",,,,,,,,,,"270,737,956.39","270,199,956.39","276,799,956.39","-10,000,000.00","1,381,428,852.96","1,381,918,852.96","2,222,563,348.00",,,
