科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"78,426,641.61","57,930,141.01","340,937,297.53","271,260,547.85","294,064,538.42","294,920,152.52","311,612,812.97","322,274,922.72","206,559,800.96","198,248,753.18","206,965,467.41","187,127,806.46","182,972,447.11","178,957,432.75","139,949,159.31","145,826,723.67","154,323,845.29","151,858,024.77","157,370,954.51","227,893,057.88","179,818,283.03","171,419,143.46","248,405,780.78","264,462,303.12","327,022,737.58","337,973,829.48","294,781,734.53","270,548,716.69","275,323,687.76","327,767,854.01","255,166,329.91","353,641,244.13","267,656,227.05","222,203,045.17","1,631,780,015.68","1,000,515,983.24","970,711,820.74","1,111,728,804.00","1,028,176,281.43","944,365,742.84","744,909,924.73","602,742,846.98"
短期借款,"45,000,000.00","45,000,000.00","45,000,000.00","10,000,000.00",,,,,,,,,,,,,,,"1,000,000.00","49,300,000.00","42,100,000.00","63,680,000.00","50,000,000.00",,"5,000,000.00","55,000,000.00","54,550,000.00","100,000,000.00","152,500,000.00","362,400,000.00","457,400,000.00","519,592,500.00","549,540,000.00","720,087,500.00","810,035,000.00","320,000,000.00","380,000,000.00","540,000,000.00","668,000,000.00","703,000,000.00","1,024,000,000.00","984,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,"488,480.00","495,135.00","950,000.00","89,000.00","200,000.00","700,000.00","246,605.00","800,000.00","649,054.00","1,370,000.00","5,075,000.00","1,000,000.00","5,000,000.00",,"456,514.00","600,000.00","200,000.00","150,000.00",,"300,000.00","409,000.00",,"1,853,682.00","305,600.00",,"450,000.00","770,000.00","657,836.80"
应付票据,"10,000,000.00","10,000,000.00","10,000,000.00","23,454,851.24","23,499,149.96","18,384,449.02","28,730,992.07","36,308,796.97","20,620,649.61","677,566.90","23,953,728.47","31,384,846.85","25,221,876.85","17,179,112.62","22,525,836.59","26,981,185.81","31,980,885.88","27,847,803.80","37,263,557.11","39,787,601.78","49,005,116.90","39,355,277.49","34,896,996.89","53,420,118.06","35,064,442.77","50,420,831.74","44,576,519.79","133,005,731.83","213,027,389.48","181,901,380.95","105,722,026.89","51,175,990.78","50,744,261.80","60,988,673.84","45,133,014.08","40,955,541.59","127,819,240.81","220,988,765.60","162,538,223.35","83,126,292.50","79,652,895.91","129,531,348.28"
应收账款,"34,842,511.50","50,504,547.78","45,102,092.24","55,027,494.29","41,991,168.02","43,211,324.31","35,631,944.04","34,528,081.66","23,841,260.62","22,456,019.40","27,735,923.04","44,282,872.06","42,737,997.08","35,588,565.46","41,446,414.52","43,011,710.23","64,684,278.51","68,445,347.87","72,050,318.33","113,286,159.73","83,214,795.89","156,793,455.35","44,891,879.94","61,791,581.75","64,421,126.80","97,528,378.34","138,529,642.68","153,474,007.08","132,087,028.85","147,847,879.85","187,409,996.88","180,905,218.32","163,293,282.35","190,866,970.39","250,885,249.31","212,568,696.24","217,282,267.68","243,147,545.73","261,441,686.42","305,391,228.01","343,476,624.43","373,714,451.41"
应付账款,"30,234,728.32","31,009,702.25","39,914,696.17","30,354,830.61","29,740,710.23","23,229,880.09","36,460,807.17","30,363,247.44","36,392,835.47","44,280,272.52","40,623,608.70","36,672,245.74","45,325,025.52","50,636,185.02","46,908,531.10","45,240,068.72","53,906,857.41","51,535,229.87","67,090,912.18","74,178,694.23","92,972,816.25","123,550,834.48","47,676,025.59","42,370,718.01","57,890,465.05","50,205,128.33","55,536,995.09","49,422,006.65","262,806,188.08","149,098,521.25","145,397,038.39","127,632,442.36","359,341,255.66","407,181,930.43","500,869,646.59","413,937,576.72","339,316,408.57","231,029,865.59","176,479,062.02","209,965,730.26","157,967,387.84","149,172,299.34"
预付款项,"11,303,128.01","22,938,341.96","23,443,093.58","40,471,645.21","4,055,187.86","2,828,097.55","2,946,345.20","1,828,281.41","2,737,297.44","2,958,655.50","3,060,290.66","9,079,974.30","57,815,731.73","33,879,985.25","59,189,617.68","59,227,277.48","34,522,630.40","34,408,575.08","33,026,738.21","36,015,435.41","10,342,997.96","13,644,895.78","11,227,012.46","11,476,889.56","1,952,995.35","2,848,518.22","6,137,902.40","99,511,891.92","10,721,265.28","29,814,984.99","48,333,785.40","148,928,460.88","12,131,793.47","17,512,490.35","20,173,250.07","22,463,158.71","16,150,317.24","15,323,868.97","14,340,098.36","9,105,293.56","35,544,397.89","44,390,295.22"
预收款项,"4,032,790.68","5,496,848.05","2,388,990.07","2,991,577.38","2,382,416.02","3,088,200.59","3,120,339.88","6,650,001.65","5,074,417.46","6,990,279.82","7,181,036.30","11,756,436.20","5,018,181.92","14,860,821.48","5,669,310.59","4,704,670.77","4,828,478.81","10,636,757.30","9,505,032.93","20,168,067.86","9,975,538.69","15,842,953.56","9,956,367.51","9,144,077.33","10,701,294.19","8,657,901.74","7,170,938.44","8,379,321.95","9,568,144.04","7,927,408.96","6,355,755.86","4,970,682.11","5,995,904.15","7,145,471.59","6,488,463.95","6,840,937.82","7,767,789.27","5,936,588.73","4,983,651.63","10,763,461.52","5,279,392.42","28,167,595.18"
