科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"93,759,376.77","127,858,264.33","219,610,944.14","238,469,693.27","299,206,671.62","547,932,899.56","567,617,788.56","284,460,704.11","359,554,274.75","420,228,211.75","395,450,415.28","219,620,142.43","205,357,986.57","210,147,944.12","281,810,206.51"
短期借款,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,
应付票据,"30,973,403.77","32,385,532.70","55,654,679.20","34,186,334.60","57,955,764.10","87,533,138.10","96,982,961.10","90,331,791.70","102,904,054.56","113,740,971.30","102,519,083.04","59,143,720.69",,"63,539,731.80",
应收账款,"64,330,286.98","72,165,733.89","72,622,857.74","82,212,323.62","82,063,680.67","84,268,346.82","79,888,981.49","90,371,555.18","81,510,232.11","70,733,863.33","66,569,050.68","76,525,419.35","80,893,239.93","87,274,178.75","89,985,185.95"
应付账款,"23,821,806.45","31,241,901.26","20,583,107.96","23,163,978.92","31,935,384.24","27,723,688.34","29,831,753.93","28,121,476.53","31,973,780.33","25,168,951.85","15,624,632.58","28,355,334.05",,"56,349,765.31",
预付款项,"3,056,039.13","8,567,717.81","8,002,112.23","6,879,195.24","6,889,793.57","2,778,211.31","8,825,594.84","14,498,304.53","17,465,007.40","6,280,224.29","21,961,117.09","5,350,766.33","5,682,837.37","18,014,465.78","21,623,136.02"
预收款项,"71,133,241.90","109,604,308.38","158,003,789.24","171,747,547.00","207,742,066.00","229,858,749.00","260,312,822.00","287,545,582.20","351,638,917.20","354,799,319.20","354,870,056.04","313,144,356.83","288,711,455.14","246,794,619.08","317,210,549.47"
其他应收款,"6,300,147.51","6,913,188.12","5,104,461.38","5,347,277.32","7,296,826.21","5,591,795.43","6,488,736.06","5,843,855.59","6,557,394.70","7,637,012.34","9,279,006.16","9,480,509.98","11,438,829.11","13,491,054.99","24,035,667.21"
应付职工薪酬,"7,788,342.08","10,867,553.94","13,193,641.96","11,980,472.12","10,497,932.90","18,295,854.30","15,324,287.64","14,118,317.68","13,335,799.83","27,556,146.22","18,368,241.69","12,617,229.43","12,070,319.31","28,596,616.00","18,687,485.36"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"9,235,442.66","4,325,941.36","5,365,855.91","7,672,573.79","5,083,256.27","4,231,328.03","3,529,804.26","9,992,863.36","6,560,098.72","5,857,652.33","11,037,774.74","16,438,306.18","12,914,075.25","17,166,440.73","13,113,541.06"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"74,091,581.49","105,376,913.64","124,031,831.13","118,503,741.18","133,878,114.31","155,285,290.66","177,402,916.30","187,243,865.75","213,614,281.94","216,151,635.71","216,942,848.66","203,060,454.05","197,957,931.56","188,073,491.70","211,906,108.59"
