科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"742,045,467.58","1,023,666,735.00","1,021,384,253.45","467,084,192.14","668,426,521.88","1,314,089,280.05","110,551,768.61","469,839,162.25","1,032,504,580.85","1,797,848,312.05","381,983,482.02","692,891,172.03","1,035,472,834.28","1,944,378,658.34","852,066,078.59","1,608,427,743.65","3,079,775,297.47","3,811,374,252.01","902,279,229.02","1,836,962,243.93","3,004,848,812.52","4,481,603,428.20","1,192,693,895.32","2,777,519,602.33","3,593,008,704.58","5,219,204,286.24","1,364,211,438.86","2,930,929,303.67","4,561,683,835.20","7,012,332,174.01","1,285,605,661.29","2,742,960,499.99","4,701,395,893.09","8,216,989,729.07","1,833,055,470.39","4,056,977,583.24","5,976,293,732.22","10,631,250,472.14","1,779,742,048.73"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"300,036,430.29",,,,,,,,,,,,"110,319,016.66",,,,"196,214,259.24",,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,"1,516,935.55","1,516,935.55","2,310,258.23","3,809,375.41","995,396.69","2,551,217.37","3,477,813.25","1,925,830.76","1,886,674.55","2,058,589.64","2,501,760.44","2,501,760.44",,"56,021.54","83,812.37","334,734.75","2,032,439.13","4,089,570.08","6,462,870.44","1,397,344.87","1,860,715.52","5,373,588.02","8,005,447.97","2,168,086.84","2,624,012.06"
支付其他与投资活动有关的现金,,,"10,094,326.27",,450.00,,,,,,,,,,,,,,,,,"83,760,944.05",,,,"300,000.00",,,,"35,400,000.00",,,,,"2,000,000.00",,"2,000,000.00","19,459,863.48",
收到其他与经营活动有关的现金,"59,459,961.28","49,847,357.36","81,995,570.01","31,140,171.04","60,711,305.17","82,720,398.74","27,811,463.75","46,756,295.13","66,914,348.96","10,598,251.20","19,235,252.46","52,443,503.44","161,660,772.54","25,687,400.69","37,886,815.27","51,194,944.09","60,711,523.47","44,277,665.29","6,485,949.22","150,709,600.98","63,474,092.36","61,890,520.10","6,808,137.05","24,591,514.54","90,399,876.97","107,889,404.50","95,140,559.71","168,004,730.00","356,656,065.23","162,788,821.16","66,538,141.11","141,379,872.44","229,392,852.56","193,265,071.50","40,318,802.07","100,879,095.34","148,369,187.01","185,345,616.59","65,059,151.34"
投资活动现金流出小计,"60,418,920.56","24,970,936.99","88,089,840.16","37,540,282.49","61,321,273.52","65,012,544.24","13,556,686.45","48,778,134.60","69,043,684.95","88,436,140.56","26,706,044.73","49,197,895.94","73,205,721.28","476,601,660.04","167,277,940.50","121,727,410.26","147,561,711.44","264,816,106.21","24,092,791.79","37,250,260.73","58,485,012.40","173,495,249.87","36,680,219.40","78,107,054.11","112,698,634.71","336,397,643.54","26,603,786.67","76,968,222.71","253,445,322.63","639,455,479.22","20,171,402.25","41,532,160.28","53,869,446.08","183,384,465.48","20,346,456.48","25,853,583.53","31,056,989.14","112,684,832.30","7,019,975.12"
经营活动现金流入小计,"801,505,428.86","1,073,514,092.36","1,103,379,823.46","498,224,363.18","729,137,827.05","1,396,809,678.79","138,363,232.36","516,595,457.38","1,099,418,929.81","1,808,446,563.25","401,218,734.48","745,334,675.47","1,197,133,606.82","1,970,066,059.03","891,469,829.41","1,661,139,623.29","3,142,797,079.17","3,859,461,292.71","909,760,574.93","1,990,223,062.28","3,071,800,718.13","4,545,419,779.06","1,201,388,706.92","2,804,169,706.51","3,685,910,341.99","5,329,595,451.18","1,459,351,998.57","3,098,990,055.21","4,918,423,712.80","7,175,455,729.92","1,354,176,241.53","2,888,429,942.51","4,937,251,616.09","8,415,177,299.75","1,875,234,987.98","4,163,230,266.60","6,132,668,367.20","10,821,445,766.56","1,847,425,212.13"
投资活动产生的现金流量净额,"-42,913,642.38","-19,239,477.91","-87,756,504.16","-36,040,282.49","-58,016,273.52","-61,707,544.24","-13,556,686.45","-48,778,134.60","-69,043,684.95","-88,436,140.56","-26,706,044.73","-49,197,895.94","-73,154,766.28","-476,366,957.41","-167,243,440.50","-102,376,550.44","-128,159,548.61","-244,221,446.10","-23,856,114.87","-29,220,067.35","-50,325,932.16","-165,366,879.71","-28,428,219.40","-62,925,388.40","-97,336,683.61","-318,993,559.53","-25,739,786.67","-59,507,170.51","-235,430,956.14","-459,318,777.08","-15,816,402.25","-19,037,722.08","-31,136,566.87","-172,631,412.26","-20,117,251.48","-4,598,432.69","-9,803,438.30","-70,933,369.76","-5,842,975.12"
购买商品、接受劳务支付的现金,"631,744,720.30","860,903,337.48","863,399,390.54","459,954,917.98","789,970,309.48","1,122,116,652.81","481,548,328.20","792,415,116.93","1,401,398,065.41","1,825,080,040.40","548,383,748.41","828,110,700.92","1,210,052,214.32","2,000,641,475.66","666,804,141.69","1,482,012,808.03","2,752,690,698.94","3,606,411,754.89","775,888,291.16","1,841,704,290.34","3,130,185,307.53","4,196,978,567.84","976,907,207.93","2,555,254,961.27","3,217,191,763.66","4,445,071,544.98","969,426,434.35","2,234,229,304.60","3,665,422,980.50","5,745,306,531.80","1,125,931,696.79","2,736,362,245.97","4,625,322,609.11","7,282,695,732.95","1,416,526,367.62","3,336,312,874.89","4,927,882,553.09","9,337,015,703.95","1,320,220,794.21"
吸收投资收到的现金,"28,343,000.00",,,,"575,240,000.00","575,240,000.00",,"23,500,000.00","23,500,000.00","23,500,000.00",,,,"573,496,410.13","76,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","28,531,000.00","29,531,000.00","32,531,000.00","32,531,000.00",,"39,290,000.00","43,390,000.00","60,800,000.00","700,000.00","700,000.00","13,927,134.12","60,123,049.44","7,365,849.96","9,865,849.96","9,865,849.96","9,865,849.96","1,500,000.00","1,500,000.00","1,800,000.00","1,500,000.00",
