科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
筹资活动现金流入小计,"50,000,000.00",,"40,000,000.00","40,000,000.00","458,250,000.00","458,250,000.00","458,250,000.00","433,280,200.00",,,,,,,"21,196,000.00","51,196,000.00","12,000,000.00","22,000,000.00","39,818,400.00","227,757,079.66","22,619,830.10","39,708,782.47","52,990,137.84","157,601,087.39","15,901,639.10","29,305,852.60","59,548,760.60","175,907,852.20","18,134,406.50","30,741,392.91","61,245,920.63","84,883,694.38","971,558,238.00","984,133,110.25","1,007,588,012.83"
经营活动现金流出小计,"237,496,183.54","207,168,965.76","76,541,408.17","196,688,889.69","54,001,585.75","126,490,814.90","211,540,011.26","302,312,101.77","57,580,786.83","163,839,247.58","216,027,459.50","251,021,852.08","45,996,740.14","122,571,030.28","199,615,613.83","300,803,948.24","91,884,777.98","213,137,697.33","293,163,137.78","434,468,366.95","185,378,419.75","400,091,669.64","625,867,677.77","867,028,259.85","229,365,520.64","473,822,934.03","684,973,218.27","989,672,516.54","219,842,533.64","501,952,304.89","868,219,818.08","1,174,007,583.56","395,114,137.50","790,446,298.58","1,192,041,783.92"
偿还债务支付的现金,"638,101.80",,"50,000,000.00","50,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,"10,000,000.00","29,000,000.00",,,,"88,493,583.08","13,314,351.60","65,040,386.66","95,548,362.44","184,445,092.14","22,054,591.80","39,064,591.70","68,852,747.90","135,178,697.60","27,412,109.00","53,793,623.10","63,771,776.53","90,666,020.50",,"14,254,887.16","33,280,740.97"
经营活动产生的现金流量净额,"11,966,382.43","40,675,677.06","39,254,807.65","52,689,023.15","16,194,135.38","26,127,431.15","30,065,096.33","34,141,762.02","25,963,559.81","17,870,435.92","36,949,748.88","32,744,121.19","16,083,693.66","7,097,953.00","34,243,018.04","36,651,387.73","27,684,237.02","35,649,514.46","58,051,059.79","84,294,904.18","34,989,805.04","63,633,073.91","75,371,413.17","134,407,365.06","42,932,586.94","58,618,235.90","100,787,381.54","116,570,129.11","70,678,287.96","149,893,409.78","234,756,462.28","296,445,855.82","59,954,978.34","132,997,478.97","216,565,282.33"
分配股利、利润或偿还利息支付的现金,"1,302,602.74","2,561,872.50","5,229,270.00","5,778,270.00","234,000.00","24,250,435.32","24,250,435.32","24,234,000.00",,"27,748,150.00","30,000,000.00","30,000,000.00",,"33,066,080.36","35,257,305.52","37,252,494.50","37,066,040.40","40,279,647.07","41,361,073.59","48,132,628.88","16,084,350.55","17,455,430.34","18,700,541.97","22,094,193.07","1,441,354.93","24,861,966.95","26,325,655.23","27,173,514.20","832,592.14","24,166,457.48","32,666,838.89","34,898,493.73","504,216.68","54,346,698.38","64,207,061.39"
收回投资收到的现金,,"400,000.00",,,,,,,,,,,,,,,,,,,,,"210,074.52","294,911.47",,,,,"58,500,000.00","58,500,000.00","58,500,000.00","58,500,000.00",,"70,000,000.00","106,000,000.00"
支付其他与筹资活动有关的现金,"888,958.76","405,185.49","108,064.52","108,064.52","34,095,974.00","34,095,974.00","34,095,974.00","6,850,000.00",,,,,,,,,,,,"512,658.10",,,,"2,291,034.30","10,584.00","1,263,532.00","2,818,342.00","4,000,000.00","2,778,779.00",,,"12,624,299.89","846,993.00","846,993.00","846,993.00"
取得投资收益收到的现金,"9,389,168.75","76,019.97",,"1,413,601.87",,,,,,,,,,,,,,,,,,,,"17,007.95",,,,,"1,062,124.71","1,149,285.03","1,149,285.03","1,149,285.03",,"3,138,013.70","12,913,729.86"
筹资活动现金流出小计,"2,829,663.30","2,967,057.99","55,337,334.52","55,886,334.52","54,329,974.00","78,346,409.32","78,346,409.32","51,084,000.00",,"27,748,150.00","30,000,000.00","30,000,000.00",,"33,066,080.36","45,257,305.52","66,252,494.50","37,066,040.40","40,279,647.07","41,361,073.59","137,138,870.06","29,398,702.15","82,495,817.00","114,248,904.41","208,830,319.51","23,506,530.73","65,190,090.65","97,996,745.13","166,352,211.80","31,023,480.14","77,960,080.58","96,438,615.42","138,188,814.12","1,351,209.68","69,448,578.54","98,334,795.36"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,"39,782.00","40,282.00","39,782.00",,,,,,,,,,,,"142,000.00",,"15,000.00","15,000.00","476,393.40","50,000.00","50,000.00","50,000.00","96,164.85",,"88,000.00","361,138.00","331,741.87",,"61,000.00","152,800.00"
筹资活动产生的现金流量净额,"47,170,336.70","-2,967,057.99","-15,337,334.52","-15,886,334.52","403,920,026.00","379,903,590.68","379,903,590.68","382,196,200.00",,"-27,748,150.00","-30,000,000.00","-30,000,000.00",,"-33,066,080.36","-24,061,305.52","-15,056,494.50","-25,066,040.40","-18,279,647.07","-1,542,673.59","90,618,209.60","-6,778,872.05","-42,787,034.53","-61,258,766.57","-51,229,232.12","-7,604,891.63","-35,884,238.05","-38,447,984.53","9,555,640.40","-12,889,073.64","-47,218,687.67","-35,192,694.79","-53,305,119.74","970,207,028.32","914,684,531.71","909,253,217.47"
处置子公司及其他营业单位收到的现金净额,"316,683.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,"922,088.14","-429,482.42","-286,636.81","656,307.64","3,448,582.16","-994,998.64","1,499,469.67","2,098,787.49","9,644,045.53","-1,480,860.33","-2,894,641.33","-8,487,102.44"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"48,027,738.35","48,027,738.35",,,,,,,"4,089,211.20","4,089,211.20",,"15,198,700.00","15,198,700.00","15,198,700.00",,"80,333,418.20","80,333,418.20","20,324,144.70",,"67,126.96","1,054,582.54"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"9,705,852.55","476,019.97",,"1,413,601.87",,"39,782.00","40,282.00","39,782.00",,,,,,,"48,027,738.35","48,027,738.35",,,,"142,000.00",,"15,000.00","4,314,285.72","4,877,524.02","50,000.00","15,248,700.00","15,248,700.00","15,294,864.85","59,562,124.71","140,070,703.23","140,343,841.23","80,305,171.60",,"73,266,140.66","120,121,112.40"
五、现金及现金等价物净增加额,"52,191,850.61","23,637,820.41","15,873,827.48","19,240,877.61","411,184,341.63","391,162,822.78","386,944,997.34","381,636,239.79","782,533.01","-67,525,842.06","-114,553,749.43","-138,598,266.69","3,690,094.66","-50,374,950.64","7,567,389.66","-50,499,235.86","-15,695,615.28","-17,644,852.47","-24,222,914.86","62,928,674.18","-13,372,356.17","-46,443,328.34","-57,653,901.31","-7,664,122.98","-37,210,665.96","-47,346,373.05","-25,904,363.05","-44,630,803.01","97,839,228.49","200,245,877.17","237,040,468.52","216,852,042.11","355,932,393.87","407,996,019.06","436,170,530.90"
购建固定资产、无形资产和其他长期资产支付的现金,"16,650,721.07","14,546,818.63","8,043,645.65","18,975,412.89","8,929,819.75","14,907,981.05","23,063,971.67","34,741,504.23","25,181,026.80","57,648,127.98","84,103,498.31","103,942,387.88","12,393,599.00","24,406,823.28","50,642,061.21","82,721,867.44","18,313,811.90","35,014,719.86","50,131,301.06","61,519,609.87","10,110,197.94","29,526,610.44","38,303,076.35","58,864,110.80","13,658,878.85","25,642,434.09","44,748,767.70","81,000,019.53","18,517,111.90","40,699,017.84","61,403,374.81","93,237,911.10","30,019,752.46","67,318,131.12","98,542,619.03"
期初现金及现金等价物余额,"12,357,979.05","64,549,829.66","88,187,650.07","88,187,650.07","107,428,527.68","107,428,527.68","107,428,527.68","107,428,527.68","489,064,767.47","489,064,767.47","489,064,767.47","489,064,767.47","350,466,500.78","350,466,500.78","350,466,500.78","350,466,500.78","299,967,264.92","299,967,264.92","299,967,264.92","299,967,264.92","362,895,939.10","362,895,939.10","362,895,939.10","362,895,939.10","355,231,816.12","355,231,816.12","355,231,816.12","355,231,816.12","310,601,013.11","310,601,013.11","310,601,013.11","310,601,013.11","527,453,055.22","527,453,055.22","527,453,055.22"
投资支付的现金,,,,,,,,,,,"37,400,000.00","37,400,000.00",,,,,,,"30,600,000.00","50,606,829.73",,,,,"58,500,000.00","58,500,000.00","58,500,000.00","108,500,000.00",,"3,000,000.00","43,262,552.88","3,000,000.00","642,729,000.00","466,000,000.00","526,000,000.00"
期末现金及现金等价物余额,"64,549,829.66","88,187,650.07","104,061,477.55","107,428,527.68","518,612,869.31","498,591,350.46","494,373,525.02","489,064,767.47","489,847,300.48","421,538,925.41","374,511,018.04","350,466,500.78","354,156,595.44","300,091,550.14","358,033,890.44","299,967,264.92","284,271,649.64","282,322,412.45","275,744,350.06","362,895,939.10","349,523,582.93","316,452,610.76","305,242,037.79","355,231,816.12","318,021,150.16","307,885,443.07","329,327,453.07","310,601,013.11","408,440,241.60","510,846,890.28","547,641,481.63","527,453,055.22","883,385,449.09","935,449,074.28","963,623,586.12"
