科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,258,131.80","2,636,416.17","2,146,237.86","200,572.90","309,359.58","-747,494.70","-4,414,515.59","-2,899,916.10","-5,000,420.22","-6,465,860.36","-7,904,401.22","-1,091,493.08","-2,005,044.80","-2,699,565.71","-3,352,335.65","-985,931.52","-3,706,463.92","-4,332,551.89","-33,587.60","-3,763,947.02","-6,102,253.64","-7,650,827.94","-8,228,754.77","-3,847,990.71","-5,782,353.99","204,322.45","2,585,816.87","1,969,848.73","5,786,256.99","10,024,064.01","16,462,186.51","3,360,364.92"
三、利润总额,"17,727,736.79","27,407,127.92","44,880,011.95","54,149.35","18,781,275.86","30,412,473.75","77,305,993.38","6,919,267.50","29,670,968.09","47,540,966.79","163,149,611.48","9,588,617.18","46,981,561.60","77,625,970.39","300,490,434.55","19,970,233.60","69,756,339.26","115,037,036.16","406,667,336.41","8,203,593.88","68,743,840.11","113,082,333.12","290,284,601.23","13,948,284.14","17,934,106.72","123,992,081.82","323,031,940.92","14,432,245.71","12,462,310.26","40,479,884.51","69,090,089.11","7,557,422.63"
资产减值损失,"1,445,037.92","-296,850.13","-780,963.82","70,720.47","528,881.51","465,186.54","314,598.34","2,427,595.76","2,131,868.68","1,855,197.64","1,731,467.51","4,414,450.22","3,129,501.44","2,320,357.41","3,607,212.89","648,530.11","2,030,186.80","3,589,555.31","2,538,363.10","339,529.63","3,112,454.05","3,320,330.61","2,381,978.59","341,687.30","467,623.07","-922,270.02","5,414,938.44","-3,281,903.96","-2,198,069.05","-1,847,877.01","12,298,203.65","711,864.25"
减:所得税,"1,733,550.75","2,353,018.58","4,670,313.57","2,929.27","4,227,471.89","3,226,684.39","7,526,482.07","-38,816.62","2,537,186.23","4,421,413.03","19,451,863.30","-298,383.89","7,288,996.14","9,737,474.25","28,504,551.51","896,780.31","6,608,673.34","11,365,171.49","37,265,422.10","345,604.11","9,087,213.35","15,818,724.26","31,139,636.12","3,525,811.75","4,540,719.37","4,533,522.95","13,747,626.24","81,208.42","-2,118,002.16","-363,838.27","14,146,227.85","2,540,301.29"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,"-255,450.82","-178,610.30","-450,819.62","-549,137.55","-880,847.97",,,,,,,,,,,,,,,,,,"-135,117.19","-1,925,051.82","-4,550,464.10","-1,645,553.04","-2,561,163.02","-3,956,748.86","-3,293,226.90","678,105.57"
四、净利润,"15,994,186.04","25,054,109.34","40,209,698.38","51,220.08","14,553,803.97","27,185,789.36","69,779,511.31","6,958,084.12","27,133,781.86","43,119,553.76","143,697,748.18","9,887,001.07","39,692,565.46","67,888,496.14","271,985,883.04","19,073,453.29","63,147,665.92","103,671,864.67","369,401,914.31","7,857,989.77","59,656,626.76","97,263,608.86","259,144,965.11","10,422,472.39","13,393,387.35","119,458,558.87","309,284,314.68","14,351,037.29","14,580,312.42","40,843,722.78","54,943,861.26","5,017,121.34"
其中:对联营企业和合营企业的投资权益,,,,,"-450,819.62",,"-880,847.97",,,,,,,,,,,,,,,,,,,,"-4,550,464.10",,,,"-6,547,944.15","678,105.57"
归属于母公司所有者的净利润,"15,994,186.04","25,054,109.34","40,209,698.38","51,220.08","14,553,803.97","27,185,789.36","69,779,511.31","6,958,084.12","27,133,781.86","43,119,553.76","143,697,748.18","9,887,001.07","39,692,565.46","67,888,496.14","271,985,883.04","19,073,453.29","63,147,665.92","103,675,107.24","369,598,797.77","8,006,918.15","60,111,548.91","98,072,725.65","259,528,176.64","10,539,356.33","13,671,187.44","121,843,566.74","311,604,517.66","15,222,632.07","15,906,759.65","43,312,754.80","58,868,041.01","5,815,340.17"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,"-3,242.57","-196,883.46","-148,928.38","-454,922.15","-809,116.79","-383,211.53","-116,883.94","-277,800.09","-2,385,007.87","-2,320,202.98","-871,594.78","-1,326,447.23","-2,469,032.02","-3,924,179.75","-798,218.83"
