科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"5,414,939,409.00","11,538,233,947.00","17,371,441,546.00","26,210,296,297.00","6,427,891,739.00","13,771,599,316.00","21,285,568,846.00","32,023,132,299.00","9,064,450,620.00","19,810,056,315.00","30,284,134,439.00","43,423,823,437.00","14,326,258,201.00","33,970,461,244.78","49,250,975,380.28","72,482,895,230.79","22,919,646,152.49","38,174,661,102.06","59,583,667,685.37","82,105,110,648.95","22,275,614,311.08","40,595,390,596.88","59,037,832,712.59","85,174,338,541.19","26,506,848,229.11","47,031,208,221.42","68,887,319,028.06","99,909,813,152.68","31,242,100,779.11","52,913,835,424.16","77,600,563,146.94","103,401,416,953.46","38,164,495,073.94","64,094,165,313.32","91,716,663,737.79","128,394,589,949.68","44,863,004,116.59","68,058,420,724.08","98,379,258,070.61","142,083,348,354.03","37,002,637,693.31","68,749,025,523.11","103,358,445,171.76","145,219,954,350.86","38,964,358,684.35"
取得子公司及其他营业单位支付的现金净额,,,,"7,448,863.00",,,,"316,659.00",,,,,,,,"143,832.89",,,,"51,327,636.90",,,,"472,316,546.89",,"211,806,750.82","211,806,750.82","250,806,750.82","129,646,490.56","240,027,190.56","4,013,877,047.77","3,539,717,295.83",,"29,860,402.34","99,435,497.16","973,830,813.75",,,"45,090,161.01","15,066,554.96",,,,"15,618,841.78","24,999,819.53"
收到的税费返还,"574,918.00","951,169.00","32,081,090.00","32,504,158.00","287,261.00","955,361.00","68,935,501.00","69,703,984.00","600,000.00","622,000.00","111,278,000.00","111,825,000.00","389,000.00","4,035,564.11","255,692,409.70","279,067,956.21","3,022,304.59","23,786,864.59","232,572,811.93","296,816,452.32","28,480,142.55","86,259,233.71","293,633,375.59","300,545,187.96","67,599,273.72","104,874,450.04","323,271,977.55","456,594,965.79","25,599,764.91","67,665,525.94","320,960,977.95","367,349,516.86","20,290,493.50","29,463,564.02","304,372,804.03","349,794,886.34","33,921,874.05","74,505,507.25","425,867,263.95","509,117,703.29","29,714,449.75","55,335,789.03","506,954,778.08","563,652,496.03","17,860,313.48"
支付其他与投资活动有关的现金,,,,,"18,039,460.00","18,039,460.00","18,039,460.00","18,039,460.00",,,,,"100,000.00","100,000.00","125,215.78","2,538,543.98","818,003.50","61,681,437.87","88,617,317.38","28,224,545.93","2,607,708.20","749,497.90","813,108.90","1,485,996.51","286,811.60","14,726,547.42","39,398,991.85","31,159,827.47","9,376,177.76","3,743,252,009.58","134,251,936.48","16,276,839.05","6,786,111.58","175,764,334.94","251,768,773.80","207,997,199.32","37,384.30","464,725,504.60","157,106,956.30","752,705,177.10","2,068,767.43","178,300,183.83","54,813,485.70","436,291,552.79","452,941,535.00"
收到其他与经营活动有关的现金,"160,191,998.00","211,164,195.00","307,631,916.00","125,497,064.00","134,205,947.00","248,821,108.00","498,989,253.00","386,425,459.00","164,842,948.00","454,699,765.00","551,214,216.00","490,034,518.00","298,676,608.00","569,199,461.19","1,704,666,723.31","2,288,949,665.61","392,678,376.30","761,252,380.79","3,539,222,743.39","3,210,139,498.95","891,017,326.68","3,351,603,778.36","4,546,152,048.40","4,244,882,443.73","1,040,238,447.42","1,981,704,818.25","2,485,538,932.88","5,526,724,127.43","1,365,588,946.42","3,750,121,566.51","4,179,001,146.66","4,156,734,983.60","1,267,417,273.03","3,473,817,163.48","4,545,463,255.38","8,092,086,539.00","1,749,727,345.07","3,007,712,428.66","3,149,873,080.96","8,809,948,756.60","2,700,358,087.97","2,824,146,191.62","4,219,572,109.55","12,322,394,657.23","1,242,708,198.89"
投资活动现金流出小计,"84,873,448.00","203,634,584.00","254,726,512.00","341,663,128.00","139,714,713.00","321,668,066.00","587,380,786.00","1,108,682,836.00","338,926,258.00","629,509,126.00","1,150,051,071.00","1,581,075,994.00","470,493,196.00","1,004,846,393.14","2,514,132,032.34","3,186,931,880.26","1,666,391,349.67","2,569,425,887.65","4,115,567,217.75","2,596,395,283.52","575,092,531.82","1,219,723,206.94","2,320,463,880.70","2,762,944,560.60","1,096,545,640.38","2,028,690,674.04","2,810,824,836.63","3,707,306,049.27","3,296,000,471.05","7,675,382,575.44","10,249,625,184.55","12,775,843,007.05","2,745,017,879.79","6,117,307,248.04","8,126,989,647.17","13,822,290,745.78","2,187,926,549.15","4,652,323,270.16","6,263,575,860.44","8,634,805,842.01","537,586,218.50","1,697,798,768.23","2,221,384,547.95","4,074,110,619.13","1,415,892,156.05"
经营活动现金流入小计,"5,575,706,325.00","11,750,349,311.00","17,711,154,552.00","26,368,297,519.00","6,562,384,947.00","14,021,375,785.00","21,853,493,600.00","32,479,261,742.00","9,229,893,568.00","20,265,378,080.00","30,946,626,655.00","44,025,682,955.00","14,625,323,809.00","34,543,696,270.08","51,211,334,513.29","75,050,912,852.61","23,315,346,833.38","38,959,700,347.44","63,355,463,240.69","85,612,066,600.22","23,195,111,780.31","44,033,253,608.95","63,877,618,136.58","89,719,766,172.88","27,614,685,950.25","49,117,787,489.71","71,696,129,938.49","105,893,132,245.90","32,633,289,490.44","56,731,622,516.61","82,100,525,271.55","107,925,501,453.92","39,452,202,840.47","67,597,446,040.82","96,566,499,797.20","136,836,471,375.02","46,646,653,335.71","71,140,638,659.99","101,954,998,415.52","151,402,414,813.92","39,732,710,231.03","71,628,507,503.76","108,084,972,059.39","158,106,001,504.12","40,224,927,196.72"
投资活动产生的现金流量净额,"20,322,965.00","-35,548,904.00","126,230,687.00","410,118,195.00","-75,143,507.00","34,963,459.00","-181,905,176.00","-382,148,777.00","-311,815,705.00","-216,506,371.00","-684,611,179.00","-1,006,453,123.00","-433,343,163.00","-838,860,848.24","-2,284,332,131.37","-2,764,838,266.61","-1,471,375,857.78","-1,292,533,521.26","-2,400,569,603.82","-914,701,280.91","-242,828,183.42","-487,444,037.85","-1,375,045,566.20","-1,774,338,663.86","-185,512,524.26","-482,319,596.19","-668,568,665.01","-769,782,076.34","-2,072,097,460.46","-4,425,584,070.51","-4,879,348,444.23","-5,177,475,776.02","-188,062,567.69","-725,918,785.25","-1,076,291,080.43","-4,574,513,927.34","-572,308,939.66","-1,468,461,461.70","-859,576,382.93","-2,176,075,588.83","570,016,841.36","99,949,322.59","-249,134,022.85","-1,767,497,694.28","-852,890,732.43"
购买商品、接受劳务支付的现金,"5,020,726,029.00","10,220,691,165.00","15,598,205,207.00","23,038,689,908.00","6,849,473,444.00","12,992,527,648.00","19,787,226,162.00","28,238,490,912.00","8,720,402,525.00","17,645,421,602.00","26,498,086,550.00","36,661,195,307.00","14,678,573,500.00","33,015,820,892.10","45,802,762,361.80","66,419,585,997.96","23,356,896,921.80","37,105,269,067.89","59,360,794,351.35","75,135,852,161.93","24,212,397,031.82","40,850,233,107.72","55,287,911,469.77","73,256,427,064.84","27,626,408,231.18","45,240,413,433.36","63,195,805,598.61","84,745,381,803.73","35,731,964,522.76","52,396,054,684.44","73,009,393,340.78","89,618,348,706.48","40,797,967,955.78","62,915,871,767.01","83,845,412,359.75","105,445,913,201.43","48,183,795,121.24","65,224,247,131.47","94,362,092,447.39","119,258,039,306.68","41,469,996,602.80","66,452,220,703.96","94,106,864,473.26","120,481,419,084.96","43,780,095,312.82"
吸收投资收到的现金,,,,,,,"2,120,280.00","4,366,614.00",,,,,,"4,307,654.40","12,307,654.40","14,307,654.40","1,367,000.00","21,581,059.91","66,581,059.91","68,634,564.24","14,983.40","19,614,983.40","23,614,983.40","28,100,000.00",,"980,000.00","980,000.00","8,723,282.52",,"8,360,000.00","9,860,000.00","3,971,093,177.15","49,000,000.00","334,164,373.74","334,164,373.74","535,283,570.00","9,800,000.00","62,800,000.00","5,139,430,000.00","599,800,000.00","1,477,179,997.97","1,615,888,797.97","1,491,909,045.97","1,486,794,797.97","126,775,000.00"
