科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"673,080,000.00","819,684,000.00","443,911,000.00","339,971,000.00","767,682,000.00","636,019,000.00","669,792,000.00","909,047,000.00","921,495,000.00","1,318,464,000.00","1,105,983,000.00","603,161,000.00","445,750,000.00","543,650,000.00","728,683,000.00","540,330,000.00","493,088,000.00","511,039,000.00","676,252,000.00","691,693,000.00","577,141,000.00","984,851,000.00","1,307,870,000.00","1,000,565,000.00","751,903,000.00","1,229,928,000.00","1,008,514,000.00","1,002,249,000.00","642,837,000.00","1,060,840,000.00","852,570,000.00","820,092,000.00","1,205,861,000.00","1,985,246,000.00","1,430,407,000.00","1,349,875,000.00","1,140,030,000.00","1,315,861,000.00","1,543,766,000.00","1,199,058,000.00","1,196,971,000.00","1,515,420,000.00","1,335,168,000.00","1,905,678,000.00","1,854,784,000.00"
短期借款,"556,000,000.00","556,000,000.00","155,000,000.00","155,000,000.00","400,000,000.00","844,890,000.00","981,890,000.00","821,890,000.00","776,890,000.00","477,000,000.00","600,000,000.00","656,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","673,000,000.00","673,000,000.00","673,000,000.00","825,000,000.00","152,000,000.00","152,000,000.00","152,000,000.00","86,000,000.00","86,000,000.00","106,000,000.00","55,000,000.00","55,000,000.00",,"30,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","20,000,000.00",,,,,,,,,"500,000,000.00","500,000,000.00","499,000,000.00","699,000,000.00"
交易性金融资产,"40,070,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,750,000.00","8,100,000.00","3,800,000.00",,,,"10,850,000.00",,,,,,,,,,,,,,,,,"6,000,000.00","4,200,000.00","200,000.00","7,470,000.00","6,300,000.00","5,850,000.00","2,800,000.00","3,588,000.00",,"800,000.00","880,000.00","3,050,000.00","1,094,000.00","1,154,000.00","60,000.00","3,000,000.00","400,000.00","3,950,000.00","510,000.00","1,120,000.00","1,900,000.00","2,406,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"194,934,000.00","246,382,000.00","311,371,000.00","442,944,000.00","490,379,000.00","541,335,000.00","702,627,000.00","798,869,000.00","950,974,000.00","418,925,000.00","482,563,000.00","503,466,000.00","710,047,000.00","804,752,000.00","832,043,000.00","996,949,000.00","939,363,000.00","1,089,621,000.00","1,091,049,000.00","1,096,583,000.00","1,346,925,000.00","1,382,039,000.00","1,512,224,000.00","1,566,743,000.00","1,815,219,000.00","1,909,839,000.00","2,060,421,000.00","2,079,086,000.00","2,304,841,000.00","2,360,232,000.00","2,446,233,000.00","2,563,114,000.00","2,341,977,000.00","1,094,290,000.00","1,286,659,000.00","1,238,352,000.00","1,522,167,000.00","1,627,765,000.00","1,767,613,000.00","1,815,420,000.00","2,119,595,000.00","2,059,178,000.00","2,275,910,000.00","1,930,158,000.00","2,259,698,000.00"
应付账款,"6,384,000.00","6,227,000.00","5,979,000.00","12,469,000.00","15,206,000.00","14,617,000.00","25,014,000.00","17,841,000.00","55,636,000.00","57,986,000.00","43,138,000.00","22,952,000.00","50,312,000.00","52,414,000.00","54,346,000.00","22,729,000.00","23,501,000.00","24,685,000.00","27,292,000.00","18,481,000.00","39,673,000.00","44,976,000.00","22,281,000.00","20,847,000.00","28,151,000.00","33,549,000.00","31,152,000.00","21,099,000.00","65,225,000.00","74,672,000.00","69,604,000.00","54,319,000.00","70,547,000.00","75,840,000.00","67,137,000.00","82,599,000.00","83,912,000.00","107,970,000.00","179,481,000.00","107,239,000.00","106,076,000.00","137,946,000.00","123,209,000.00","128,254,000.00","139,406,000.00"
预付款项,"20,953,000.00","20,582,000.00","30,319,000.00","57,964,000.00","49,229,000.00","81,757,000.00","65,605,000.00","81,987,000.00","55,467,000.00","115,399,000.00","159,935,000.00","194,160,000.00","204,065,000.00","150,687,000.00","134,470,000.00","103,759,000.00","92,551,000.00","102,109,000.00","118,456,000.00","95,706,000.00","100,611,000.00","107,941,000.00","160,659,000.00","120,306,000.00","148,494,000.00","138,908,000.00","140,317,000.00","115,655,000.00","115,030,000.00","92,022,000.00","89,368,000.00","106,412,000.00","129,631,000.00","135,254,000.00","168,361,000.00","139,727,000.00","141,673,000.00","142,903,000.00","159,108,000.00","153,198,000.00","177,867,000.00","174,992,000.00","184,932,000.00","124,770,000.00","90,636,000.00"
预收款项,"77,703,000.00","114,748,000.00","148,953,000.00","171,341,000.00","170,763,000.00","187,566,000.00","190,285,000.00","228,716,000.00","202,943,000.00","245,560,000.00","262,724,000.00","305,085,000.00","359,022,000.00","303,338,000.00","292,030,000.00","310,478,000.00","290,074,000.00","350,719,000.00","401,487,000.00","423,387,000.00","473,676,000.00","525,124,000.00","562,072,000.00","601,371,000.00","621,282,000.00","624,890,000.00","685,083,000.00","701,654,000.00","702,210,000.00","791,409,000.00","800,190,000.00","776,190,000.00","790,722,000.00","809,826,000.00","858,678,000.00","874,880,000.00","900,859,000.00","926,008,000.00","950,113,000.00","955,507,000.00","1,039,119,000.00","1,053,626,000.00","1,034,567,000.00","930,888,000.00","643,470,000.00"
