科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"7,285,458.85","7,626,530.07","7,786,385.23","7,343,263.13","5,322,791.31","7,221,654.65","9,495,937.16","8,677,897.02","5,451,679.40","5,694,880.13","12,554,083.22","12,635,569.77","6,637,793.22","6,922,845.34","14,972,668.48","14,921,624.06"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"3,684,013.42","8,334,280.63","13,013,746.44","13,463,328.02","13,043,109.00","12,666,663.69","16,331,098.45","16,539,661.89","10,668,043.54","14,115,077.46","14,704,633.16","15,402,792.21","14,699,749.72","20,277,301.86","17,190,791.71","17,527,010.21"
应收利息,,,,,,,,,,,,,,,,
应付利息,"116,533.88","119,908.30","33,171.11","41,013.19",,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"59,052,408.38","61,049,966.30","47,156,221.27","48,971,316.68","47,922,714.84","51,857,580.73","59,891,104.84","71,776,882.47","69,952,226.75","70,204,735.52","70,468,058.54","71,893,624.95","78,196,479.39","83,976,458.78","84,007,034.56","82,546,066.49"
其他应付款,"1,375,315.69","2,518,835.16","2,866,193.69","2,358,239.55","3,115,084.87","5,952,882.96","2,393,315.28","2,582,099.97","6,329,373.75","2,356,664.92","3,715,196.52","3,725,149.57","54,804,657.70","54,609,052.47","3,046,589.35","2,899,239.64"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"1,050,592.54",,,,,,,,,,,,,,
其他流动资产,"492,164.27","3,820,813.70",,"4,000,000.00",,"242,000,000.00","85,466,506.80","60,079,493.67","20,462,331.96","119,977,887.92","99,089,351.33","119,871,446.51","26,005,239.37","99,428,603.15","15,369,896.90","16,972,529.85"
其他流动负债,"70,777.78","70,777.78","51,888.88","42,444.44","33,000.00","33,000.00","234,104.93","234,104.93","234,104.93","234,104.93",,,,,,
流动资产合计,"212,654,871.64","243,692,414.08","233,760,457.09","231,387,174.56","223,821,750.14","486,042,715.01","505,624,826.86","505,321,644.78","480,836,556.82","495,032,003.10","482,923,457.92","466,388,398.69","477,966,184.78","466,443,545.01","421,000,191.50","408,364,685.39"
流动负债合计,"105,172,593.62","108,573,191.53","73,803,192.47","69,696,706.43","65,673,548.58","61,319,543.84","58,153,609.09","51,213,180.45","45,989,193.66","47,637,649.50","57,026,195.97","51,084,247.34","100,573,009.37","105,547,780.62","66,898,959.51","68,270,079.60"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,"5,640,789.49",,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,"23,999,569.42","23,956,432.15","23,796,364.04","23,816,777.24"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"89,362,733.46","85,415,118.61","80,588,880.88","78,013,637.86","84,335,296.19","82,509,099.95","136,306,840.18","134,239,856.88","132,685,570.24","142,847,390.28","139,103,260.46","136,861,210.83","134,405,469.54","156,087,740.20","152,781,220.67","149,206,788.00"
递延所得税负债,"3,301,945.49","3,099,035.66","2,642,918.72","2,622,572.15","2,406,576.57","2,383,740.59","2,592,213.57","2,447,476.86","2,504,861.54","2,456,312.79","1,466,146.12","1,448,491.32","1,528,956.49","1,461,835.91","1,447,605.86","1,441,963.04"
在建工程,"6,743,510.75","21,411,474.53","37,914,483.97","39,830,949.98","60,082,966.26","60,858,068.00","581,955.39","9,352,034.00","20,736,555.40","25,805,759.00","38,232,078.16","54,175,941.52","65,289,966.64","77,469,414.09","122,671,732.00","146,363,686.86"
其他非流动负债,,,,,"2,470,133.30",,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"5,049,612.15","10,917,730.06","5,065,995.29","5,037,398.72","4,876,709.87","3,983,990.59","5,583,442.76","5,380,179.82","4,580,961.70","4,473,886.72","5,405,640.21","5,629,459.18","5,629,446.88","6,842,824.45","5,251,753.45","4,938,002.20"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"110,222,205.77","119,490,921.59","78,869,187.76","74,734,105.15","70,550,258.45","65,303,534.43","63,737,051.85","56,593,360.27","50,570,155.36","52,111,536.22","62,431,836.18","56,713,706.52","106,202,456.25","112,390,605.07","72,150,712.96","73,208,081.80"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"44,800,000.00","44,800,000.00","44,800,000.00","44,800,000.00","44,800,000.00","59,740,000.00","59,740,000.00","59,740,000.00","59,740,000.00","59,740,000.00","59,740,000.00","59,740,000.00","104,395,998.00","104,395,998.00","99,661,493.00","99,661,493.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"76,847,537.97","76,847,537.97","76,847,537.97","76,847,537.97","76,847,537.97","313,995,270.37","313,998,765.52","313,998,765.52","314,027,067.41","314,027,067.41","314,027,067.41","314,027,067.41","324,702,688.55","327,104,239.96","287,578,259.10","287,578,259.10"
无形资产,"40,344,882.14","39,175,254.40","38,791,348.92","38,484,095.18","38,192,048.47","37,942,769.86","37,692,148.27","37,428,036.65","37,194,309.95","37,003,969.78","36,724,253.84","36,484,969.79","36,245,685.73","36,218,728.93","35,782,290.00","35,544,385.30"
盈余公积,"15,151,048.92","18,889,899.56","22,400,000.00","22,400,000.00","22,400,000.00","22,400,000.00","27,779,680.06","27,779,680.06","27,779,680.06","27,779,680.06","29,870,000.00","29,870,000.00","29,870,000.00","29,870,000.00","30,113,503.22","30,113,503.22"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"52,105,680.00","52,105,680.00",,
商誉,,,,,,,,,,,,,,,,
未分配利润,"103,617,283.40","132,884,966.34","169,402,716.70","180,098,999.72","194,089,817.36","208,282,767.45","221,844,165.57","235,883,698.85","234,107,847.29","250,052,854.32","257,767,849.03","265,837,424.42","266,318,391.67","281,254,240.79","287,524,875.66","295,766,514.73"
长期待摊费用,,,,,,,,,,,,,,,,
少数股东权益,"800,291.98","576,153.49","466,581.71","452,634.76","449,321.71","435,919.29","451,269.98","450,266.53","442,587.83","443,197.53","443,134.49","442,429.39","401,290.92","363,354.58","274,774.19","240,519.48"
递延所得税资产,"1,211,468.55","2,726,794.45","2,371,173.40","2,415,592.19","2,453,708.24","2,582,253.42","2,954,420.64","2,452,618.66","2,491,186.27","2,423,126.59","2,959,410.18","2,828,970.25","3,009,015.40","3,525,334.52","2,888,357.86","3,243,468.01"
外币报表折算价差,,,,,"1,238,993.64",,,,,,,,,,,
其他非流动资产,"918,637.00","918,637.00","179,688.22","9,923,800.00","1,490,159.83","1,597,349.57","6,624,427.34","7,758,074.65","14,393,641.70","2,232,528.89","25,151,860.00","29,767,510.00","40,019,759.61","41,898,457.40","20,748,251.61","21,605,178.25"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"138,581,231.90","149,647,278.99","159,845,575.39","168,668,075.21","186,554,178.99","185,489,540.80","184,159,791.82","191,230,620.84","207,501,263.56","210,312,774.54","242,170,862.64","260,118,602.39","302,969,466.34","339,156,107.29","358,668,216.18","379,780,283.66"
所有者权益(或股东权益)合计,"241,013,897.77","273,848,771.48","314,736,844.72","325,321,144.62","339,825,670.68","606,228,721.38","626,047,566.83","639,958,905.35","637,767,665.02","653,233,241.42","662,662,484.38","669,793,294.56","674,733,194.87","693,209,047.23","707,517,694.72","714,936,887.25"
资产总计,"351,236,103.54","393,339,693.07","393,606,032.48","400,055,249.77","410,375,929.13","671,532,255.81","689,784,618.68","696,552,265.62","688,337,820.38","705,344,777.64","725,094,320.56","726,507,001.08","780,935,651.12","805,599,652.30","779,668,407.68","788,144,969.05"
负债和所有者(或股东权益)合计,"351,236,103.54","393,339,693.07","393,606,032.48","400,055,249.77","410,375,929.13","671,532,255.81","689,784,618.68","696,552,265.62","688,337,820.38","705,344,777.64","725,094,320.56","726,507,001.08","780,935,651.12","805,599,652.30","779,668,407.68","788,144,969.05"
