科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"2,214,885.07","3,377,139.01","3,340,613.78","635,204.82","2,941,363.44","706,105.95","747,145.32","720,221.38","4,967,575.00","2,996,661.69","3,456,877.22","3,868,920.35","8,425,077.97","6,827,980.65","7,908,806.49","9,146,281.94","11,302,213.10","9,175,884.13","8,655,487.04","8,573,418.07","13,730,742.44","12,850,434.66","10,012,817.89","6,015,444.60","8,814,830.36","5,341,091.90"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,568,688.94","5,787,680.56","9,389,339.56","3,193,553.33","9,598,734.48","-150,823.75","-6,873,023.58","-9,796,520.54","18,256,002.10","-3,007,958.45","2,140,182.20","6,852,116.55","20,894,319.44","7,337,487.80","2,436,579.18","14,691,867.42","40,895,058.43","13,797,876.53","3,676,242.95","9,449,375.99","24,575,970.36","7,401,058.54","9,506,647.66","4,989,942.07","12,316,308.13","3,280,894.64"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,"132,141.94","136,546.67","122,432.88","191,494.44","47,341.67","113,800.00","123,366.67","368,819.45","203,548.33","353,188.58","139,996.11","151,559.80","209,315.12","281,681.52","209,663.17",,"244,557.61","228,669.04"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,"2,405,205.00","2,405,205.00"
应付股利,,,,,,,,,,,,,"3,559,500.00","3,559,500.00",,,,,,,,,"1,967,895.00",,,
存货,"11,474,738.42","26,154,276.12","20,230,253.16","25,310,605.36","29,881,055.18","35,933,908.78","46,682,277.02","57,472,256.94","59,094,184.11","73,756,203.93","88,157,134.69","91,964,580.32","98,432,777.70","132,292,261.05","156,485,119.30","131,088,948.04","105,501,610.60","132,626,848.75","152,101,426.40","169,485,839.45","197,593,844.19","245,565,396.16","269,760,139.08","261,826,867.76","161,900,947.63","201,169,705.13"
其他应付款,"80,463.80","151,501.11","573,627.46","208,323.44","343,948.66","277,487.83","309,248.73","337,868.00","1,030,389.62","15,812,364.36","16,119,787.01","16,541,544.76","1,125,791.28","14,161,709.83","757,448.47","13,579,384.47","19,893,285.32","13,996,346.56","64,698,887.67","60,984,606.13","65,215,368.96","191,297,790.44","194,278,641.34","162,681,209.40","34,457,604.62","3,101,771.86"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,"57,600.00","19,200.00","19,200.00",,,,,,,,,"46,000,000.00","46,000,000.00","46,000,000.00","46,000,000.00",,"36,120,000.00","36,120,000.00"
其他流动资产,,,,,,,,,,,"3,963,265.14","3,530,829.34","2,977,635.58","7,783,501.47","8,737,374.64","47,473,509.94","5,658,791.70","16,828,665.49","17,595,232.26","20,833,254.73","15,891,376.64","37,040,116.19","29,078,263.79","30,491,212.80","11,077,423.84","11,918,577.81"
其他流动负债,"1,375,497.44","2,404,154.27","2,943,719.24","4,922,459.88","3,073,609.26","2,464,738.62","1,925,338.86","1,235,939.10",,,,,,,,,,,,,,,,,,
流动资产合计,"154,563,610.76","172,587,776.07","189,812,247.79","163,773,847.43","178,008,174.33","337,758,297.91","261,339,101.71","255,802,817.29","396,306,883.53","365,059,895.20","365,720,533.43","426,595,143.22","707,149,023.97","730,832,098.50","612,822,851.99","695,968,807.44","857,070,208.25","726,645,506.82","747,112,548.99","716,882,694.40","994,895,765.45","1,009,494,803.19","1,114,286,594.93","885,467,088.55","734,622,984.55","671,659,341.50"
流动负债合计,"21,037,126.30","34,252,734.10","49,449,258.51","39,829,299.34","78,449,203.09","49,714,660.98","43,601,741.36","42,126,939.74","191,777,118.07","163,780,682.72","162,619,513.03","208,033,274.78","217,957,412.44","252,153,530.16","223,780,743.65","231,103,795.79","339,636,466.13","238,918,076.14","287,301,940.56","302,915,201.03","466,672,795.93","804,759,015.38","716,224,523.03","530,479,143.74","482,458,025.38","404,608,199.71"
可供出售金融资产,,,,,,,,,"2,250,000.00","2,250,000.00","2,250,000.00","9,775,000.00","12,795,000.00","18,135,000.00","116,752,100.00","117,217,100.00","123,217,100.00","122,692,100.00","120,742,100.00","111,672,100.00","115,173,784.00","115,173,784.00","108,182,235.06","90,912,599.15","82,594,396.64",
长期借款,,,,,,,,,,,,,,,,"46,000,000.00","46,000,000.00","46,000,000.00","46,000,000.00",,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,"11,615,846.77","10,860,015.74","9,366,062.98","9,397,441.36","8,787,712.12","8,170,604.00","6,834,559.25",,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,"180,600,000.00","180,600,000.00","144,480,000.00","144,480,000.00"
长期股权投资,,,,,,,,"2,945,532.75","5,771,712.25","5,735,898.85","5,610,643.31","5,410,177.63","5,648,141.11","5,499,081.89",,"3,501,042.00","14,735,776.84","14,701,979.44","13,032,081.44","12,898,950.91","15,314,077.13","14,330,334.47","12,898,368.97",,"143,771,043.00","138,759,666.90"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"7,516,722.50","9,287,862.50","13,325,060.00","13,240,412.50","14,463,242.50","13,910,890.00","14,543,760.00","16,087,750.00","20,128,360.00","19,022,780.00","19,727,732.50","21,816,742.50","39,226,240.38","37,288,860.00","36,518,230.00","39,579,382.50","47,418,700.00","44,392,390.00","41,933,745.00","41,088,897.50","49,761,527.50","46,906,905.00","50,115,038.00","50,918,065.00","30,063,342.50","28,413,045.00"
固定资产,"22,747,377.75","23,193,608.68","21,923,834.33","22,056,803.21","133,265,870.73","130,945,530.47","191,394,254.64","208,411,300.62","256,914,864.01","252,246,582.80","246,593,311.53","242,419,957.19","242,173,482.86","237,313,075.62","234,135,470.65","236,149,662.61","242,431,832.84","242,873,561.22","247,238,159.27","243,929,031.08","233,323,324.61","229,036,167.50","222,881,983.19","216,572,772.78","212,027,165.51","206,852,479.78"
递延所得税负债,"592,580.00","444,435.00","296,290.00","222,217.50","148,145.00","111,108.75","74,072.50","37,036.25","1,502,883.04","1,405,360.04","1,307,837.07","1,210,314.08","5,258,249.60","6,069,257.76","6,258,217.23","6,045,926.69","5,717,386.15","5,257,595.61","4,441,555.07","3,989,936.72","21,645,114.65","21,331,316.72","19,266,029.91","1,488,804.45","11,847,137.25","11,804,995.80"
在建工程,,"2,343,407.70","60,660,644.08","96,339,260.23","48,430,977.84","55,532,181.38","44,487,357.39","45,954,787.87",,,,"15,090.00",,,,"53,773.59","5,890,989.76","8,085,120.77","9,831,431.81","14,473,649.69","11,168,118.79","9,670,416.79","9,827,279.44","248,689.73","346,569.15","361,130.09"
其他非流动负债,"1,127,094.03","1,325,512.82","1,173,547.00","1,924,252.13","4,062,649.57","3,846,260.68","3,454,871.79","3,189,807.72",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"9,236,396.53","11,057,810.32","14,794,897.00","15,386,882.13","18,674,037.07","17,868,259.43","18,072,704.29","19,314,593.97","26,993,892.63","25,536,900.74","26,637,493.25","27,260,166.19","50,550,537.10","49,844,720.32","50,997,904.54","100,811,184.20","106,894,295.40","102,923,818.26","103,195,293.30","52,395,594.58","79,021,147.29","75,335,912.74","257,556,850.49","236,932,448.20","190,329,213.99","188,485,571.43"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"30,273,522.83","45,310,544.42","64,244,155.51","55,216,181.47","97,123,240.16","67,582,920.41","61,674,445.65","61,441,533.71","218,771,010.70","189,317,583.46","189,257,006.28","235,293,440.97","268,507,949.54","301,998,250.48","274,778,648.19","331,914,979.99","446,530,761.53","341,841,894.40","390,497,233.86","355,310,795.61","545,693,943.22","880,094,928.12","973,781,373.52","767,411,591.94","672,787,239.37","593,093,771.14"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","61,900,000.00","123,800,000.00","123,800,000.00","123,800,000.00","123,800,000.00","247,600,000.00","247,600,000.00","271,974,287.00","271,974,287.00","543,948,574.00","543,948,574.00","543,948,574.00","543,948,574.00","550,336,774.00","550,336,774.00","550,336,774.00","550,336,774.00","550,336,774.00","538,331,675.00","534,984,395.00","531,943,475.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"32,911,245.30","33,306,318.20","33,306,318.20","33,306,318.20","33,306,318.20","214,064,713.85","183,114,713.85","183,237,499.69","183,237,499.69","183,237,499.69","59,437,499.69","59,437,499.69","497,559,074.88","497,559,074.88","225,584,787.88","225,584,787.88","241,451,027.28","240,977,041.43","295,186,670.20","298,841,656.20","295,092,509.34","295,574,297.34","285,082,313.83","180,772,284.88","154,856,097.63","129,616,461.63"
无形资产,"4,591,364.76","42,584,306.31","41,547,001.03","40,786,411.11","41,119,439.42","40,682,563.26","40,775,174.29","40,496,275.31","54,375,504.26","52,730,317.65","51,188,086.89","49,846,302.76","76,339,771.56","73,049,231.83","70,137,225.08","67,454,209.68","70,808,818.43","68,135,839.17","65,732,996.65","62,843,805.88","76,730,987.42","73,017,845.43","67,141,659.80","47,775,597.97","37,542,569.32","37,361,509.94"
盈余公积,"6,305,504.74","11,981,752.93","17,389,073.69","17,389,073.69","23,419,691.92","23,419,691.92","23,419,691.92","23,419,691.92","27,028,538.42","27,028,538.42","27,028,538.42","27,028,538.42","29,243,419.37","29,243,419.37","29,243,419.37","29,243,419.37","32,275,579.44","32,275,579.44","32,275,579.44","32,275,579.44","32,275,579.44","32,275,579.44","32,275,579.44","32,275,579.44","32,275,579.44","32,275,579.44"
开发支出,,,,,,,,,,,,,,,,,,"3,417,074.84","8,329,577.98","14,911,717.30",,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,"59,410,260.00","59,410,260.00","59,410,260.00","59,410,260.00","59,410,260.00","59,410,260.00","28,280,556.00",
商誉,"4,147,380.00","4,147,380.00","4,147,380.00","4,147,380.00","4,147,380.00","4,147,380.00","4,147,380.00","4,147,380.00","101,171,782.85","101,171,782.85","101,171,782.85","101,171,782.85","391,061,526.14","391,061,526.14","391,061,526.14","391,061,526.14","388,496,184.25","388,496,184.25","390,443,441.54","390,443,441.54","147,597,899.55","475,066,710.50","473,119,453.21","459,100,503.83","331,877,366.01","331,877,366.01"
未分配利润,"67,500,692.21","107,071,239.67","156,575,253.22","175,176,901.23","205,539,460.56","206,686,935.93","155,312,013.86","155,725,250.85","191,530,594.70","183,787,175.62","176,320,016.34","190,246,134.72","232,773,803.21","223,351,131.15","206,702,659.19","228,053,031.46","264,599,418.60","252,112,655.48","238,224,163.02","239,664,618.03","88,218,274.11","90,549,638.03","97,275,773.36","139,713,896.33","136,008,116.38","139,126,590.06"
长期待摊费用,"127,373.48","76,424.12",,,,,,"97,670.84","89,531.60","81,392.36","73,253.12","105,113.88","464,192.24","1,528,563.85","1,443,756.16","1,387,037.44","10,814,544.67","12,000,684.64","10,882,201.96","9,929,707.02","6,725,305.87","5,520,410.87","4,171,433.68","2,504,220.99","1,727,922.15","1,528,612.99"
少数股东权益,"1,721,154.78",,,,,,,"24,676,048.25","83,097,512.82","84,497,086.26","88,498,038.55","87,528,481.57","153,834,673.08","158,915,209.11","178,154,380.34","189,085,978.83","218,487,758.26","218,586,871.03","208,071,186.16","193,916,276.97","178,188,327.21","172,165,302.85","168,645,589.07","137,197,643.21","71,053,402.70","73,635,423.35"
递延所得税资产,"2,535,013.11","2,736,952.34","3,423,693.39","3,984,772.61","4,416,868.52","4,588,309.09","5,177,597.25","5,944,259.74","9,475,327.83","9,408,353.74","9,716,063.15","10,397,602.84","18,206,709.20","17,325,087.39","16,213,771.71","22,735,590.28","25,698,750.16","25,444,689.25","24,721,352.39","25,965,892.76","33,426,390.83","33,714,046.26","36,066,451.42","30,647,592.82","28,443,821.71","28,885,726.02"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"8,500,000.00","1,109,550.00","2,983,660.00","5,817,425.00","1,397,925.00","55,360.00","124,360.00","8,553,680.00","6,753,000.00","3,532,035.43","12,981,470.51","12,419,494.15","3,343,278.30","2,064,723.90","2,586,971.00","2,261,079.00","2,319,688.83","1,660,930.40","1,749,534.40"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"34,148,509.10","75,082,079.15","131,702,552.83","167,314,627.16","231,380,536.51","235,895,964.20","285,981,763.57","316,497,207.13","431,158,272.80","426,607,988.25","422,420,565.85","420,538,952.15","746,744,183.11","755,651,773.49","849,157,545.48","855,679,004.72","895,023,473.74","907,616,416.21","911,543,441.19","897,246,133.73","641,524,612.10","958,116,686.82","936,549,943.77","850,081,666.10","839,991,783.89","826,294,043.39"
所有者权益(或股东权益)合计,"158,438,597.03","202,359,310.80","257,270,645.11","275,872,293.12","312,265,470.68","506,071,341.70","485,646,419.63","510,858,490.71","608,694,145.63","602,350,299.99","598,884,093.00","611,840,654.40","1,185,385,257.54","1,184,485,621.51","1,187,201,749.28","1,219,732,832.17","1,305,562,920.46","1,292,420,028.63","1,268,158,756.32","1,258,818,032.52","1,090,726,434.33","1,087,516,561.89","1,077,055,165.18","968,137,162.71","901,827,529.07","904,859,613.75"
资产总计,"188,712,119.86","247,669,855.22","321,514,800.62","331,088,474.59","409,388,710.84","573,654,262.11","547,320,865.28","572,300,024.42","827,465,156.33","791,667,883.45","788,141,099.28","847,134,095.37","1,453,893,207.08","1,486,483,871.99","1,461,980,397.47","1,551,647,812.16","1,752,093,681.99","1,634,261,923.03","1,658,655,990.18","1,614,128,828.13","1,636,420,377.55","1,967,611,490.01","2,050,836,538.70","1,735,548,754.65","1,574,614,768.44","1,497,953,384.89"
负债和所有者(或股东权益)合计,"188,712,119.86","247,669,855.22","321,514,800.62","331,088,474.59","409,388,710.84","573,654,262.11","547,320,865.28","572,300,024.42","827,465,156.33","791,667,883.45","788,141,099.28","847,134,095.37","1,453,893,207.08","1,486,483,871.99","1,461,980,397.47","1,551,647,812.16","1,752,093,681.99","1,634,261,923.03","1,658,655,990.18","1,614,128,828.13","1,636,420,377.55","1,967,611,490.01","2,050,836,538.70","1,735,548,754.65","1,574,614,768.44","1,497,953,384.89"
