科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"2,008,440,575.23","2,084,449,786.26","2,238,944,773.66","4,214,361,872.31","774,354,580.51","1,123,517,662.17","2,927,528,387.12","5,595,076,993.11","291,817,412.43","1,504,484,846.91","2,835,147,023.82","6,231,485,195.74","690,501,920.44","1,979,743,639.94","3,255,050,642.24","8,110,293,915.98","1,381,634,015.65","4,616,701,234.71","7,303,544,153.27","9,637,282,533.87","2,143,808,844.10","5,138,825,299.38","8,852,292,038.44","17,233,868,061.31","2,006,060,753.44","6,477,353,139.59","10,163,217,137.60","19,882,571,993.12","2,412,452,350.76","4,317,460,460.39","9,486,409,690.49","22,035,885,738.98","1,276,046,317.27","4,919,044,664.87","7,477,962,338.90","15,564,750,045.63","4,301,619,628.69","6,167,035,863.07","8,465,190,067.59","19,852,543,654.29","5,251,372,226.82","9,990,826,988.22","15,910,789,159.56","25,519,340,880.51"
二、营业利润,"663,579,645.66","645,181,826.46","664,185,575.20","1,119,550,525.94","76,222,615.58","164,857,797.42","518,583,567.25","1,370,998,675.58","197,115,042.24","1,029,426,468.80","1,317,851,881.27","1,885,491,962.47","126,019,086.03","503,546,878.96","745,220,415.83","2,260,375,104.62","901,011,162.90","1,703,410,738.30","2,475,658,493.70","2,873,420,828.08","1,162,161,569.91","1,621,266,770.82","2,080,521,821.46","3,572,221,143.85","531,271,923.01","1,202,745,927.86","2,029,175,012.57","4,686,752,079.37","475,475,368.34","607,114,016.09","943,633,980.87","4,116,243,143.60","1,076,197,630.09","1,204,521,387.42","1,452,816,536.72","3,188,971,884.34","1,082,737,897.00","1,045,471,292.45","1,093,150,648.66","4,195,959,773.42","756,502,086.00","1,610,450,500.41","2,232,319,081.09","5,521,236,997.35"
减:营业成本,"1,027,616,914.12","1,072,734,204.47","1,162,915,359.27","2,355,954,910.49","508,369,212.44","677,872,296.35","1,790,902,309.60","2,799,687,720.21","126,252,025.13","828,330,991.96","1,604,495,109.40","3,797,115,276.97","332,854,494.91","944,278,028.03","1,657,136,597.40","4,501,495,181.89","766,776,345.37","2,552,992,424.25","3,868,483,994.04","5,409,683,036.74","1,332,235,280.46","3,215,973,744.66","5,804,707,590.20","11,811,128,209.15","1,072,139,979.07","4,378,335,305.62","6,905,255,147.16","12,421,410,656.18","1,499,308,151.66","2,747,240,171.56","6,754,495,847.92","15,287,425,362.53","857,568,474.63","3,563,936,104.93","5,249,698,766.35","10,886,817,123.04","2,394,813,716.32","3,669,495,779.05","5,261,863,101.62","13,889,931,580.88","3,661,583,022.32","6,798,453,357.61","11,171,063,336.96","18,014,646,527.97"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"294,943,058.92","298,932,991.02","307,069,466.42","515,980,296.34","59,053,117.90","109,372,252.44","344,287,922.68","755,414,607.62","12,153,492.25","186,744,818.34","362,715,824.82","846,869,733.40","82,999,122.14","255,264,690.74","398,047,344.24","943,134,143.59","120,304,120.06","516,370,245.45","888,827,185.20","1,157,700,803.66","209,653,877.87","539,931,381.63","832,836,337.99","1,635,386,575.96","271,040,046.89","608,483,073.80","916,883,319.63","2,225,746,545.73","213,088,276.00","392,573,657.23","746,290,324.24","1,821,932,920.16","91,589,827.78","358,915,879.83","554,825,942.74","1,478,914,486.76","438,422,744.88","538,020,085.08","649,460,910.73","1,472,353,081.64","376,333,010.09","739,058,068.87","1,197,005,005.79","2,013,966,422.91"
营业外收入,"7,537.06","7,538.06","21,898.70","61,950.56",100.00,"25,078.75","20,101,904.36","53,673,796.54","30,001,640.00","33,591,556.85","34,860,017.91","36,462,362.43","11,030.00","201,998,268.96","202,046,666.88","284,881,470.44","136,781.13","249,305.13","896,227.19","8,947,556.41","3,160,400.00","30,285,033.83","41,167,087.39","118,945,626.36","28,891,307.37","63,491,874.45","71,128,320.96","91,812,511.39","1,336,967.45","74,886,144.14","115,078,875.97","119,149,754.95","7,759,736.18","37,932,158.48","43,982,203.72","47,950,672.87","2,358,623.43","28,338,211.54","34,884,088.31","50,373,006.57","3,135,113.82","14,501,041.09","22,356,953.65","85,141,118.13"
销售费用,"11,092,894.21","34,197,766.27","56,623,032.42","89,095,613.68","27,554,337.25","49,840,455.83","92,111,845.81","132,316,621.02","17,137,555.74","50,582,319.03","92,128,475.23","164,756,267.92","63,528,109.30","85,243,654.59","137,574,078.41","274,818,196.30","59,725,451.53","138,328,718.38","224,374,396.04","399,134,613.47","62,236,353.44","175,366,720.49","286,232,130.10","484,629,525.44","57,151,425.57","112,825,289.11","189,023,412.27","384,355,707.95","45,365,842.48","131,636,554.74","210,241,681.68","375,173,338.90","67,390,957.70","191,281,904.96","298,922,303.67","550,869,627.33","86,930,275.40","227,897,148.22","421,296,001.67","872,595,797.30","84,447,197.70","219,099,999.60","382,961,975.53","722,539,043.94"
减:营业外支出,"295,267.36","296,752.23","320,856.46","589,990.57","1,221,900.32","4,425,360.52","7,455,360.52","7,570,389.26","43,994.47","344,044.47","2,239,553.57","4,493,069.45","300,003.84","1,911,179.92","5,294,471.94","14,669,426.77","1,613,259.99","3,462,959.49","3,191,554.47","5,382,291.68","952,999.91","1,573,817.91","1,963,109.58","27,678,410.18","1,305,108.67","2,637,405.84","2,904,374.41","64,483,459.38","353,744.97","1,560,479.65","13,674,697.03","16,265,500.22","562,068.03","958,495.69","16,724,152.58","29,073,124.44","11,924,857.71","12,326,543.62","22,735,993.42","31,243,779.02","707,785.67","3,737,819.05","5,557,040.13","6,302,091.11"
管理费用,"61,298,136.39","95,305,866.04","152,736,407.10","277,329,041.14","73,194,346.04","143,650,030.41","202,625,710.93","300,042,550.57","53,433,755.97","140,530,075.66","202,331,551.21","325,869,202.71","79,331,035.98","164,374,168.62","235,992,136.35","402,767,941.96","75,611,744.96","198,801,745.47","281,894,007.56","503,748,903.88","83,833,309.99","209,629,771.02","309,257,758.69","558,716,231.46","78,593,526.33","187,520,757.16","297,246,205.30","493,520,681.60","92,623,906.88","239,032,498.81","335,214,123.05","623,126,403.88","108,867,005.62","288,187,297.09","406,003,700.75","616,152,796.85","119,372,731.90","281,781,060.78","417,069,516.07","612,932,810.38","107,015,894.09","214,138,106.64","296,138,564.90","549,966,827.08"
其中:非流动资产处置净损失,,,136.46,"66,156.34","121,900.32","141,074.93","141,074.93","141,074.93",,,,"55,477.23",,,,"51,986.86",,"24,165.00","39,226.41","86,843.21",,,"10,339.67","251,453.65",,"20,128.01","18,865.63","167,439.56","19,689.54","25,393.44","39,132.53","383,846.01","74,771.21","151,190.62","208,406.12","313,452.83","5,093.80","25,532.60","65,238.02","99,488.54","44,579.74","87,281.10","133,843.02",
