科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"1,274,450,754.99","3,651,772,946.56","5,343,231,434.08","8,044,249,285.94","2,144,692,713.40","5,852,696,235.75","9,121,879,508.40","14,204,927,251.11","2,450,495,890.83","5,903,917,678.33","10,391,846,949.41","16,576,533,420.13","4,715,789,607.52","15,776,937,537.18","26,004,713,582.46","37,329,829,416.00","8,750,179,936.72","27,673,732,353.17","38,146,415,119.29","52,570,215,164.54","9,093,714,383.71","25,177,454,609.70","39,531,931,207.21","50,527,031,000.00","5,792,698,000.00","16,494,567,000.00","26,582,164,000.00","37,306,261,000.00","8,010,599,000.00","17,271,206,000.00","25,415,921,000.00","32,442,837,000.00","5,338,792,000.00","11,633,615,000.00","16,969,759,000.00","23,944,373,000.00","4,923,090,000.00","11,347,610,000.00","16,901,661,000.00","25,964,005,000.00","9,873,855,000.00","20,075,163,000.00","30,448,140,000.00","41,440,247,000.00"
取得子公司及其他营业单位支付的现金净额,,,"796,245,112.61","800,000,000.00",,,,,,,,,,"1,368,096,001.00","1,668,096,001.00","2,280,160,001.00","59,381,197.84","59,381,197.84","59,381,197.84","59,381,197.84",,"2,630,160,098.41","2,692,978,028.41","2,645,528,000.00",,,,,,,,,,,,,"1,012,146,000.00","1,012,146,000.00","1,012,146,000.00",,,,,"889,000.00"
收到的税费返还,,"29,888,366.81","30,804,624.34","48,045,264.93","37,422,218.40","84,874,267.78","158,032,584.49","222,385,798.87","61,506,866.50","76,386,872.21","97,080,307.58","107,882,672.99","10,314,792.25","29,942,740.78","62,035,380.07","81,393,272.02","15,813,147.35","15,813,147.35","16,184,004.31","146,229,804.68","7,141,180.40","183,072,402.26","243,833,142.62","211,481,000.00","85,216,000.00","166,390,000.00","250,597,000.00","384,482,000.00",,"153,356,000.00","343,115,000.00","332,442,000.00","66,727,000.00","167,899,000.00","224,860,000.00","250,983,000.00","49,352,000.00","67,679,000.00","86,779,000.00","177,637,000.00","94,042,000.00","125,375,000.00","146,711,000.00","347,042,000.00"
支付其他与投资活动有关的现金,,,,"4,000,000.00",,,,,,,,,,"202,294,674.34","427,575,694.29","947,098,273.36","229,800,545.56","1,152,081,558.18","1,396,503,320.19","933,172,772.07","2,719,785,600.00",,,,,,,,,"142,590,000.00","142,590,000.00","448,527,000.00",,,,,,,,,,,"363,885,000.00",
收到其他与经营活动有关的现金,"2,780,735.23","266,265,401.46","278,213,844.56","282,979,842.82","8,244,514.48","267,279,370.40","426,880,882.78","331,618,094.28","2,841,433.43","228,394,734.02","312,433,870.73","563,003,561.30","77,713,405.20","593,457,202.66","724,143,017.15","738,185,729.27","306,973,524.56","444,787,076.78","686,896,068.74","1,115,844,604.14","89,591,246.64","670,410,443.47","757,516,928.37","2,312,594,000.00","222,482,000.00","362,686,000.00","590,111,000.00","2,096,869,000.00","82,472,000.00","235,173,000.00","1,476,761,000.00","1,150,010,000.00","94,578,000.00","144,138,000.00","773,491,000.00","1,014,768,000.00","66,234,000.00","438,340,000.00","489,121,000.00","616,189,000.00","73,578,000.00","192,960,000.00","328,052,000.00","807,981,000.00"
投资活动现金流出小计,"385,012,160.20","591,807,387.43","2,015,539,528.73","2,644,266,324.71","300,229,039.44","611,745,205.00","951,324,686.19","1,392,648,185.91","139,604,238.88","391,238,396.95","783,938,426.96","1,261,663,308.56","743,367,384.96","2,899,925,857.59","4,811,899,228.20","7,838,992,243.58","1,667,540,005.75","4,403,509,159.03","6,699,760,806.90","8,273,456,832.66","4,286,917,803.31","5,708,568,009.12","6,635,440,347.42","7,877,781,000.00","854,580,000.00","1,190,964,000.00","1,419,002,000.00","3,208,902,000.00","261,882,000.00","2,108,851,000.00","2,464,188,000.00","3,442,258,000.00","186,327,000.00","451,991,000.00","736,018,000.00","1,677,545,000.00","1,257,180,000.00","1,601,197,000.00","2,032,254,000.00","1,297,337,000.00","563,035,000.00","3,219,432,000.00","3,790,269,000.00","2,176,295,000.00"
经营活动现金流入小计,"1,277,231,490.22","3,947,926,714.83","5,652,249,902.98","8,375,274,393.69","2,190,359,446.28","6,204,849,873.93","9,706,792,975.67","14,758,931,144.26","2,514,844,190.76","6,208,699,284.56","10,801,361,127.72","17,247,419,654.42","4,803,817,804.97","16,400,337,480.62","26,790,891,979.68","38,149,408,417.29","9,072,966,608.63","28,134,332,577.30","38,849,495,192.34","53,832,289,573.36","9,190,446,810.75","26,030,937,455.43","40,533,281,278.20","53,051,106,000.00","6,100,396,000.00","17,023,643,000.00","27,422,872,000.00","39,787,612,000.00","8,093,071,000.00","17,659,735,000.00","27,235,797,000.00","33,925,289,000.00","5,500,097,000.00","11,945,652,000.00","17,968,110,000.00","25,210,124,000.00","5,038,676,000.00","11,853,629,000.00","17,477,561,000.00","26,757,831,000.00","10,041,475,000.00","20,393,498,000.00","30,922,903,000.00","42,595,270,000.00"
投资活动产生的现金流量净额,"62,676,831.09","23,847,078.47","-1,035,656,613.98","-1,261,282,347.74","-289,366,475.65","-438,939,370.10","-644,749,341.24","-967,732,475.82","-89,555,608.79","-302,129,890.95","-674,657,786.67","-1,103,946,202.57","-714,586,580.79","-2,343,114,372.22","-4,233,473,166.39","-6,774,135,966.18","-1,633,222,842.79","-4,221,964,472.33","-6,198,871,085.19","-7,940,193,696.70","-3,028,641,832.24","-4,565,174,040.28","-5,302,463,664.12","-6,481,671,000.00","-607,336,000.00","-813,033,000.00","-910,174,000.00","-1,825,650,000.00","-10,036,000.00","-1,633,969,000.00","-1,540,477,000.00","-2,254,518,000.00","588,574,000.00","580,459,000.00","434,227,000.00","-229,054,000.00","-944,642,000.00","-579,941,000.00","-680,650,000.00","2,262,496,000.00","79,966,000.00","-1,542,101,000.00","-1,984,644,000.00","1,218,103,000.00"
购买商品、接受劳务支付的现金,"1,244,124,325.35","2,760,968,605.60","4,067,502,836.11","5,746,734,043.50","1,712,038,184.66","4,775,927,315.13","7,579,879,648.33","11,196,218,603.65","2,241,903,412.06","4,099,602,446.12","7,020,951,440.45","10,873,983,715.99","3,989,063,725.56","10,104,871,831.05","17,008,677,190.13","22,789,033,918.84","9,358,491,681.23","20,811,641,622.50","30,708,173,383.54","37,571,336,930.82","9,646,269,375.01","19,817,635,137.17","29,062,426,662.69","34,706,026,000.00","5,883,286,000.00","11,524,040,000.00","17,358,096,000.00","24,143,681,000.00","5,553,868,000.00","11,075,357,000.00","16,972,596,000.00","20,340,273,000.00","3,929,974,000.00","7,795,775,000.00","12,007,837,000.00","16,417,729,000.00","3,997,652,000.00","7,411,155,000.00","10,756,109,000.00","15,857,436,000.00","5,276,393,000.00","10,373,545,000.00","17,346,235,000.00","25,121,743,000.00"
吸收投资收到的现金,,"2,500,000.00","1,530,740,000.00","1,559,811,700.00",,"345,910.86","345,910.86","361,433.42",,,,"3,000,000.00",,"101,912,800.00","118,412,800.00","119,944,989.66",,"3,000,000.00","3,000,000.00","3,000,000.00","289,176,000.00","291,471,360.00","291,471,360.00","309,471,000.00","106,922,000.00","179,868,000.00","179,869,000.00","179,869,000.00",,"972,125,000.00","972,125,000.00","939,813,000.00",,,,"5,298,000.00",,,,"132,759,000.00",,,,"43,108,000.00"
支付给职工以及为职工支付的现金,"123,288,868.17","241,942,805.50","394,307,042.38","553,945,515.86","235,555,941.48","479,341,366.93","653,972,619.12","814,165,588.97","224,128,451.36","445,879,199.87","671,947,279.60","904,124,905.90","384,586,684.08","950,675,825.56","1,386,461,357.23","2,205,043,482.89","914,410,773.54","1,850,922,641.14","2,502,160,792.23","3,607,855,900.09","1,084,751,272.92","2,349,477,831.10","3,425,324,450.92","4,236,754,000.00","788,718,000.00","1,843,351,000.00","2,743,024,000.00","3,907,620,000.00","860,621,000.00","1,868,715,000.00","2,571,090,000.00","3,774,538,000.00","784,079,000.00","1,708,141,000.00","2,250,276,000.00","2,879,283,000.00","615,501,000.00","1,413,440,000.00","2,126,314,000.00","3,006,241,000.00","492,757,000.00","1,817,850,000.00","2,802,393,000.00","3,692,930,000.00"
取得借款收到的现金,"574,631,490.00","1,885,979,540.00","3,492,851,430.00","4,211,640,634.54","639,881,600.00","1,323,975,580.80","2,419,678,514.86","3,596,805,345.62","504,625,600.00","1,503,042,657.82","1,954,109,381.02","2,187,057,453.12","1,756,816,165.85","4,391,905,232.12","5,655,603,355.63","6,874,506,184.76","10,987,194,478.44","14,030,639,779.11","22,443,571,591.40","24,793,800,406.77","9,900,179,289.04","20,847,734,091.44","28,949,538,265.58","32,850,688,000.00","7,796,639,000.00","13,954,375,000.00","17,158,787,000.00","23,701,083,000.00","2,968,049,000.00","6,061,544,000.00","10,515,573,000.00","13,366,591,000.00","6,523,285,000.00","7,385,251,000.00","12,321,309,000.00","24,218,469,000.00","6,111,512,000.00","8,461,660,000.00","10,040,717,000.00","17,271,238,000.00","1,477,280,000.00","3,032,237,000.00","5,106,779,000.00","6,540,513,000.00"
