科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"63,005,975.64","137,066,438.95","87,882,462.88","68,778,280.13","1,619,649,041.79","1,560,301,427.16","1,297,775,743.02","1,394,300,552.98","1,327,577,318.77","1,148,491,374.60","1,073,860,313.38","1,010,058,931.07","791,040,160.22","541,717,953.70","728,925,491.23","837,096,714.64","605,262,044.72","326,761,455.80","475,760,888.73","508,608,818.73","197,484,681.43","265,972,796.00","519,812,892.29","514,818,130.92","509,154,173.47","349,135,286.65","1,263,137,971.23","395,105,229.81","262,277,733.78","303,383,810.05","1,036,284,722.20","352,483,062.89"
短期借款,,,,,"3,000,000.00",,,,,,"375,000.00","131,878,636.99","162,664,464.30","125,664,464.30","444,639,358.70","502,500,000.00","487,500,000.00","493,200,000.00","293,200,000.00","373,200,000.00","511,250,000.00","723,202,800.00","713,202,800.00","903,202,800.00","1,559,202,801.00","1,682,902,800.00","1,758,476,800.00","1,658,476,800.00","1,222,476,799.00","1,019,976,800.00","1,198,499,800.00","1,730,999,800.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"14,640,000.00",,"389,868.00","1,400,000.00","6,389,120.00","2,100,000.00","10,000,000.00","14,000,000.00","25,500,000.00","12,500,000.00","11,700,000.00","3,120,528.00","17,000,000.00","13,150,000.00","141,000.00","22,316,425.98","13,414,523.94","20,481,344.00","21,200,000.00","12,600,000.00","62,186,710.00","53,761,269.56","166,977,968.67","141,519,943.00","129,379,888.45","152,909,164.06","123,291,305.42","135,856,092.00","209,794,771.17","180,132,623.95","326,705,086.89","263,060,078.27"
应付票据,"8,400,000.00","2,529,000.00","3,600,000.00",,,,,,,,,,,"4,195,000.00","30,035,805.60","47,552,058.34","52,311,339.54","89,059,287.57","76,025,898.81","60,450,587.56","83,092,066.15","123,911,896.94","87,794,912.59","47,052,783.90","96,831,898.01","188,084,922.48","199,820,412.85","156,983,682.06","99,504,878.11","180,616,819.29","201,243,962.79","89,598,525.71"
应收账款,"177,647,211.98","88,710,620.93","77,462,843.72","84,439,254.66","97,720,473.81","136,747,895.95","213,076,007.19","106,206,013.32","92,792,495.64","107,282,167.80","143,756,576.73","163,793,845.89","155,970,028.56","187,879,108.80","265,544,526.63","266,475,389.00","395,948,382.75","456,543,757.65","443,899,236.46","591,528,844.66","734,103,455.57","903,792,536.50","1,070,198,000.42","1,162,144,032.12","1,226,947,522.63","1,549,819,601.68","2,245,798,245.93","2,633,072,416.98","2,748,776,630.91","2,823,289,911.94","2,961,391,634.84","3,334,743,989.94"
应付账款,"715,482,467.11","208,941,692.21","69,724,670.00","64,570,307.61","55,473,641.68","50,021,645.07","59,048,294.63","54,160,759.96","57,094,580.71","56,358,133.77","86,101,524.87","112,196,627.02","109,580,701.82","97,688,299.15","280,486,409.17","252,071,860.14","315,398,263.44","667,056,578.87","461,038,338.36","504,231,398.40","539,655,329.14","481,370,112.20","680,338,072.57","623,309,321.13","1,902,174,516.70","2,171,809,327.17","948,171,560.31","955,530,855.66","1,097,750,875.01","1,080,746,564.35","1,197,656,664.49","1,254,449,287.11"
预付款项,"11,612,006.98","2,750,042.49","6,835,517.45","9,171,722.38","21,281,375.18","28,690,306.53","17,245,281.57","20,247,119.81","29,094,915.30","91,781,209.49","131,347,520.42","168,846,728.24","277,896,263.33","459,032,317.89","296,678,563.85","380,599,566.60","328,356,760.82","501,114,706.36","264,885,424.38","252,582,963.33","285,296,626.29","295,758,606.11","223,318,678.46","275,415,049.02","263,345,256.22","455,102,317.49","427,979,455.28","343,137,775.54","441,021,122.01","602,667,881.59","311,079,837.06","383,928,380.97"
预收款项,"6,130,039.00","8,031,278.00","16,060,403.64","3,947,100.46","3,668,399.06","14,867,222.73","796,139.44","928,891.12","4,818,340.72",,,476.00,"18,689,621.00","18,793,710.85","30,338,513.40","39,657,824.86","11,945,527.68","14,253,784.84","26,178,676.07","15,878,607.88","44,566,859.37","40,343,765.99","146,636,535.61","156,300,998.79","188,406,597.26","281,534,481.87","297,913,060.64","300,548,383.30","332,766,026.95","237,395,804.13","381,403,444.26","395,966,456.57"
