科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"2,716,631,793.85","1,468,814,895.32","2,566,986,829.88","1,016,481,325.35","1,359,054,321.96","1,710,996,893.21","450,654,395.10","389,686,071.61","1,286,652,795.45","1,674,905,326.75","511,135,167.52","879,172,681.98","1,694,241,557.86","2,345,511,952.99","278,862,858.16","1,825,137,275.98","3,006,398,800.91","3,837,613,658.54","679,478,553.49","1,094,188,495.49","1,425,473,583.22","987,187,881.69",,"149,640,526.17","149,682,613.07","19,412,172,942.26","4,684,758,067.23","9,547,830,600.17","17,625,480,115.53","22,140,039,085.42","4,940,293,972.82","11,052,583,659.47"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"332,157,400.00",,,,,,"228,595,589.79"
收到的税费返还,"249,263,663.42","266,673,600.33","137,880,765.43","105,639,947.02","168,822,159.54","260,801,916.48","26,178,701.67","135,447,234.31","155,842,644.97","176,723,546.40","27,082,257.69","57,133,718.05","150,535,823.47","236,464,445.73","57,971,590.38","137,112,726.42","214,506,691.76","250,967,463.74","28,369,530.06","79,232,429.35","78,269,870.52","145,643,412.22","48,140,628.08","48,140,628.08","48,140,628.08","148,141,430.14",,,"3,875,300.36","1,297,108.62","970,219.20","1,262,689.52"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"10,938,981.04","10,938,981.04","3,878,756.80",,,"54,665,994.36",,"3,863,138.55",
收到其他与经营活动有关的现金,"5,774,171.13","35,199,602.74","24,972,433.37","11,685,087.30","16,654,196.73","25,633,451.06","3,291,776.17","22,902,547.85","36,198,214.36","59,216,182.89","34,849,246.72","60,502,689.34","78,489,083.31","113,919,261.32","12,713,268.40","30,908,841.29","60,632,106.66","28,135,518.37","22,282,599.61","21,543,114.23","35,220,305.55","69,040,833.51","7,489,105.93","8,678,729.52","5,608,109.77","1,882,765,899.62","77,580,493.53","135,387,012.82","186,486,777.66","558,025,601.47","173,180,467.88","407,097,396.16"
投资活动现金流出小计,"33,943,607.77","60,010,714.81","331,056,166.96","205,522,377.66","353,420,182.34","371,580,556.90","133,120,246.68","217,381,947.77","416,920,295.19","657,423,122.34","47,029,784.83","32,113,799.77","40,853,820.62","58,893,073.21","12,890,358.57","38,694,822.51","48,044,835.59","616,736,470.47","4,669,710.41","22,045,181.82","5,001,840.88","51,394,637.05","208,747.52","10,949,782.80","10,949,782.80","21,513,956,856.74","2,666,944,892.74","5,264,471,376.36","9,932,542,704.00","12,289,953,198.40","1,358,107,245.45","9,691,345,736.07"
经营活动现金流入小计,"2,971,669,628.40","1,770,688,098.39","2,729,840,028.68","1,133,806,359.67","1,544,530,678.23","1,997,432,260.75","480,124,872.94","548,035,853.77","1,478,693,654.78","1,910,845,056.04","573,066,671.93","996,809,089.37","1,923,266,464.64","2,695,895,660.04","349,547,716.94","1,993,158,843.69","3,281,537,599.33","4,116,716,640.65","730,130,683.16","1,194,964,039.07","1,538,963,759.29","1,201,872,127.42","73,093,334.87","206,459,883.77","203,431,350.92","22,268,162,968.85","4,843,416,505.31","9,865,383,124.09","18,291,421,637.64","23,527,386,381.62","5,257,211,975.17","11,652,464,437.81"
投资活动产生的现金流量净额,"-30,399,740.90","-59,192,675.29","-330,661,453.89","-205,313,345.91","-353,211,150.59","-362,761,336.47","-129,136,746.68","-210,172,047.77","-400,123,675.19","-625,229,504.99","-39,199,961.15","123,516,848.90","141,269,891.04","126,237,934.94","-12,890,358.57","-38,694,822.51","-48,044,835.59","-612,988,395.40","-4,627,752.43","-18,003,143.84","7,042,178.31","-33,125,576.72","-172,522.61","77,804,778.92","58,189,394.29","-3,072,775,919.30","-291,933,766.95","-738,998,918.21","-2,135,469,059.11","-2,953,197,496.51","-148,142,547.72","-4,910,205,813.96"
购买商品、接受劳务支付的现金,"2,713,201,810.79","1,489,948,370.64","2,500,426,765.10","869,649,059.00","1,368,598,031.80","1,940,912,332.96","375,263,489.10","471,889,060.51","1,581,882,477.06","2,294,353,901.29","690,051,627.67","1,773,978,318.73","2,437,717,051.12","3,195,500,702.52","750,720,493.00","2,791,356,440.43","3,420,487,100.27","2,742,348,035.00","705,172,378.91","1,289,038,267.61","1,593,074,454.34","1,122,351,537.85","81,988,889.46","220,181,576.92","220,263,399.99","11,954,577,407.99","3,164,831,088.62","7,391,976,276.96","13,501,955,924.75","16,506,557,669.06","4,217,443,340.94","8,880,051,114.41"
吸收投资收到的现金,,,"669,318.07","1,188,550.05","819,369,425.00","791,187,053.82",,,,,,,,,,,,,,,,,,,,"196,632,295.22",,,"111,852,900.00","111,852,900.00",,"4,869,555,493.13"
