科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"199,569,260.31","453,548,045.83","691,886,866.30","1,231,824,082.09","291,233,862.51","592,016,594.63","882,694,120.87","1,299,177,335.80","239,580,323.23","460,760,448.59","734,946,644.30","1,293,338,494.25","319,549,175.72","467,178,247.13","745,838,916.35","1,476,520,979.24","284,599,276.86","608,562,294.72","930,128,193.67","1,572,553,653.79","362,689,355.80","710,662,159.02","1,394,540,528.25","2,242,162,271.64","437,799,749.57","873,682,719.26","1,576,152,769.37","2,434,987,085.90","432,414,665.35","849,942,782.58","1,342,645,384.90","2,258,458,840.39","373,189,543.39","910,955,530.05","1,406,251,725.87","1,945,552,866.82","382,055,696.08","797,628,231.75","1,272,055,488.07","1,892,193,035.18","353,022,854.78","862,770,078.80","1,179,556,991.08","1,839,007,437.73"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"3,042,447.73",,,,,,,,,"69,991,511.06","335,180,806.07","435,180,806.07","533,772,153.10","16,272,025.55","25,121,759.55","25,121,759.55","25,121,759.55",,,,,,,,
收到的税费返还,,,,"1,576,219.30",,,,"9,370,523.47",,,,"25,555,834.27",,,,"24,011,257.30",,"6,868,058.59","7,167,291.42","12,242,206.37","4,543,515.93","4,547,515.93","4,547,515.93","10,036,988.20",,"7,852,301.23","9,267,063.68","9,267,063.68",,"509,264.72","3,179,364.46","3,179,364.46","11,752.14","11,752.14","4,388,007.64","6,725,479.06",,,,"412,803.79",,,,
支付其他与投资活动有关的现金,,"4,970,000.00","4,970,000.00",,,,,"2,614,649.93",,,,,,,,"7,695,186.32",,,,,,,,"550,000,000.00",,"453,000,000.00","513,220,940.18","200,000,000.00","110,000,000.00","150,000,000.00","345,000,000.00","20,000,000.00",,,,,,,,"8,000,000.00",,,,"30,000,000.00"
收到其他与经营活动有关的现金,"11,579,207.68","12,087,452.69","17,852,699.39","70,972,000.01","30,124,641.96","30,891,484.59","33,739,355.61","96,493,907.06","40,866,674.60","46,323,372.03","50,375,669.74","236,299,819.85","32,944,274.22","46,191,198.64","71,174,537.95","168,739,485.35","16,797,420.94","18,414,807.29","25,969,617.70","83,163,595.60","9,889,458.74","11,826,921.09","20,623,661.83","153,326,021.99","26,273,554.42","42,969,422.74","46,535,514.53","121,972,196.49","29,213,852.60","36,130,410.21","41,675,525.72","23,371,211.48","19,213,862.02","25,341,321.97","33,089,561.01","23,412,814.41","3,750,815.14","14,568,178.40","59,574,147.67","37,408,259.11","6,058,310.81","13,549,298.97","121,996,855.27","103,412,292.61"
投资活动现金流出小计,"12,844,251.08","40,819,522.31","45,221,544.61","48,619,297.35","8,411,929.74","30,589,457.36","34,999,186.35","53,109,061.46","3,836,169.49","11,549,364.73","29,878,961.97","105,162,832.52","34,280,365.65","40,837,407.03","66,012,349.05","133,756,830.04","2,106,115.25","56,078,345.32","87,525,993.78","229,288,530.60","25,443,045.47","67,721,571.70","230,521,043.12","1,009,552,041.61","89,095,585.84","718,258,222.43","898,337,425.90","1,105,107,838.49","269,113,003.07","965,326,922.55","1,934,298,557.67","2,547,735,636.53","637,222,884.72","1,197,326,075.34","1,648,964,721.44","2,084,503,205.37","410,083,968.39","476,509,000.09","531,224,929.36","587,224,083.30","20,365,918.79","71,758,525.49","88,657,213.27","127,950,279.57"
经营活动现金流入小计,"211,148,467.99","465,635,498.52","709,739,565.69","1,304,372,301.40","321,358,504.47","622,908,079.22","916,433,476.48","1,405,041,766.33","280,446,997.83","507,083,820.62","785,322,314.04","1,555,194,148.37","352,493,449.94","513,369,445.77","817,013,454.30","1,669,271,721.89","301,396,697.80","633,845,160.60","963,265,102.79","1,667,959,455.76","377,122,330.47","727,036,596.04","1,419,711,706.01","2,405,525,281.83","464,073,303.99","924,504,443.23","1,631,955,347.58","2,566,226,346.07","461,628,517.95","886,582,457.51","1,387,500,275.08","2,285,009,416.33","392,415,157.55","936,308,604.16","1,443,729,294.52","1,975,691,160.29","385,806,511.22","812,196,410.15","1,331,629,635.74","1,930,014,098.08","359,081,165.59","876,319,377.77","1,301,553,846.35","1,942,419,730.34"
投资活动产生的现金流量净额,"-12,215,058.68","-33,756,237.40","-37,308,259.70","356,170,332.69","-8,406,059.74","-30,249,838.13","-34,659,567.12","-52,148,611.71","-3,827,584.59","-11,539,179.83","-29,868,777.07","-101,093,928.49","-34,230,364.65","-10,785,806.03","-35,960,748.05","-93,483,656.82","-1,185,833.82","-21,461,313.80","-52,908,962.26","-177,257,375.32","-25,383,045.47","-66,746,141.73","-229,353,727.55","-1,004,303,367.14","60,904,414.16","-166,128,222.43","-195,663,194.54","-146,370,005.64","-128,288,505.34","-511,551,084.58","-1,128,767,240.26","-1,005,169,971.38","-73,933,460.08","141,621,735.59","75,050,919.53","-22,765,822.21","-58,712,996.52","233,758,236.65","179,158,662.29","145,596,795.32","-20,215,785.80","-71,555,885.59","-83,722,537.44","-93,140,323.66"
购买商品、接受劳务支付的现金,"180,414,333.90","378,946,830.58","565,622,804.17","1,065,159,485.21","321,073,056.85","496,603,910.57","758,954,952.97","1,079,393,203.59","234,013,383.14","414,936,555.08","695,115,378.94","1,112,245,861.14","289,284,829.37","415,926,455.89","699,070,455.44","1,299,471,979.40","257,491,946.17","489,210,910.68","812,498,424.51","1,178,350,852.70","314,764,736.21","586,964,687.84","1,167,685,318.31","1,773,028,626.61","359,579,477.14","709,369,331.07","1,317,404,246.85","1,963,484,610.81","262,132,058.26","639,297,304.29","1,124,623,860.67","1,869,046,639.45","307,112,171.52","636,102,738.48","1,110,616,432.03","1,532,275,949.85","283,312,778.93","627,602,005.51","1,073,470,594.69","1,532,366,914.64","236,548,212.55","667,499,736.13","1,027,903,814.00","1,593,178,146.47"
吸收投资收到的现金,,,,,,"300,000.00","300,000.00","300,000.00",,,,"2,100,000.00","30,025,000.00","5,000,000.00","5,000,000.00",,,"4,950,000.00","4,950,000.00","9,242,500.00",,"1,090,788,481.08","1,090,788,481.08","1,090,788,481.08",,,,"396,500.00",,,,,,,,,,,,,,,,
