科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"17,696,794.11","26,304,623.27","15,132,613.36","17,040,228.09","17,578,728.28","19,216,852.57","15,997,330.10","13,026,792.96","19,224,703.55","17,030,632.66","11,735,424.22","14,761,645.76","21,426,247.01","25,534,884.62","20,197,216.45","20,948,475.99","26,889,142.47","35,259,916.19","26,095,458.40","26,295,707.99","32,893,754.02","43,743,101.51","31,953,073.30","38,543,943.16","42,439,121.29","45,483,136.54","50,255,996.53","57,240,680.48","50,814,407.89","68,485,930.78","72,130,347.12","80,889,239.71","69,606,584.02","83,573,238.58","72,531,638.00","87,526,180.94","89,603,567.28","94,926,504.92","86,492,878.97","98,326,363.65","161,361,834.90","108,966,292.25","95,552,618.54","110,736,189.07","114,766,684.53","126,611,498.02","109,691,755.92","124,898,391.20"
应付职工薪酬,"11,685,859.36","19,395,287.26","32,705,166.39","31,974,744.12","16,438,489.30","21,411,944.91","29,480,794.78","28,436,168.11","30,374,123.02","23,991,291.86","34,831,989.25","24,027,983.33","24,410,875.23","42,705,959.43","60,627,457.69","50,341,495.70","31,675,252.08","43,912,168.22","85,065,251.04","75,483,304.66","58,301,732.73","76,227,491.48","122,073,093.91","105,683,220.13","86,051,257.17","110,311,166.05","165,160,702.63","136,465,733.20","167,501,796.54","159,211,588.70","269,237,905.62","223,127,361.61","254,812,649.35","226,986,834.09","369,338,020.74","257,867,005.85","254,266,421.37","275,840,084.63","367,281,213.52","246,867,718.26","275,568,448.98","288,249,234.40","430,545,663.44","257,370,829.81","290,807,374.57","326,015,297.22","520,546,957.11","283,785,806.13"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-14,770,258.53","-3,839,374.77","46,946,781.69","5,411,037.01","-8,651,093.10","-17,120,814.04","51,282,284.07","-12,618,639.39","-23,859,829.14","-17,442,951.97","52,230,387.74","2,771,885.62","51,693,584.57","8,882,025.37","106,190,057.43","-8,399,292.24","-15,925,045.05","-10,685,658.95","195,184,602.45","17,540,176.32","-1,654,337.56","-16,164,578.08","163,450,508.24","-9,271,367.71","-8,629,889.32","-24,819,006.30","168,650,357.61","-47,325,165.21","-86,128,166.86","-86,191,881.07","194,275,631.21","50,154,682.44","51,607,342.75","57,474,626.66","243,997,836.24","110,056,236.11","112,987,718.76","107,850,998.70","237,778,371.15","136,143,928.77","93,318,759.21","112,145,109.22","170,362,392.24","113,530,133.67","103,354,148.84","120,127,419.17","178,719,517.19","147,579,135.79"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,"113,278.39",,,"830,795.45","1,406,488.61","1,491,364.39","377,999.99","361,831.51","925,776.70","1,455,386.31","2,009,613.71","189,057.53","517,232.87","194,917.81","228,082.19","643,191.78",,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,832.81","67,832.81"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"298,346,025.60",,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00","2,183,067.08","10,607,319.04","14,607,319.04","10,607,319.04","283,067.08","133,067.08","3,848,067.08","908,067.08","908,067.08","148,067.08","5,172,813.69",,"14,815,400.00","5,015,400.00"
存货,"212,926,461.85","302,720,925.42","412,073,714.05","428,421,357.89","429,717,720.41","452,817,221.37","512,615,378.68","503,529,108.06","490,467,685.95","514,892,437.11","421,028,899.06","357,624,907.83","323,906,264.71","398,553,885.74","399,064,330.36","465,245,043.24","539,086,515.15","664,446,400.17","648,598,335.04","653,603,650.58","673,171,557.65","823,529,655.09","769,594,720.41","830,953,450.58","941,090,562.10","1,192,000,506.50","1,170,842,477.23","1,429,676,519.13","1,680,971,048.25","1,991,324,955.55","1,785,537,995.21","2,002,038,031.45","2,342,922,251.59","2,676,163,220.19","2,143,497,996.10","2,136,169,867.29","2,164,448,447.84","2,300,725,888.71","1,926,647,371.07","2,020,230,200.10","2,262,048,924.21","2,467,748,977.44","1,934,947,764.68","2,015,823,210.11","2,130,811,702.87","2,242,863,291.24","1,864,961,109.68","1,861,724,587.27"
其他应付款,"3,189,866.00","3,228,237.71","4,744,671.98","5,763,339.26","3,422,975.01","3,216,834.53","13,000,026.98","8,729,261.86","7,482,639.87","6,019,280.40","22,609,461.98","15,118,613.13","12,350,276.54","18,614,882.50","35,009,075.23","20,779,414.01","16,962,681.43","15,700,896.61","46,056,357.85","42,719,695.47","36,865,509.50","39,666,186.47","76,800,149.37","57,804,603.42","40,211,943.50","39,532,200.51","95,966,420.15","67,287,388.99","60,388,443.16","47,358,318.04","122,623,189.05","92,851,881.77","68,582,016.70","108,803,745.62","177,082,837.50","146,013,821.06","147,479,975.73","143,985,698.99","234,386,112.02","214,762,083.02","232,653,719.91","252,503,875.87","220,310,348.32","327,690,077.56","304,708,731.15","340,220,630.54","356,624,282.87","317,566,976.24"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"73,573.60","207,168.60","242,972.67","373,697.38","73,460.55","111,660.93",,,,,,,,,,,,,,,,,,,"500,000,000.00","784,000,000.00","746,600,000.00","660,700,000.00","721,000,000.00","812,400,000.00","843,412,142.69","1,007,401,773.71","557,003,869.35","729,655,425.58","857,709,049.47","1,588,269,442.87","2,072,477,675.41","1,224,876,440.35","2,122,633,203.69","2,591,170,924.25","2,274,263,047.87","2,068,360,972.44","2,407,598,407.00","2,376,542,308.38","1,933,424,181.25","2,006,537,299.53","1,649,187,547.95","1,423,553,606.07"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,814.22",,,,,,,,
流动资产合计,"550,021,857.86","1,142,097,069.46","1,502,268,757.78","1,360,892,882.58","1,227,005,416.87","1,294,246,747.90","1,863,716,002.96","1,585,862,896.71","1,577,922,010.38","1,643,713,134.20","1,941,236,034.93","1,869,376,609.17","1,954,656,772.64","2,030,543,106.54","2,421,030,453.72","2,337,276,815.66","2,420,454,840.92","2,441,484,700.33","2,853,862,586.69","2,566,471,452.47","2,585,693,966.48","2,757,653,716.01","3,500,791,138.58","3,240,168,118.92","3,149,980,946.80","3,526,360,811.55","4,456,438,975.86","4,228,236,059.31","4,218,190,431.46","4,500,062,669.02","5,850,553,637.58","5,470,340,461.05","5,173,291,545.60","5,341,960,636.49","6,396,897,214.61","8,446,189,428.54","7,776,519,259.38","7,040,753,039.71","8,147,904,747.73","8,409,406,738.85","8,453,476,894.81","8,509,483,284.50","8,969,108,017.02","8,515,084,288.26","8,258,966,770.20","8,406,615,561.91","9,350,497,198.31","8,816,476,886.38"
流动负债合计,"283,383,127.59","263,817,709.67","575,388,340.21","379,459,543.32","221,535,561.65","268,535,066.36","721,861,495.77","351,107,677.95","322,340,231.52","341,044,410.17","533,146,173.49","375,654,449.73","495,817,009.03","519,407,635.43","731,171,320.69","519,656,756.34","548,700,774.80","502,490,369.13","887,309,841.10","445,959,952.33","378,849,037.15","468,356,739.89","985,383,334.77","596,770,454.09","612,479,740.33","828,339,017.26","1,387,959,625.88","1,011,017,967.88","1,023,016,332.86","1,155,563,611.19","2,279,433,620.52","1,729,604,536.17","1,892,065,839.62","2,031,451,978.50","2,865,279,344.27","2,310,117,688.35","2,175,985,777.55","2,290,189,748.43","2,924,118,152.26","2,386,312,899.72","2,639,039,870.00","2,852,135,021.52","3,089,998,187.03","2,799,337,088.75","2,947,375,617.03","3,094,202,360.63","3,820,618,744.79","3,123,384,673.32"
可供出售金融资产,,,,,,,,,,,,,,,"15,823,315.12","14,707,734.07","9,633,565.64","8,517,198.97","9,060,311.32","7,924,831.61","4,470,500.93","6,620,754.14","6,564,083.46","6,538,176.87","5,640,346.80","5,706,289.46","5,428,305.54","5,694,393.80","5,804,257.88","5,354,126.09","4,801,598.61","4,709,260.16","9,688,451.66","9,879,889.84","5,355,323.65","667,599,964.29","879,834,449.17","1,985,111,171.65","2,035,722,660.32","1,701,226,586.48","1,068,457,599.45","962,798,575.00","1,133,532,039.09","893,824,730.70","1,026,812,774.66","1,043,262,105.16","906,570,668.31",
长期借款,,,,,,,,,,,,,,,,,,,,,,"2,213,282.76","1,711,282.43","1,225,585.90","733,645.22","258,059.95",,,,,,,,,,,,,"6,745,945.87","6,113,513.44","5,481,081.01",,,,,"2,500,000.00","2,000,000.00","1,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"3,689,629.09",,,,,"167,462,119.40","164,795,796.21","162,636,847.41","165,953,546.97","164,079,876.42","162,535,513.52","220,851,821.44","64,387,912.50","64,713,476.44","66,543,762.72","69,621,303.34","68,163,574.40","65,872,732.92","68,086,435.08","70,162,862.00","66,287,793.50","65,939,015.88","67,066,647.16","65,880,289.45","66,271,438.75","101,781,074.43","167,047,201.12","672,316,387.90","678,630,665.28","686,770,039.84","686,999,416.89","662,321,366.63","669,482,269.03","626,464,621.74","606,466,581.58"
专项应付款,"15,008,400.00","15,008,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,"11,093,847.31","33,403,152.17","33,838,867.74","33,615,333.96","33,370,327.89","33,797,654.09","33,562,479.83","36,823,815.02","36,564,669.98","36,305,524.94","47,591,664.84","47,253,727.14","42,697,258.55","42,324,860.94","50,644,512.28","48,514,653.60","48,161,627.34","50,979,540.02","44,910,405.06","39,552,669.56","44,590,922.31","52,892,220.34","55,374,505.68"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"51,687,280.02","52,185,969.40","67,934,560.18","68,439,712.78","73,292,727.16","73,761,493.43","161,928,453.54","163,826,421.53","162,716,394.06","159,159,952.64","214,233,495.24","217,684,635.26","222,148,602.37","220,422,798.04","301,493,115.70","297,577,887.98","297,673,062.57","299,177,238.41","298,227,860.77","294,230,533.67","290,886,246.09","286,165,194.39","290,435,982.97","290,964,777.83","290,529,443.59","375,725,898.63","389,213,922.31","389,835,881.48","404,649,776.05","409,044,304.64","543,707,699.06","541,999,355.14","550,285,092.17","550,102,943.79","578,063,013.02","637,775,265.16","642,684,742.16","673,471,736.30","745,038,026.33","799,217,588.33","954,316,260.26","975,606,156.42","966,316,457.46","976,032,713.51","970,475,699.96","1,037,563,085.66","1,089,049,675.78","1,083,536,639.71"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,634,389.10","4,009,461.72","21,864,067.71","7,377,289.57","45,009,319.09","28,503,372.08","70,288,522.05","47,131,427.07","47,031,441.09","46,865,352.43","46,461,115.25","46,092,783.85","50,893,872.89","36,915,428.53","36,597,581.26"
在建工程,"9,743,073.09","17,056,093.04","24,780,092.60","52,147,566.92","71,598,208.84","92,780,869.77","29,089,247.50","29,706,852.49","44,251,472.43","60,428,112.61","38,168,109.68","51,890,491.95","65,348,150.78","71,197,176.55","591,453.00","887,179.50","1,103,596.21","2,434,906.40","1,834,436.31","1,278,720.47","1,294,720.47","1,989,433.24","2,616,656.28","17,187,833.04","25,828,055.78","69,289,449.48","49,321,137.17","61,734,910.01","79,187,909.54","80,296,456.59","3,594,075.52","13,283,377.64","23,521,980.42","50,235,107.30","60,281,481.44","74,627,058.37","76,907,882.58","78,085,506.55","131,516,587.75","94,337,954.21","34,720,235.01","35,465,389.77","57,356,821.81","61,490,098.57","62,371,236.68","49,105,590.97","48,288,502.94","47,057,364.73"
其他非流动负债,,,"11,094,152.55","10,804,500.66","12,410,843.83","12,083,232.73","11,409,918.82","11,409,918.82","10,625,690.00","10,019,319.23","10,354,622.01","10,854,622.01","13,801,877.93","12,283,059.45","16,579,442.22","18,479,442.22","22,339,003.53","21,822,220.15","29,278,708.33","38,588,601.75","35,381,136.94","36,040,028.76","39,553,301.46","40,396,298.71","35,086,429.26","42,134,460.66","46,521,793.99","46,467,386.47","39,946,682.10","38,275,941.97",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"15,008,400.00","15,008,400.00","11,094,152.55","10,804,500.66","12,410,843.83","12,083,232.73","11,409,918.82","11,409,918.82","10,625,690.00","10,019,319.23","10,354,622.01","10,854,622.01","13,801,877.93","12,283,059.45","16,579,442.22","18,479,442.22","22,339,003.53","21,822,220.15","29,278,708.33","38,588,601.75","35,381,136.94","38,253,311.52","41,264,583.89","41,621,884.61","35,820,074.48","42,392,520.61","46,521,793.99","46,467,386.47","39,946,682.10","38,275,941.97","37,846,148.32","36,208,082.43","44,044,023.72","47,767,977.44","71,688,428.75","86,635,319.34","84,463,059.64","131,468,662.16","112,586,319.51","149,189,376.24","125,611,204.48","118,560,289.50","116,982,700.95","122,430,819.24","128,837,495.31","134,343,128.74","109,997,761.82","112,448,583.51"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"802,303.31","802,303.31",,,,,,
负债合计,"298,391,527.59","278,826,109.67","586,482,492.76","390,264,043.98","233,946,405.48","280,618,299.09","733,271,414.59","362,517,596.77","332,965,921.52","351,063,729.40","543,500,795.50","386,509,071.74","509,618,886.96","531,690,694.88","747,750,762.91","538,136,198.56","571,039,778.33","524,312,589.28","916,588,549.43","484,548,554.08","414,230,174.09","506,610,051.41","1,026,647,918.66","638,392,338.70","648,299,814.81","870,731,537.87","1,434,481,419.87","1,057,485,354.35","1,062,963,014.96","1,193,839,553.16","2,317,279,768.84","1,765,812,618.60","1,936,109,863.34","2,079,219,955.94","2,936,967,773.02","2,396,753,007.69","2,260,448,837.19","2,421,658,410.59","3,036,704,471.77","2,535,502,275.96","2,764,651,074.48","2,970,695,311.02","3,206,980,887.98","2,921,767,907.99","3,076,213,112.34","3,228,545,489.37","3,930,616,506.61","3,235,833,256.83"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"106,559,010.00","142,559,010.00","142,559,010.00","142,559,010.00","285,118,020.00","285,118,020.00","285,118,020.00","285,118,020.00","342,141,624.00","342,141,624.00","342,141,624.00","342,141,624.00","342,141,624.00","342,141,624.00","342,141,624.00","342,141,624.00","444,784,111.00","444,784,111.00","444,784,111.00","444,784,111.00","622,697,755.00","622,697,755.00","622,697,755.00","622,697,755.00","747,237,306.00","747,237,306.00","747,237,306.00","747,237,306.00","896,684,767.00","896,684,767.00","896,684,767.00","896,684,767.00","896,684,767.00","896,684,767.00","896,684,767.00","1,079,504,767.00","1,619,257,150.00","1,619,257,150.00","1,619,257,150.00","1,619,257,150.00","2,428,885,725.00","2,428,885,725.00","2,428,885,725.00","2,428,885,725.00","2,428,885,725.00","2,428,885,725.00","2,428,885,725.00","2,408,993,951.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"10,780,104.29","560,194,457.56","558,194,457.56","558,194,457.56","415,635,447.56","415,635,447.56","415,635,447.56","415,635,447.56","358,611,843.56","358,611,843.56","358,611,843.56","358,611,843.56","358,611,843.56","358,611,843.56","367,819,147.99","364,775,401.82","359,809,069.06","358,857,347.06","359,057,056.10","358,611,843.56","180,698,199.56","182,498,694.51","178,647,184.24","178,647,184.24","177,723,447.58","177,789,390.24","176,739,731.25","177,005,819.51","177,115,683.59","180,698,199.56","181,031,366.38","180,967,133.03","180,967,133.03","180,967,133.03","180,967,133.03","3,113,676,897.93","3,113,208,237.70","3,107,764,000.09","3,107,754,394.56","3,107,754,414.56","2,298,125,839.56","2,298,125,839.56","2,298,125,819.56","2,298,125,819.56","2,298,125,819.56","2,298,125,819.56","2,298,125,819.56","2,188,931,168.15"
无形资产,"992,953.79","924,743.99","9,372,344.18","9,251,856.86","9,516,468.38","14,686,869.58","14,307,096.26","14,159,159.45","14,016,765.79","13,868,423.41","13,722,881.03","14,814,042.33","15,235,722.37","15,193,379.45","14,694,045.13","14,488,274.21","14,352,314.76","14,227,281.21","17,521,621.55","17,425,158.46","17,530,374.73","17,317,860.31","17,401,870.56","17,183,687.97","16,965,505.38","81,520,550.90","17,218,441.53","16,963,296.89","16,714,077.40","16,497,929.28","85,266,799.47","84,374,345.41","92,253,716.77","91,513,536.35","99,082,404.07","98,406,874.31","97,495,752.62","110,877,125.56","112,635,660.24","114,136,375.33","118,591,756.47","118,250,189.20","145,695,740.23","146,751,708.24","149,231,833.43","152,495,029.73","151,800,738.04","150,142,721.65"
盈余公积,"14,053,593.58","14,053,593.58","36,187,831.21","36,187,831.21","36,187,831.21","36,187,831.21","67,743,819.53","67,743,819.53","67,743,819.53","67,743,819.53","103,987,649.57","103,987,649.57","103,987,649.57","103,987,649.57","152,095,250.24","152,095,250.24","152,095,250.24","152,095,250.24","203,098,728.13","203,098,728.13","203,098,728.13","203,098,728.13","256,677,653.25","256,677,653.25","256,677,653.25","256,677,653.25","320,804,729.88","320,804,729.88","320,804,729.88","320,804,729.88","400,237,412.74","400,237,412.74","400,237,412.74","400,237,412.74","469,973,701.88","469,973,701.88","469,973,701.88","469,973,701.88","538,883,556.66","538,883,556.66","538,883,556.66","538,883,556.66","615,079,483.51","615,079,483.51","615,079,483.51","615,079,483.51","628,593,583.41","628,593,583.41"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,093,536.47","113,006,514.72",
商誉,"946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","946,852.52","1,015,874.91","1,015,874.91","95,318,073.99","199,908,016.36","233,421,040.38","306,026,931.42","315,884,971.47","346,120,674.64","403,433,837.24","435,127,183.06","437,860,107.38","564,425,110.21","530,623,513.21","812,130,336.22","1,030,429,304.60","1,055,063,609.01","1,014,427,563.83","1,014,427,563.83"
未分配利润,"184,046,792.13","219,262,111.67","290,107,280.29","373,189,638.26","416,722,892.00","465,251,204.29","561,588,291.31","656,202,604.79","690,250,847.74","749,873,668.59","856,254,785.41","959,563,232.29","939,500,280.12","1,005,230,440.12","1,146,422,224.77","1,266,818,378.95","1,206,175,160.85","1,278,198,084.51","1,430,881,774.72","1,564,096,911.61","1,642,794,710.18","1,722,756,719.70","1,911,456,422.49","2,048,027,175.85","1,878,741,574.24","1,981,910,074.38","2,241,056,886.31","2,397,997,703.63","2,267,217,705.91","2,384,893,377.06","2,670,174,408.46","2,840,560,947.27","2,477,299,837.65","2,610,796,971.61","2,960,892,356.19","3,139,752,050.62","2,561,686,117.10","2,712,264,993.09","2,980,301,309.66","3,244,697,266.69","3,350,637,925.29","3,476,465,235.89","3,641,664,705.24","3,830,996,844.40","3,499,889,691.94","3,603,063,157.01","3,812,670,503.86","4,012,673,849.45"
