科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"49,448,328.64","78,874,579.57","102,822,513.14","496,906,640.30","412,788,604.46","450,207,479.34","345,155,970.50","273,368,601.10","161,970,327.51","77,073,061.91","81,365,914.37","83,144,534.54","97,157,698.58","90,678,687.34","90,667,920.45","107,444,106.01","82,038,782.01","67,217,843.16","1,211,558,668.09","408,109,459.69","177,708,627.12","213,241,658.64","96,679,907.07","250,923,095.98","339,017,296.06","215,337,158.13","318,547,172.43","197,548,946.16","325,548,002.33"
短期借款,"96,000,000.00","99,000,000.00","118,600,000.00","69,100,000.00","69,100,000.00","58,600,000.00","19,700,000.00","28,900,000.00","41,000,000.00","80,000,000.00","60,000,000.00","30,000,000.00","95,000,000.00","95,000,000.00","30,000,000.00","66,000,000.00","165,000,000.00","165,000,000.00","140,000,000.00","120,000,000.00","30,000,000.00","20,000,000.00","20,000,000.00","240,000,000.00","520,000,000.00","470,000,000.00","530,000,000.00","395,000,000.00","720,000,000.00"
交易性金融资产,,,,,,,,"31,000,000.00","105,000,000.00","154,000,000.00",,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"4,590,113.34","1,104,384.48","2,214,006.64","2,034,678.98","524,312.54","853,572.98","646,971.44","812,736.17","1,488,836.19","796,230.06","786,769.29","2,056,070.01","2,078,284.69","3,335,367.60","3,139,329.81","3,916,472.59","2,265,069.71","1,473,485.88","1,978,200.00","1,728,409.33","1,950,000.00","1,820,000.00","1,620,000.00","1,210,000.00","510,000.00",,
应付票据,"13,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"39,212,949.60","29,034,138.68","34,706,884.28","41,289,875.32","55,384,051.59","57,865,108.45","52,158,161.77","73,105,260.75","97,543,245.27","93,617,751.50","124,068,500.46","166,719,813.94","183,719,235.76","202,994,708.06","186,041,732.91","172,848,654.75","174,744,521.57","175,274,970.69","315,687,225.16","277,555,204.48","283,883,521.75","256,062,878.21","339,064,066.85","318,770,765.61","313,344,914.33","285,699,256.66","269,680,407.39","263,147,447.60","223,231,201.72"
应付账款,"5,479,007.95","20,409,577.97","11,715,273.30","15,181,920.10","10,514,498.39","12,982,062.78","21,698,372.63","35,875,392.61","30,323,414.20","33,442,353.65","66,793,688.56","80,084,282.50","52,019,433.77","56,875,710.12","56,972,203.40","70,144,471.68","57,284,431.04","53,671,579.55","99,328,054.05","86,572,632.11","83,266,888.28","84,773,628.69","114,346,815.81","107,550,061.91","82,956,442.83","91,927,798.30","100,532,188.19","107,093,515.42","99,854,185.73"
预付款项,"31,849,763.02","16,229,305.49","11,147,949.55","36,461,362.28","26,981,492.38","26,833,570.69","7,065,195.45","6,962,448.96","7,128,575.07","52,977,374.59","26,386,392.15","13,856,938.93","44,848,235.91","77,182,912.15","18,371,466.12","23,731,039.47","70,676,683.85","57,367,065.68","27,695,413.50","44,460,268.12","29,800,157.37","27,712,645.39","21,058,837.31","16,160,507.39","104,717,444.21","138,127,238.59","154,743,944.02","103,718,287.63","218,249,340.76"
预收款项,"10,884,081.22","14,530,688.35","21,906,712.01","23,475,108.26","3,394,141.68","3,047,576.07","8,270,828.65","7,127,838.98","7,784,093.81","7,272,151.72","32,604,740.77","23,379,379.08","27,053,355.78","27,226,592.36","38,600,806.94","42,302,779.65","49,228,618.37","43,909,132.13","99,591,860.85","95,856,830.53","92,459,762.20","85,904,064.30","71,340,955.43","58,369,656.78","92,946,938.02","131,872,468.35","68,263,762.73","78,709,562.30","88,690,905.71"
其他应收款,"6,890,564.87","249,265.13","523,541.62","1,206,876.42","846,513.86","1,168,206.00","1,735,421.40","2,189,749.86","1,236,460.96","2,260,433.61","1,866,101.97","3,882,599.23","4,528,453.63","6,249,573.25","6,663,497.58","10,351,890.83","7,856,969.82","7,364,624.69","6,425,451.20","8,351,225.01","7,064,550.55","8,276,644.23","4,886,099.99","8,533,936.26","12,020,893.98","9,097,839.92","7,951,581.67","11,866,289.28","8,571,291.33"
应付职工薪酬,"3,355,497.10","4,196,587.73","3,673,070.04","5,170,460.38","6,037,858.85","6,881,674.88","7,695,227.21","9,958,108.35","9,004,921.73","11,573,456.36","17,087,401.45","17,917,687.15","17,515,230.65","20,351,261.56","27,615,189.32","17,398,549.64","19,231,097.81","21,815,826.10","23,313,075.14","18,651,191.18","18,693,639.15","22,824,032.80","30,293,645.58","21,647,981.53","27,403,307.44","31,723,095.67","39,040,362.24","26,503,434.99","30,761,265.41"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,733,217.42","1,097,861.77","2,827,344.32","3,600,906.27","2,053,288.12","3,277,904.06","3,935,370.17","3,324,832.94","3,584,760.57","2,594,037.95","5,328,327.66","8,147,899.78","3,603,434.94","10,898,406.47","9,006,694.60","12,044,193.16","9,392,155.84","9,791,548.92","9,396,890.40","4,092,417.67","9,265,675.91","11,091,273.51","17,156,606.24","13,456,958.18","13,573,279.26","13,526,861.18","13,895,095.30","11,639,754.23","6,778,052.67"
应收利息,,,,,,,"691,273.81","73,968.22",,,"210,382.98","297,780.17","166,657.53","402,667.80",,,,,,,,,"7,201,737.38","11,243,119.42","4,592,342.93","2,828,421.91","5,209,069.87","5,666,357.07","4,904,641.84"
