科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"145,506,309.67","203,902,481.21","151,493,783.05",,"154,044,182.17",,"757,352,280.38","385,817,471.95","208,879,264.75","217,193,788.67","277,897,940.25","255,808,419.17","672,239,003.94","293,627,338.27","298,187,218.04","561,587,784.44","668,445,516.94","657,353,596.57","1,131,608,534.58","777,711,572.99"
短期借款,"70,000,000.00","40,000,000.00","40,000,000.00",,"60,000,000.00",,"50,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","35,700,000.00","165,700,000.00","185,700,000.00","210,000,000.00","180,000,000.00","300,000,000.00","320,000,000.00","270,000,000.00","303,000,000.00","233,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,"271,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"25,363,086.08","36,706,045.80","46,456,071.26",,"40,985,720.33",,"29,870,705.48","34,344,753.84","39,021,604.78","32,786,560.75","51,628,039.09","42,306,797.92","43,690,757.02","41,880,111.30","68,421,602.80","51,330,410.99","106,501,804.31","103,592,965.65","91,724,540.58","49,599,587.72"
应付票据,"12,000,000.00","19,100,000.00","7,000,000.00",,,,,"15,860,000.00","15,500,000.00","450,000.00","5,000,000.00","5,750,920.00","13,357,000.00","10,387,000.00",,"88,020,000.00","53,520,000.00",,"18,004,000.00",
应收账款,"75,652,384.40","65,278,808.27","83,613,781.58",,"133,406,081.77",,"107,548,589.10","137,951,523.33","154,198,146.31","179,085,190.33","150,672,250.51","221,944,152.24","219,010,003.45","221,688,134.29","181,836,549.42","224,384,962.91","258,066,021.30","277,750,201.01","234,105,088.35","276,293,201.94"
应付账款,"74,538,672.15","68,036,505.26","81,973,829.22",,"89,353,423.18",,"94,928,538.24","77,831,311.53","83,645,227.33","91,660,633.41","88,824,683.50","99,647,491.15","106,176,512.04","112,858,774.01","110,955,914.45","123,354,794.02","172,402,343.18",,"217,141,773.32",
预付款项,"6,106,955.61","17,568,192.21","13,473,903.63",,"13,980,718.00",,"3,852,441.55","38,966,555.98","12,015,964.78","15,898,333.88","23,239,114.40","44,828,297.17","27,686,968.80","35,782,054.42","77,858,492.01","58,127,074.48","73,037,191.56","70,675,704.93","21,142,720.55","26,118,876.72"
预收款项,"15,018,622.38","7,242,473.13","11,177,642.21",,"11,501,233.45",,"6,128,740.85","8,347,957.04","11,194,374.92","9,706,249.75","27,852,547.67","28,428,285.17","17,494,081.18","29,516,210.75","68,816,612.68","50,899,998.92","49,856,113.68","79,346,477.25","57,569,477.48","50,383,626.94"
其他应收款,"3,538,654.36","4,028,600.86","1,565,972.98",,"2,432,269.22",,"1,823,437.43","2,060,040.91","11,566,775.89","13,719,838.64","14,380,778.72","18,172,816.13","18,687,886.60","19,905,839.16","15,038,057.95","22,169,038.67","19,098,070.50","32,893,346.37","38,834,181.99","34,266,547.95"
应付职工薪酬,"31,002,588.12","34,532,001.79","35,224,226.05",,"29,151,117.67",,"33,181,041.59","29,325,257.18","30,179,059.07","27,820,257.22","34,374,173.38","30,326,110.95","34,537,623.39","33,959,309.89","44,091,157.06","40,388,036.59","43,669,214.48","37,269,675.44","61,881,481.47","52,864,205.03"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
