科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"68,438,766.38","140,992,166.34","199,316,779.72","265,228,863.99","74,356,340.44","142,090,722.49","193,455,160.83","253,978,179.45","67,724,048.02","141,722,277.89","192,721,630.50","245,336,892.21","55,508,051.91","112,378,925.58","167,727,627.74","234,226,890.57","78,360,315.72","137,482,506.60","203,540,064.70","277,265,339.02","47,314,216.52","114,223,324.74","166,420,006.69","229,078,895.28","75,291,438.65","140,504,374.45","204,657,293.47","281,468,861.07","41,633,208.91","85,574,697.28","112,866,865.17","148,727,338.78","24,986,300.53","43,531,258.13","68,288,950.37","94,765,832.55","25,040,726.07","51,208,534.48","77,692,494.11","123,725,458.15","23,720,706.06","45,721,860.31","84,494,770.25","176,382,787.78","90,371,921.11","222,528,252.14","290,220,477.05","358,470,846.72","75,708,330.55"
二、营业利润,"2,201,324.59","8,681,206.89","13,075,211.29","25,556,583.17","5,959,539.85","9,736,587.63","9,016,593.27","-826,660.58","1,174,543.97","-25,988,836.85","-38,054,057.15","-75,645,823.41","21,523.74","156,066.41","-687,506.66","-12,426,611.01","2,055,164.04","3,416,918.77","4,776,185.50","30,142,733.33","-5,465,686.82","-22,516,496.60","-27,894,073.66","-85,462,038.32","2,700,634.92","578,642.48","-3,093,156.03","2,416,804.08","-365,721.45","-2,158,868.31","2,335,994.13","3,661,909.50","-3,313,209.03","-5,999,950.71","-12,632,681.71","-21,265,020.19","-6,153,504.08","-11,049,632.71","-4,521,988.42","-3,333,153.37","-3,352,187.69","-8,104,337.14","-12,195,709.03","-12,050,986.60","-1,138,074.94","12,221,310.78","10,676,235.62","-1,383,918.29","-2,290,936.82"
减:营业成本,"45,160,694.84","95,109,984.80","138,424,426.05","184,159,523.50","38,186,754.19","76,192,121.15","106,153,352.67","134,748,993.96","42,264,932.85","89,380,026.47","118,879,988.66","147,652,347.22","30,887,366.57","61,311,939.29","92,539,036.43","129,315,482.29","45,566,120.96","79,250,053.62","120,994,732.52","167,406,794.32","35,236,557.77","82,951,066.74","117,968,460.63","167,949,326.99","56,928,540.43","106,284,945.47","151,731,306.62","198,266,817.42","28,267,892.89","59,606,096.54","69,570,525.95","88,938,695.88","18,411,139.04","30,820,250.88","48,360,665.59","64,992,269.21","16,534,103.59","36,312,848.40","50,173,116.88","76,071,792.37","14,055,121.04","26,665,468.91","50,758,140.49","105,202,108.39","60,522,055.00","141,100,925.40","178,876,405.83","221,699,749.11","43,685,998.91"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"645,738.30","1,079,946.71","1,664,242.22","2,344,471.31","816,890.56","1,398,240.88","1,809,986.55","2,632,205.96","525,026.99","1,064,988.57","1,528,175.82","2,135,029.12","446,812.42","915,160.58","1,333,925.42","2,246,716.75","440,261.67","936,541.90","1,677,692.91","2,195,188.53","276,895.55","934,863.95","1,494,782.44","1,869,644.48","567,483.03","952,593.68","1,384,117.70","3,023,220.05","368,709.63","638,219.56","993,025.99","1,386,483.41","102,430.24","218,692.93","343,097.51","533,287.36","193,654.81","447,161.36","814,520.08","3,279,976.41","596,305.57","1,235,894.44","2,173,316.44","3,480,030.71","1,072,490.21","5,458,002.95","6,168,274.90","7,180,683.33","920,903.36"
营业外收入,"46,072.00","284,785.46","520,082.16","1,476,139.19","131,739.65","458,729.19","513,987.30","9,422,948.54","262,793.26","1,417,662.22","2,526,887.89","3,227,001.28","385,004.14","1,815,669.20","2,146,343.12","5,522,844.79","185,027.02","362,513.43","925,736.19","2,469,777.84","419,440.00","636,705.00","959,966.59","2,199,618.31","140,408.80","393,702.22","1,143,558.24","2,664,057.21","1,865,918.38","4,477,950.23","6,695,929.39","23,254,091.60","2,567,799.27","5,883,488.72","7,134,900.77","6,007,737.46","1,550,299.82","3,193,299.64","4,510,314.73","10,762,783.65","585,159.96","1,060,062.56","22,714,438.32","24,145,415.82","37,377,498.94","39,053,026.88","40,748,464.90","4,398,727.41","1,540,750.64"
销售费用,"12,956,978.45","25,051,441.61","45,868,641.83","49,020,699.30","19,937,262.48","33,461,663.46","45,072,406.59","74,052,640.30","14,593,806.25","59,330,222.82","82,939,980.05","115,335,910.05","15,751,794.46","29,484,112.43","43,277,558.10","67,403,637.33","18,574,427.42","29,795,713.96","41,773,465.10","55,789,683.67","6,298,645.52","21,592,631.87","35,081,896.50","52,615,088.89","10,000,334.04","17,314,333.25","27,946,490.78","40,759,763.45","9,205,308.11","15,251,810.70","20,890,418.14","27,563,783.45","2,510,358.21","3,864,304.91","7,537,650.41","12,996,258.96","3,017,401.15","4,540,860.87","11,561,807.68","18,094,219.97","3,209,853.92","8,368,016.53","15,170,002.40","35,249,068.08","15,214,916.55","34,965,286.19","55,071,553.99","74,526,025.66","21,254,664.82"
减:营业外支出,"53,985.26","164,537.46","523,351.82","680,150.19","186,095.18","266,273.26","409,370.02","1,618,889.43","499,027.12","195,596.06","261,451.82","2,765,326.35","57,887.24","105,046.22","206,510.29","1,052,747.45","145,223.28","546,421.62","645,492.27","560,661.63",817.59,"22,420.46","415,432.57","3,710,418.81",354.91,"10,342.06","435,393.04","2,199,347.51","1,681,961.03","4,041,947.88","6,221,917.83","23,000,291.59","2,517,980.42","5,099,729.78","6,862,630.82","5,947,019.93",873.53,"1,072.32","23,268.23","3,241,887.52","6,399.35","8,187.30","1,705,523.46","526,371.76","21,680.51","211,539.45","403,627.52","2,578,701.88","111,060.00"
管理费用,"6,039,431.77","14,635,921.44","22,045,670.67","27,914,065.61","7,990,353.14","16,160,950.78","24,222,022.18","33,254,452.42","7,683,545.72","18,154,101.38","26,338,772.29","47,166,785.98","7,258,181.31","16,249,091.52","24,994,901.04","31,480,759.30","9,510,141.12","18,953,177.51","26,261,975.80","36,630,842.43","8,848,405.37","21,554,935.65","30,483,451.29","40,451,086.64","7,692,441.11","15,207,976.64","23,728,152.27","30,954,163.52","5,626,558.53","10,668,572.59","16,279,355.47","22,608,772.04","5,770,351.57","12,100,523.70","20,361,901.78","30,896,269.25","9,609,469.28","16,787,741.98","24,288,602.74","30,349,571.12","7,640,948.84","12,794,104.72","21,059,608.94","32,597,714.19","13,051,816.33","23,922,355.13","31,970,958.07","38,232,882.35","10,089,121.19"
其中:非流动资产处置净损失,,,,"66,331.89",,,,"10,103.51",,,"10,104.51","2,418,023.48",,,,"673,754.23",,"8,722.80",,,,,,,,,,,,,,,,,,"65,952.56",,,,"149,737.32",,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,434,598.43","2,478,080.24","2,941,928.59","4,207,532.59","1,136,236.37","2,476,481.62","4,589,682.57","7,930,621.20","1,542,976.29",-139.96,"1,181,097.37","2,906,105.13","1,142,373.41","2,929,596.74","4,936,754.80","6,169,978.38","2,214,200.51","4,117,778.63","7,043,690.66","9,387,845.64","2,119,399.13","5,209,738.06","7,539,261.54","10,170,587.28","2,172,454.03","4,077,397.14","6,871,896.34","9,017,564.41","1,572,543.61","3,684,756.66","5,286,334.63","6,974,257.58","1,505,230.50","3,066,014.01","4,856,894.38","6,666,051.39","1,839,601.32","3,668,404.65","5,587,709.22","7,415,634.85","1,682,946.43","3,612,521.92","5,762,845.18","7,613,536.25","1,648,717.96","3,491,642.77","6,088,319.72","8,865,063.90","1,794,315.91"
三、利润总额,"2,193,411.33","8,801,454.89","13,071,941.63","26,352,572.17","5,905,184.32","9,929,043.56","9,121,210.55","6,977,398.53","938,310.11","-24,766,770.69","-35,788,621.08","-75,184,148.48","348,640.64","1,866,689.39","1,252,326.17","-7,956,513.67","2,094,967.78","3,233,010.58","5,056,429.42","32,051,849.54","-5,047,064.41","-21,902,212.06","-27,349,539.64","-86,972,838.82","2,840,688.81","962,002.64","-2,384,990.83","2,881,513.78","-181,764.10","-1,722,865.96","2,810,005.69","3,915,709.51","-3,263,390.18","-5,216,191.77","-12,360,411.76","-21,204,302.66","-4,604,077.79","-7,857,405.39","-34,941.92","4,187,742.76","-2,773,427.08","-7,052,461.88","8,813,205.83","11,568,057.46","36,217,743.49","51,062,798.21","51,021,073.00","436,107.24","-861,246.18"
