科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"189,325,365.43","244,992,753.98","348,930,283.15","184,492,081.55","340,881,306.04","507,031,431.33","109,433,887.61","229,614,118.01","367,962,847.63","518,494,777.95","129,876,391.37","287,884,517.47","460,550,577.86","602,686,301.36","121,490,318.51","306,771,558.56","608,427,223.33","984,988,212.30","278,748,643.58","680,998,371.67","1,068,279,365.49","1,504,827,110.61","341,231,263.58","991,973,763.44","1,894,972,945.80","3,071,667,932.36","788,191,959.42","1,784,172,473.35","2,781,391,786.37"
取得子公司及其他营业单位支付的现金净额,,,"189,213.69",,,,,,,"3,000,000.00",,,,,,"203,798,388.35","203,798,388.35","215,612,609.18",,"160,250,358.59","175,410,368.18","175,410,368.18","158,867,814.43","793,276,632.61","1,116,362,226.53","1,126,851,471.66","-13,458,981.95","168,443,901.14","325,641,412.05"
收到的税费返还,"5,300,807.24","3,683,602.26","3,560,374.71","1,945,910.43","2,644,356.95","4,482,820.27","639,274.88","4,890,486.15","8,197,272.93","10,238,084.28","1,593,519.10","3,814,983.07","6,901,864.83","13,501,659.85","5,568,497.83","8,857,439.13","12,785,728.27","17,719,140.22","6,497,154.71","20,034,201.00","29,481,189.69","47,308,776.00","12,604,534.86","30,821,848.88","46,237,388.80","57,562,834.43","10,991,577.35","28,427,381.28","58,739,307.66"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"1,433,157.94",,"22,829,999.76","37,100,905.38","46,198,301.83","41,911,109.03","45,594,791.03","45,594,791.03","31,692,313.39","10,000,000.00","12,747,360.53","2,748,640.53","29,678,469.55","1,175,142.16","1,455,142.16","2,628,806.66"
收到其他与经营活动有关的现金,"3,243,649.01","2,490,488.38","3,077,455.33","1,247,966.57","16,213,029.18","13,647,771.61","5,095,361.16","7,937,248.48","20,462,142.06","10,521,501.12","7,752,789.98","22,693,673.18","48,503,108.13","32,251,342.65","6,433,271.89","22,276,228.93","43,377,474.55","62,435,338.34","20,838,839.33","40,284,472.03","66,837,932.73","65,532,831.70","48,783,959.62","142,428,036.06","178,338,925.80","56,576,135.45","29,208,737.50","93,234,177.61","146,698,411.75"
投资活动现金流出小计,"6,028,158.50","26,919,514.59","58,362,457.31","22,435,802.37","11,550,899.03","21,561,666.50","5,372,045.03","10,875,903.53","25,805,704.67","73,065,918.72","7,184,040.02","20,727,759.36","25,968,471.73","40,635,501.15","7,861,440.00","241,042,933.01","257,839,833.97","298,629,699.40","111,073,240.77","248,678,843.30","445,694,664.77","467,551,073.11","174,943,301.06","843,020,689.40","1,874,506,604.79","1,977,393,754.19","28,967,895.50","323,440,920.51","500,141,807.69"
经营活动现金流入小计,"197,869,821.68","251,166,844.62","355,568,113.19","187,685,958.55","359,738,692.17","525,162,023.21","115,168,523.65","242,441,852.64","396,622,262.62","539,254,363.35","139,222,700.45","314,393,173.72","515,955,550.82","648,439,303.86","133,492,088.23","337,905,226.62","664,590,426.15","1,065,142,690.86","306,084,637.62","741,317,044.70","1,164,598,487.91","1,617,668,718.31","402,619,758.06","1,165,223,648.38","2,119,549,260.40","3,185,806,902.24","828,392,274.27","1,905,834,032.24","2,986,829,505.78"
投资活动产生的现金流量净额,"-3,515,052.33","-26,919,514.59","-58,328,157.31","-22,435,802.37","-11,550,899.03","-21,273,346.50","-5,372,045.03","-10,875,903.53","-25,805,704.67","-72,064,237.15","-7,184,040.02","6,649,540.64","1,408,828.27","-3,258,201.15","-7,771,440.00","-231,827,067.08","-245,116,552.86","-286,465,500.55","-111,073,240.77","-228,783,147.87","-409,732,486.30","-430,823,920.28","-174,943,301.06","-810,663,621.90","-1,806,088,523.74","-1,928,808,360.66","-28,857,895.50","-323,886,490.83","-500,754,771.28"
购买商品、接受劳务支付的现金,"153,639,318.41","180,466,701.69","244,733,301.33","126,324,350.04","261,379,819.40","359,302,954.42","121,446,114.63","213,885,190.20","302,580,310.91","403,082,711.64","120,987,540.89","253,335,716.62","348,043,854.92","461,261,676.89","119,438,448.97","264,782,965.73","420,672,286.11","615,871,589.59","218,896,426.14","462,967,004.12","743,195,589.72","924,927,386.73","256,899,467.40","717,269,265.60","1,393,574,413.91","1,986,764,985.99","596,264,830.05","1,333,595,722.44","2,120,266,371.12"
吸收投资收到的现金,"34,887,000.00","1,000,000.00","6,780,000.00",,"341,920,000.00","341,920,000.00",,,"1,818,000.00","4,545,000.00",,,,,,"257,499,990.12","257,749,990.12","257,749,990.12","210,850,000.00","210,850,000.00","210,850,000.00","210,850,000.00",,"1,102,451,988.96","1,103,591,988.96","1,101,771,988.96",,,"-149,771.86"
支付给职工以及为职工支付的现金,"13,635,057.56","21,341,637.98","35,479,062.74","25,667,558.92","40,007,044.33","56,902,421.90","15,360,992.86","31,885,994.26","48,826,069.82","74,952,931.64","16,421,194.18","32,754,989.87","51,425,669.68","79,493,049.56","19,533,470.19","45,584,513.25","75,984,315.92","113,284,481.09","38,103,037.92","85,706,964.84","130,327,073.72","213,275,340.82","50,555,624.69","115,670,778.73","199,361,551.20","306,913,052.51","88,982,325.24","174,060,197.87","275,659,957.51"
取得借款收到的现金,,"11,610,000.00","37,670,000.00","19,000,000.00","19,000,000.00","19,000,000.00",,,,,,,"222,561.71","246,041.91","243,289.47","338,222.76","363,190.52","327,002.21",,,,,,"277,250,000.00","654,500,000.00","840,750,000.00",,"770,058,420.38","1,799,693,906.91"
支付的各项税费,"5,343,429.77","6,587,226.47","18,447,950.78","4,615,761.62","11,206,590.27","16,970,581.72","8,226,627.40","20,410,189.79","27,830,205.44","39,359,144.61","5,548,888.84","10,338,590.21","17,166,873.22","21,387,812.26","15,298,165.64","32,263,082.34","48,419,541.07","76,940,212.52","30,454,303.56","53,957,856.79","80,842,014.75","105,963,468.69","23,148,827.36","74,515,227.78","130,283,341.19","176,458,603.53","50,050,492.01","101,706,742.36","143,090,805.91"
收到其他与筹资活动有关的现金,"102,861.00",,,,,"780,926.32",,,,"11,096,955.16",,"3,062,853.86","8,924,659.14","12,373,235.28","271,859.98","476,689.60","819,545.90","1,876,483.67","113,262.57","23,969,290.30","35,707,133.20","28,417,806.48","94,457,892.51","10,008,265.87","12,062,523.84","65,528,394.27","2,331.28","2,567.85","2,567.85"
支付其他与经营活动有关的现金,"16,153,194.74","20,663,992.96","37,217,447.87","17,228,008.89","32,125,378.41","44,448,875.57","15,739,841.78","27,738,303.55","48,956,211.04","50,782,571.72","16,676,174.67","45,226,974.96","85,527,845.60","75,138,084.00","24,318,393.99","44,916,108.87","74,384,233.64","75,304,729.84","28,870,962.28","89,203,773.75","135,208,458.87","143,335,213.17","37,138,721.10","138,874,467.33","195,354,098.41","262,873,784.80","131,351,628.93","201,258,130.69","316,019,638.66"
筹资活动现金流入小计,"34,989,861.00","12,610,000.00","44,450,000.00","19,000,000.00","360,920,000.00","361,700,926.32",,,"1,818,000.00","15,641,955.16",,"3,062,853.86","9,147,220.85","12,619,277.19","515,149.45","258,314,902.48","258,932,726.54","259,953,476.00","210,963,262.57","234,819,290.30","246,557,133.20","239,267,806.48","94,457,892.51","1,389,710,254.83","1,770,154,512.80","2,008,050,383.23","2,331.28","770,060,988.23","1,799,546,702.90"
经营活动现金流出小计,"188,771,000.48","229,059,559.10","335,877,762.72","173,835,679.47","344,718,832.41","477,624,833.61","160,773,576.67","293,919,677.80","428,192,797.21","568,177,359.61","159,633,798.58","341,656,271.66","502,164,243.42","637,280,622.71","178,588,478.79","387,546,670.19","619,460,376.74","881,401,013.04","316,324,729.90","691,835,599.50","1,089,573,137.06","1,387,501,409.41","367,742,640.55","1,046,329,739.44","1,918,573,404.71","2,733,010,426.83","866,649,276.23","1,810,620,793.36","2,855,036,773.20"
偿还债务支付的现金,"929,005.10","2,178,505.14","11,532,791.88","8,036,162.96","12,456,048.95","56,685,273.68",,,,"188,702.96",,,,,,"339,527.91","339,250.70","337,911.91","327,669.59","326,948.32","333,622.08","1,708.25",,"500,000.00","20,000,000.00","135,750,000.00","4,000,000.00","190,842,606.12","737,243,212.84"
经营活动产生的现金流量净额,"9,098,821.20","22,107,285.52","19,690,350.47","13,850,279.08","15,019,859.76","47,537,189.60","-45,605,053.02","-51,477,825.16","-31,570,534.59","-28,922,996.26","-20,411,098.13","-27,263,097.94","13,791,307.40","11,158,681.15","-45,096,390.56","-49,641,443.57","45,130,049.41","183,741,677.82","-10,240,092.28","49,481,445.20","75,025,350.85","230,167,308.90","34,877,117.51","118,893,908.94","200,975,855.69","452,796,475.41","-38,257,001.96","95,213,238.88","131,792,732.58"
分配股利、利润或偿还利息支付的现金,"353,718.99","2,763,724.83","6,302,366.59","647,651.11","5,600,278.29","7,414,832.48",,"21,529,875.03","22,074,000.00","22,077,663.02",,"5,421,269.00","14,827,196.27","14,725,913.70","339,377.49","3,380,819.40","3,371,847.03","3,551,398.22",,"40,443,007.60","40,443,007.60","42,443,007.60","5,606,000.00","108,225,633.50","135,032,443.56","131,548,232.19","6,304,937.50","141,283,853.04","170,309,020.06"
收回投资收到的现金,"2,330,000.00",,,,,,,,,,,"27,377,300.00","27,377,300.00","27,377,300.00",,"9,125,865.93","2,950,000.00","2,950,000.00",,,,,,"30,717,052.05","68,311,581.05","45,355,565.00",,,
支付其他与筹资活动有关的现金,,,,,"2,294,351.52","7,355,423.81",,"14,927.62","14,927.62","7,943.10",,"8,465.34","8,809.34","9,355.11",458.00,"5,648.31","6,276.44","14,076,495.95","13,017,338.32","13,359,601.73","17,071,849.35","104,491.53","3,618,627.21","2,097,038.38","15,895,948.42","20,549,251.82",,"46,424,819.61","242,739,224.78"
取得投资收益收到的现金,"183,106.17",,,,,,,,,,,,,,,,"6,183,281.11","340,215.14",,,,,,"50,015.45",,"73,935.38",,,
筹资活动现金流出小计,"1,282,724.09","4,942,229.97","17,835,158.47","8,683,814.07","20,350,678.76","71,455,529.97",,"21,544,802.65","22,088,927.62","22,274,309.08",,"5,429,734.34","14,836,005.61","14,735,268.81","339,835.49","3,725,995.62","3,717,374.17","17,965,806.08","13,345,007.91","54,129,557.65","57,848,479.03","42,549,207.38","9,224,627.21","110,822,671.88","170,928,391.98","287,847,484.01","10,304,937.50","378,551,278.77","1,150,291,457.68"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"34,300.00",,,"288,320.00",,,,,,,,,"90,000.00","90,000.00","90,000.00","373,983.71",,,"66,483.04","906,340.27",,,"106,500.00","581,957.77","110,000.00","85,000.00","86,520.00"
筹资活动产生的现金流量净额,"33,707,136.91","7,667,770.03","26,614,841.53","10,316,185.93","340,569,321.24","290,245,396.35",,"-21,544,802.65","-20,270,927.62","-6,632,353.92",,"-2,366,880.48","-5,688,784.76","-2,115,991.62","175,313.96","254,588,906.86","255,215,352.37","241,987,669.92","197,618,254.66","180,689,732.65","188,708,654.17","196,718,599.10","85,233,265.30","1,278,887,582.95","1,599,226,120.82","1,720,202,899.22","-10,302,606.22","391,509,709.46","649,255,245.22"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,"133,710.95",,,,,,,,,,,,,,,,,,"-530,570.32","-699,483.59"
四、汇率变动对现金的影响,"-612,652.70","119,694.08","-246,095.48","240,710.84","-14,221.02","-89,595.22","-1,161.85","4,224.91","7,059.12","-11,801.97","-3,854.74","-53,765.17","-94,814.70","-749,681.31","714,999.34","10,686.10","20,808.47","4,039.83","86,960.25","941,424.15","2,504,627.63","3,226,375.55","142,250.03","781,260.50","1,328,712.77","3,886,167.50","-224,926.49","-1,329,296.17","-2,259,009.88"
收到其他与投资活动有关的现金,,,,,,,,,,"867,970.62",,,,"10,000,000.00",,,"3,500,000.00","8,500,000.00",,"19,895,695.43","35,895,695.43","35,820,812.56",,"1,590,000.00",,"2,573,935.38",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,513,106.17",,"34,300.00",,,"288,320.00",,,,"1,001,681.57",,"27,377,300.00","27,377,300.00","37,377,300.00","90,000.00","9,215,865.93","12,723,281.11","12,164,198.85",,"19,895,695.43","35,962,178.47","36,727,152.83",,"32,357,067.50","68,418,081.05","48,585,393.53","110,000.00","-445,570.32","-612,963.59"
五、现金及现金等价物净增加额,"38,678,253.08","2,975,235.04","-12,269,060.79","1,971,373.48","344,024,060.95","316,419,644.23","-50,978,259.90","-83,894,306.43","-77,640,107.76","-107,631,389.30","-27,598,992.89","-23,034,202.95","9,416,536.21","5,034,807.07","-51,977,517.26","-26,868,917.69","55,249,657.39","139,267,887.02","76,391,881.86","2,329,454.13","-143,493,853.65","-711,636.73","-54,690,668.22","587,899,130.49","-4,557,834.46","248,077,181.47","-77,642,430.17","161,507,161.34","278,034,196.64"
购建固定资产、无形资产和其他长期资产支付的现金,"6,028,158.50","26,919,514.59","44,173,243.62","22,435,802.37","11,550,899.03","21,561,666.50","5,372,045.03","10,875,903.53","25,805,704.67","42,688,618.72","7,184,040.02","20,727,759.36","23,695,971.73","34,657,343.21","7,861,440.00","13,464,236.44","16,940,540.24","36,818,788.39","5,233,771.38","10,089,329.95","14,148,022.13","18,142,907.16","6,075,486.63","36,996,696.26","731,995,737.73","752,891,812.98","25,051,735.29","46,141,877.21","64,471,588.98"
期初现金及现金等价物余额,"15,831,630.48","54,509,883.56","57,485,118.60","45,216,057.81","45,216,057.81","45,216,057.81","361,635,702.04","361,635,702.04","361,635,702.04","361,635,702.04","254,004,312.74","254,004,312.74","254,004,312.74","254,004,312.74","259,039,119.81","259,039,119.81","259,039,119.81","259,039,119.81","398,307,006.83","398,307,006.83","398,307,006.83","398,307,006.83","397,552,043.53","397,595,370.10","397,595,227.98","397,595,370.10","649,191,384.47","649,191,384.47","649,191,384.47"
投资支付的现金,,,"14,000,000.00",,,,,,,"27,377,300.00",,,"2,272,500.00","4,545,000.00",,"950,308.46",,,"63,928,360.36","32,744,363.73","210,541,483.43","242,305,484.38",,,"23,400,000.00","67,972,000.00","16,200,000.00","107,400,000.00","107,400,000.00"
期末现金及现金等价物余额,"54,509,883.56","57,485,118.60","45,216,057.81","47,187,431.29","389,240,118.76","361,635,702.04","310,657,442.14","277,741,395.61","283,995,594.28","254,004,312.74","226,405,319.85","230,970,109.79","263,420,848.95","259,039,119.81","207,061,602.55","232,170,202.12","314,288,777.20","398,307,006.83","474,698,888.69","400,636,460.96","254,813,153.18","397,595,370.10","342,861,375.31","985,494,500.59","393,037,393.52","645,672,551.57","571,548,954.30","810,698,545.81","927,225,581.11"
