科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"270,225,281.93","351,122,215.82","162,868,534.59","246,876,664.78","225,066,959.23","183,864,263.62","142,933,406.72","233,475,921.08","326,570,400.04","331,069,873.79","372,378,102.46","617,339,173.08","686,380,756.01","692,697,192.33","722,390,215.88","3,957,486,250.83","4,112,189,658.14","4,080,568,364.77","4,051,507,066.57","4,858,654,799.95","4,471,910,154.54","4,101,772,785.32","4,452,122,731.91","5,174,300,524.98","4,755,340,746.97","4,643,869,755.26","4,787,680,353.41","5,180,124,030.78","4,549,060,958.69","4,461,467,297.11","3,696,149,906.20","3,735,580,853.21","3,522,732,064.27","3,313,492,648.55","3,884,386,392.41","2,789,869,936.87","2,326,141,864.81","1,795,213,319.42","1,794,974,885.52","2,872,441,460.23","2,825,549,374.65","3,408,962,462.60","3,173,621,677.71"
短期借款,"50,000,000.00","50,000,000.00","40,000,000.00",,,,"70,000,000.00",,,,,,,,,,,,,,,,,,,,"85,400,000.00",,,,,"190,000,000.00","240,000,000.00","240,000,000.00","300,000,000.00","350,000,000.00","883,010,850.62","622,599,033.24","691,607,414.18","345,947,443.35","335,697,616.88","299,193,490.83","284,968,969.51"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120,144,657.50",,"855,429,178.07","711,979,589.02","812,538,675.79","821,745,327.26","429,808,767.12","1,514,420,054.79","1,212,266,301.37","1,223,156,383.57","1,234,166,136.99",,"604,407,890.41","610,112,219.18","816,153,205.47"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"6,250,526.99","3,737,200.00","4,553,838.00","5,355,576.50","1,942,241.50","6,928,493.00","3,447,500.00","2,093,829.78","885,327.00","435,200.00","6,131,476.53","1,931,650.00","1,271,300.00","1,249,000.00","2,210,600.00","13,540,703.33","8,553,338.74","24,750,178.10","34,078,601.07","25,649,161.93","18,352,156.00","17,937,277.01","19,601,765.33","16,151,984.34","22,572,034.69","21,036,926.35","26,943,421.21","75,609,728.45","17,486,239.43","36,973,543.77","32,913,705.56","59,304,519.68","12,159,087.05","18,373,909.27","14,271,889.54","23,108,942.60","39,369,633.56","20,738,764.09","23,203,535.63","17,760,297.59","16,493,293.22","13,450,346.52","7,007,110.31"
应付票据,"212,000,000.00","250,300,000.00","258,600,000.00","212,300,000.00","175,700,000.00","196,500,000.00","200,300,000.00","209,800,000.00","181,800,000.00","163,800,000.00","262,700,000.00","277,300,000.00","210,200,000.00","190,400,000.00","259,000,000.00","1,159,650,000.00","997,320,000.00","942,724,000.00","1,172,194,000.00","1,196,350,000.00","927,210,000.00","689,586,819.00","1,049,572,504.18","1,171,315,685.18","1,153,340,000.00","886,630,000.00","1,253,960,000.00","1,314,330,000.00","845,020,000.00","779,713,801.09","1,137,963,801.09","1,004,100,000.00","811,700,000.00","557,000,000.00","947,870,000.00","948,185,280.67","1,161,651,280.33","963,618,521.33","1,324,693,085.00","1,186,403,401.00","764,663,203.00","858,892,016.00","1,173,781,713.51"
应收账款,"8,320,229.78","9,943,479.22","10,576,686.88","6,837,421.05","11,661,763.55","10,892,110.33","13,767,497.17","10,406,142.00","11,517,492.80","12,437,418.70","10,135,425.00","6,157,921.10","4,537,208.54","9,459,103.04","7,101,180.34","20,020,445.27","34,058,250.59","36,383,821.00","38,119,685.55","25,489,870.96","62,616,791.32","49,874,476.21","40,444,553.07","29,421,092.58","42,429,821.51","50,888,966.52","61,053,496.96","39,149,606.29","55,562,866.17","42,031,094.19","34,502,047.33","126,169,594.56","95,710,769.09","104,926,939.14","125,089,149.08","44,280,661.35","150,412,997.96","147,068,212.72","113,242,368.84","125,522,843.84","83,535,086.84","90,987,481.11","94,301,656.62"
应付账款,"361,658,586.36","403,778,321.58","432,171,848.09","511,173,896.56","568,961,564.25","515,975,548.50","507,987,389.74","598,738,910.95","640,059,187.31","612,698,516.21","584,760,514.91","718,145,754.44","720,188,606.14","718,547,726.40","668,303,521.57","2,291,851,592.02","2,546,291,101.14","2,381,767,530.20","2,408,075,870.53","2,867,774,930.53","2,859,986,648.80","2,634,869,039.55","2,655,731,007.42","2,648,358,326.43","2,641,537,150.90","2,777,567,370.69","2,701,427,350.97","2,506,741,155.81","2,649,112,032.37","2,371,991,497.91","2,445,461,528.22","2,524,603,485.74","2,673,943,771.25","2,588,636,489.58","2,574,811,377.56","2,128,365,777.89","3,050,551,966.49","2,590,846,466.75","2,679,297,639.91","2,638,535,869.84","2,351,060,704.51","2,570,223,935.47","2,494,367,251.52"
预付款项,"168,751,416.11","142,035,993.20","191,214,999.65","147,664,873.61","151,422,787.43","128,859,086.85","161,466,833.00","146,888,448.33","166,862,845.60","108,935,201.44","205,187,408.25","128,433,574.23","133,167,974.96","83,515,846.90","127,043,350.64","537,366,030.14","415,122,059.34","238,685,974.19","559,230,857.84","567,536,840.39","690,433,053.46","285,453,746.75","592,639,672.98","423,222,863.08","532,511,791.97","328,565,063.33","762,573,424.75","570,206,556.00","625,551,651.07","360,331,205.62","731,699,735.80","1,078,818,231.68","1,282,652,449.77","1,259,833,996.50","1,864,855,917.40","2,128,274,117.21","2,046,418,182.28","1,658,827,998.65","1,979,039,230.85","912,675,590.14","817,016,878.67","737,755,707.86","1,046,295,432.17"
预收款项,"105,040,559.84","41,278,120.32","62,446,666.66","143,468,436.73","90,859,474.00","64,461,616.87","71,936,556.28","182,635,391.02","105,098,362.78","82,192,174.80","172,295,271.37","198,080,063.38","91,167,919.96","74,884,590.44","129,594,533.86","1,528,547,645.81","962,044,142.55","990,362,006.04","1,023,089,811.70","1,833,903,518.48","1,207,619,534.07","1,063,934,056.52","1,426,176,381.62","2,409,000,277.63","1,880,584,451.93","1,518,343,566.07","1,759,856,658.04","2,242,030,357.50","1,579,915,623.72","1,355,153,656.78","1,638,080,040.88","2,283,185,083.77","1,872,467,065.70","1,915,430,824.43","2,292,329,737.76","2,649,947,027.83","1,867,899,916.23","1,784,299,783.89","1,878,241,677.99","1,857,240,412.47","1,391,916,036.17","1,250,637,381.81","1,578,749,349.75"
其他应收款,"14,184,278.31","16,956,394.48","16,021,682.52","10,915,377.49","9,709,420.53","12,517,283.73","20,635,451.27","17,754,184.16","13,261,548.40","23,919,240.40","30,336,021.35","12,921,634.24","16,085,511.38","18,920,481.17","20,519,816.65","126,681,362.88","164,760,211.41","164,779,699.13","158,695,771.51","279,865,154.78","343,949,366.00","303,625,564.73","313,949,275.47","282,863,676.40","328,832,615.22","313,671,666.82","250,127,250.82","197,112,878.04","164,033,948.49","167,478,364.94","192,433,447.64","171,257,082.66","129,450,676.74","171,338,801.79","177,353,600.06","102,847,920.84","188,385,459.00","161,402,402.77","139,086,581.23","809,112,194.76","120,347,657.36","125,724,071.80","142,212,781.83"
应付职工薪酬,"112,338,309.61","103,342,411.93","84,412,613.32","122,921,740.06","123,864,190.24","107,208,551.39","87,740,675.02","88,646,491.71","91,729,176.37","88,355,343.69","84,089,126.42","76,670,584.51","86,030,951.98","98,604,864.70","94,797,979.82","208,517,952.83","201,413,889.79","249,550,828.01","236,839,993.76","150,471,476.47","176,977,929.10","245,136,712.95","218,434,148.19","145,049,373.44","199,610,589.07","352,800,372.05","336,902,667.89","185,761,207.76","245,560,943.91","376,174,610.92","412,156,275.24","167,360,904.73","148,612,604.31","275,128,912.98","355,513,697.32","256,456,600.12","333,121,762.92","547,657,434.30","655,172,072.39","362,622,596.90","447,082,737.81","689,275,157.44","882,682,886.28"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-10,247,256.32","2,365,049.52","1,622,061.19","17,403,374.17","-2,045,321.40","957,475.85","-987,958.40","-1,049,482.18","-8,580,506.01","14,770,306.18","17,860,152.23","17,409,069.86","5,900,332.28","27,618,018.48","28,106,855.60","91,629,888.30","80,407,165.09","45,182,967.43","86,322,149.07","130,392,570.10","81,222,357.28","39,657,979.41","181,330,941.63","217,719,551.74","24,279,468.08","54,353,970.85","152,626,429.32","127,328,539.36","41,675,967.61","42,696,254.32","106,129,659.37","67,756,688.87","108,541,096.14","141,148,584.45","114,987,757.64","155,092,995.12","175,353,924.91","87,432,254.75","131,990,898.22","104,523,713.12","128,440,941.67","137,730,171.30","178,314,527.25"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,"4,684,840.50","8,789,320.15","10,026,580.98","14,863,134.26","10,374,869.29","19,257,410.18","29,610,263.59","30,069,477.21","2,098,525.08","7,423,178.56","11,519,999.92","16,710,734.81","1,461,740.74",,,,"14,000.00","925,083.33","4,045,863.01","8,306,328.77"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,"175,739.89",,,,,"335,805.56","381,847.22","252,638.89","360,236.13","493,472.22","388,416.66","2,643,335.30","548,423.96","240,745.80","198,575.10","157,734.96","108,798.32"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"8,445,394.91","8,118,335.39","8,596,849.28","8,384,734.46","7,925,734.46","48,036,200.12","7,834,800.12","7,862,000.12","7,668,693.58","48,078,022.50","7,702,296.50","7,474,179.66","48,274,179.66","9,478,103.30","7,655,799.58","7,655,799.58","7,655,799.58","21,137,486.18","7,948,199.58","19,512,727.52","19,512,727.52","187,404,765.62","8,300,269.58","8,300,269.58","218,650,338.65","9,022,024.31","7,460,007.19","7,460,007.19","7,460,007.19","39,802,656.29","7,777,871.66","7,777,871.66","7,777,871.66","8,063,301.34","8,063,301.34","8,063,301.34","8,063,885.28","122,971,854.05","8,572,986.56","19,594,146.51","23,094,146.51","253,541,250.09","23,651,266.51"
存货,"362,626,909.78","379,860,693.34","469,582,259.66","518,553,667.83","457,476,365.05","455,080,861.56","496,977,118.98","587,075,568.24","442,392,667.27","456,187,730.05","563,885,121.15","631,476,861.14","492,813,860.38","541,271,683.29","646,655,877.41","1,501,344,509.52","1,137,257,013.95","1,293,333,172.99","1,521,333,237.56","1,939,891,047.08","1,326,865,077.67","1,381,066,916.84","1,622,753,838.73","1,773,700,377.37","1,379,079,423.68","1,387,268,250.01","1,647,120,509.09","1,832,785,979.42","1,496,621,217.88","1,397,611,426.88","1,666,978,479.78","1,830,856,732.96","1,504,743,789.11","1,507,133,995.52","1,638,775,424.02","1,403,891,202.63","2,682,160,294.48","2,459,083,225.77","2,455,218,399.70","2,563,616,148.54","2,290,840,598.81","2,230,274,585.31","2,212,683,580.50"
其他应付款,"196,989,423.34","215,567,199.42","228,925,361.16","278,391,092.85","292,180,289.69","294,017,782.51","318,592,583.77","385,283,917.61","387,245,126.75","375,444,728.49","404,069,907.20","460,435,586.37","474,261,957.37","462,191,659.95","522,476,535.52","983,326,541.94","888,789,606.72","1,007,510,532.82","1,142,877,529.78","1,046,762,760.18","917,793,603.45","938,292,078.13","1,014,932,230.80","494,013,338.39","374,298,810.32","534,039,022.96","771,341,928.36","523,932,329.71","493,494,038.86","465,420,449.70","446,333,447.25","718,067,869.90","549,686,456.25","541,750,256.60","537,288,368.88","539,270,023.28","625,171,666.66","636,142,455.80","576,471,089.34","860,366,280.83","991,377,693.05","907,378,852.39","920,988,339.62"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190,000,000.00",,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000.00",,,,,,,,,,"180,500,000.00",,,"3,000,000.00","3,000,000.00","1,500,000.00","1,500,000.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,560,475.77","119,636,887.59","108,019,503.85","64,239,557.74","243,542,303.09","288,745,279.43","339,439,765.58","394,606,701.79","320,489,646.62","242,500,599.68","175,746,812.94","172,337,801.99"
其他流动负债,"7,330,000.00","7,330,000.00","7,330,000.00","7,830,000.00","7,805,000.00","7,780,000.00","7,755,000.00","7,971,666.67","7,934,166.66","7,896,666.65","73,762,290.06","18,396,739.23","34,313,426.01","64,418,159.27","72,646,965.42","111,893,167.26","143,981,587.27","121,003,576.82","149,492,767.35","223,436,187.31","205,715,914.67","191,900,475.14","226,510,660.65","254,860,343.07","103,930,986.75","133,106,167.94","161,003,294.05","147,571,366.82","70,017,634.61","102,586,019.20","126,253,013.07","106,466,950.33","58,376,956.50","80,214,405.97","108,369,577.22","100,777,413.55","50,230,670.26","77,142,035.75","102,259,739.99","81,031,054.25","32,773,989.56","41,686,350.85","48,085,031.47"
流动资产合计,"830,358,642.90","903,655,976.06","854,818,001.30","936,203,581.26","857,279,537.29","798,142,099.09","839,227,807.14","997,694,093.59","961,490,281.11","932,984,664.38","1,188,053,554.74","1,398,260,813.79","1,334,256,611.27","1,347,113,306.73","1,525,921,040.92","6,156,439,301.97","5,871,940,532.17","5,838,501,210.18","6,362,965,220.10","7,697,086,875.09","6,914,126,598.99","6,139,730,766.86","7,041,511,837.49","7,704,345,359.25","7,069,555,754.19","6,755,327,209.27","7,550,361,590.50","8,095,363,648.27","7,047,718,949.41","6,495,503,196.10","7,240,175,977.59","7,758,625,604.62","7,487,047,577.97","7,316,385,121.80","8,215,491,432.18","8,251,696,880.12","8,933,900,012.89","7,804,930,072.57","8,133,537,840.55","7,621,632,181.72","7,001,616,462.97","7,397,059,550.33","7,672,919,575.37"
流动负债合计,"1,043,555,017.74","1,082,079,438.16","1,124,105,399.70","1,301,873,274.83","1,265,250,931.24","1,234,937,175.24","1,271,159,046.53","1,479,888,895.90","1,412,954,207.44","1,393,235,758.52","1,607,239,558.69","1,773,911,977.45","1,670,337,373.40","1,646,143,122.54","1,782,582,191.37","6,383,072,587.74","5,827,903,292.14","5,759,238,927.50","6,226,840,321.77","7,468,604,170.59","6,396,038,714.89","5,990,781,926.32","6,780,988,144.07","7,348,617,165.46","6,596,231,795.70","6,265,862,494.87","7,260,154,075.71","7,055,154,964.15","5,932,256,248.27","5,533,538,946.21","6,320,155,636.78","7,069,654,660.56","6,471,487,669.03","6,347,625,414.24","7,239,594,053.85","7,136,651,892.02","8,335,944,340.36","7,435,353,175.16","8,048,855,027.54","7,459,505,664.07","6,469,305,644.26","7,010,216,341.14","7,587,198,133.74"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,622,291.31","12,622,291.31","12,622,291.31","12,622,291.31","12,622,291.31","12,522,400.00","12,522,400.00","12,522,400.00","12,522,400.00","12,522,400.00","12,522,400.00","12,522,400.00","12,522,400.00"
长期借款,"130,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","45,000,000.00",,,,,,,,,,,,,,,,,,,"86,000,000.00",,,,,,,,,,"146,500,000.00","3,500,000.00","3,500,000.00",,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,"190,000,000.00","190,000,000.00","190,000,000.00","190,000,000.00","190,000,000.00","190,000,000.00",,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"7,270,000.00","7,270,000.00","7,270,000.00","7,270,000.00","7,270,000.00","7,270,000.00","7,270,000.00","7,270,000.00","7,270,000.00","7,270,000.00","7,270,000.00","7,270,000.00","7,270,000.00","8,320,000.00","8,320,000.00","13,388,838.08","13,388,838.08","13,382,311.15","13,382,311.15","13,428,968.36","14,769,477.05","14,769,477.05","14,769,477.05","12,622,291.31","12,622,291.31","12,622,291.31","12,622,291.31","12,622,291.31","12,622,291.31","12,622,291.31",,,,"85,639,358.21","86,656,158.82","86,073,251.26","80,892,797.90","74,457,313.68","395,289,871.45","409,426,431.71","414,559,735.03","451,603,373.38","760,394,189.76"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
