科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"551,146,136.79","558,435,103.15","600,531,428.88","276,788,326.77","432,667,487.88","704,951,692.59","95,286,201.62","232,060,256.49","430,896,220.94","663,227,770.88","152,560,168.50","341,935,845.88","492,266,972.99","821,035,282.31","212,175,732.62"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"7,543,144.41",
收到的税费返还,"13,839,786.64","9,153,873.54","14,166,381.90","6,543,795.06","6,826,097.41","10,327,379.24",,"1,981,906.99","4,684,962.32","5,605,760.81","384,450.39","650,598.82","1,328,140.78","8,928,759.39",
支付其他与投资活动有关的现金,,,,,"20,000,000.00",,,"40,247,516.69","60,538,027.19",,,,,,
收到其他与经营活动有关的现金,"34,022,105.62","3,138,280.09","4,603,322.81","2,371,669.45","4,772,253.27","5,329,012.05","1,781,856.99","2,342,167.66","4,027,062.31","7,632,421.36","1,353,078.21","3,417,771.28","593,242.31","17,540,608.67","3,767,029.96"
投资活动现金流出小计,"2,775,622.14","5,583,874.26","6,541,456.65","1,778,682.41","22,586,805.35","4,141,443.73","325,972.71","41,305,540.34","63,622,672.50","106,212,126.94","3,649,717.25","34,787,782.10","86,518,645.52","169,610,801.19","47,107,052.91"
经营活动现金流入小计,"599,008,029.05","570,727,256.78","619,301,133.59","285,703,791.28","444,265,838.56","720,608,083.88","97,068,058.61","236,384,331.14","439,608,245.57","676,465,953.05","154,297,697.10","346,004,215.98","494,188,356.08","847,504,650.37","215,942,762.58"
投资活动产生的现金流量净额,"-2,002,567.03","-4,829,920.74","-6,263,468.08","-1,763,042.24","-22,571,165.18","-3,968,939.44","-216,136.55","-41,161,264.82","-62,776,619.28","-104,828,754.57","26,827,188.21","-33,694,262.58","-84,297,506.20","-42,268,894.12","-46,842,137.78"
购买商品、接受劳务支付的现金,"81,609,541.65","96,628,526.91","98,863,698.74","44,797,760.66","60,464,453.12","94,184,354.38","9,479,537.08","52,681,322.42","90,152,162.93","108,376,939.58","25,476,055.84","67,884,178.69","79,880,597.35","126,835,075.20","33,042,790.02"
吸收投资收到的现金,,"53,428,000.00",,,,,"240,467,743.42","235,082,442.12","235,082,442.12","268,025,300.00",,,,,
支付给职工以及为职工支付的现金,"357,210,642.82","401,938,206.29","418,300,271.91","216,952,260.84","331,977,227.37","430,717,780.40","103,707,256.35","220,787,638.51","339,363,355.98","468,101,229.15","118,242,851.83","237,839,677.09","359,415,896.87","492,249,944.18","127,842,781.37"
取得借款收到的现金,"146,364,480.00","145,000,000.00","180,000,000.00","115,000,000.00","190,000,000.00","200,000,000.00","65,000,000.00","95,000,000.00","95,000,000.00","115,000,000.00","105,000,000.00","175,000,000.00","207,000,000.00","247,000,000.00","150,000,000.00"
支付的各项税费,"19,258,906.60","33,662,371.14","39,875,736.03","30,307,434.81","39,203,537.68","47,668,713.80","26,960,094.71","33,547,315.71","44,658,290.59","49,317,441.67","28,622,781.99","36,017,519.03","40,804,848.55","50,595,563.32","26,954,559.57"
收到其他与筹资活动有关的现金,,"968,200.34","436,800.00",,,,,"1,495,665.00","1,495,665.00",,,,,,
支付其他与经营活动有关的现金,"57,404,031.27","91,359,469.17","59,247,800.55","32,020,464.43","50,912,253.03","65,942,173.76","28,738,295.58","29,860,850.46","52,267,365.10","70,084,783.84","27,117,563.64","33,313,249.93","63,396,809.61","89,408,229.59","25,828,986.15"
筹资活动现金流入小计,"146,364,480.00","199,396,200.34","180,436,800.00","115,000,000.00","190,000,000.00","200,000,000.00","305,467,743.42","331,578,107.12","331,578,107.12","383,025,300.00","105,000,000.00","175,000,000.00","207,000,000.00","247,000,000.00","150,000,000.00"
经营活动现金流出小计,"515,483,122.34","623,588,573.51","616,287,507.23","324,077,920.74","482,557,471.20","638,513,022.34","168,885,183.72","336,877,127.10","526,441,174.60","695,880,394.24","199,459,253.30","375,054,624.74","543,498,152.38","759,088,812.29","213,669,117.11"
偿还债务支付的现金,"127,000,000.00","136,364,480.00","145,000,000.00","105,000,000.00","160,000,000.00","180,000,000.00","65,000,000.00","125,000,000.00","200,000,000.00","200,000,000.00","55,000,000.00","85,000,000.00","85,000,000.00","115,000,000.00","110,000,000.00"
经营活动产生的现金流量净额,"83,524,906.71","-52,861,316.73","3,013,626.36","-38,374,129.46","-38,291,632.64","82,095,061.54","-71,817,125.11","-100,492,795.96","-86,832,929.03","-19,414,441.19","-45,161,556.20","-29,050,408.76","-49,309,796.30","88,415,838.08","2,273,645.47"
分配股利、利润或偿还利息支付的现金,"6,038,044.84","36,598,447.67","20,204,184.71","15,039,236.13","17,626,496.53","20,275,132.65","2,831,894.06","25,200,340.23","27,071,933.65","28,523,093.65","1,577,648.33","27,547,069.73","31,246,442.02","34,221,928.33","3,324,270.01"
收回投资收到的现金,,,,,,,,,,,"30,000,000.00",,,"125,000,000.00",
支付其他与筹资活动有关的现金,"3,371,196.84","3,565,888.24","2,949,300.00","2,303,550.00","2,949,300.00","2,949,300.00",,"337,350.00","337,555.00","6,321,050.00",,,,,"25,214,866.12"
取得投资收益收到的现金,"167,022.95","701,433.93","277,488.57","14,540.17","14,540.17","170,264.29","109,836.16","143,975.52","845,753.22","1,382,772.37","476,905.46","1,093,519.52","1,366,209.32","1,847,597.20","264,915.13"
筹资活动现金流出小计,"136,409,241.68","176,528,815.91","168,153,484.71","122,342,786.13","180,575,796.53","203,224,432.65","67,831,894.06","150,537,690.23","227,409,488.65","234,844,143.65","56,577,648.33","112,547,069.73","116,246,442.02","149,221,928.33","138,539,136.13"
处置固定资产、无形资产和其他长期资产收回的现金净额,"606,032.16","52,519.59",500.00,"1,100.00","1,100.00","2,240.00",,300.00,300.00,600.00,,,"14,930.00","14,940.01",
筹资活动产生的现金流量净额,"9,955,238.32","22,867,384.43","12,283,315.29","-7,342,786.13","9,424,203.47","-3,224,432.65","237,635,849.36","181,040,416.89","104,168,618.47","148,181,156.35","48,422,351.67","62,452,930.27","90,753,557.98","97,778,071.67","11,460,863.87"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,"840,000.00","479,369.86",
四、汇率变动对现金的影响,"-192,092.13","54,627.90","181,766.08","14,472.63","112,808.49","501,644.19","-1,401.26","-281,368.39","-269,441.11","-38,974.54","37,564.00",212.13,"27,880.67","18,960.69","-4,202.86"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"773,055.11","753,953.52","277,988.57","15,640.17","15,640.17","172,504.29","109,836.16","144,275.52","846,053.22","1,383,372.37","30,476,905.46","1,093,519.52","2,221,139.32","127,341,907.07","264,915.13"
五、现金及现金等价物净增加额,"91,285,485.87","-34,769,225.14","9,215,239.65","-47,465,485.20","-51,325,785.86","75,403,333.64","165,601,186.44","39,104,987.72","-45,710,370.95","23,898,986.05","30,125,547.68","-291,528.94","-42,825,863.85","143,943,976.32","-33,111,831.30"
购建固定资产、无形资产和其他长期资产支付的现金,"2,775,622.14","5,583,874.26","6,541,456.65","1,778,682.41","2,586,805.35","4,141,443.73","325,972.71","1,058,023.65","3,084,645.31","35,212,126.94","3,649,717.25","9,287,782.10","50,171,974.99","75,067,656.78","7,107,052.91"
期初现金及现金等价物余额,"70,460,348.97","161,745,834.84","126,976,609.70","136,191,849.35","136,191,849.35","136,191,849.35","211,595,182.99","211,595,182.99","211,595,182.99","211,595,182.99","235,523,430.30","235,494,169.04","235,523,430.30","235,494,169.04","379,438,145.36"
