科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"514,165,459.57","537,660,840.00","311,805,691.67","196,341,891.60","283,733,616.54","2,066,355,109.41","817,152,169.87","592,830,937.20","739,469,649.94","569,674,251.73","395,588,051.47","891,617,942.32","506,873,121.88","474,037,702.69","670,595,243.57","2,237,106,028.61","2,535,261,194.42","2,343,612,484.99","1,991,034,678.44","1,664,674,734.11","1,756,540,984.99","1,240,288,016.57","726,075,767.29","662,940,431.26","977,956,415.41","694,182,108.57","497,797,165.82","913,724,133.57","805,440,207.81","1,888,364,658.35","1,974,852,777.54"
短期借款,"130,000,000.00","258,000,000.00","128,000,000.00","128,000,000.00","288,000,000.00","288,000,000.00","178,000,000.00","108,000,000.00","358,000,000.00","358,000,000.00","400,000,000.00","400,000,000.00","100,000,000.00","100,000,000.00","290,000,000.00","290,000,000.00","190,000,000.00","190,000,000.00",,,,,,,,,,"100,000,000.00",,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"200,000.00",,"605,904.00","2,256,213.00","100,000.00",,,"1,450,000.00","100,000.00","850,000.00","6,485,253.00","5,635,253.00","500,000.00","500,000.00",,,"1,467,933.60","1,467,933.60","350,464.80",,,,,"50,000.00","18,000,600.00","13,900,600.00","1,200,000.00"
应付票据,"189,078,000.00","87,863,600.00","149,066,400.00","60,869,916.00","109,108,007.00","114,108,007.00","209,465,625.60","204,465,625.60","13,521,000.00","13,521,000.00","163,411,707.50","163,411,707.50","132,886,367.00","134,859,573.00","12,873,303.00","148,827,732.00","179,841,086.00","55,201,816.00","31,248,365.00","31,000,000.00",,"69,558,701.00","2,370,050.00","53,371,449.00","91,293,838.00","83,049,866.50","150,905,553.70","167,553,591.12","388,030,400.38","387,506,907.51","339,316,112.00"
应收账款,"18,903,941.94","9,943,665.61","8,009,505.18","35,394,828.99","35,104,145.38","33,419,223.41","42,194,511.26","40,794,761.44","80,323,343.81","85,888,020.85","148,442,010.14","107,972,556.92","144,666,491.66","148,042,426.39","153,657,377.43","175,175,309.89","211,819,037.40","190,972,930.57","253,767,897.25","223,645,134.91","240,242,042.04","235,288,730.61","213,399,122.40","189,115,319.31","326,635,857.10","303,368,060.99","269,241,483.81","213,337,513.31","310,197,779.68","244,638,490.54","354,529,336.18"
应付账款,"352,732,122.52","420,567,620.20","335,647,423.80","410,946,366.91","509,464,551.24","493,472,451.91","424,419,599.02","472,766,815.78","692,693,940.44","615,087,266.05","536,312,740.05","570,771,556.80","710,706,227.49","716,668,658.29","766,784,556.78","641,194,928.84","654,650,093.79","646,731,606.14","692,297,015.57","695,767,543.82","759,560,954.98","688,220,533.89","777,471,395.99","766,035,095.03","942,605,657.24","933,479,192.47","1,060,426,772.95","1,475,218,746.95","1,679,038,559.97","1,734,860,763.59","2,006,014,575.69"
预付款项,"25,826,698.58","46,949,076.35","69,469,456.66","37,338,560.32","48,800,357.12","23,537,528.06","34,504,092.52","47,567,350.07","110,805,707.89","69,513,922.98","66,682,244.63","66,253,537.05","114,536,986.51","124,669,923.52","110,814,974.54","155,453,400.49","106,148,925.08","116,032,277.65","108,564,858.72","155,689,365.60","121,518,170.57","126,923,518.49","138,759,677.47","166,116,130.76","104,639,104.79","130,032,947.29","138,962,725.52","203,608,092.79","66,693,946.02","84,103,805.60","100,317,254.89"
预收款项,"26,119,801.96","63,746,710.82","102,407,074.59","96,930,745.02","145,052,963.68","111,196,849.84","100,837,555.15","138,924,913.32","209,211,666.72","176,854,273.24","211,581,039.08","153,773,078.98","400,647,202.92","289,423,733.59","202,472,106.97","144,048,748.77","679,062,653.93","523,202,284.41","492,217,846.79","445,537,436.86","758,795,915.39","641,179,908.14","530,018,966.10","447,318,398.99","921,186,461.76","737,549,882.08","533,538,222.63","392,988,627.36","904,111,104.74","730,796,408.48","708,503,269.31"
