科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"159,681,885.35","175,946,810.75","212,735,528.01","48,305,134.16","114,026,024.52","152,310,722.22","239,959,848.85","43,391,097.46","122,733,262.80","182,328,901.28","290,703,318.33","58,542,454.51","144,845,761.37","227,517,805.04","360,285,422.22","78,586,602.31","157,359,946.97","234,126,317.06","331,632,832.14","54,409,669.11","140,799,076.01","187,387,130.64","264,328,555.49","38,757,674.42","97,367,381.11","143,583,232.85","203,519,355.65","53,397,979.66","106,042,105.72","147,305,014.25","172,011,698.67","13,331,269.44","61,236,822.67","87,355,357.52","136,218,205.28","83,822,803.64"
二、营业利润,"44,150,670.16","44,163,998.39","57,612,288.64","11,834,726.69","29,795,183.26","32,406,226.60","53,866,119.10","1,457,786.38","17,524,899.74","25,951,413.46","40,368,030.69","4,476,838.45","15,741,248.21","26,220,729.43","43,444,163.49","5,377,471.36","11,683,148.22","14,669,013.14","9,974,396.02","-1,496,553.25","18,501,061.77","16,392,800.70","22,599,177.28","-1,009,136.88","7,805,201.24","7,833,527.14","4,549,666.19","-176,513.52","631,520.42","-7,812,277.02","-30,228,018.89","-18,955,703.22","-20,375,780.03","-28,004,628.64","-112,952,063.95","41,429,804.92"
减:营业成本,"75,959,291.26","77,944,243.53","99,674,069.49","21,198,521.72","54,263,584.75","71,374,080.98","117,862,008.34","24,657,093.28","69,693,033.73","102,746,011.93","177,634,188.58","36,825,235.07","91,797,342.79","143,893,632.99","229,425,996.33","51,380,721.12","95,449,947.62","142,904,432.39","201,245,871.57","30,456,308.53","82,264,502.89","111,491,393.48","158,771,983.72","22,795,142.61","57,770,934.66","88,525,502.76","126,505,478.18","33,283,326.44","70,740,266.57","101,121,912.21","122,862,954.08","10,372,627.72","38,180,000.49","56,209,320.86","93,235,777.35","24,313,636.71"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,708,330.24","2,580,178.12","2,292,852.70","476,315.62","1,180,656.12","1,443,115.06","2,382,725.47","143,013.33","791,159.50","1,321,383.23","2,855,749.34","450,377.73","2,113,056.17","2,318,190.33","3,552,558.70","425,724.08","1,179,001.56","1,487,494.51","3,051,241.14","115,235.23","1,024,383.04","1,326,705.28","2,620,142.12","122,676.67","996,693.13","1,071,774.79","1,507,714.42","660,417.34","859,554.56","983,386.80","3,219,831.96","36,156.13","2,620,356.18","2,735,499.10","4,584,894.81","3,325,821.44"
营业外收入,"53,346.15","9,696,275.89","6,826,244.59","70,588.00","4,688,318.77","5,128,739.73","11,059,204.95","10,500.00","445,311.92","3,398,970.62","2,782,928.13","147,955.90","979,384.70","1,107,598.40","1,567,773.93","749,696.40","1,101,906.26","2,874,460.40","3,782,901.79","1,170,507.70","2,878,079.06","3,112,886.18","4,503,691.35","8,300.00","585,662.01","2,097,490.60","4,158,892.21",523.50,"792,896.94","6,185,026.49","8,852,602.54","18,855.01","1,605,461.15","1,982,335.31","2,207,093.41","1,097,413.49"
销售费用,"7,897,884.74","19,896,151.40","20,431,887.16","5,738,011.86","12,303,462.69","20,921,518.70","29,237,684.82","7,884,134.70","14,539,177.35","22,057,677.14","32,802,624.73","8,001,697.99","16,616,797.47","26,943,781.55","42,445,835.00","9,710,982.79","24,244,708.57","35,520,075.78","51,310,469.15","11,241,182.10","19,276,201.39","27,009,254.77","37,814,500.43","7,042,043.00","14,312,555.06","21,237,479.64","29,882,459.15","8,071,852.96","14,751,480.46","21,599,116.25","28,419,830.72","6,753,363.69","12,446,969.37","18,971,258.40","26,466,688.42","6,863,326.55"
减:营业外支出,"671,245.80","389,261.60","1,456.00","1,016,146.25",,,"20,437.41","10,000.00","15,300.00","345,326.68","490,326.68",130.83,"5,230.83","173,987.89","968,000.90",105.80,"5,768.56","5,768.56","427,121.30","52,209.28","46,506.22","48,005.63","60,626.96","6,200.26","60,200.26","160,200.26","1,624,245.00",,,,"2,960.06",,"84,350.00","84,533.78","44,259.39",
管理费用,"22,520,574.13","24,844,213.73","31,517,414.74","8,395,199.48","16,318,368.54","25,902,384.32","45,335,024.51","11,131,777.49","25,113,918.27","37,372,810.10","48,562,313.19","13,011,832.55","24,374,405.63","36,292,722.85","52,052,459.03","16,817,792.36","32,351,841.79","49,511,106.00","76,051,768.83","16,538,835.31","30,204,683.48","43,764,715.18","58,322,643.99","15,359,464.46","25,436,490.07","38,436,227.01","54,168,753.62","15,062,101.47","26,593,598.92","40,244,069.41","55,000,701.14","15,296,176.05","26,901,545.23","38,984,608.96","55,218,892.17","13,281,720.35"
其中:非流动资产处置净损失,"431,543.41","43,818.60","1,456.00","1,456.00",,,,,,,,,"3,600.00",,"93,504.07",,,,"371,251.06",,,,"49,696.73",,,,,,,,"2,960.06",,"70,486.10",,,
