科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"200,429,989.71","231,966,867.20","253,294,137.68","168,784,394.52","250,772,429.24","351,033,201.40","78,866,783.07","187,244,742.89","285,378,705.14","413,377,198.30","127,333,121.19","259,948,661.52","386,846,772.97","519,866,778.26","125,444,418.53","288,533,867.28","451,747,401.31","605,861,885.03","123,096,422.92","305,409,847.48","524,462,120.85","761,055,517.03","144,571,302.76","375,517,452.58","564,105,162.18","761,186,111.45","141,688,444.56","341,887,600.04","552,993,108.31","822,425,253.45","168,334,147.73","374,385,517.69","575,037,453.12","772,336,483.85","162,017,699.04","416,086,790.49"
二、营业利润,"28,366,876.32","32,561,831.50","44,092,822.51","28,983,428.30","41,835,416.53","58,435,576.24","9,546,616.51","33,555,228.66","49,670,396.46","58,318,480.68","13,283,664.86","33,582,155.20","39,449,302.25","1,666,080.43","-4,881,917.58","6,609,231.44","-11,908,100.18","-88,660,314.24","-16,937,116.01","-17,858,419.72","-20,611,189.25","-8,299,267.77","-14,335,162.01","4,920,677.75","11,457,005.05","23,765,813.61","-11,763,807.66","3,238,864.91","13,687,811.47","17,177,408.91","-9,334,176.69","4,757,613.03","8,624,401.15","-26,544,168.59","-3,765,481.65","7,632,924.68"
减:营业成本,"143,437,054.29","167,209,400.97","159,576,578.02","106,263,394.40","159,155,032.39","225,637,160.27","51,290,477.79","122,753,618.46","188,859,439.03","275,135,423.16","89,856,839.10","176,367,356.75","269,046,574.93","375,403,736.74","95,319,842.33","212,430,226.15","354,500,235.27","482,245,490.23","93,977,526.67","237,314,989.65","402,505,568.59","565,571,332.77","108,123,583.09","270,712,727.69","405,754,718.82","540,122,903.14","107,331,102.10","247,588,851.02","402,003,866.81","587,733,353.59","124,508,150.45","271,648,110.32","416,513,187.33","555,032,771.35","111,857,005.98","308,162,469.09"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"792,372.16","1,678,363.47","1,468,826.65","1,038,088.87","1,393,689.43","1,949,155.46","484,889.27","858,945.30","1,392,426.79","2,083,937.89","281,253.84","1,124,278.36","1,540,207.45","2,019,898.62","446,449.88","899,938.96","1,423,952.89","2,747,506.61","455,276.29","1,679,790.70","2,743,662.05","5,073,313.67","638,017.90","2,490,310.20","3,853,900.39","5,417,514.85","790,634.11","2,389,862.02","3,286,046.04","8,404,707.30","950,331.56","3,878,522.54","7,145,108.10","10,455,170.29","664,067.79","3,088,911.14"
营业外收入,"12,248,138.25","2,692,794.14","3,202,630.20","1,178,973.55","2,470,025.83","4,506,253.61","648,367.40","1,484,817.06","4,704,514.86","8,358,526.83","562,105.16","13,585,808.76","14,578,636.75","17,574,547.76","765,496.53","1,751,100.16","2,929,104.26","6,356,266.33","19,140,740.43","20,679,242.78","39,058,825.83","39,561,614.88","1,384,596.91","2,068,678.42","3,785,562.78","4,543,152.19","985,374.15","2,288,603.24","3,700,322.95","4,973,376.39","766,069.40","2,012,316.77","2,904,582.93","2,277,416.84","1,245,879.09","1,091,907.73"
销售费用,"7,767,935.26","8,804,832.36","11,696,129.01","8,180,989.72","12,675,785.94","17,737,415.47","5,030,570.55","9,301,152.28","13,982,363.26","24,352,267.44","7,680,334.09","16,473,775.96","25,882,840.07","37,251,926.96","8,593,710.51","17,226,555.84","30,471,416.42","49,960,863.67","7,867,603.76","16,497,530.24","26,644,782.55","41,048,548.38","12,706,004.66","24,562,317.68","38,343,551.00","49,590,245.71","9,093,955.64","18,917,533.58","29,256,910.79","45,820,256.00","12,153,832.87","25,644,791.48","36,767,215.04","46,774,039.92","11,735,973.83","22,318,718.26"
减:营业外支出,"585,289.63","922,478.53","727,147.58","439,610.16","605,386.54","858,564.84","245,614.07","596,113.12","820,740.18","1,289,942.59","1,133,577.87","1,823,423.84","2,224,483.17","2,592,789.78","262,371.16","720,924.96","1,500,916.90","1,176,230.98","297,383.39","669,284.17","1,438,686.42","1,759,821.78","102,663.73","235,904.86","523,075.33","1,622,532.33","55,994.60","414,833.59","727,236.64","1,692,563.98","135,474.11","171,289.06","464,586.66","2,109,062.70","86,490.63","161,830.28"
管理费用,"18,050,309.45","16,308,275.84","27,890,968.99","17,540,826.61","26,586,512.55","36,372,069.08","10,818,876.56","21,507,491.89","33,196,089.74","50,131,359.80","15,541,726.82","31,208,968.32","49,619,041.78","71,472,404.51","21,202,216.09","47,607,929.58","67,045,378.94","102,319,180.25","28,096,950.43","55,387,791.26","89,580,689.98","122,853,168.59","31,354,243.56","58,983,284.56","83,342,040.59","108,455,584.57","30,964,394.09","59,715,004.12","89,149,116.88","117,424,126.68","34,312,312.84","56,232,569.32","86,395,785.46","128,313,408.32","33,186,012.30","62,478,323.99"
其中:非流动资产处置净损失,,,,,,"6,127.25",,,,"8,803.96",,"56,952.14",,"141,745.73",,,,"197,035.11",,,,"314,068.92",,,,"269,321.31",,"371,979.04",,"398,652.68",,"34,035.69",,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,183,359.15","2,986,570.08","5,512,329.20","4,472,399.99","6,820,725.77","9,069,760.86","1,695,352.39","-782,775.86","-1,773,092.30","-272,765.55","689,302.48","1,184,315.19","1,300,994.75","11,649,634.97","4,764,117.30","10,702,476.94","17,496,269.82","27,040,424.18","9,636,181.78","17,381,420.17","28,591,861.75","35,171,232.87","6,559,965.56","13,967,301.83","21,573,113.46","25,675,861.83","5,414,702.79","10,275,385.36","15,905,734.55","19,910,186.61","5,833,459.80","12,352,554.18","19,968,358.20","29,659,375.49","8,353,256.86","14,961,684.52"
三、利润总额,"40,029,724.94","34,332,147.11","46,568,305.13","29,722,791.69","43,700,055.82","62,083,265.01","9,949,369.84","34,443,932.60","53,554,171.14","65,387,064.92","12,712,192.15","45,344,540.12","51,803,455.83","16,647,838.41","-4,378,792.21","7,639,406.64","-10,479,912.82","-83,480,278.89","1,906,241.03","2,151,538.89","17,008,950.16","29,502,525.33","-13,053,228.83","6,753,451.31","14,719,492.50","26,686,433.47","-10,834,428.11","5,112,634.56","16,660,897.78","20,458,221.32","-8,703,581.40","6,598,640.74","11,064,397.42","-26,375,814.45","-2,606,093.19","8,563,002.13"
资产减值损失,"-167,793.31","2,417,592.98","3,056,483.30","2,305,266.63","2,305,266.63","1,832,064.02",,"51,082.16","51,082.16","3,628,494.88",,"7,811.74","7,811.74","20,403,096.03",,"-6,942,491.63","-7,281,751.85","30,209,634.33",,"-4,993,254.82","-4,993,254.82","928,292.59","-475,350.00","-119,167.13","-219,167.13","5,867,109.23",,,,"24,957,114.36",,,"-150,000.00","32,975,626.40","-25,500.00","-25,500.00"
减:所得税,"6,221,729.98","5,992,617.63","9,850,365.63","5,799,355.10","8,326,154.94","12,155,592.01","2,005,748.85","6,007,374.23","9,251,620.07","11,655,359.06","2,029,117.22","7,186,102.52","8,658,532.64","2,649,802.36","-832,174.37","1,570,896.00","-33,003.12","-3,137,698.71","373,546.91","-261,345.34","1,157,788.34","5,324,699.39","-2,912,774.04","-269,819.39","1,803,425.49","3,237,737.49","-1,494,780.00","1,389,376.34","4,483,543.77","2,638,282.97","-1,138,692.81","2,676,216.75","3,234,630.61","11,240,873.59","3,335,616.09","1,739,124.04"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,900.00,,,,-900.00,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,123.61,,,,,,,,,,,,,,,,,,,,,"1,292,004.07",,,,"-2,291,078.51","142,536.51","237,900.97","296,378.23","-998,100.00","89,763.10","128,643.18","226,602.16","125,551.25","-12,363.93","1,280,769.89"
四、净利润,"33,807,994.96","28,339,529.48","36,717,939.50","23,923,436.59","35,373,900.88","49,927,673.00","7,943,620.99","28,436,558.37","44,302,551.07","53,731,705.86","10,683,074.93","38,158,437.60","43,144,923.19","13,998,036.05","-3,546,617.84","6,068,510.64","-10,446,909.70","-80,342,580.18","1,532,694.12","2,412,884.23","15,851,161.82","24,177,825.94","-10,140,454.79","7,023,270.70","12,916,067.01","23,448,695.98","-9,339,648.11","3,723,258.22","12,177,354.01","17,819,938.35","-7,564,888.59","3,922,423.99","7,829,766.81","-37,616,688.04","-5,941,709.28","6,823,878.09"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"29,511,380.61","26,795,873.17","35,419,373.08","23,397,842.97","34,471,805.17","48,713,068.94","8,003,701.06","28,091,535.52","43,928,428.44","54,817,585.78","10,912,319.84","39,487,075.15","46,033,012.59","19,590,113.21","-2,285,595.97","5,667,510.08","-9,420,214.11","-69,705,516.61","2,106,393.07","3,481,594.44","17,167,122.92","25,314,186.04","-9,861,104.23","7,314,553.42","13,267,092.81","23,448,695.98","-9,328,403.74","3,826,811.35","12,434,850.71","18,191,842.80","-7,470,624.26","2,482,769.38","3,375,717.92","-37,322,560.80","-4,683,843.99","7,018,973.71"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
