科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"155,142,119.22","131,727,779.03","144,682,789.52","180,879,449.77","196,174,758.16","296,577,790.86","771,895,611.26","897,387,727.59","812,659,550.79","168,207,063.60"
短期借款,"67,000,000.00","122,741,748.50","25,187,960.00","23,968,750.00","24,336,000.00","134,947,100.00","131,672,197.09","270,311,400.00","271,300,948.62","21,770,209.19"
交易性金融资产,"6,877,072.41",,"1,438,052.07",,,"1,130,064.00","1,125,728.00","1,496,732.00","2,163,552.00","716,000.00"
交易性金融负债,,"219,241.14",,"370,419.82",,,,,,
应收票据,"8,050,228.40","12,909,146.87","34,975,413.00","48,794,392.79","37,684,880.80","45,079,603.74","95,934,151.80","75,308,417.30","45,722,940.49","75,156,604.38"
应付票据,"175,880,000.00","182,305,900.00","181,677,755.46","203,199,900.00","223,120,000.00","215,360,000.00","245,121,733.36","259,424,893.36","297,447,072.87","368,326,727.21"
应收账款,"191,251,890.78","153,763,352.49","163,619,136.05","294,208,400.70","265,617,831.16","188,791,170.48","285,742,762.70","303,949,902.32","258,622,763.32","225,085,601.27"
应付账款,"433,247,855.92","353,817,654.35","303,309,979.91","356,281,615.64","292,620,906.88","411,904,138.67","458,974,570.23","506,608,156.87","475,613,053.84","689,597,203.31"
预付款项,"10,920,366.61","10,607,525.22","10,905,497.09","7,184,916.75","17,243,066.71","9,139,334.40","18,308,068.09","13,934,412.28","39,434,468.48","20,565,669.42"
预收款项,"42,696,656.44","29,451,464.12","44,341,399.21","40,545,794.78","36,807,218.67","50,780,502.51","42,611,765.40","52,406,732.23","55,472,527.66","114,139,900.36"
其他应收款,"14,564,766.82","27,124,774.51","31,511,932.48","31,801,136.85","27,450,451.12","30,837,297.17","12,296,432.50","33,239,335.83","26,072,149.41","29,960,726.69"
应付职工薪酬,"43,528,506.70","51,035,215.89","57,485,525.06","46,065,059.80","58,098,856.53","70,583,687.33","54,743,261.75","69,501,358.49","87,433,626.37","98,041,946.31"
应收关联公司款,,,,,,,,,,
应交税费,"9,185,021.05","15,261,744.18","15,274,115.60","19,168,703.90","21,383,026.78","26,603,445.51","36,822,239.76","29,916,340.29","35,495,893.00","40,920,865.87"
应收利息,,,,,,"52,721.20","576,781.48","1,404,665.62","2,412,147.04",
应付利息,"99,343.56","345,282.87","64,166.61","2,968.75","2,968.75","104,749.57","1,115,960.55","3,061,415.89","5,557,262.47",560.83
应收股利,,,,,,,,,,
应付股利,,,,,,,,"68,201,100.00",,
存货,"453,575,303.29","406,852,326.52","339,769,525.05","262,037,768.61","273,675,714.73","375,693,690.91","292,778,778.26","349,053,844.80","415,411,887.20","657,445,920.56"
其他应付款,"3,945,249.06","4,059,760.35","4,446,840.36","10,094,769.37","11,538,587.86","9,204,059.78","40,933,053.93","50,389,098.17","62,109,392.77","49,386,969.54"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,
一年内到期的非流动负债,"33,254,655.00",,"3,672,809.85","216,912.32",,,,,,"595,812.96"
其他流动资产,"17,419,085.95","21,427,584.15","47,870,417.04","1,979,654.83","77,894,461.49","225,315,783.30","722,323,982.18","815,714,373.40","870,125,315.58","1,415,979,202.95"
其他流动负债,,,,,,,,,,
流动资产合计,"857,800,833.48","764,412,488.79","774,772,762.30","826,885,720.30","895,741,164.17","1,172,617,456.06","2,200,982,296.27","2,491,489,411.14","2,472,624,774.31","2,593,116,788.87"
流动负债合计,"808,837,287.73","759,238,011.40","635,460,552.06","699,914,894.38","667,907,565.47","919,487,683.37","1,011,994,782.07","1,309,820,495.30","1,290,429,777.60","1,382,780,195.58"
可供出售金融资产,"5,069,204.90",,,,,,,,,
长期借款,"14,072,201.37","10,623,292.01","39,895,771.94","7,113,223.64","6,942,457.13","6,599,347.67","4,099,347.67","3,848,001.03","3,610,385.43","3,370,998.62"
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,"7,830,671.04"
长期股权投资,,,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,,"324,804.00",,,,,,
固定资产,"280,603,663.35","325,825,947.06","428,234,524.70","408,697,317.86","577,060,211.61","605,835,208.39","584,148,634.99","601,692,361.30","611,594,600.98","648,193,485.40"
递延所得税负债,"2,528,297.88","3,310,058.01","4,347,809.17","4,111,350.37","3,565,454.27","4,447,932.01","6,269,221.51","5,764,682.67","5,646,748.00","12,415,340.11"
