科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"510,734,109.26","1,157,998,030.38","1,734,641,178.72","2,468,596,744.39","456,905,265.58","1,205,022,330.23","1,731,942,002.62","2,706,062,399.99","723,223,951.33","1,479,061,278.58","2,180,967,446.14","3,211,066,178.92","752,164,330.00","1,765,788,380.16","2,590,903,211.80","4,027,879,313.74","1,152,314,109.30","2,120,303,257.07","3,078,613,304.72","4,519,076,736.94","871,894,765.73","2,088,329,802.12","3,398,826,891.55","6,183,261,443.58","1,055,785,940.62","2,701,667,506.31","4,425,891,582.23","7,915,172,624.99","1,106,644,912.70","2,992,850,220.93","4,329,079,051.53","7,984,031,029.75","873,950,576.35","2,657,449,393.90","4,762,171,186.89","8,602,588,791.38","1,906,333,192.46","3,979,668,583.80","5,152,385,783.80","7,229,672,814.11","1,550,095,749.43","2,857,912,923.30","3,869,910,074.83","4,347,688,462.20","564,826,592.24","1,130,116,570.22","1,570,874,026.13","2,416,499,963.41","347,241,301.49"
二、营业利润,"17,862,141.57","24,451,107.18","33,331,511.10","-34,646,539.59","12,647,467.27","35,429,417.13","75,100,436.92","126,454,666.32","24,282,058.26","48,983,363.62","57,975,297.61","81,182,695.89","-13,632,297.69","37,290,582.36","43,852,207.10","78,372,369.54","-32,833,282.10","-27,368,841.37","-61,578,105.82","-16,442,403.21","-87,179,393.16","-77,844,524.08","-30,241,660.54","-1,452,372.33","-135,532,224.30","-131,712,365.83","-156,427,875.87","63,853,868.17","-139,563,971.41","-125,673,572.17","-194,346,558.46","58,084,716.62","-171,507,539.32","-336,200,510.09","-542,068,464.02","-210,545,231.54","-161,346,624.34","-383,444,584.41","-658,141,971.82","-1,919,051,740.92","-134,473,222.75","-319,713,207.58","-502,268,852.51","-2,810,497,499.43","-156,005,564.81","-367,070,429.73","260,950,582.49","591,248,930.85","-172,935,946.57"
减:营业成本,"356,485,436.98","856,168,503.92","1,322,162,295.24","1,872,468,189.24","331,800,614.12","916,009,648.32","1,282,783,240.25","2,021,986,036.73","570,432,337.08","1,138,687,624.77","1,686,878,431.79","2,481,787,573.65","619,970,648.29","1,429,370,949.80","2,093,991,521.92","3,275,300,901.52","1,007,092,765.98","1,801,184,836.14","2,604,962,273.35","3,729,408,926.60","746,085,823.07","1,748,986,842.91","2,869,428,762.53","5,056,031,397.13","905,091,600.80","2,263,289,625.94","3,718,904,144.22","6,500,578,405.45","950,039,372.76","2,441,454,872.47","3,437,385,375.06","6,384,289,162.66","691,095,302.48","2,266,752,340.25","4,218,333,447.82","7,494,012,338.05","1,740,748,377.75","3,526,359,251.76","4,598,325,863.69","6,417,340,170.06","1,324,170,948.01","2,418,148,965.19","3,258,873,870.57","3,483,517,515.56","420,074,141.20","851,649,420.01","1,161,537,279.43","1,804,581,997.39","226,508,117.69"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,132,302.78","8,479,385.37","12,198,929.25","15,104,838.16","2,093,405.95","5,866,474.94","9,832,700.55","15,140,644.20","3,388,916.90","7,924,545.23","12,117,324.32","17,034,429.63","5,405,142.25","8,325,429.22","11,037,023.50","20,550,804.33","2,482,076.00","8,623,976.06","13,669,599.68","29,049,002.26","3,432,660.61","11,484,369.63","15,922,937.55","26,398,619.21","4,102,055.16","10,534,308.81","13,204,745.93","28,594,538.05","3,330,031.12","10,776,914.73","15,407,913.24","36,252,138.32","1,689,425.33","6,175,662.08","13,556,030.44","24,564,660.35","4,221,026.21","8,242,456.98","8,096,364.08","20,894,210.41","3,767,736.38","11,699,997.92","15,398,533.21","26,766,618.89","2,751,733.13","10,767,669.17","11,980,289.87","22,673,519.01","2,997,621.23"
营业外收入,"4,009,494.54","26,258,102.39","28,812,981.05","116,903,027.46","244,226.05","1,931,865.06","6,558,933.93","8,690,572.99","784,524.79","1,924,441.14","38,659,345.95","59,428,715.57","12,262,164.77","34,388,135.25","72,391,450.42","106,704,017.90","31,228,508.60","56,965,755.59","71,222,693.78","112,865,629.50","39,633,676.02","64,965,863.50","90,745,899.81","276,502,599.99","27,245,725.88","82,755,779.34","135,929,381.02","202,612,545.79","32,592,211.79","66,229,297.71","104,259,031.66","261,383,850.51","14,557,844.51","47,698,110.87","148,299,400.45","298,604,959.89","9,733,972.85","35,497,488.52","59,094,320.47","121,695,879.56","10,326,383.52","1,834,961.02","8,391,398.25","5,141,187.50","248,267.66","749,430.74","2,572,902.54","3,586,872.01","16,520,202.56"
销售费用,"66,664,761.69","120,760,870.32","183,502,875.83","260,581,857.55","43,269,167.44","83,703,747.18","119,370,050.86","176,122,297.56","46,587,990.90","106,395,166.42","155,136,326.68","208,907,141.13","48,508,161.36","90,850,506.97","141,979,833.99","212,540,161.11","60,012,916.42","109,934,568.17","175,285,581.76","229,802,983.66","65,552,190.76","114,119,018.43","163,829,803.59","275,293,521.78","72,311,830.49","141,211,466.12","208,901,692.98","327,039,540.29","58,382,264.20","129,319,157.07","202,257,466.17","313,689,957.63","60,166,230.68","122,384,086.97","187,383,052.17","338,621,515.24","46,633,799.79","123,767,066.81","184,111,948.54","293,815,818.51","50,041,307.09","124,194,175.78","179,789,031.89","239,168,924.85","68,254,777.62","123,931,694.86","166,342,694.86","203,154,386.47","40,855,000.70"
减:营业外支出,"277,653.78","336,664.69","867,292.99","791,425.12","61,493.06","580,175.63","701,978.80","2,204,424.71","24,364.37","520,730.19","765,035.85","3,714,447.28","8,326.65","328,086.37","641,841.88","1,323,604.82","12,888.07","938,085.00","950,343.55","1,453,890.25","754,415.07","754,415.07","1,585,979.85","1,905,582.39","32,220.12","293,214.09","293,273.51","1,214,692.74","182,287.09","238,761.18","990,514.08","2,135,571.94","257,810.96","1,340,530.67","1,835,019.04","3,165,085.49","272,605.85","459,275.27","1,045,548.54","3,648,927.83","83,451.79","1,350,828.31","1,354,716.31","1,130,745.20",486.30,"202,529.86","509,241.75","1,067,177.32","573,074.36"
管理费用,"31,394,776.39","82,235,903.63","163,230,358.69","230,801,333.86","43,249,239.77","105,335,571.90","151,104,862.28","223,044,370.44","56,790,771.20","133,695,417.17","203,457,480.99","286,593,484.73","74,463,610.31","160,063,791.06","237,079,839.62","329,730,096.24","94,063,328.19","177,775,976.68","258,808,451.00","370,243,808.20","100,424,706.97","192,172,001.19","277,401,768.98","592,115,893.40","155,726,748.50","314,947,896.43","474,221,943.32","662,358,679.26","158,071,346.81","360,585,165.47","594,249,124.22","760,817,477.98","192,903,773.77","391,558,564.91","597,897,344.42","757,913,442.81","205,991,623.89","423,893,390.46","665,411,171.93","1,189,538,143.51","236,559,605.05","496,483,747.93","745,777,497.45","1,194,405,087.51","221,124,313.52","434,354,792.04","559,038,144.35","688,440,521.28","122,028,284.02"
其中:非流动资产处置净损失,"179,923.39","129,726.44","187,488.68","-73,735,314.60","-19,537.05","185,396.50","-392,588.58","579,242.73","-187,241.90","-254,714.26","-277,873.56","1,541,473.56",-46.40,"-759,662.25","-647,686.61","585,544.25",191.00,"12,794.57","-6,318.39","17,688.07","-838,533.85","-3,270,134.16","-3,271,860.96",273.20,"23,300.97","68,308.45","68,308.45","128,532.18","134,585.80","181,077.08","882,193.60","1,876,158.11","91,076.91","472,307.87","800,282.85","2,085,038.17","91,076.91","124,107.91","662,162.44","3,033,712.53","72,491.23","221,288.88","221,288.88",,,,,,
