科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"31,944,603.18","25,145,977.30","37,652,318.10","40,213,475.32","1,184,842,037.75","1,044,166,164.69","992,054,913.79","994,469,304.73","898,073,188.04","901,414,162.30","931,799,480.63","963,016,322.39","823,070,862.18","575,438,980.94","608,846,312.05","550,328,527.55","354,001,390.84","341,014,030.99","149,467,118.05","293,887,610.01","339,721,303.53","226,744,502.41","247,503,386.02","330,135,885.67","384,185,645.30","247,640,517.07","228,294,276.71","275,758,885.15","251,975,467.46","131,852,653.40","289,974,987.74","380,825,596.42","486,709,031.82","304,439,484.19","463,781,449.43","582,747,336.52"
短期借款,"91,000,000.00","116,630,909.44","77,177,758.00","85,000,000.00","90,000,000.00",,,,,,,,,,,,"499,211.55",,"573,647.50",,,"63,072,195.00","142,274,776.00","77,923,200.00","50,000,000.00",,,,"245,000,000.00","120,000,000.00","242,589,192.00","348,939,192.00","751,646,032.00","446,434,154.41","645,999,702.63","750,014,941.63"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"58,440,704.55","105,730,509.96","101,825,919.06","98,773,942.69","108,101,208.65","91,976,069.50","121,853,336.31","89,100,042.02","78,600,593.63","106,695,665.34","127,474,022.33","137,878,062.79","149,042,459.15","199,702,883.50","212,955,197.39","177,401,766.00","240,958,287.43","300,097,722.00","286,723,945.54","270,807,992.87","231,700,656.04","275,278,956.50","297,974,093.21","212,265,646.29","185,784,828.90","256,338,613.80","312,514,921.43","213,708,957.61","220,379,943.59","326,855,737.19","351,524,402.89","338,035,128.18","307,170,570.62","347,826,661.27","420,677,087.99","348,431,140.22"
应付票据,"22,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"164,850,637.45","163,606,232.95","184,130,992.80","182,808,088.80","226,764,276.92","264,166,201.26","248,816,723.19","250,558,958.52","299,996,094.62","264,565,482.69","279,494,899.24","276,586,529.63","318,766,884.35","296,464,426.22","315,227,306.28","334,338,643.83","415,981,181.53","484,925,974.55","526,117,036.41","531,416,166.30","629,750,598.42","703,012,916.28","706,885,016.20","697,490,080.11","673,190,044.05","695,802,657.14","772,697,419.05","798,757,378.87","939,328,108.70","862,091,826.11","954,993,845.37","876,875,926.64","1,111,560,172.10","1,157,446,505.47","1,236,217,997.05","1,294,785,243.93"
应付账款,"24,384,328.50","29,257,070.76","34,106,539.07","39,693,367.88","35,724,093.23","56,003,340.37","52,648,980.89","69,510,590.22","57,520,206.10","36,167,033.63","33,119,676.63","56,047,066.42","66,380,186.32","74,563,684.14","63,915,497.02","78,005,922.23","70,438,057.33","104,566,450.91","87,411,891.50","101,283,202.21","104,564,638.01","94,244,617.63","89,012,044.99","90,508,746.81","115,618,715.70","106,262,530.52","130,664,121.01","140,452,083.48","140,931,013.08","140,618,189.66","172,752,134.17","174,895,781.58","186,368,414.28",,"213,089,639.45",
预付款项,"30,088,546.19","46,592,001.69","41,330,978.83","55,310,770.72","80,063,669.76","86,206,251.75","73,063,588.51","115,804,901.88","78,209,433.28","67,114,797.45","51,706,943.69","58,279,329.86","89,912,885.68","73,795,828.73","131,648,755.43","156,765,297.91","12,940,808.44","27,906,839.25","25,057,599.51","37,111,555.16","22,051,943.24","16,114,462.65","12,918,970.37","22,966,442.63","15,923,800.84","16,939,865.80","23,364,123.94","22,499,235.45","23,953,033.06","17,915,705.07","17,738,972.38","29,084,587.70","27,093,248.64","30,386,257.50","23,946,745.22","31,098,568.51"
预收款项,"29,641,657.30","16,824,229.48","13,299,339.10","22,591,585.43","11,658,234.51","14,410,977.02","14,706,391.38","20,000,900.41","12,584,569.04","10,949,298.99","31,839,014.27","55,054,950.77","43,696,775.73","50,437,849.56","70,334,430.86","100,705,676.29","89,192,694.55","148,037,439.02","149,369,601.58","169,299,390.70","145,844,666.45","155,442,846.94","110,464,398.02","112,711,391.84","89,250,085.48","98,988,319.08","61,754,735.91","88,078,624.51","71,619,916.24","48,884,521.07","60,687,449.56","92,036,969.82","67,112,334.96","94,816,882.85","51,486,920.01","63,339,413.76"
其他应收款,"841,919.37","1,122,177.67","2,351,091.70","1,788,445.21","2,076,262.19","2,150,260.68","2,744,350.36","2,735,126.80","1,738,969.42","2,977,753.15","1,457,477.28","4,712,862.16","2,582,734.17","1,739,907.49","1,823,710.11","2,510,580.58","2,503,143.56","4,113,828.36","5,952,714.22","5,731,858.20","6,630,941.16","6,219,507.11","4,904,629.41","5,923,469.21","5,245,309.50","6,766,411.16","14,717,047.93","14,584,111.06","8,825,512.65","12,982,123.85","9,976,999.82","9,425,979.94","11,467,407.01","26,807,648.40","11,384,529.94","11,107,141.71"
应付职工薪酬,"7,287,969.43","9,704,778.43","11,382,252.51","11,566,437.76","13,659,056.50","14,564,645.97","19,186,312.96","19,850,245.84","19,631,666.14","20,572,985.96","21,364,558.42","25,005,333.28","30,082,690.04","33,005,514.79","51,407,744.58","58,515,920.36","57,657,925.66","63,190,112.51","83,388,394.14","69,885,472.66","72,806,922.13","79,181,711.33","106,454,448.44","84,943,366.19","94,559,805.29","96,682,760.25","122,530,990.48","94,244,048.25","102,725,517.93","112,413,699.14","146,449,666.14","115,063,743.22","129,935,284.06","136,958,059.32","193,968,301.95","171,466,885.73"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
