科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"408,949,247.93","546,208,658.97","635,102,983.91","167,624,331.08","365,313,579.57","555,842,011.68","901,051,025.45","208,424,345.89","473,147,821.27","706,271,301.76","1,000,196,727.96","231,240,474.96","487,055,366.23","805,658,098.35","919,215,677.62","299,849,566.80","574,469,191.47","911,788,246.60","1,155,368,607.63","377,086,415.06","755,447,142.13","1,116,292,725.68","1,401,981,235.37","334,370,213.68","739,726,166.30","959,015,137.60","842,777,647.33","257,586,675.99","490,209,394.92","725,619,775.82","674,394,472.32","240,140,326.62","490,608,060.47","715,186,229.02","894,375,824.02","240,866,468.29","628,118,645.14"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"9,190,910.04","2,502,825.10","3,746,466.71","2,247,832.66","4,655,641.84","7,177,118.61","8,898,417.24","6,638,245.96","8,286,283.94","11,409,955.92","18,378,907.10","3,641,727.07","5,632,689.43","11,232,453.42","16,298,009.62","11,620,173.86","15,745,557.73","23,765,562.03","35,802,544.48","7,474,295.79","12,627,058.05","20,772,845.29","22,573,534.35","8,557,450.26","14,874,419.83","23,810,198.89","39,579,103.76","8,784,017.18","10,810,733.41","17,861,571.37","24,626,660.90","14,816,002.02","26,283,823.33","31,725,940.90","28,439,072.01","14,989,242.56","24,941,267.90"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"3,805,000,000.00","370,000,000.00","1,430,000,000.00","2,000,000,000.00","3,862,659,130.10","599,963,749.43","1,180,975,499.86","1,310,975,499.86","2,086,365,259.86","465,260,409.50","840,000,000.00","1,611,342,031.24","2,809,113,568.58","214,369,376.79","424,485,291.21","425,201,631.71","501,430,916.29",,"147,242,002.93"
收到其他与经营活动有关的现金,"392,769.58","1,106,659.52","2,389,217.57","535,625.81","2,359,788.41","4,572,659.26","6,391,199.55","4,956,804.44","6,412,160.63","16,018,687.86","19,771,528.97","6,041,995.86","14,469,502.33","22,672,463.08","31,002,104.07","4,080,756.69","9,921,428.94","14,106,950.82","7,062,556.98","482,189.21","614,016.79","9,923,345.64","1,370,469.67","978,825.69","6,403,023.72","6,308,788.24","11,447,546.89","1,148,001.42","937,429.66","1,676,294.07","5,276,943.48","262,238.29","3,779,383.70","6,771,518.93","11,822,033.55","50,403,960.90","8,973,957.37"
投资活动现金流出小计,"13,957,977.56","62,028,212.37","41,888,149.35","38,748,749.53","40,733,153.82","62,529,125.35","104,179,556.86","29,594,481.55","40,673,585.94","67,863,205.06","93,577,621.44","28,885,731.22","35,465,385.88","40,210,286.35","50,506,875.57","10,769,593.47","118,513,562.42","613,122,794.26","3,833,339,907.11","376,481,183.87","1,465,136,922.05","2,064,250,555.20","3,967,151,193.86","618,118,345.98","1,248,794,686.25","1,503,232,345.46","2,503,740,892.53","586,948,813.04","971,252,989.35","1,780,650,035.08","3,277,760,953.89","233,890,399.23","460,371,071.49","487,480,886.72","608,574,653.66","17,623,106.92","225,880,186.02"
经营活动现金流入小计,"418,532,927.55","549,818,143.59","641,238,668.19","170,407,789.55","372,329,009.82","567,591,789.55","916,340,642.24","220,019,396.29","487,846,265.84","733,699,945.54","1,038,347,164.03","240,924,197.89","507,157,557.99","839,563,014.85","966,515,791.31","315,550,497.35","600,136,178.14","949,660,759.45","1,198,233,709.09","385,042,900.06","768,688,216.97","1,146,988,916.61","1,425,925,239.39","343,906,489.63","761,003,609.85","989,134,124.73","893,804,297.98","267,518,694.59","501,957,557.99","745,157,641.26","704,298,076.70","255,218,566.93","520,671,267.50","753,683,688.85","934,636,929.58","306,259,671.75","662,033,870.41"
投资活动产生的现金流量净额,"-1,845,030.47","-61,861,872.98","-41,888,149.35","-38,748,749.53","-40,691,672.26","-62,487,643.79","-104,179,556.86","-29,594,481.55","-40,673,585.94","-67,783,936.01","-93,369,004.55","-28,885,731.22","-35,437,385.88","-40,182,286.35","-50,470,520.61","-10,769,593.47","-17,416,576.12","-330,704,564.56","-466,087,420.81","280,903,413.58","-89,230,490.85","-85,800,040.27","-152,952,081.69","33,863,766.30","-49,843,687.95","-198,796,070.92","-197,319,625.09","53,651,607.33","98,739,066.48","39,329,058.92","70,309,554.00","51,604,553.06","131,077,936.90","112,618,401.48","51,131,497.07","35,076,917.44","-13,399,195.62"
购买商品、接受劳务支付的现金,"346,934,369.05","437,339,228.98","482,910,690.88","154,323,028.84","383,151,386.14","521,742,011.21","839,807,651.80","198,340,485.88","428,632,687.15","657,768,338.23","849,528,316.91","225,118,161.10","449,048,739.09","723,104,419.26","787,085,390.03","288,889,576.26","520,505,052.37","854,637,681.69","1,086,530,089.94","298,134,622.26","582,022,681.93","886,119,448.96","1,018,442,448.54","346,630,814.96","596,885,817.96","787,732,638.56","581,539,396.68","199,298,011.74","410,671,332.64","557,987,559.45","430,914,895.93","231,053,589.00","414,352,623.66","569,933,662.88","690,632,218.32","145,101,705.36","421,108,049.88"
吸收投资收到的现金,,"20,915,200.00",,,"785,671,864.00","785,671,864.00","798,250,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,951,660.00","3,951,660.00",,
支付给职工以及为职工支付的现金,"11,083,306.24","11,452,808.83","15,031,919.39","5,395,012.72","10,365,045.81","14,079,917.85","19,466,115.71","9,234,342.76","14,783,371.24","20,400,698.70","27,802,601.55","10,631,885.27","18,493,559.04","25,997,010.86","36,884,960.12","12,928,744.95","23,717,418.69","34,451,795.76","48,020,290.67","15,836,468.38","26,530,018.30","35,857,104.53","53,983,173.20","16,344,247.95","28,608,217.77","40,777,049.04","56,310,588.15","15,646,935.84","28,461,308.69","40,427,370.38","57,332,053.68","19,265,264.50","37,004,789.07","52,378,510.45","72,278,694.80","23,771,326.65","47,740,789.46"
取得借款收到的现金,"126,000,000.00","237,717,637.89","152,049,045.84","53,954,400.72","126,261,945.36","126,261,945.36","155,007,251.52","11,498,550.00","78,621,610.05","91,501,410.05","91,784,484.32","48,032,310.31","128,187,689.39","129,295,767.81","129,295,767.81",,"21,125,469.72","21,020,503.96","28,740,084.03","51,314,189.00","95,530,564.10","151,568,935.86","220,406,710.70","36,885,382.47","139,799,143.77","254,487,012.73","327,170,622.73","20,041,200.00","20,041,200.00","36,383,231.24","88,923,606.37","205,551,248.50","213,209,580.60","218,100,036.20","221,100,036.20","11,000,000.00","39,775,000.00"
支付的各项税费,"30,169,866.00","35,018,907.29","32,517,001.01","3,457,500.81","13,178,592.47","26,553,240.04","42,639,930.25","6,578,626.74","15,113,031.92","23,702,244.12","35,574,436.16","9,794,330.07","26,914,796.55","39,673,462.32","48,452,132.58","12,559,450.43","23,806,618.62","33,990,234.76","45,963,246.33","11,311,251.41","27,552,097.84","38,802,903.38","46,348,953.93","10,302,815.36","26,452,121.67","33,416,401.96","41,663,159.94","10,069,757.71","25,635,406.55","32,557,973.91","41,145,766.73","11,241,736.53","28,659,908.30","35,338,089.10","44,155,883.79","12,561,212.33","46,893,708.28"
收到其他与筹资活动有关的现金,"51,444,100.00",,"10,146,000.00",,"2,157,000.00","2,157,000.00",,,,,,"5,542,100.98","56,880,000.00","56,880,000.00","56,880,000.00",,,,,,,,,"30,307,080.20","18,327,808.91","102,871,948.40","131,781,802.01","10,389,760.00",,,,,"34,003.76","48,639.85",,"11,494.74","46,679,369.54"
支付其他与经营活动有关的现金,"5,508,695.03","8,398,879.52","11,570,992.56","3,225,648.03","9,401,232.50","11,330,436.34","49,228,064.63","5,974,589.49","24,098,059.13","35,107,759.31","36,682,336.99","9,299,595.72","18,631,590.20","27,040,221.66","37,222,353.38","13,085,152.74","20,714,715.69","33,488,758.79","47,586,594.30","21,322,855.39","47,291,772.02","87,217,715.90","139,128,615.84","26,572,802.10","48,499,570.88","48,588,166.51","93,778,148.90","26,045,323.57","43,568,330.50","62,979,943.90","104,200,524.86","27,655,792.31","50,233,530.65","72,627,948.90","121,893,311.21","36,248,389.57","62,990,904.56"
筹资活动现金流入小计,"177,444,100.00","258,632,837.89","162,195,045.84","53,954,400.72","914,090,809.36","914,090,809.36","953,257,251.52","11,498,550.00","78,621,610.05","91,501,410.05","91,784,484.32","53,574,411.29","185,067,689.39","186,175,767.81","186,175,767.81",,"21,125,469.72","21,020,503.96","28,740,084.03","51,314,189.00","95,530,564.10","151,568,935.86","220,406,710.70","67,192,462.67","158,126,952.68","357,358,961.13","458,952,424.74","30,430,960.00","20,041,200.00","36,383,231.24","88,923,606.37","205,551,248.50","213,243,584.36","222,100,336.05","225,051,696.20","11,011,494.74","86,454,369.54"
经营活动现金流出小计,"393,696,236.32","492,209,824.62","542,030,603.84","166,401,190.40","416,096,256.92","573,705,605.44","951,141,762.39","220,128,044.87","482,627,149.44","736,979,040.36","949,587,691.61","254,843,972.16","513,088,684.88","815,815,114.10","909,644,836.11","327,462,924.38","588,743,805.37","956,568,471.00","1,228,100,221.24","346,605,197.44","683,396,570.09","1,047,997,172.77","1,257,903,191.51","399,850,680.37","700,445,728.28","910,514,256.07","773,291,293.67","251,060,028.86","508,336,378.38","693,952,847.64","633,593,241.20","289,216,382.34","530,250,851.68","730,278,211.33","928,960,108.12","217,682,633.91","578,733,452.18"
偿还债务支付的现金,"169,200,000.00","211,536,432.23","193,207,297.15","5,012,969.82","146,261,945.36","164,136,287.94","146,722,772.70","26,831.96","23,082,614.48","34,085,145.90","65,366,605.64","5,303,243.54","141,283,029.27","184,003,294.11","183,998,125.31",,,,"28,740,084.03","20,000,000.00","51,400,437.94","51,585,904.44","88,624,908.69","69,096,048.27","133,121,829.94","246,034,847.13","294,016,424.74","146,210,000.00","184,977,200.00","184,977,200.00","224,841,506.37","22,015,412.00","30,591,899.60","240,818,136.20","267,818,136.20","5,000,000.00","8,962,500.00"
经营活动产生的现金流量净额,"24,836,691.23","57,608,318.97","99,208,064.35","4,006,599.15","-43,767,247.10","-6,113,815.89","-34,801,120.15","-108,648.58","5,219,116.40","-3,279,094.82","88,759,472.42","-13,919,774.27","-5,931,126.89","23,747,900.75","56,870,955.20","-11,912,427.03","11,392,372.77","-6,907,711.55","-29,866,512.15","38,437,702.62","85,291,646.88","98,991,743.84","168,022,047.88","-55,944,190.74","60,557,881.57","78,619,868.66","120,513,004.31","16,458,665.73","-6,378,820.39","51,204,793.62","70,704,835.50","-33,997,815.41","-9,579,584.18","23,405,477.52","5,676,821.46","88,577,037.84","83,300,418.23"
分配股利、利润或偿还利息支付的现金,"3,946,130.98","6,334,164.40","22,028,837.28","832,654.70","1,533,997.86","1,533,997.86","1,584,337.77",,"22,371,963.57","22,677,745.15","23,562,325.13","201,723.67","24,456,911.35","24,696,901.45","24,920,361.86",,"24,948,000.00","24,948,000.00","25,155,868.29","110,409.59","24,332,941.07","24,370,979.98","24,472,325.96","170,763.23","19,943,402.55","20,472,912.93","22,331,471.98","220,434.17","27,815,479.40","27,865,947.15","27,999,717.42","869,861.26","9,132,694.13","11,894,603.43","12,162,708.36","148,830.41","4,110,145.16"
收回投资收到的现金,,,,,,,,,,,,,,,,,"101,096,986.30","282,392,876.71",,,,,"20,118,690.60",,,,"221,286,803.02",,,,"94,525,863.27",,,,"30,476,803.42",,"48,909,014.46"
支付其他与筹资活动有关的现金,,"15,510,000.00",,"7,959,520.00",,,"27,668,199.40",,"37,080,000.00","27,100,181.60","27,832,181.60",,,,,,"21,125,469.72","21,020,503.96",,,"38,442,952.08","63,490,514.08","131,781,802.01",,,,,,,,,"7,000,000.00","7,012,986.12","7,019,101.89","7,000,000.00","7,927.34","25,963.44"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,"13,457,960.66","7,286,520.53","10,811,260.26","18,343,356.15","25,557,921.60","2,751,212.39","17,117,668.25","12,405,014.33","34,123,134.37","5,533,420.37","9,536,596.80","13,833,201.17","16,866,263.18","1,578,963.01","1,856,366.58","538,982.63","2,671,235.91","342,751.24","773,909.76"
筹资活动现金流出小计,"173,146,130.98","233,380,596.63","215,236,134.43","13,805,144.52","147,795,943.22","165,670,285.80","175,975,309.87","26,831.96","82,534,578.05","83,863,072.65","116,761,112.37","5,504,967.21","165,739,940.62","208,700,195.56","208,918,487.17",,"46,073,469.72","45,968,503.96","53,895,952.32","20,110,409.59","114,176,331.09","139,447,398.50","244,879,036.66","69,266,811.50","153,065,232.49","266,507,760.06","316,347,896.72","146,430,434.17","212,792,679.40","212,843,147.15","252,841,223.79","29,885,273.26","46,737,579.85","259,731,841.52","286,980,844.56","5,156,757.75","13,098,608.60"
处置固定资产、无形资产和其他长期资产收回的现金净额,"309,110.00","166,339.39",,,"41,481.56","41,481.56",,,,"79,269.05","208,616.89",,"28,000.00","28,000.00","36,354.96",,,"25,352.99","54,925.64","98,076.92","95,170.94","107,158.78","5,012,200.06",,,,,"67,000.00","65,699.03","65,699.03","115,790.20","75,651.94","158,651.94","168,651.94","186,457.77",-384.62,-384.62
筹资活动产生的现金流量净额,"4,297,969.02","25,252,241.26","-53,041,088.59","40,149,256.20","766,294,866.14","748,420,523.56","777,281,941.65","11,471,718.04","-3,912,968.00","7,638,337.40","-24,976,628.05","48,069,444.08","19,327,748.77","-22,524,427.75","-22,742,719.36",,"-24,948,000.00","-24,948,000.00","-25,155,868.29","31,203,779.41","-18,645,766.99","12,121,537.36","-24,472,325.96","-2,074,348.83","5,061,720.19","90,851,201.07","142,604,528.02","-115,999,474.17","-192,751,479.40","-176,459,915.91","-163,917,617.42","175,665,975.24","166,506,004.51","-37,631,505.47","-61,929,148.36","5,854,736.99","73,355,760.94"
处置子公司及其他营业单位收到的现金净额,"3,803,837.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
