科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"9,271,848.47","14,458,830.44","14,000,840.06","21,015,153.39","217,497,987.14","346,224,194.84","388,930,945.94","438,191,172.22","463,041,467.47","543,340,436.76","584,856,221.51","548,228,419.97","618,486,544.42","521,917,508.40","505,248,497.62","586,528,209.03","869,444,257.15","891,082,513.95","748,881,393.22","907,116,767.13","859,251,928.20","763,732,580.93","282,149,128.85","321,063,612.51","392,381,830.57","414,454,754.43","295,683,105.17","253,304,639.09","273,286,826.53","206,891,098.75","171,474,853.63","80,994,844.25","108,116,425.03","121,506,580.08","131,711,351.25","80,817,721.88","72,825,003.24","88,351,626.60","42,447,264.84","69,179,602.38","54,416,518.93","173,646,497.82","199,846,237.97","115,962,622.29","346,117,142.52"
短期借款,"135,737,938.00","118,910,918.00","129,741,683.00","179,215,939.00","199,215,939.00","170,000,000.00","150,000,000.00","20,000,000.00",,,,,,,,,,,,,,,"200,000,000.00","100,000,000.00",,,"30,000,000.00","39,000,000.00","49,000,000.00","40,000,000.00",,,,,"55,000,000.00","55,000,000.00","105,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","100,000,000.00","170,000,000.00","120,000,000.00","100,000,000.00","70,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"198,587,104.85","284,862,840.00","395,510,368.77","472,152,072.92","421,005,483.12","407,218,507.97","382,998,000.00","255,105,000.00","246,793,200.00","371,183,331.60","287,075,805.00","460,769,410.51","485,923,777.94","494,443,607.31","639,474,473.04","695,399,018.84","739,314,459.13","822,494,734.98","945,254,032.24","758,904,673.72","235,724,234.91","380,253,488.61","734,281,193.32","603,113,454.96","415,747,527.53","427,926,367.25","639,181,212.28","627,635,597.34","553,882,061.77","624,189,229.01","541,471,976.28","531,943,039.57","521,540,731.75","515,235,964.14","424,337,205.96","308,214,161.67","292,142,953.71","388,531,815.55","400,037,228.87","350,667,643.47","550,577,899.26","572,990,594.21","641,632,545.85","582,711,225.96","401,847,421.89"
应付票据,,,,,,"3,700,000.00","12,500,000.00","18,350,000.00","13,720,000.00","8,170,000.00","5,480,000.00","9,000,000.00",,"5,000,000.00","13,400,000.00","12,750,000.00","12,700,000.00","20,000,000.00","19,900,000.00","26,690,000.00","513,500,000.00","500,700,000.00","10,000,000.00","13,500,000.00","22,660,000.00","12,120,000.00","30,950,000.00","32,350,000.00","27,700,000.00","35,320,000.00","43,041,017.00","47,374,523.00","78,377,289.00","69,200,000.00","81,900,000.00","11,650,000.00","25,571,477.27","34,160,000.00","32,060,000.00","11,650,000.00","9,880,267.90","5,880,267.90","11,974,940.00","13,374,940.00","15,800,000.00"
应收账款,"16,523,356.18","16,628,827.99","24,151,407.47","4,571,449.01","21,956,507.58","49,948,930.80","51,080,457.49","61,443,893.51","60,066,972.37","40,361,327.13","31,708,888.59","26,204,270.88","69,388,622.18","116,140,189.09","64,800,001.97","17,218,040.96","55,591,785.08","61,200,064.91","47,120,486.02","65,639,761.15","39,214,321.83","179,703,567.36","50,681,453.63","83,779,351.88","94,566,499.00","183,364,642.56","246,755,474.12","268,986,452.12","322,768,059.95","348,431,569.87","385,609,159.91","298,459,996.76","263,562,854.65","342,455,209.04","378,135,799.32","365,846,252.12","441,699,982.53","364,241,530.95","404,945,634.24","349,292,511.14","174,821,965.30","162,343,862.71","115,440,092.07","101,263,807.38","98,389,456.09"
应付账款,"15,132,907.97","17,626,551.24","14,196,168.37","16,696,928.64","14,499,328.32","18,327,411.50","27,862,523.04","31,290,619.68","27,776,815.82","26,927,971.39","23,584,129.25","29,855,201.44","35,497,712.88","55,860,260.23","56,112,722.71","44,067,671.02","65,158,159.32","60,512,259.63","65,088,530.36","61,034,261.01","73,815,750.00","99,060,899.40","69,540,062.77","63,315,624.77","49,503,210.06","89,449,250.34","95,282,023.31","115,008,156.79","114,006,783.23","134,544,915.81","143,494,329.49","148,890,287.37","95,696,225.09","108,243,627.98","135,362,644.17","99,953,194.00","121,230,932.13","109,012,514.87","132,536,282.32","142,820,822.47","90,436,857.49","90,816,759.75","99,643,476.22","83,808,287.66","117,006,328.14"
预付款项,"4,498,875.65","2,043,372.68","5,807,475.55","5,954,641.58","3,753,702.64","9,249,759.73","3,812,485.17","3,023,344.49","4,180,221.28","5,713,881.10","3,777,791.26","2,670,648.32","4,000,360.97","15,626,447.38","37,378,837.39","21,907,041.95","26,524,175.05","41,836,627.83","36,885,824.28","12,104,794.77","12,534,486.79","8,915,047.44","17,914,973.94","10,402,604.22","5,744,347.55","8,527,921.08","26,990,243.56","12,565,376.02","19,657,882.58","23,351,869.56","25,786,121.30","2,961,067.38","7,855,214.75","11,191,127.32","10,841,844.36","4,205,201.01","17,233,740.79","13,555,568.04","19,078,537.44","11,053,900.65","11,336,868.36","19,944,470.58","27,603,564.93","15,876,683.02","16,403,516.70"
预收款项,"2,632,310.10","2,992,481.82","15,054,202.80","12,076,629.63","4,333,055.65","7,277,127.42","15,778,203.48","9,089,111.38","19,148,479.30","39,373,315.84","32,913,309.86","56,079,399.45","25,467,625.37","4,228,946.78","21,611,563.21","39,676,910.08","48,500,159.64","44,708,140.28","14,034,840.39","33,935,726.02","27,351,108.00","33,608,002.81","55,453,639.22","58,711,592.63","46,684,600.97","40,636,625.17","38,588,015.49","14,501,412.21","13,381,149.86","27,846,359.04","48,318,807.93","11,822,429.98","8,744,960.08","11,540,052.55","12,702,981.10","11,629,766.75","5,978,453.20","18,607,248.14","17,892,752.01","10,210,247.73","16,024,394.50","31,900,086.24","37,305,748.30","38,421,971.78","25,129,652.56"
