科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"18,090,118.67","171,134,197.49","112,534,118.89","86,472,414.75","70,491,476.30","71,313,080.41","81,386,318.80","46,627,305.40","35,512,322.46","24,766,645.90","39,275,699.49","22,170,342.72","23,886,055.37","456,911,664.18","303,143,104.54","377,102,992.48","212,732,025.84","168,375,024.29","101,045,611.92","156,674,925.45","99,654,820.00","168,643,202.14","74,176,004.01","82,599,233.20","69,200,244.17","32,798,714.18","37,167,291.91","32,319,099.38","31,325,287.79","69,138,034.48","68,740,745.62","75,700,606.48","45,203,731.11","49,483,178.65","67,954,948.38","26,975,696.41","56,492,616.52","68,200,219.55","46,976,379.07","22,421,331.08","43,701,476.90","4,125,693,486.05"
短期借款,"5,000,000.00","10,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","85,000,000.00","90,000,000.00","129,400,000.00","155,000,000.00","174,000,000.00","209,000,000.00","239,000,000.00","214,000,000.00","124,000,000.00","56,500,000.00","226,500,000.00","260,123,547.40","262,613,808.20","304,363,808.20","366,613,808.20","281,000,000.00","348,050,000.00","428,050,000.00","436,000,000.00","440,500,000.00","462,300,000.00","524,300,000.00","594,420,000.00","513,260,000.00","532,140,000.00","443,755,000.00","445,000,000.00","312,000,000.00","242,000,000.00","533,900,000.00","385,000,000.00","495,000,000.00","503,000,000.00","386,000,000.00","375,700,000.00","360,900,000.00","6,623,445,312.45"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,173,083.83"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,533,514.60"
应收票据,"18,062,550.00","13,728,299.58","23,608,719.92","22,682,989.13","19,583,009.20","28,169,395.00","32,183,753.14","31,384,127.90","21,875,885.77","22,516,723.00","19,053,650.00","27,324,126.40","39,771,990.12","32,420,294.26","77,553,862.69","36,535,328.60","36,583,571.81","83,699,625.96","70,129,293.80","35,158,891.06","32,104,692.99","21,413,703.39","22,897,142.00","28,867,151.94","33,268,766.77","24,460,945.47","43,829,920.98","29,981,945.09","13,012,519.64","36,046,352.39","101,728,709.70","67,440,113.52","53,476,463.80","61,896,305.33","100,126,449.59","66,361,330.94","83,168,664.36","90,150,254.51","75,617,911.64","66,845,082.43","73,056,963.66","201,196,722.57"
应付票据,"73,000,000.00","55,000,000.00","10,000,000.00","15,000,000.00","25,000,000.00","15,000,000.00","20,000,000.00","32,384,000.00","62,354,000.00","54,970,000.00","40,000,000.00","47,233,100.00","140,653,100.00","143,860,000.00","51,469,178.20","48,500,000.00","129,770,000.00","60,000,000.00",,,"79,420,161.79","91,420,161.79","46,119,800.00","94,088,058.12","122,998,258.12","78,076,800.00","68,252,800.00","48,376,000.00","131,850,000.00","160,803,921.00","91,098,921.00","86,200,000.00","167,830,000.00","260,570,000.00","20,510,000.00","131,260,000.00","36,550,000.00","19,850,000.00","5,000,000.00","2,000,000.00","4,000,000.00","935,016,732.39"
应收账款,"76,090,199.86","90,862,684.84","93,372,127.57","103,964,457.81","121,417,099.96","124,218,059.82","132,134,126.63","134,130,062.50","182,303,530.63","182,824,049.61","187,797,522.07","196,172,161.44","271,400,087.33","296,298,405.74","274,274,028.56","276,132,338.98","322,698,789.40","359,628,696.42","327,275,706.05","301,684,825.90","321,987,839.76","321,562,802.37","341,037,263.94","325,895,349.05","345,258,715.99","368,819,699.69","365,826,176.37","360,464,442.57","390,336,810.31","401,138,321.28","337,631,864.02","347,851,244.94","355,192,066.75","362,606,762.49","327,223,775.12","350,478,612.48","349,846,505.83","326,099,785.87","266,371,784.36","279,036,529.16","311,095,947.27","5,192,458,786.55"
应付账款,"62,000,102.84","73,955,733.67","80,134,229.81","81,597,051.08","103,461,610.42","115,917,368.81","136,557,155.39","130,602,525.94","139,680,619.21","122,283,478.51","144,999,281.11","168,073,717.90","189,680,191.92","175,440,357.79","186,473,171.47","121,781,766.68","147,018,841.58","245,216,654.05","272,190,634.61","255,253,830.72","210,906,569.93","221,292,033.70","263,638,850.66","187,616,017.27","216,425,945.40","204,508,739.64","193,861,516.76","225,945,655.11","221,859,191.56","196,052,930.69","119,745,569.39","117,078,918.91","109,799,817.21","112,555,713.31","113,072,423.35","113,349,152.54","130,322,880.25","160,252,355.68","130,055,407.67","135,765,723.50","167,414,536.52","3,092,154,356.97"
预付款项,"61,412,607.02","14,233,285.67","96,825,858.66","116,360,816.36","114,165,777.12","110,389,048.34","107,265,918.81","109,649,913.54","111,165,568.25","123,989,644.88","83,589,596.23","91,648,618.60","47,257,014.41","41,877,949.36","24,556,326.05","69,067,310.93","125,029,706.59","103,969,351.45","80,505,291.77","96,335,302.67","83,253,522.31","78,284,383.92","6,089,316.82","3,332,090.34","11,855,229.28","4,193,035.36","4,706,941.00","11,006,277.40","9,032,769.14","7,389,624.14","2,534,962.72","5,434,535.00","6,846,373.52","6,291,470.44","4,420,931.37","8,915,659.26","7,237,847.87","11,988,936.93","7,100,837.43","20,883,954.27","29,923,215.78","929,899,614.66"
预收款项,"13,645,511.95","18,466,332.99","25,559,628.61","24,774,612.03","28,333,227.51","55,184,741.45","48,161,126.33","34,100,875.53","19,703,474.88","30,174,615.21","44,498,468.55","45,017,694.73","23,709,988.36","25,790,268.62","23,715,030.64","27,294,717.59","23,264,302.99","28,666,410.37","39,256,973.18","42,500,931.44","26,417,039.17","35,040,713.64","27,616,785.70","32,381,991.28","20,517,314.43","17,163,613.48","13,440,924.59","16,095,234.10","15,678,892.92","16,002,242.41","17,184,796.68","14,374,036.15","12,971,915.75","13,592,666.85","23,066,332.34","23,108,652.01","23,538,038.63","31,882,391.22","34,606,834.18","63,046,000.74","86,540,722.47","319,680,657.91"
