科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"166,026,099.79","330,784,085.96","470,717,558.35","825,315,331.43","181,645,970.18","353,500,854.76","503,267,103.50","737,903,433.00","106,197,276.06","262,204,368.90","413,078,250.10","655,833,912.75","170,472,341.83","366,042,969.36","576,784,961.22","1,013,132,338.51","200,103,821.88","435,340,630.27","644,260,001.74","1,062,966,991.19","217,019,128.78","450,560,887.72","666,046,949.08","1,101,053,695.04","234,639,997.44","411,818,197.46","647,996,449.94","1,078,756,632.40","258,062,815.39","495,339,364.68","711,763,554.55","1,021,840,173.66","295,586,636.61","560,622,897.26","814,371,873.15","1,008,875,362.82","329,483,549.83","604,859,414.61","882,727,565.52","1,189,506,518.52","332,607,104.45","622,724,945.23","930,143,393.80","1,210,026,872.84"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,964,506.35",,,,"19,000,000.00",,,,,,,,
收到的税费返还,"116,931.18","1,278,694.86","1,397,656.73","3,884.95","481,950.42","26,574.16","2,618,069.55","576,622.78","567,239.33","1,134,985.47","1,559,554.89","1,091,526.91",,"22,057.06","170,057.06","178,949.47","3,421.28","163,808.17","163,808.17","1,255,952.21",,"1,364,811.79","1,364,811.79","2,910,466.96",,"476,900.00","2,597,726.55","2,808,933.46","1,200,362.56","1,958,033.75","2,628,820.71","2,419,974.31","438,829.84","10,415,846.79","13,359,977.02","2,865,438.19","2,313,661.19","2,891,741.13","4,007,749.08","5,043,375.91","1,378,466.58","2,356,324.67","4,107,663.90","4,795,991.82"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,520,510.00",,"2,537,962.00","11,414,821.91","18,000,325.00","490,000.00","490,000.00","490,000.00",,"2,983,433.00","57,983,433.00","57,983,433.00",,,,,"243,200,000.00"
收到其他与经营活动有关的现金,"26,867,329.12","27,014,878.54","28,394,258.60","13,292,840.39","25,962,617.62","8,750,790.34","13,246,041.79","13,050,519.77","6,834,280.70","10,567,289.09","12,950,563.73","44,973,416.13","5,104,459.76","10,052,887.65","14,555,820.19","21,355,425.11","7,900,574.51","9,540,737.97","21,665,873.05","15,309,501.20","8,569,813.67","12,881,981.39","16,158,995.88","16,467,678.01","11,725,084.56","25,570,556.05","32,157,991.89","32,278,988.78","15,071,596.81","13,349,890.97","19,932,932.65","27,107,701.83","10,292,277.87","24,634,402.07","35,257,420.65","41,547,832.84","10,201,070.01","21,169,404.02","55,625,512.46","56,833,207.69","17,126,264.69","36,020,525.28","57,670,823.32","57,515,419.66"
投资活动现金流出小计,"19,113,325.17","50,565,812.96","88,412,283.91","129,544,089.25","40,477,662.42","92,733,931.33","153,005,074.09","216,550,962.68","19,576,811.19","42,821,182.04","52,416,054.20","73,450,368.01","17,485,734.43","34,410,805.08","53,963,298.86","80,107,903.03","5,637,616.19","19,211,216.81","57,237,367.73","107,399,567.09","10,544,630.32","70,838,876.97","121,827,439.13","223,814,371.87","46,174,958.79","51,724,941.72","99,190,623.79","150,173,447.39","23,605,942.78","95,311,853.38","151,607,445.97","325,620,398.25","70,316,997.05","127,182,367.57","168,075,104.85","279,931,845.33","155,147,029.70","258,389,568.99","280,148,150.95","295,390,598.50","54,781,895.49","140,578,734.56","355,120,122.57","533,999,705.02"
经营活动现金流入小计,"193,010,360.09","359,077,659.36","500,509,473.68","838,612,056.77","208,090,538.22","362,278,219.26","519,131,214.84","751,530,575.55","113,598,796.09","273,906,643.46","427,588,368.72","701,898,855.79","175,576,801.59","376,117,914.07","591,510,838.47","1,034,666,713.09","208,007,817.67","445,045,176.41","666,089,682.96","1,079,532,444.60","225,588,942.45","464,807,680.90","683,570,756.75","1,120,431,840.01","246,365,082.00","437,865,653.51","682,752,168.38","1,113,844,554.64","274,334,774.76","510,647,289.40","734,325,307.91","1,051,367,849.80","306,317,744.32","595,673,146.12","862,989,270.82","1,053,288,633.85","341,998,281.03","628,920,559.76","942,360,827.06","1,251,383,102.12","351,111,835.72","661,101,795.18","991,921,881.02","1,272,338,284.32"
投资活动产生的现金流量净额,"-19,111,135.17","-50,303,942.96","-88,018,415.89","-128,780,294.20","-40,447,662.42","-92,542,931.33","-151,841,035.39","-215,775,522.99","-15,501,811.19","-38,259,262.04","-45,946,249.20","-69,546,023.07","-17,371,734.43","-34,229,805.08","-53,262,730.54","-78,923,871.33","-5,581,016.19","-19,075,646.81","-56,837,872.73","-100,451,443.06","-10,291,418.32","-69,888,064.27","-120,778,126.43","-196,871,054.25","-45,643,958.79","-50,337,468.79","-97,719,091.63","-140,144,915.74","-23,479,203.79","-87,472,828.29","-141,681,751.94","-279,587,111.21","-54,535,483.23","-87,439,577.54","-115,090,976.05","-200,629,526.00","-132,483,852.38","-235,087,175.60","-255,467,057.56","-289,828,398.09","-49,457,925.62","-90,887,522.69","-290,768,845.46","-318,546,606.97"
购买商品、接受劳务支付的现金,"91,650,968.94","189,287,428.19","313,934,485.28","569,145,754.50","102,833,901.10","170,417,189.94","308,132,825.22","408,999,313.30","77,803,825.10","153,089,855.53","246,027,153.74","449,730,215.23","95,522,679.46","195,080,395.22","303,777,647.34","651,010,119.64","104,125,981.36","190,741,524.39","326,858,205.16","617,218,774.89","80,816,387.48","185,783,544.45","269,610,345.57","625,345,151.98","106,328,830.46","190,636,940.59","309,637,744.88","537,844,098.32","112,215,192.84","196,711,865.02","294,596,171.09","423,773,800.13","113,381,752.91","227,378,047.88","332,033,414.66","389,238,409.47","105,063,260.41","212,149,180.45","319,694,660.17","409,875,011.45","129,729,504.10","258,183,651.66","395,314,213.60","468,686,904.07"
吸收投资收到的现金,,,,"4,000,000.00",,"1,029,285.00","1,466,785.00","3,200,000.00",,,,,,"1,280,231.25","1,280,231.25","1,323,237.50",,,,"2,400,000.00",,,,,"41,200,000.00","47,600,000.00","60,400,000.00","60,400,000.00","588,329,518.31","588,299,993.81","604,299,993.81","612,379,993.81",,"2,603,200.00","100,419,200.00","100,420,000.00",,,,"580,999,990.20",,"108,143,000.00","116,543,000.00","116,543,000.00"
