科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"21,636,269.89","38,481,959.76","69,024,258.24","41,188,890.13","212,114,243.53","210,143,533.78","176,128,926.52","169,285,833.65","165,061,310.41","142,625,216.73","188,984,910.53","119,263,372.58","153,267,458.22","175,534,781.15","204,013,788.37","106,520,412.74","144,628,963.09","88,199,106.00","201,934,603.93","219,439,508.38","186,925,067.97","148,899,308.53","187,159,718.16","119,604,142.38","263,619,580.69","69,452,810.11","86,887,340.34","89,117,655.27","162,146,454.71","185,356,545.06","210,418,116.24","480,103,552.97"
短期借款,,,,,,,,,,,"5,000,000.00","9,900,000.00",,"1,741,718.00",,"17,795,679.00","22,538,647.61",,,,,"5,000,000.00","100,000.00","95,100,000.00","189,600,000.00","187,990,865.24","157,974,298.24","198,974,298.24","263,812,890.09","280,699,672.85","342,445,734.85","188,247,200.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,"214,600.00",,"400,000.00",,"600,000.00",,,,,,,,,"612,100.00","450,000.00","2,082,400.00","3,283,096.00",,"3,015,500.00","6,775,125.18","3,200,640.00","500,000.00","788,984.91","3,185,501.20","1,300,173.70"
应付票据,,,,,,,,,,,,"4,150,000.00","12,770,000.00","7,740,300.00","31,523,076.00","35,700,027.00","31,015,560.00","39,921,901.00","1,370,800.00","5,589,000.00",,"5,428,088.00","5,027,192.00","113,088,134.00","109,037,253.00","3,900,000.00","12,786,988.00","16,086,163.00",,"65,731,636.00","66,499,848.00","48,797,764.00"
应收账款,"12,983,889.86","24,626,477.02","24,561,645.84","58,441,640.81","46,153,095.62","39,363,472.97","69,127,580.88","84,671,356.54","79,239,145.14","142,178,207.60","121,868,692.25","178,942,466.29","119,754,466.67","111,761,837.13","140,290,059.38","198,130,181.66","210,798,957.75","210,623,041.13","153,010,304.66","167,847,069.95","245,735,320.51","309,936,259.43","272,964,606.63","373,690,358.05","403,284,986.05","505,612,254.56","418,414,014.67","441,100,018.63","497,527,150.49","519,968,795.14","547,932,918.35","632,923,283.08"
应付账款,"10,231,771.47","11,951,531.97","14,732,922.25","27,806,233.26","5,656,976.80","3,774,636.11","21,181,810.96","29,002,917.43","15,473,260.32","60,322,686.04","67,522,680.23","46,957,328.53","19,107,852.72","27,805,976.52","31,634,895.63","19,108,662.81","15,831,098.95","17,811,820.36","46,347,543.32","36,863,977.36","36,035,723.88","104,942,259.46","60,767,936.61","44,929,497.95","62,821,047.40","45,186,434.78","67,381,929.74","69,605,558.03","68,970,970.17","89,377,589.07","60,789,076.89","74,879,737.92"
预付款项,"1,536,747.98","1,274,509.00","1,072,311.40","2,849,237.69","3,446,051.47","7,203,830.52","3,270,996.00","2,532,139.44","5,402,891.73","4,847,138.33","7,228,964.46","12,441,971.53","6,539,920.17","7,856,412.50","6,984,711.07","48,688,442.25","11,756,422.03","52,291,794.62","65,485,897.13","34,336,782.97","9,547,774.10","31,849,589.77","17,392,960.39","169,284,605.09","208,672,199.90","135,398,674.49","36,376,007.99","70,999,449.76","57,954,473.75","81,264,171.92","93,270,497.89","69,787,395.30"
预收款项,"13,414,688.16","13,778,433.49","12,153,309.40","9,717,118.53","9,940,479.40","8,623,970.14","6,681,901.19","5,261,181.32","5,709,990.18","6,490,933.78","5,758,022.94","9,212,132.27","6,399,619.83","10,529,762.91","10,184,457.02","6,416,616.86","11,322,275.38","9,342,622.81","18,023,879.38","11,583,032.60","9,500,986.04","10,958,113.63","15,247,930.27","18,671,617.25","21,044,804.01","19,086,381.29","34,057,721.82","28,288,900.87","26,272,602.63","25,950,247.27","40,186,057.50","36,309,238.60"
