科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"470,563,872.26","625,432,427.25","553,612,033.77","483,937,693.05","701,566,791.42","965,009,472.81","212,952,863.81","477,826,550.04","697,056,474.97","998,720,102.25","201,108,137.30","452,289,677.06","693,164,621.67","913,200,525.75","237,316,630.14","440,617,404.84","743,395,176.79","1,072,031,215.53","244,567,294.28","559,288,651.12","896,279,057.17","1,341,780,575.49","305,711,366.62","668,867,347.25","1,043,037,155.47","1,520,661,528.66","375,139,472.28","839,968,961.32","1,254,157,525.44","1,333,188,332.79","509,357,632.77","1,090,730,390.99","1,701,419,070.93"
取得子公司及其他营业单位支付的现金净额,"29,779,519.49","1,676,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"2,306,717.29","304,610.01","91,173.06","167,703.81","1,999,972.29","1,944,832.64","3,068,758.29","6,367,486.72","8,508,162.93","2,679,778.80","4,020,393.85","6,631,426.52","6,570,701.54","1,885,944.68","2,558,317.50","8,831,018.25","12,208,767.52","1,505,887.27","3,798,679.27","8,662,207.84","11,034,674.48","10,331,357.49","13,652,739.44","17,701,485.76","18,886,178.71","185,604.26","2,785,664.39","3,598,825.46","4,094,276.32","635,537.70","9,775,034.07","26,865,768.86"
支付其他与投资活动有关的现金,"1,000,000.00","400,000.00",,"1,690,000.00","1,690,000.00","1,690,000.00",,,,,,,,,,,,,,,,,,,,"1,750,000.00","540,000,000.00","885,114,537.12","1,087,227,127.02","900,000.00",,,
收到其他与经营活动有关的现金,"12,627,104.23","2,337,925.44","14,080,463.87","10,359,525.41","13,728,816.62","27,872,086.71","8,946,982.10","20,534,234.09","19,228,920.95","21,988,731.94","1,458,807.09","3,670,653.88","12,284,781.52","14,339,200.73","2,142,302.15","6,111,402.53","8,083,116.63","7,225,615.80","5,935,248.59","10,312,897.18","10,317,258.42","20,431,278.93","4,982,829.07","13,645,307.46","25,769,472.48","23,198,077.31","3,016,265.66","21,944,399.86","31,889,512.07","42,257,516.57","17,646,369.30","47,233,630.03","61,514,157.12"
投资活动现金流出小计,"295,446,383.78","119,988,763.11","75,957,183.38","63,869,541.83","115,647,133.49","164,293,272.45","86,703,341.44","189,973,355.32","282,967,397.68","384,232,664.81","56,676,936.10","110,270,924.77","164,796,576.65","226,789,930.04","79,672,491.06","133,841,664.53","198,143,722.05","346,521,063.12","35,316,669.83","83,490,867.73","130,956,014.40","180,192,695.21","58,737,951.66","136,394,271.72","212,571,684.89","304,050,222.26","635,068,396.60","1,181,093,977.68","1,516,623,399.08","1,901,426,827.78","556,796,448.62","1,352,770,642.71","2,236,147,168.24"
经营活动现金流入小计,"483,190,976.49","630,077,069.98","567,997,107.65","494,388,391.52","715,463,311.85","994,881,531.81","223,844,678.55","501,429,542.42","722,652,882.64","1,029,216,997.12","205,246,723.19","459,980,724.79","712,080,829.71","934,110,428.02","241,344,876.97","449,287,124.87","760,309,311.67","1,091,465,598.85","252,008,430.14","573,400,227.57","915,258,523.43","1,373,246,528.90","321,025,553.18","696,165,394.15","1,086,508,113.71","1,562,745,784.68","378,341,342.20","864,699,025.57","1,289,645,862.97","1,379,540,125.68","527,639,539.77","1,147,739,055.09","1,789,798,996.91"
投资活动产生的现金流量净额,"-293,724,800.78","-118,533,247.23","-73,974,978.06","-60,576,870.38","-112,257,962.04","-160,133,800.11","-86,612,146.94","-189,444,384.57","-282,375,334.18","-383,113,858.92","-56,602,708.10","-109,393,696.77","-163,875,611.25","-210,300,130.37","-78,298,491.06","-131,807,664.53","-195,186,847.83","-340,027,757.27","-35,298,669.83","-83,460,902.35","-130,883,049.02","-178,175,560.51","-58,677,109.66","-135,602,929.72","-211,320,342.89","-265,859,348.57","-617,053,396.60","-814,639,855.60","-913,768,317.33","-1,050,931,651.30","-293,541,716.73","-563,042,304.16","-1,090,597,613.47"
购买商品、接受劳务支付的现金,"395,489,669.16","357,433,589.92","353,281,306.38","251,622,258.56","387,766,598.99","594,871,766.85","152,318,532.05","304,318,836.92","433,822,216.19","609,062,171.68","120,968,256.12","263,353,265.93","432,222,751.76","568,112,760.65","152,967,863.26","288,579,386.62","493,670,926.64","688,045,849.16","158,106,586.25","332,206,040.42","564,701,541.44","918,369,201.73","201,742,625.50","416,011,283.06","599,214,815.65","916,113,480.13","236,603,015.33","521,163,443.72","833,239,012.25","747,618,040.65","337,539,675.02","711,983,718.30","1,197,390,136.85"
吸收投资收到的现金,"66,000,000.00",,,,"781,069,000.00","781,069,000.00",,,,,,,,,,,,,"34,047,000.00","34,047,000.00","34,047,000.00","34,047,000.00","7,061,600.00","7,061,600.00","7,061,600.00","1,186,425,204.00",,,,,,,
