科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
现金及存放同业款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期借款,,,,,,,,,,,,,,,,,,,,,,,,"29,365,248.00","29,367,523.20","49,842,680.00","102,803,845.50","98,912,670.80","154,332,466.98","144,584,394.04","149,874,754.62","147,978,088.63","222,019,082.66","439,531,685.85","574,881,247.78","572,500,423.04","640,702,015.87","595,916,309.49","702,218,555.72","666,562,660.80","1,178,929,168.37","1,019,126,938.62"
货币资金,"16,549,774,536.01","14,497,001,255.54","19,487,874,926.49","10,778,011,227.61","11,632,048,485.32","13,452,560,855.00","12,208,612,883.84","18,638,284,212.79","20,687,944,073.66","17,128,305,354.67","21,184,267,876.26","19,069,567,958.25","23,743,899,031.43","19,875,579,513.92","15,715,808,553.39","15,544,692,308.74","13,832,361,925.80","16,151,928,158.43","12,910,952,064.21","11,640,677,862.88","11,921,118,661.18","11,574,797,804.81","10,634,774,669.36","10,788,418,797.51","10,025,772,589.73","10,100,498,023.16","14,116,151,593.93","15,140,631,542.21","19,590,065,789.71","28,885,364,177.04","53,638,212,116.05","46,932,386,012.26","30,837,071,461.73","34,650,231,216.79","32,384,138,369.26","26,930,417,635.43","25,547,122,506.65","27,252,356,633.06","24,035,009,879.55","23,533,337,536.29","19,829,755,191.20","26,928,704,022.89"
其中：质押借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其中：客户资金存款,"14,227,492,798.13","12,476,261,924.20","16,190,418,845.87","9,485,984,946.09","9,743,031,973.62","10,927,348,768.81","10,361,449,417.19","17,430,975,232.87","17,812,473,553.99","14,879,150,808.51","18,524,778,554.24","16,260,333,022.76","20,533,522,234.19","15,589,091,273.97","13,268,678,400.59","12,023,870,240.61","10,897,026,756.33","11,597,462,920.75","9,565,273,672.55","8,722,935,643.30","9,407,202,081.18","9,085,636,584.80","9,526,467,784.87","8,652,370,653.08","8,336,795,155.87","8,744,769,060.29","10,986,405,022.10","12,478,168,655.76","15,508,061,928.69","23,938,824,482.56","45,525,972,834.81","28,624,104,737.29","26,964,286,257.16","27,700,007,709.41","27,373,333,544.79","21,673,572,793.61","20,502,272,481.29","20,756,298,011.63","19,260,385,107.55","18,495,354,752.25","16,456,920,239.37","20,486,676,534.11"
拆入资金,,,,,,"500,000,000.00",,,,,,,,,,,,,,,"100,000,000.00","600,000,000.00",,,"700,000,000.00","150,000,000.00",,"500,000,000.00","500,000,000.00",,,,,,,,,,"300,000,000.00","2,090,000,000.00","2,050,000,000.00","830,000,000.00"
存放中央银行款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,"206,730,390.72","228,784,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"102,187,393.07",,"128,450,782.98",,,,,,,"418,188,240.00","9,844,999.76","10,855,031.68","1,100,458.26","296,012,843.49"
结算备付金,"2,020,969,776.35","1,603,021,908.70","1,278,446,317.58","1,906,951,972.55","1,611,119,019.54","1,206,867,825.90","1,279,333,456.42","1,346,109,072.43","4,921,766,512.06","1,722,729,343.28","1,323,863,170.51","1,399,945,889.72","1,934,618,585.35","1,821,847,907.97","3,668,842,590.98","1,625,204,614.94","1,817,984,355.12","1,938,011,633.34","1,549,227,366.83","1,762,963,129.26","1,514,663,584.80","1,906,789,714.89","2,095,388,163.00","2,197,989,664.68","2,290,847,597.01","2,499,570,407.29","1,997,098,503.96","2,763,182,547.33","6,377,229,528.61","6,716,130,634.81","8,537,318,490.49","8,402,224,295.61","8,552,169,820.78","6,158,672,258.01","5,864,431,311.87","5,577,290,772.40","8,959,071,937.86","5,692,212,324.38","5,824,654,095.58","5,408,850,529.38","6,806,785,181.57","5,354,879,988.34"
衍生金融负债,,,,,,,,,,,,,,,,,,,,,,,"986,230.67","587,063.11","2,391,682.43",,"8,961,024.40","73,172,919.46","60,449,648.14","1,137,086,313.46","1,022,636,341.60","340,827,641.25","423,910,078.14","23,789.51","770,851.45","56,232,245.85","21,488,331.04","25,075,765.25","28,250,465.47","42,106,611.65","20,645,283.49","9,930,905.74"
其中：客户备付金,"1,718,535,373.39","1,369,853,308.36","1,131,980,769.58","1,227,865,760.07","1,290,634,055.14","962,663,268.91","1,178,182,843.02","1,311,696,770.96","4,803,491,169.29","1,470,602,824.68","1,159,536,989.92","1,277,593,040.07","1,887,651,856.59","1,608,061,195.04",,,,,,,,,,,,,,,"5,882,694,626.07",,,,,,"4,792,594,936.96","4,567,669,637.58","6,953,196,328.96","4,537,862,363.56","4,644,016,692.51","4,190,396,669.40","5,185,738,238.54","4,026,962,004.85"
