科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"6,183,460,526.66","7,685,474,435.45","4,364,124,378.36","6,456,865,590.54","8,766,629,721.46","2,648,300,760.44","4,978,593,799.78","7,396,478,233.34","10,040,500,663.02","3,310,525,839.55","6,096,210,939.78","9,019,958,254.08","12,091,919,298.66","3,598,825,261.74","6,589,652,806.32","9,710,417,087.29","12,913,437,727.33","3,548,539,911.12","6,534,002,209.16","9,629,851,547.83","12,716,456,768.43","3,419,448,158.46","6,285,313,523.56","9,284,196,340.68","12,117,384,021.49","3,214,035,916.51","5,907,372,763.62","8,650,106,470.74","11,218,049,720.16","2,976,360,796.85","5,332,919,735.11","7,792,682,693.34","10,156,778,092.92","2,654,978,225.64","4,772,532,545.56","6,854,706,676.61","8,855,285,521.76","2,399,357,327.28","4,269,298,808.03","6,251,077,969.51","8,130,921,066.37","2,240,635,330.87"
二、营业利润,"309,301,209.66","295,406,771.52","159,322,902.32","190,316,346.61","247,805,123.37","101,577,699.11","175,552,499.97","193,536,532.50","277,383,837.25","115,164,805.94","191,652,179.23","201,758,534.33","217,077,750.81","22,711,816.02","-63,103,213.55","-102,843,530.63","-73,855,948.94","30,303,764.48","41,077,863.48","42,723,126.93","74,519,185.97","35,798,482.24","43,675,647.92","-34,989,808.07","-247,161,139.51","58,305,417.63","71,315,804.71","-66,953,349.15","-349,831,388.27","29,302,573.53","22,927,892.79","10,686,365.36","-78,453,664.60","551,213.24","-66,102,640.05","-209,210,265.76","-430,703,650.33","67,971,452.78","51,105,674.71","31,490,759.38","-314,148,836.98","39,792,759.38"
减:营业成本,"4,937,783,008.00","6,109,900,753.93","3,453,021,265.49","5,125,724,957.28","6,943,372,369.80","2,117,343,050.74","3,934,244,308.68","5,859,793,766.51","7,951,487,913.21","2,659,259,862.77","4,852,461,564.64","7,201,994,851.50","9,641,215,055.73","2,907,739,370.67","5,284,362,470.16","7,772,433,151.22","10,292,222,211.71","2,832,340,224.46","5,175,715,185.58","7,625,855,798.62","10,047,451,129.66","2,679,480,763.29","4,881,821,322.06","7,232,159,863.03","9,506,594,994.57","2,455,372,328.54","4,497,243,615.44","6,657,568,955.22","8,702,147,306.66","2,325,369,696.26","4,113,748,832.26","6,011,995,759.94","7,810,714,304.14","2,067,519,571.46","3,696,737,950.11","5,368,004,264.76","6,989,958,536.28","1,787,702,198.38","3,173,943,058.46","4,653,432,055.88","6,083,493,212.14","1,694,664,671.67"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"39,101,403.36","51,968,659.06","31,614,908.92","46,919,481.81","65,778,423.86","20,571,248.30","39,286,446.57","56,274,081.03","75,871,869.07","27,286,132.12","48,612,582.55","70,600,770.10","95,964,660.55","31,006,278.42","55,190,086.86","78,420,601.01","109,439,707.91","31,400,032.49","56,135,283.09","78,372,366.31","100,842,981.97","28,109,501.35","45,431,746.84","63,030,717.80","81,817,594.99","24,920,552.96","42,298,580.34","59,692,634.99","74,798,245.35","23,498,170.62","31,003,248.22","36,115,788.15","51,418,660.82","16,144,424.15","24,601,619.69","33,218,059.42","42,717,945.16","8,966,737.14","15,981,402.90","24,646,719.41","31,753,065.23","9,343,105.03"
营业外收入,"12,820,737.04","19,115,086.81","4,724,047.37","8,361,615.86","17,357,807.24","4,144,539.95","9,160,263.64","15,423,480.45","22,230,117.75","6,925,449.88","12,850,857.09","18,828,558.43","30,683,232.20","3,291,480.64","27,226,007.69","42,232,773.33","61,000,757.52","4,912,297.03","15,394,870.82","41,525,433.21","60,598,010.46","5,134,951.55","13,108,086.55","17,457,938.34","39,326,799.50","6,428,212.99","13,944,663.75","27,088,688.40","47,484,171.03","6,278,286.92","25,872,782.30","36,290,540.18","234,268,587.31","11,537,077.73","19,560,553.83","21,207,225.42","29,365,867.16","7,390,547.47","14,948,635.95","33,648,421.72","46,963,236.09","6,615,980.12"
销售费用,"796,984,217.34","992,003,793.38","586,139,446.09","891,104,909.99","1,233,591,800.05","340,858,639.31","687,450,356.22","1,060,036,783.42","1,459,367,369.76","420,213,308.43","825,322,097.13","1,266,201,928.81","1,770,473,045.57","523,898,934.19","1,075,848,684.37","1,602,985,096.62","2,094,650,866.79","530,517,539.28","1,024,683,939.94","1,540,909,854.49","2,004,497,345.12","545,170,382.34","1,057,406,444.86","1,622,086,486.54","2,147,133,758.96","530,933,614.02","1,030,579,952.70","1,603,302,348.02","2,062,990,152.52","499,314,713.55","948,023,453.72","1,403,346,183.19","1,907,576,533.82","463,542,228.64","890,256,156.62","1,334,798,491.53","1,790,521,176.20","440,496,718.43","836,685,016.80","1,253,910,018.04","1,672,215,920.16","398,010,083.07"
减:营业外支出,"4,705,183.43","4,348,709.18","2,422,599.17","2,565,703.63","5,960,238.84","1,057,694.49","2,136,408.28","18,785,568.81","20,864,045.26","1,318,224.05","7,676,121.35","9,809,839.66","27,540,515.67","4,457,992.23","12,055,334.33","18,597,831.08","49,714,146.03","1,906,161.69","36,678,675.78","52,925,602.28","79,246,309.43","1,206,068.34","26,195,092.52","57,006,043.90","160,314,388.56","4,192,259.57","10,637,502.92","68,420,991.32","141,072,422.50","2,326,095.28","10,893,320.39","11,039,618.66","43,717,106.66","-3,181,257.72","73,073,979.33","77,502,214.37","123,171,651.86","3,152,828.51","21,068,141.75","25,170,245.22","64,436,704.42","2,388,289.33"
管理费用,"116,175,121.92","230,478,168.80","130,709,059.80","197,201,037.73","267,347,579.61","73,991,525.50","155,427,317.09","246,510,021.44","310,250,820.11","90,225,085.11","187,785,935.83","296,962,379.56","394,094,326.22","116,828,593.57","250,632,559.01","376,829,240.54","514,346,340.56","124,859,784.90","241,669,996.31","347,681,211.04","508,502,705.70","130,702,150.79","256,297,950.04","385,021,818.97","622,029,128.73","137,085,126.77","265,528,294.52","397,532,005.44","698,122,232.06","97,677,741.41","223,174,442.22","329,781,357.84","439,790,507.55","104,010,267.27","223,789,717.96","335,964,259.10","459,586,007.11","94,481,237.06","210,598,702.69","305,560,405.99","446,105,549.61","87,780,912.89"
其中:非流动资产处置净损失,,,"717,109.97","721,380.00","1,048,227.15","206,661.38","405,149.52","1,241,340.70","1,939,252.70","549,909.07","2,745,657.93","3,782,885.45","9,425,955.27","3,398,448.91","7,728,109.34","8,219,265.21","17,391,397.55","511,662.48","24,412,670.10","28,343,673.36","40,382,102.22","1,138,351.48","16,425,275.82","18,693,700.46","43,317,968.89","532,551.94","1,188,028.39","29,009,569.53","51,078,385.45","711,054.18","5,752,339.94","8,703,779.46","24,675,792.48","233,162.70","10,448,627.64","13,457,821.82",,,,,,
