科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"28,176,575.05","53,484,477.06","201,667,473.97","867,426,378.03","525,277,201.07","938,598,927.64","1,169,934,639.22","1,610,532,983.51","289,129,274.16","835,642,815.34","1,396,239,847.54","1,755,970,346.15","277,895,297.69","550,500,273.55","1,360,985,493.15","2,400,359,332.95","310,228,869.51","548,808,587.35","959,892,684.53","2,042,008,831.74","1,085,140,539.37","2,582,978,857.78","3,920,523,846.86","5,351,504,028.96","1,086,114,619.65","2,065,248,936.13","2,808,662,500.50","3,542,758,038.92","575,271,963.88","1,320,211,412.84","1,964,004,456.39","3,019,998,299.79","1,008,416,682.86","1,988,112,845.21","2,750,502,184.55","4,358,176,690.99","836,795,875.72","1,728,759,927.14","3,471,307,982.83","4,782,147,263.10","1,038,562,281.14","2,009,223,458.98","2,982,056,266.05","3,955,767,321.28","752,894,501.70","1,813,074,754.12","2,978,720,444.66","4,311,053,193.48","1,717,925,519.88"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"403,100,000.00",,"23,847,097.22","33,465,799.72",,"924,079,450.00","824,076,868.26","824,586,868.26","700,000,000.00","1,319,666,755.30","1,280,000,000.00","2,559,916,755.30","2,533,040,000.00",
收到的税费返还,,,"2,490,000.00",,,,"1,305,253.75","800,000.00",,"800,000.00","800,000.00","3,000,000.00","3,620.00",,"1,067,367.61",,,,,,"3,000.00",,,,"10,000.00",,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,"70,000,000.00","150,000,000.00","162,975,690.00",,"15,000.00","40,000.00","183,527.50",,"46,730,345.40","5,000.00","6,795,518.56",,,435.00,,,,,,,"411,907.01",,,,,,,,"103,100,000.00","103,000,000.00",,,,,"90,000,000.00",,"161,763,865.96","161,763,865.96",,,,,"20,520,120.71",
收到其他与经营活动有关的现金,"9,078,708.69","83,138,624.13","512,874,575.42","469,339,190.88","27,252,534.62","89,182,360.77","132,663,182.00","290,346,024.98","42,734,266.81","124,408,179.51","266,190,160.66","487,587,490.45","89,302,626.94","104,061,892.46","218,016,910.77","225,617,873.81","87,167,355.46","67,844,811.17","81,771,113.66","32,379,814.40","303,886,782.49","67,809,593.97","177,597,317.71","29,952,503.49","279,258,851.78","109,474,583.27","323,230,258.56","158,301,660.93","320,082,926.03","9,503,141.04","411,463,807.61","118,941,322.33","221,665,048.02","29,728,576.25","62,577,092.40","59,284,886.89","481,699,849.35","446,521,743.76","1,328,340,406.73","605,943,713.29","185,651,347.75","235,874,381.01","221,447,153.75","372,142,077.11","143,833,175.97","146,526,306.80","374,439,988.07","192,967,639.69","266,723,210.91"
投资活动现金流出小计,"179,905.00","203,335,392.97","219,530,089.51","379,631,364.38","103,735,194.97","297,004,539.52","476,523,687.36","528,414,708.12","26,098,676.62","47,423,669.10","65,955,220.89","90,641,564.68","34,676,480.65","107,547,102.65","238,830,475.25","283,297,177.97","27,663,318.46","76,147,634.79","117,498,233.08","290,847,097.53","25,159,188.31","54,036,452.78","86,470,979.06","163,895,146.47","441,621.40","14,401,407.44","41,248,306.49","195,988,340.33","3,003,484.80","33,588,327.03","65,655,450.92","124,894,302.12","2,229,230.00","174,515,327.03","192,045,103.83","579,630,290.06","1,189,339,296.25","150,812,271.84","182,029,207.82","251,259,839.10","940,675,606.96","1,026,029,610.91","1,032,429,927.30","758,590,641.00","1,329,334,812.62","1,513,107,877.50","2,829,638,322.49","2,878,926,227.07","13,397,345.76"
经营活动现金流入小计,"37,255,283.74","136,623,101.19","717,032,049.39","1,336,765,568.91","552,529,735.69","1,027,781,288.41","1,303,903,074.97","1,901,679,008.49","331,863,540.97","960,850,994.85","1,663,230,008.20","2,246,557,836.60","367,201,544.63","654,562,166.01","1,580,069,771.53","2,625,977,206.76","397,396,224.97","616,653,398.52","1,041,663,798.19","2,074,388,646.14","1,389,030,321.86","2,650,788,451.75","4,098,121,164.57","5,381,456,532.45","1,365,383,471.43","2,174,723,519.40","3,131,892,759.06","3,701,059,699.85","895,354,889.91","1,329,714,553.88","2,375,468,264.00","3,138,939,622.12","1,230,081,730.88","2,017,841,421.46","2,813,079,276.95","4,417,461,577.88","1,318,495,725.07","2,175,281,670.90","4,799,648,389.56","5,388,090,976.39","1,224,213,628.89","2,245,097,839.99","3,203,503,419.80","4,327,909,398.39","896,727,677.67","1,959,601,060.92","3,353,160,432.73","4,504,020,833.17","1,984,648,730.79"
投资活动产生的现金流量净额,"-179,905.00","-176,857,521.36","-193,052,087.90","-379,631,364.38","-102,879,136.61","-295,358,203.20","-464,844,176.19","-486,602,111.03","24,438,038.36","13,162,974.03","128,511,422.24","108,912,436.45","-8,696,480.65","-81,553,602.65","-212,830,775.25","-283,226,284.12","-27,632,868.46","-76,074,154.34","-89,998,875.83","-266,783,025.41","19,788,865.19","60,261,565.72","23,529,020.94","24,861,999.86","-331,216.40","7,665,669.83","-19,375,501.23","-147,201,711.03","-2,931,084.80","-28,874,734.87","-623,637.41","-47,149,373.42","-2,229,230.00","-146,158,727.88","-170,104,698.07","-211,947,889.86","-457,417,705.62","-107,954,408.49","-85,709,469.56","-135,355,733.30","-923,549,907.96","-926,602,107.96","-966,325,143.91","-542,396,267.71","-1,286,898,038.09","-1,466,402,280.19","-2,684,594,992.96","-2,441,547,278.33","1,098,606.24"
购买商品、接受劳务支付的现金,"46,906,727.48","68,972,895.36","245,812,035.77","379,464,170.66","367,079,373.32","670,074,407.38","994,604,220.63","1,449,083,415.43","192,067,079.22","339,763,085.37","577,984,284.00","808,813,360.19","491,781,711.48","754,999,160.76","1,159,077,888.74","1,730,832,609.75","413,151,333.86","919,922,310.82","1,502,501,259.80","2,024,954,130.96","555,294,478.01","954,754,607.33","1,732,371,767.64","2,501,219,488.87","694,488,704.00","1,462,805,399.88","2,320,611,472.94","2,912,025,057.28","472,431,670.48","882,506,025.16","1,531,344,577.30","2,116,823,506.78","577,085,077.04","1,151,048,186.22","1,611,886,863.35","2,554,500,096.56","456,802,755.19","958,872,980.65","1,345,407,397.60","1,913,093,556.65","474,897,373.45","964,332,697.59","1,343,209,331.71","2,163,792,328.29","633,305,670.56","2,970,920,912.74","3,420,580,930.50","5,969,064,488.58","381,806,865.18"
吸收投资收到的现金,,,"3,000,000.00","3,000,000.00",,,,"2,000,000.00",,,,,,,,,,,,"1,470,000.00",,,,"36,000,000.00",,,,,"6,000,000.00","6,000,000.00","6,000,000.00",,,,,"2,520,821,734.00",,,,"7,832,400.00","2,292,199,760.39","2,292,199,760.39","2,292,199,760.39","2,349,999,756.00",,,,,
