科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"15,358,172.79","14,104,143.60","86,902,075.92","113,017,567.13","13,541,840.09","529,942,366.74","520,973,075.12","527,197,540.43","546,099,203.55","601,975,898.32","516,502,495.24","473,696,712.19","446,653,261.86","405,134,530.91","351,588,128.74","306,057,817.14","198,814,046.95","209,024,928.18","687,418,339.11","625,411,464.52","415,124,775.09","385,321,839.87","256,132,227.27","310,167,037.48","263,773,694.05","205,307,658.51","326,004,977.15","342,934,142.31","293,772,267.38","434,119,317.37","402,312,237.93","424,352,552.40","453,103,650.11","645,993,248.90","457,645,756.63","308,950,200.05","226,469,430.60","331,883,165.31","296,540,388.34"
短期借款,"73,000,000.00","69,000,000.00","82,500,000.00","82,500,000.00","40,000,000.00","8,158,215.32","18,217,500.58","18,217,500.58","18,217,500.58","11,606,516.46",,,,,,,,"46,559,695.00","296,210,880.00","161,598,880.00","131,498,000.00","134,054,550.82","84,540,308.00","84,192,800.00","66,793,650.00","20,000,000.00","20,000,000.00",,,,,,"72,429,910.95","195,855,882.74","182,136,629.99","179,400,000.00","104,809,785.44","67,838,465.81","8,812,238.64"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,"400,000.00","100,000.00",,,,,,,,"100,000.00","100,000.00",,,,,,,,,,,"2,210,000.00","10,825,373.00"
应付票据,,,,,,,,,,,,,,,,,"2,200,000.00",,,,,,,,,,,,,,,,,,,,,,
应收账款,"32,108,600.27","28,601,328.34","25,433,216.63","18,623,070.69","61,190,844.09","21,796,226.80","32,880,531.54","43,951,129.43","60,444,980.27","13,540,800.14","18,435,014.95","53,374,548.19","56,634,898.46","31,259,562.89","27,536,588.99","62,124,745.86","59,886,585.32","57,547,088.05","68,128,740.60","103,171,453.83","172,099,332.66","133,164,264.81","133,434,479.20","126,596,715.08","158,060,420.85","115,311,011.80","113,883,478.05","110,418,497.24","137,868,067.21","97,103,691.59","93,361,762.19","95,104,998.48","152,885,510.13","127,379,112.04","109,107,799.03","132,313,084.49","136,324,688.95","114,925,356.55","96,622,622.21"
应付账款,"29,241,545.79","22,198,991.99","15,463,519.56","10,096,381.80","16,668,603.72","16,002,890.01","5,458,400.11","9,099,927.09","11,379,825.34","20,152,421.60","14,521,332.50","17,988,687.62","20,763,604.89","18,928,005.59","14,105,344.41","73,092,997.06","70,824,631.76","110,604,854.77","102,437,965.73","122,729,459.59","91,428,485.11","97,974,528.68","85,473,218.60","85,575,734.17","81,071,863.56","112,078,353.00","89,984,050.61","79,938,522.82","82,378,100.09","106,044,949.83","78,968,617.49","83,819,314.86","110,320,643.13","108,181,995.89","94,398,209.22","84,645,659.05",,"77,139,872.59",
预付款项,"4,554,954.85","1,587,327.00","1,494,826.37","1,012,950.21","2,261,716.31","3,326,570.73","7,735,096.14","48,363,179.72","50,123,312.18","44,152,025.05","49,070,245.70","23,663,858.69","33,048,517.64","3,304,522.47","23,956,711.43","28,774,684.21","17,102,318.48","25,907,396.47","94,053,572.44","120,279,262.00","174,194,862.82","66,730,088.78","75,438,240.45","89,755,700.74","88,598,155.64","91,498,418.42","101,325,343.78","111,748,540.37","131,593,859.03","123,890,613.94","126,497,307.50","135,342,161.38","146,058,025.41","85,521,121.03","89,528,242.95","102,732,767.14","103,190,473.62","95,075,108.76","100,483,855.22"
预收款项,"20,629,430.70","7,359,671.36","5,056,919.31","4,217,268.51","213,900.00","3,307,695.03","11,218,220.20","6,565,058.53","5,499,786.29","5,634,977.18","6,390,032.32","9,381,470.16","7,484,200.73","2,519,600.14","3,520,162.13","4,692,767.89","71,171,742.99","41,454,355.47","110,494,718.48","6,915,861.92","11,409,112.50","10,628,899.55","16,977,798.77","28,813,701.46","41,788,560.56","20,466,207.61","29,082,228.76","30,260,801.34","20,937,144.04","32,415,075.67","16,409,293.13","27,875,344.34","27,578,553.43","37,447,676.77","44,649,362.81","35,386,744.41","46,617,627.20","36,254,353.82","46,440,045.48"
