科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"467,135,383.60","836,855,455.16","612,638,201.45","659,998,954.59","1,137,399,538.73","931,211,897.44","916,142,045.47","1,130,705,173.05","1,374,608,185.38","1,266,927,267.78","1,229,772,733.97","1,522,870,155.58","1,450,941,935.01","1,359,542,941.99","1,419,129,266.42","1,657,332,926.90","1,352,907,723.30","1,464,406,007.99","1,615,474,320.51","2,021,992,693.02","1,971,283,491.81","1,916,495,203.47","992,919,550.33","1,326,782,925.33","1,108,098,056.15","690,885,761.49","663,411,898.63","713,504,254.10","710,609,629.28","712,788,624.29","581,560,367.46","637,746,715.52","1,384,820,504.58","826,145,229.29","798,711,454.21","1,418,557,132.35","1,455,993,557.18","1,329,640,352.83","1,457,447,575.04","2,113,477,561.66","2,127,623,724.72","1,755,951,180.34","1,542,184,453.09","2,724,145,176.50","2,087,911,642.05","2,027,975,793.59"
短期借款,"1,417,000,000.00","1,491,000,000.00","1,343,000,000.00","1,610,000,000.00","1,600,000,000.00","1,630,000,000.00","1,640,000,000.00","1,804,000,000.00","1,841,000,000.00","1,837,250,000.00","1,729,500,000.00","1,944,000,000.00","1,698,000,000.00","1,711,000,000.00","1,797,000,000.00","1,778,000,000.00","1,552,000,000.00","1,578,000,000.00","2,017,000,000.00","3,213,000,000.00","2,268,507,400.00","2,781,130,000.00","1,665,000,000.00","2,838,000,000.00","2,643,082,603.72","2,203,800,000.00","2,144,000,000.00","2,214,000,000.00","2,137,000,000.00","1,822,000,000.00","1,919,000,000.00","2,108,000,000.00","2,779,000,000.00","2,553,000,000.00","2,394,500,000.00","2,957,300,000.00","3,129,200,000.00","3,154,000,000.00","3,112,500,000.00","3,680,000,000.00","3,739,500,000.00","2,911,500,000.00","2,562,000,000.00","3,672,300,000.00","3,175,300,000.00","2,942,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,"1,000,000.00","838,005.89","880,000.00","886,000.00","886,000.00","846,057.90","827,071.05","734,423.19","827,269.87","800,728.04","742,773.43","755,497.60","883,832.78",,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"10,268,565.52","28,051,201.04","30,683,110.67","650,573,788.57","380,377,395.28","445,774,725.32","448,707,092.58","171,054,847.50","164,964,190.49","190,166,179.59","177,551,026.46","243,466,582.82","229,627,680.46","50,683,612.62","35,283,503.94","170,854,989.70","188,468,608.81","14,956,974.95","31,920,564.66","463,817,944.61","185,947,299.08","37,207,104.21","51,604,834.92","257,673,883.76","183,620,011.62","176,341,086.77","67,545,293.04","57,580,036.26","104,247,094.37","98,600,527.22","123,931,823.88","88,612,806.96","120,125,070.74","72,111,527.20","54,220,482.85","41,243,263.00","66,356,425.51","109,457,953.90","97,660,279.93","54,487,883.08","59,863,942.20","49,559,233.77","45,652,120.47","28,466,522.48","48,591,693.66","39,680,007.74"
应付票据,"350,000,000.00","300,000,000.00","460,000,000.00","560,000,000.00","532,000,000.00","482,000,000.00","836,000,000.00","836,000,000.00","844,745,519.64","783,817,692.61","795,889,842.61","997,020,000.00","1,034,900,000.00","820,050,000.00","896,089,883.04","1,340,754,416.25","1,351,360,000.00","1,324,271,856.99","762,780,948.88","416,510,000.00","908,927,112.74","641,327,112.74","626,000,000.00","183,000,000.00","75,000,000.00","80,000,000.00","79,000,000.00","35,000,000.00","32,000,000.00","160,600,000.00","216,200,000.00","217,500,000.00","247,900,000.00","165,010,000.00","307,010,000.00","409,080,000.00","280,500,000.00","139,220,000.00","320,060,000.00","477,600,000.00","434,000,000.00","446,682,278.00","580,100,000.00","336,000,000.00","233,000,000.00","220,800,000.00"
应收账款,"199,477,285.54","245,579,052.55","190,345,402.72","210,486,115.92","98,347,804.73","153,046,976.06","206,889,753.60","275,922,790.28","138,127,239.33","156,176,454.03","180,879,982.61","158,399,625.67","140,252,751.72","121,861,024.26","234,522,119.65","211,974,163.75","108,230,309.94","96,482,566.26","120,964,314.83","117,537,823.48","112,931,024.01","124,012,785.15","100,392,968.67","84,595,110.96","90,672,318.69","112,035,967.33","87,519,310.48","102,381,908.62","100,305,238.72","91,215,727.98","84,361,121.43","120,376,045.56","122,520,696.51","168,606,400.65","127,600,953.45","127,174,730.27","136,344,773.59","183,534,608.87","211,571,182.68","181,938,560.49","190,719,841.98","180,869,910.88","213,706,089.14","198,153,926.45","195,648,405.99","191,062,703.17"
应付账款,"102,654,782.77","191,076,721.38","191,047,101.58","271,367,250.92","184,809,409.51","283,530,669.71","382,390,732.99","419,019,778.16","326,369,510.75","205,882,816.70","188,604,071.01","335,543,352.85","327,453,702.88","354,551,783.82","351,081,270.60","381,908,266.53","311,439,155.56","330,239,825.95","387,985,728.90","257,316,354.88","283,378,752.35","275,807,475.69","293,956,139.70","278,112,984.23","297,403,270.12","254,193,826.43","381,569,242.40","345,704,417.44","321,472,729.03","361,619,939.00","379,199,417.15","349,762,441.58","232,369,121.62","348,752,576.73","338,870,404.35","332,334,854.24","365,073,662.88","400,496,066.83","329,947,808.06","552,343,661.80","402,320,057.16","407,348,155.20","368,277,374.42","601,139,270.75","633,017,763.66","595,790,974.27"
预付款项,"202,264,830.22","292,024,795.14","311,263,587.92","328,334,287.32","325,391,381.41","252,636,347.26","358,505,287.96","80,905,015.34","86,798,010.50","51,601,601.90","139,301,603.67","544,675,659.97","370,673,566.12","584,118,148.47","476,908,761.85","389,133,120.00","599,225,900.57","542,972,130.20","549,705,352.36","547,942,817.78","241,391,881.12","527,977,455.76","251,206,763.83","309,471,640.49","535,051,877.41","226,328,962.62","236,333,371.70","146,435,303.45","180,292,093.44","161,930,582.38","183,331,019.29","29,971,110.78","46,738,535.65","56,849,807.44","88,779,272.67","81,591,170.59","98,363,863.59","95,825,539.34","75,670,106.33","359,508,673.44","175,798,386.92","242,977,286.09","257,880,865.22","147,742,772.26","156,781,930.79","131,196,290.45"
预收款项,"24,753,685.01","21,548,365.06","21,720,362.51","32,734,778.59","21,586,765.55","44,068,658.79","37,116,658.40","39,083,291.66","93,826,109.34","45,753,030.52","53,590,663.57","41,132,465.38","32,181,306.73","80,033,000.01","10,988,849.25","45,191,549.54","257,887,745.87","106,951,501.21","65,001,708.61","42,440,759.51","84,697,486.04","102,852,914.20","71,230,847.92","117,275,696.54","87,117,094.37","48,739,295.21","4,354,083.62","66,523,243.53","101,879,146.27","66,552,656.43","74,694,847.03","75,631,312.24","73,496,674.28","43,665,310.66","41,623,689.34","61,120,556.00","57,396,013.77","62,922,524.10","93,659,849.22","75,577,823.05","66,494,000.37","44,010,963.10","73,836,397.78","71,831,969.80","85,244,089.67","99,702,761.93"
