科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"21,239,822.20","26,276,060.97","34,875,228.21","12,034,499.77","26,347,587.01","40,092,356.38","53,566,094.15","10,840,227.94","35,197,309.39","53,045,378.33","75,798,099.11","21,631,646.58","46,661,589.51","77,095,946.33","103,721,479.27","23,694,219.14","52,445,692.68","92,210,186.08","128,821,550.83","43,527,419.79","72,175,555.05","99,954,589.03","177,314,341.67","28,164,318.92","57,970,061.72","92,475,199.79","113,467,756.54","33,897,005.06","73,999,567.27","113,705,435.38","143,788,051.17","36,239,780.77","70,474,520.81","124,759,767.65","179,321,310.30"
取得借款收到的现金,,"61,400,000.00","8,700,000.00","25,000,000.00","25,000,000.00","25,000,000.00","95,000,000.00","6,000,000.00","66,000,000.00","88,000,000.00","121,000,000.00","24,000,000.00","77,000,000.00","102,000,000.00","125,000,000.00","14,000,000.00","14,000,000.00","44,000,000.00","104,500,000.00","10,000,000.00","55,000,000.00","91,000,000.00","160,973,000.00","65,000,000.00","171,500,000.00","239,500,000.00","259,500,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","248,000,000.00","248,000,000.00","248,000,000.00","248,000,000.00"
支付的各项税费,"29,142,131.26","47,208,578.87","49,414,143.78","13,650,359.13","25,481,115.35","41,098,303.15","56,483,710.70","11,129,159.42","23,854,024.00","41,288,257.11","51,977,305.13","15,261,092.27","37,174,546.39","61,806,670.79","82,553,736.03","14,797,542.98","46,600,604.23","74,099,701.98","128,802,244.14","30,509,609.15","76,178,794.83","116,973,590.09","165,676,594.76","30,740,308.32","71,564,222.64","103,759,447.47","145,813,253.92","30,729,399.89","78,098,121.89","121,407,175.90","167,244,458.48","54,649,838.37","95,079,468.95","130,546,927.58","172,168,745.39"
收到其他与筹资活动有关的现金,,,,,,,,,,,,"7,998.33",,,"43,418,804.11",,,,"21,676,968.67",,"6,546,200.00","23,713,303.91","33,122,182.25","51,148,712.65","110,824,241.72","150,963,316.70","129,639,629.47","71,486,758.86","145,962,410.11","191,635,796.26","78,289,666.95","34,244,559.48","71,237,954.11","353,907,238.87",
支付其他与经营活动有关的现金,"40,682,609.16","34,713,188.33","35,891,808.10","13,243,552.54","30,990,083.15","49,022,611.10","50,090,255.91","27,728,060.60","35,130,482.37","98,476,681.34","70,561,470.08","18,245,548.94","52,912,301.89","63,123,711.74","113,404,877.37","37,161,034.61","48,973,666.73","100,552,152.27","151,233,413.33","46,267,836.69","103,895,922.78","142,660,857.85","149,402,051.65","42,533,451.75","111,434,558.98","327,915,621.25","416,446,476.77","42,415,178.82","80,980,808.81","102,834,506.46","199,640,630.55","81,683,937.49","85,099,603.08","172,863,956.79","146,552,349.29"
筹资活动现金流入小计,"3,015,000.00","61,400,000.00","27,250,000.00","25,000,000.00","1,375,131,700.00","1,373,731,700.00","1,443,731,700.00","6,000,000.00","66,000,000.00","88,000,000.00","121,000,000.00","24,007,998.33","77,000,000.00","102,000,000.00","168,418,804.11","14,000,000.00","14,000,000.00","44,000,000.00","126,176,968.67","12,370,200.00","63,916,400.00","117,083,503.91","194,095,182.25","116,148,712.65","282,324,241.72","936,063,316.70","934,739,629.47","71,486,758.86","245,962,410.11","291,635,796.26","178,289,666.95","282,244,559.48","319,237,954.11","601,907,238.87","248,000,000.00"
经营活动现金流出小计,"219,563,871.78","294,225,093.86","313,167,404.84","91,691,294.53","249,037,379.46","332,902,858.80","440,588,164.89","128,422,689.41","334,144,826.88","518,828,699.60","628,005,265.45","132,468,540.70","291,751,792.30","393,864,606.38","562,296,328.46","119,436,762.48","258,447,128.40","535,859,936.57","672,929,439.82","208,269,863.46","448,836,216.18","684,570,588.16","900,886,421.60","226,832,166.10","469,764,332.20","888,642,110.01","1,238,545,157.59","299,639,724.56","661,006,084.73","968,229,038.07","1,279,683,758.71","330,654,568.13","715,355,686.41","1,282,737,162.08","1,753,590,063.74"
偿还债务支付的现金,,"25,050,000.00","36,350,000.00",,"27,900,000.00","33,700,000.00","103,700,000.00",,"50,000,000.00","64,090,469.03","67,000,000.00","24,000,000.00","61,000,000.00","122,000,000.00","155,000,000.00","24,000,000.00","29,000,000.00","50,000,000.00","124,500,000.00","31,900,000.00","57,860,000.00","109,860,000.00","158,160,000.00","73,310,000.00","114,810,000.00","274,810,000.00","351,210,000.00",,"106,000,000.00","106,000,000.00","126,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00"
经营活动产生的现金流量净额,"33,337,247.97","-37,459,919.93","91,022,013.84","4,209,066.06","-61,098,842.87","-59,595,691.10","-20,223,074.47","-15,202,845.71","-40,672,260.64","-90,111,504.09","-35,372,314.05","5,024,078.48","63,180,318.78","51,132,338.01","46,490,175.92","67,119,373.06","96,007,670.48","89,988,732.03","164,059,867.15","-19,452,684.40","-74,424,108.00","-77,482,797.17","-15,057,836.52","-23,048,621.42","-54,471,916.94","-257,782,124.34","-134,143,629.49","-50,599,056.61","-32,399,618.76","-85,173,644.21","43,385,618.46","66,078,555.32","132,165,664.91","78,305,988.96","80,692,444.36"
分配股利、利润或偿还利息支付的现金,"13,354,525.00","2,153,021.73","14,461,415.65","371,854.87","28,197,305.40","30,670,836.54","27,797,586.06",,"33,970,715.50","32,043,134.42","35,101,837.31","1,146,794.68","27,054,582.66","30,874,620.99","31,649,595.72","605,983.34","26,546,232.51","31,967,266.22","32,501,662.02","1,767,956.01","13,427,469.68","36,626,758.23","38,767,398.85","7,026,752.84","30,991,610.21","41,995,157.33","43,694,740.60","311,226.24","822,374.78","29,932,210.70","29,974,049.25","735,666.84","27,101,082.55","58,362,459.41","61,293,111.24"
收回投资收到的现金,,,"2,000,000.00",,,,,,,,,,,,,,,"12,000,000.00","511,000,000.00","648,000,000.00","841,200,000.00","1,280,200,000.00","1,485,200,000.00","385,168,537.90","625,926,566.67","790,000,000.00","2,110,640,000.00","528,743,636.70","1,449,813,864.10","2,371,964,938.07","1,208,863,414.14","1,059,567,604.15","2,568,132,245.25","4,580,886,219.35","2,604,799,432.12"
支付其他与筹资活动有关的现金,,,,,"9,816,458.38","12,388,980.30","15,339,130.78","9,090.00",,,"43,418,804.11","9,900.51",,,"16,676,968.67",,,,"32,322,182.25",,"19,788,107.48","97,211,582.57","129,639,629.47","24,499,242.21","35,196,068.51","60,814,938.98","168,976,102.27","38,193,542.90","59,472,041.90","70,179,807.46","30,249,542.97","72,127,828.61","217,059,135.80","484,220,144.65","115,486,699.86"
取得投资收益收到的现金,,,"1,468.75",,,,,,,,,,,,,,,,"7,365,014.24","6,571,907.53","13,510,313.01","32,262,088.60","32,342,671.11","10,585,688.59","14,148,215.99","17,367,552.52","34,704,868.73","11,785,681.83","19,953,461.69","25,456,062.53","28,337,361.72","8,236,186.59","29,075,188.97","41,145,532.01","47,548,560.30"
筹资活动现金流出小计,"13,354,525.00","27,203,021.73","50,811,415.65","371,854.87","65,913,763.78","76,759,816.84","146,836,716.84","9,090.00","83,970,715.50","96,133,603.45","145,520,641.42","25,156,695.19","88,054,582.66","152,874,620.99","203,326,564.39","24,605,983.34","55,546,232.51","81,967,266.22","189,323,844.27","33,667,956.01","91,075,577.16","243,698,340.80","326,567,028.32","104,835,995.05","180,997,678.72","377,620,096.31","563,880,842.87","38,504,769.14","166,294,416.68","206,112,018.16","186,223,592.22","73,863,495.45","245,160,218.35","543,582,604.06","177,779,811.10"
处置固定资产、无形资产和其他长期资产收回的现金净额,"226,920.00","847,000.00","391,800.00",,,"32,500.00","130,436.79","4,000.00","28,500.00","33,500.00","33,500.00","43,400.00","141,400.00","171,400.00","171,400.00","10,000.00","1,310,000.00","1,310,000.00","3,051,379.83","21,038.00","67,894.47","84,538.00","84,538.00","1,400,000.00","1,400,000.00","1,400,000.00","1,400,000.00","9,000.00","9,000.00","9,000.00","9,000.00","62,000.00","142,000.00","142,000.00","142,000.00"
筹资活动产生的现金流量净额,"-10,339,525.00","34,196,978.27","-23,561,415.65","24,628,145.13","1,309,217,936.22","1,296,971,883.16","1,296,894,983.16","5,990,910.00","-17,970,715.50","-8,133,603.45","-24,520,641.42","-1,148,696.86","-11,054,582.66","-50,874,620.99","-34,907,760.28","-10,605,983.34","-41,546,232.51","-37,967,266.22","-63,146,875.60","-21,297,756.01","-27,159,177.16","-126,614,836.89","-132,471,846.07","11,312,717.60","101,326,563.00","558,443,220.39","370,858,786.60","32,981,989.72","79,667,993.43","85,523,778.10","-7,933,925.27","208,381,064.03","74,077,735.76","58,324,634.81","70,220,188.90"
处置子公司及其他营业单位收到的现金净额,"1,333,024.73",,,,,,,,,"1,730.16",,,,,,,"375,085.26","375,085.26",,,,,,,,,,,,,,,,"80,483,339.24","61,649,891.52"
四、汇率变动对现金的影响,,,,,,979.46,,99.37,"-6,201.39","-16,563.28","-9,843.00",,"-6,188.54","-4,641.64","-50,041.89",,"-178,242.33","-304,014.97","-462,879.55",,,,"-83,054.46",,,,"89,570.21",,,"96,435.22","1,448,284.20","-10,396.41","148,954.72","121,627.44","-622,644.08"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,5.56,,,,,,,,,"48,052,737.20",,"-1,229.07",,"536,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,559,944.73","847,000.00","2,393,268.75",,,"32,500.00","130,436.79","4,000.00","28,500.00","35,230.16","33,500.00","43,400.00","141,400.00","171,400.00","171,400.00","10,000.00","1,685,085.26","13,685,085.26","521,416,394.07","654,592,945.53","854,778,207.48","1,312,546,632.16","1,517,627,209.11","397,154,226.49","641,474,782.66","808,767,552.52","2,146,744,868.73","540,538,318.53","1,469,776,325.79","2,397,430,000.60","1,285,262,513.06","1,067,865,790.74","2,597,348,205.15","4,702,657,090.60","2,714,675,883.94"
五、现金及现金等价物净增加额,"14,615,876.35","-23,801,163.77","30,975,513.29","28,016,055.80","1,238,704,088.15","1,223,082,818.24","1,252,773,715.52","-11,023,636.73","-195,530,150.19","-245,651,353.57","-341,545,797.88","-26,779,842.99","-33,768,627.79","-91,592,173.51","-88,987,854.25","55,191,045.80","42,755,537.58","9,463,153.03","-738,077,652.48","220,493,697.12","79,122,067.54","-40,136,605.91","12,224,330.00","-24,033,612.03","-22,220,389.36","-18,144,232.57","190,519,036.37","-184,317,247.06","-191,560,596.02","-255,777,255.74","-210,340,109.52","-38,623,978.65","46,959,598.86","15,559,628.53","-30,987,754.83"
购建固定资产、无形资产和其他长期资产支付的现金,"9,941,791.35","9,435,545.11","9,594,620.65","821,155.39","9,415,005.20","14,326,853.28","20,643,429.96","1,815,800.39","61,907,742.50","64,658,335.29","146,953,217.79","30,626,682.61","86,029,575.37","91,892,335.89","100,691,628.00","1,332,343.92","5,824,439.02","15,536,188.75","33,693,091.95","3,348,808.00","17,311,270.09","38,824,019.32","85,379,657.37","44,580,996.80","93,623,251.41","133,245,481.14","41,403,159.68","1,988,259.26","1,894,435.38","2,191,887.38","19,924,185.83","413,107.43","1,508,716.43","7,423,493.93","22,918,085.32"
期初现金及现金等价物余额,"39,119,834.55","53,735,710.90","29,934,547.13","60,910,060.42","60,910,060.42","60,910,060.42","60,910,060.42","1,313,683,775.94",,"1,313,683,775.94","1,313,683,775.94","1,015,556,782.17","1,015,556,782.17","1,015,556,782.17","972,137,978.06","899,827,092.48","899,827,092.48","899,827,092.48","883,150,123.81","186,433,068.89","145,072,471.33","145,072,471.33","145,072,471.33","157,296,801.33","157,296,801.33","123,399,833.89","157,296,801.33","347,550,621.14","347,815,837.70","347,815,837.70","347,815,837.70","137,475,728.18","137,475,728.18","137,475,728.18","137,475,728.18"
投资支付的现金,,"11,949,677.00","29,283,733.00",,,,"3,385,200.00",,"75,000,000.00","98,328,646.00","124,600,000.00",,,,,,"7,388,304.30","49,668,304.30","1,284,388,304.30","390,000,000.00","605,000,000.00","1,118,000,000.00","1,219,258,900.00","364,870,937.90","616,926,566.67","994,327,400.00","2,151,627,400.00","705,250,239.44","1,706,710,861.10","2,651,461,938.07","1,511,838,414.14","1,380,525,884.90","2,755,272,245.25","4,816,426,219.35","2,869,557,271.66"
期末现金及现金等价物余额,"53,735,710.90","29,934,547.13","60,910,060.42","88,926,116.22","1,299,614,148.57","1,283,992,878.66","1,313,683,775.94","1,302,660,139.21","-195,530,150.19","1,068,032,422.37","972,137,978.06","988,776,939.18","981,788,154.38","923,964,608.66","883,150,123.81","955,018,138.28","942,582,630.06","909,290,245.51","145,072,471.33","406,926,766.01","224,194,538.87","104,935,865.42","157,296,801.33","133,263,189.30","135,076,411.97","105,255,601.32","347,815,837.70","163,233,374.08","156,255,241.68","92,038,581.96","137,475,728.18","98,851,749.53","184,435,327.04","153,035,356.71","106,487,973.35"
