科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"47,118,189.12","32,946,093.49","33,227,518.37","64,580,688.85","36,262,996.85","30,367,322.22","27,763,374.06","43,324,543.01","27,989,053.24","65,514,696.02","31,600,884.39","34,608,829.40","50,884,203.67","40,683,133.82","57,248,937.45","74,400,891.75","46,914,495.33","33,509,565.27","50,563,431.56","45,888,830.87","90,662,375.55","62,616,363.41","67,266,056.25","70,630,561.23","41,564,071.43","71,353,036.69","58,106,940.41","80,696,201.50"
应付职工薪酬,"154,974,254.40","249,234,887.45","276,341,365.86","136,888,022.54","163,196,438.43","170,632,522.98","135,266,580.98","159,065,946.47","209,061,925.03","222,997,934.27","153,186,748.63","174,740,101.35","213,971,138.52","221,675,401.76","178,836,057.83","202,917,804.38","254,048,391.71","269,559,107.38","218,872,836.88","226,152,104.04","274,571,054.06","276,106,188.82","209,657,845.90","255,118,925.86","343,111,287.79","365,385,707.58","312,188,228.03","367,399,558.96"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"25,935,550.81","20,520,821.05","379,904.89","21,318,574.13","26,893,927.39","13,270,258.15","-29,649,962.01","-28,354,396.09","-31,727,881.28","-22,852,201.88","-28,934,268.31","-23,885,027.03","19,227,681.62","45,912,050.46","28,467,691.46","40,843,120.38","86,346,296.49","104,602,144.42","45,729,578.52","80,832,248.09","150,208,960.55","105,621,226.26","62,219,500.09","83,524,372.23","140,921,339.48","121,206,332.77","102,028,537.23","108,108,901.46"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"1,154,092.28","843,442.97","2,161,433.17","3,169,602.47","7,268,786.07","5,151,775.22","2,171,998.42","1,324,023.84","1,092,886.22","1,106,470.26","773,995.80","1,255,396.83","2,114,083.83","1,344,687.10","2,759,435.35","5,911,198.06","5,108,562.88","6,136,921.55","2,199,665.24","2,307,189.02","674,765.51","876,798.83","571,181.57","1,680,140.93","1,432,818.45","1,257,442.95","555,941.59","615,831.02"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,"80,000,000.00",,,,,,,,"163,407,520.28",,,,"150,506,926.58",,,,"155,157,481.96",,,,,,,,"198,682,396.87","198,682,396.87"
存货,"1,030,267,038.95","1,198,075,918.36","1,578,381,997.98","1,521,500,477.39","1,381,932,582.90","1,268,522,885.24","1,396,487,729.18","1,752,859,055.21","1,729,352,416.98","1,397,723,182.40","1,376,936,137.48","1,803,260,126.14","1,561,058,210.20","1,470,765,885.72","1,660,948,211.09","1,859,637,737.72","1,879,953,694.39","2,594,098,088.03","2,419,101,170.78","2,796,839,203.02","2,521,119,895.30","2,431,827,423.15","2,290,431,025.88","3,205,197,989.02","2,805,434,994.06","2,466,645,004.94","2,568,826,946.55","3,856,687,553.55"
其他应付款,"158,341,797.60","347,070,649.92","240,974,142.86","497,317,147.00","148,282,423.81","140,509,772.28","137,565,891.02","104,398,587.91","148,688,954.11","105,654,767.73","138,310,601.85","142,742,488.68","127,528,532.43","116,136,273.48","131,360,756.66","117,958,360.68","135,223,622.81","162,083,164.76","155,065,367.35","180,751,244.95","215,156,017.11","254,606,882.24","223,674,285.53","263,325,431.86","278,650,356.12","277,050,886.47","290,751,919.34","305,077,523.16"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"103,811,975.75",,"55,113,636.36","18,891,701.04","11,450,117.59","14,157,452.95","16,475,405.58","16,847,522.68","19,832,310.01","19,365,693.83","20,505,774.13","18,507,185.09","18,094,352.57","18,138,001.39","4,489,859.52","4,810,410.24",,,,,,,"71,910,766.85","74,529,017.89",,,,
其他流动资产,"13,580,122.02","11,372,200.31","14,704,198.87","20,723,234.85","37,363,963.55","35,805,930.49","391,907,849.01","325,814,560.63","392,113,726.48","662,998,546.67","296,489,304.82","55,307,067.30","61,105,141.09","58,335,543.56","59,758,303.10","89,480,690.58","104,645,020.64","103,881,592.17","122,698,907.56","118,035,487.86","101,600,214.03","74,875,616.10","68,903,713.67","73,251,816.84","126,779,544.24","113,862,664.10","143,066,987.02","194,952,473.73"
其他流动负债,,,,,,,,,,,,,"7,177,664.28","6,233,130.48","5,197,823.98","9,231,717.50","9,165,938.46","7,843,216.78","5,666,822.78","4,522,100.32","6,147,464.84","6,567,256.01","7,948,734.82","6,696,175.04","7,882,313.89","10,837,992.18","10,091,962.92","36,298,429.85"
流动资产合计,"4,714,151,087.09","5,945,880,739.66","6,433,851,749.35","5,806,569,541.97","5,240,618,625.28","5,803,809,940.76","5,758,135,245.63","6,223,213,911.78","6,945,308,934.23","6,203,849,336.25","6,130,346,145.02","6,901,089,593.81","7,132,840,539.95","6,934,866,760.22","7,270,605,280.00","7,857,717,446.22","9,827,548,197.06","10,276,983,771.37","10,630,354,105.31","11,229,295,748.20","10,262,406,432.85","9,799,978,617.58","9,901,629,751.98","13,054,895,576.06","12,914,179,039.62","11,959,233,889.79","12,313,463,067.52","14,476,135,251.92"
流动负债合计,"3,349,212,179.75","4,224,141,628.87","5,012,529,376.19","4,581,729,146.14","3,672,592,011.72","3,461,291,423.37","3,675,055,684.31","3,993,618,737.42","4,573,049,558.11","3,650,268,171.33","3,655,929,859.22","4,376,835,080.10","4,596,850,826.97","4,308,853,082.92","4,998,858,273.21","5,788,220,546.42","5,947,499,065.80","6,367,302,004.82","6,945,538,040.18","7,350,631,708.65","6,135,773,028.21","5,499,753,321.21","5,527,607,637.92","8,332,241,613.22","7,678,073,528.47","6,271,892,995.39","6,511,836,405.20","8,353,025,803.58"
可供出售金融资产,,,,,,,,,,,,,,,,,,"19,629,125.20",,,,,,"4,260,300.97","26,892,226.29","28,442,984.77","23,383,037.48","22,987,778.36"
长期借款,,"21,311,056.18","259,517,045.45","383,466,667.12","420,804,861.80","306,418,163.48","82,377,019.43","80,025,724.19","75,808,404.40","69,528,912.16","64,121,172.79","51,952,364.17","47,707,200.57","43,538,840.75",,,,,,,,,,,"75,285,271.33","56,868,611.94","55,673,898.76",
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"55,150,981.21","54,398,801.48","47,751,044.26","32,836,268.31","24,042,803.31","20,010,410.67","16,117,308.85","13,526,813.40","12,883,923.00","11,272,917.46","10,907,391.99","11,748,258.14","12,216,418.52","12,800,295.75","13,414,746.98","14,154,858.21","14,954,753.44","14,865,212.64","14,674,329.37","14,551,822.03","14,771,539.98","14,068,313.98","13,084,605.00","12,290,179.98","11,632,131.97","10,260,431.98","9,041,625.03","7,900,233.98"
固定资产,"1,397,263,740.38","1,145,998,501.64","1,178,106,444.81","902,905,005.17","874,262,484.72","875,013,600.26","911,603,480.94","973,849,059.43","1,084,012,818.40","1,061,982,326.53","1,039,161,801.43","1,094,294,196.30","1,082,003,913.79","1,046,812,357.90","1,001,522,170.55","1,081,213,396.12","1,857,438,545.18","1,977,714,189.38","1,958,970,202.18","2,110,265,867.90","2,023,436,194.56","2,037,001,159.32","1,949,912,156.44","1,878,610,217.52","1,804,663,027.95","1,709,662,612.95","1,611,811,537.64","1,580,774,199.80"
递延所得税负债,"16,808,482.14","13,911,726.88","17,836,798.70","19,125,467.71","17,747,896.25","17,007,693.03","17,972,325.41","15,249,268.75","16,543,379.43","15,971,241.00","21,570,218.60","18,285,109.55","840,679.26","780,965.42","940,461.51","3,338,677.14","7,280,429.78","2,744,883.15","2,571,393.61","7,444,808.58","3,519,546.65","5,032,991.28","4,881,959.93","4,628,776.10",,,,
在建工程,"30,493,860.85","46,737,708.89","22,642,205.68","11,639,985.63","16,479,665.46","19,294,204.26","92,945,319.80","68,877,347.39","30,108,395.40","27,636,530.80","34,502,452.98","49,170,339.06","107,752,170.75","268,348,020.79","454,293,971.14","657,484,302.28","152,602,972.16","68,242,353.87","166,806,250.76","41,729,811.64","30,353,088.07","17,480,875.42","27,193,679.62","46,544,167.59","21,056,549.80","25,558,032.87","37,921,708.10","23,900,870.36"
其他非流动负债,"495,373.65","17,048.84","18,181.82",,"7,043,837.59","6,206,668.00","5,874,169.00","5,541,670.00","14,510,846.46","17,778,675.23","20,480,136.69","19,788,761.65","19,751,693.32","19,563,994.00","19,658,081.24","24,932,272.69","10,322,472.20","9,720,994.78","9,451,183.66","998,429.80","1,146,018.04","1,000,855.10","1,183,199.56","1,001,138.84","1,041,791.17","1,489,718.14","1,376,257.02","1,295,230.25"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"72,454,837.00","89,638,633.38","325,123,070.23","435,428,403.14","469,639,398.95","349,642,935.18","122,340,822.69","114,343,476.34","119,746,553.29","114,551,745.85","117,078,920.07","101,774,493.51","80,515,991.67","76,684,095.92","34,013,289.73","42,425,808.04","59,991,420.13","88,135,841.04","90,155,890.52","90,572,914.84","86,661,021.27","156,080,113.70","153,041,308.30","151,394,130.00","189,472,666.62","169,993,377.03","165,682,035.74","120,393,222.86"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"3,421,667,016.75","4,313,780,262.25","5,337,652,446.42","5,017,157,549.28","4,142,231,410.67","3,810,934,358.55","3,797,396,507.00","4,107,962,213.76","4,692,796,111.40","3,764,819,917.18","3,773,008,779.29","4,478,609,573.61","4,677,366,818.64","4,385,537,178.84","5,032,871,562.94","5,830,646,354.46","6,007,490,485.93","6,455,437,845.86","7,035,693,930.70","7,441,204,623.49","6,222,434,049.48","5,655,833,434.91","5,680,648,946.22","8,483,635,743.22","7,867,546,195.09","6,441,886,372.42","6,677,518,440.94","8,473,419,026.44"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"416,056,920.00","416,056,920.00","904,923,801.00","904,923,801.00","904,923,801.00","1,011,723,801.00","1,011,723,801.00","1,011,723,801.00","1,011,723,801.00","1,011,723,801.00","1,011,723,801.00","1,011,723,801.00","1,011,723,801.00","1,011,723,801.00","1,011,723,801.00","1,011,723,801.00","1,087,961,790.00","1,087,961,790.00","2,175,923,580.00","2,175,923,580.00","2,175,923,580.00","2,175,923,580.00","2,175,923,580.00","2,175,923,580.00","2,175,923,580.00","2,175,923,580.00","2,175,923,580.00","2,175,923,580.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"2,634,295,374.07","2,515,764,943.29","1,569,151,969.14","18,385,583.74","20,515,555.85","687,201,623.51","687,268,499.27","687,335,375.03","687,713,912.94","687,713,912.94","687,713,912.94","687,713,912.94","681,082,472.77","681,082,472.77","681,082,472.77","681,082,472.77","2,629,165,529.04","2,629,165,529.04","1,541,203,739.04","1,541,203,739.04","1,546,121,622.75","1,958,703,665.31","1,971,198,205.75","1,983,444,449.11","1,588,866,453.74","1,602,695,851.23","1,615,668,533.92","1,628,492,772.01"
无形资产,"63,163,749.42","60,444,397.48","45,732,800.96","39,597,447.79","28,302,566.40","26,666,497.87","25,114,296.68","24,169,036.29","30,948,984.05","30,153,264.46","29,659,954.76","28,747,287.95","27,358,892.63","27,378,203.72","27,092,602.73","27,617,473.52","28,946,710.42","30,820,266.33","29,397,871.32","28,382,267.13","30,264,493.06","31,533,409.12","31,873,597.10","30,906,009.45","31,187,492.15","30,393,452.18","29,810,258.91","29,691,754.44"
盈余公积,"36,462,971.89","56,710,495.00","93,100,381.30","93,100,381.30","124,176,207.36","124,176,207.36","124,176,207.36","124,176,207.36","162,119,093.84","162,119,093.84","162,119,093.84","162,119,093.84","183,976,935.09","183,976,935.09","183,976,935.09","183,976,935.09","211,135,023.51","211,135,023.51","211,135,023.51","211,135,023.51","273,962,712.51","273,962,712.51","273,962,712.51","273,962,712.51","294,470,586.47","294,470,586.47","294,470,586.47","294,470,586.47"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,"2,080,284.00","2,080,284.00","4,524,619.00",,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"195,616,015.18","365,541,621.75","225,774,605.06","819,347,273.49","1,052,443,870.46","1,158,569,544.66","1,240,226,443.99","1,426,430,069.36","1,616,307,152.02","1,782,466,055.95","1,688,268,732.81","1,818,821,120.56","1,964,411,409.17","2,122,252,871.53","2,139,302,575.50","2,302,804,433.50","2,468,677,709.45","2,609,949,593.24","2,494,803,359.70","2,729,017,760.21","2,885,301,937.55","2,591,526,199.71","2,554,305,258.01","2,820,629,206.29","3,491,419,621.11","3,778,091,092.28","3,790,694,265.96","4,096,414,402.73"
长期待摊费用,,,,,,,,,,,,,,,,"119,342,903.27","294,836,139.69","310,803,038.60","327,140,845.08","352,643,476.28","376,639,328.03","369,761,859.72","354,468,791.57","341,479,730.86","294,771,479.72","289,033,086.80","277,620,040.50","265,916,299.77"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,"1,472,735.84","1,552,810.47","1,905,387.36","2,336,133.60","1,577,093.12","1,563,445.74","1,599,188.40"
递延所得税资产,"62,682,973.71","55,398,561.72","44,490,174.53","48,627,667.27","40,646,340.62","27,280,784.73","28,429,701.36","30,338,792.05","42,307,379.21","41,603,292.66","43,571,854.08","43,657,522.08","49,078,931.44","50,733,276.10","54,959,211.58","62,570,759.55","108,490,550.46","149,445,815.25","183,524,633.87","236,898,714.79","292,249,548.74","324,656,520.88","320,914,677.76","328,013,082.12","295,741,785.88","270,373,656.65","243,500,655.73","237,692,766.60"
外币报表折算价差,"-423,962,550.66","-409,029,233.72","-395,648,114.09","-38,349,561.33","-42,024,983.88","-39,385,249.30","-42,637,407.40","-37,179,519.57","-34,635,170.60","-40,726,017.63","-42,545,347.19","-38,943,986.38","-40,161,647.02","-45,297,994.33","-39,536,739.86","-45,386,533.34",,,,,,,,,,,,
其他非流动资产,"10,300,051.78","2,284,815.18","5,607,094.50","5,225,379.65","1,956,178.98","1,155,257.90","1,926,006.81",,"3,338,389.31","2,892,012.58","3,046,764.42","3,084,576.37","79,365,341.09","11,136,646.17","200,947,371.44","158,901,182.52","63,711,293.08","94,237,231.42","101,440,014.12","18,709,539.58","16,085,777.80","17,368,583.96","26,429,414.68","30,611,491.88","16,275,219.79","17,662,397.67","30,232,929.72","25,084,682.34"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,563,904,376.14","1,310,863,984.91","1,296,578,720.48","1,007,995,485.51","961,647,236.18","949,410,345.02","1,060,018,805.59","1,097,234,235.16","1,190,715,966.37","1,164,267,427.03","1,149,942,827.67","1,218,953,921.76","1,345,559,249.70","1,404,408,504.68","1,738,815,327.44","2,107,130,017.26","2,506,026,210.99","2,650,892,020.05","2,767,279,817.33","2,788,629,677.32","2,769,028,430.26","2,797,802,408.42","2,710,792,317.17","2,660,425,000.39","2,490,587,781.58","2,371,126,223.89","2,254,280,168.08","2,186,048,351.67"
所有者权益(或股东权益)合计,"2,856,388,446.48","2,942,964,462.32","2,392,778,023.41","1,797,407,478.20","2,060,034,450.79","2,942,285,927.23","3,020,757,544.22","3,212,485,933.18","3,443,228,789.20","3,603,296,846.10","3,507,280,193.40","3,641,433,941.96","3,801,032,971.01","3,953,738,086.06","3,976,549,044.50","4,134,201,109.02","6,326,083,922.12","6,472,437,945.56","6,361,939,991.94","6,576,720,802.03","6,809,000,813.63","6,941,947,591.09","6,931,773,122.93","7,231,684,833.23","7,537,220,626.11","7,888,473,741.26","7,890,224,794.66","8,188,764,577.15"
资产总计,"6,278,055,463.23","7,256,744,724.57","7,730,430,469.83","6,814,565,027.48","6,202,265,861.46","6,753,220,285.78","6,818,154,051.22","7,320,448,146.94","8,136,024,900.60","7,368,116,763.28","7,280,288,972.69","8,120,043,515.57","8,478,399,789.65","8,339,275,264.90","9,009,420,607.44","9,964,847,463.48","12,333,574,408.05","12,927,875,791.42","13,397,633,922.64","14,017,925,425.52","13,031,434,863.11","12,597,781,026.00","12,612,422,069.15","15,715,320,576.45","15,404,766,821.20","14,330,360,113.68","14,567,743,235.60","16,662,183,603.59"
负债和所有者(或股东权益)合计,"6,278,055,463.23","7,256,744,724.57","7,730,430,469.83","6,814,565,027.48","6,202,265,861.46","6,753,220,285.78","6,818,154,051.22","7,320,448,146.94","8,136,024,900.60","7,368,116,763.28","7,280,288,972.69","8,120,043,515.57","8,478,399,789.65","8,339,275,264.90","9,009,420,607.44","9,964,847,463.48","12,333,574,408.05","12,927,875,791.42","13,397,633,922.64","14,017,925,425.52","13,031,434,863.11","12,597,781,026.00","12,612,422,069.15","15,715,320,576.45","15,404,766,821.20","14,330,360,113.68","14,567,743,235.60","16,662,183,603.59"
