科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"17,242,068.87","30,382,180.29","17,631,360.43","5,550,688.25","13,402,905.79","17,544,803.81","22,410,899.65","6,967,338.01","18,107,937.24","27,504,501.50","38,708,276.02","10,291,661.28","22,342,710.06","33,864,302.14","54,353,097.78","15,563,341.44","32,742,157.27","53,151,289.81","71,121,566.36","18,432,527.25","36,694,825.87","56,024,064.10","74,214,052.55","16,780,684.43","27,175,541.47","36,550,743.71","43,372,548.72","10,239,624.10","22,768,730.88","39,959,176.70","59,278,859.58","18,742,223.55","43,994,911.98","59,075,843.55","76,483,191.88","16,041,928.82","33,323,654.51","86,379,166.29","117,998,589.19","30,635,359.21"
三、利润总额,"48,870,273.53","45,403,675.21","83,187,539.63","18,839,959.40","41,144,126.06","71,544,879.32","90,168,526.43","18,931,801.86","51,336,821.58","73,845,360.59","92,219,360.72","18,984,982.82","52,142,536.80","72,234,095.98","65,530,615.97","11,257,154.21","27,035,198.70","25,885,649.43","19,043,791.22","-7,420,060.40","-14,683,840.17","-20,063,551.17","-29,671,198.00","2,673,105.09","17,727,651.10","82,363,254.44","111,328,252.88","33,786,190.78","158,236,864.35","205,686,925.11","274,010,946.43","25,703,405.24","114,619,532.81","282,831,520.41","286,787,024.96","24,885,386.61","2,808,084.97","-8,187,200.49","-1,229,278,592.73","-52,895,880.03"
资产减值损失,"986,314.08","998,896.96","1,853,581.37","5,549,899.05","9,318,464.03","11,073,861.35","6,928,974.01","7,200,551.23","6,010,817.78","8,007,415.01","1,916,465.98","4,985,658.64","7,819,266.59","8,628,143.82","9,396,893.44","3,745,481.63","7,217,159.44","4,671,156.64","4,649,784.80","4,722,589.94","12,194,731.77","10,039,247.22","13,275,676.66","3,801,007.06","8,759,595.17","11,227,332.12","23,960,004.07","2,014,090.70","7,883,016.17","16,261,237.18","47,116,594.82","-928,832.41","-5,088,799.28","28,933,820.11","60,687,394.61","4,149,657.26","30,984,368.66","36,497,609.28","1,159,967,350.13","8,856,376.50"
减:所得税,"4,744,205.44","2,513,850.85","13,854,652.65","2,569,261.55","5,750,248.90","8,952,010.22","14,286,414.24","2,434,408.77","8,618,289.34","10,102,340.96","13,859,843.05","1,803,309.83","6,265,057.59","7,176,661.91","8,891,813.65","520,305.57","2,324,425.08","4,248,865.00","4,743,158.98","572,807.01","896,822.97","1,938,845.95","2,966,586.71","381,905.42","1,725,706.94","14,683,479.57","17,960,022.98","8,336,551.88","27,366,897.57","30,425,978.90","54,342,828.16","6,336,137.07","24,603,949.90","39,407,512.56","27,257,016.83","4,876,686.71","707,408.72","4,618,784.61","22,883,659.98","1,813,992.48"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,"-7,437,961.61","-3,298,730.00","2,638,781.00","-165,100.00",,,"-2,638,781.00",,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-97,294.88","4,000.00","6,000.00",,,"7,500.00","7,500.00",,"7,500.00","7,500.00","1,778,830.38",,"941,873.52","2,169,398.95","4,151,683.42","8,100.00","3,182,472.88","5,181,884.24","8,459,286.57",,"5,307,341.11","8,035,788.19","9,244,266.60","2,023,559.63","4,773,397.74","-7,239,547.32","-10,358,603.28","5,322,826.24","6,232,288.89","10,643,537.58","17,165,237.51","928,310.66","9,657,203.89","22,609,755.10","19,344,117.55","7,458,068.47","10,612,394.03","107,922,980.10","135,161,432.38","160,141.66"
四、净利润,"44,126,068.09","42,889,824.36","69,332,886.98","16,270,697.85","35,393,877.16","62,592,869.10","75,882,112.19","16,497,393.09","42,718,532.24","63,743,019.63","78,359,517.67","17,181,672.99","45,877,479.21","65,057,434.07","56,638,802.32","10,736,848.64","24,710,773.62","21,636,784.43","14,300,632.24","-7,992,867.41","-15,580,663.14","-22,002,397.12","-32,637,784.71","2,291,199.67","16,001,944.16","67,679,774.87","93,368,229.90","25,449,638.90","130,869,966.78","175,260,946.21","219,668,118.27","19,367,268.17","90,015,582.91","243,424,007.85","259,530,008.13","20,008,699.90","2,100,676.25","-12,805,985.10","-1,252,162,252.71","-54,709,872.51"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,"194,291.56",,,,,,,,"7,149,055.23",,,,"10,270,550.45","2,023,559.63","3,512,597.15","4,840,063.57","7,822,598.20","-23,833.91",,"2,208,822.87","4,520,107.15","-189,733.17","2,049,535.02","5,809,428.83","9,533,028.21","2,339,634.72","4,082,535.79","5,915,740.49","8,339,033.13","160,141.66"
归属于母公司所有者的净利润,"43,014,925.24","42,408,710.29","69,139,438.07","16,248,049.71","35,251,617.29","62,470,170.33","75,809,232.60","16,567,131.89","42,709,636.93","63,861,266.83","78,362,456.19","17,260,632.57","46,096,881.13","65,101,551.62","56,385,566.94","11,003,822.43","24,527,056.73","21,730,284.92","14,674,957.36","-7,017,026.02","-13,240,379.33","-19,471,364.33","-30,374,553.06","2,454,301.06","16,473,289.99","67,622,956.19","90,366,129.06","23,388,567.22","113,668,399.78","151,865,737.64","190,814,818.18","17,217,481.25","72,282,867.29","188,921,499.25","208,069,774.31","13,127,401.72","-6,724,131.98","-9,529,012.33","-1,226,856,699.21","-53,598,197.32"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"1,111,142.85","481,114.07","193,448.91","22,648.14","142,259.87","122,698.77","72,879.59","-69,738.80","8,895.31","-118,247.20","-2,938.52","-78,959.58","-219,401.92","-44,117.55","253,235.38","-266,973.79","183,716.89","-93,500.49","-374,325.12","-975,841.39","-2,340,283.81","-2,531,032.79","-2,263,231.65","-163,101.39","-471,345.83","56,818.68","3,002,100.84","2,061,071.68","17,201,567.00","23,395,208.57","28,853,300.09","2,149,786.92","17,732,715.62","54,502,508.60","51,460,233.82","6,881,298.18","8,824,808.23","-3,276,972.77","-25,305,553.50","-1,111,675.19"
