科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"552,133,864.61","643,716,296.34","718,837,603.99","239,146,149.31","583,046,193.54","876,948,388.50","1,103,019,103.86","272,874,799.99","643,114,906.71","936,484,841.17","1,135,072,185.20","286,052,577.72","675,963,995.63","1,001,122,297.65","1,331,915,562.22","337,405,833.87","788,966,990.50","1,135,807,837.17","1,472,681,059.64","410,005,630.74","975,110,150.55","1,467,320,257.07","1,864,504,844.55","444,666,634.43","977,770,237.78","1,547,686,981.89","2,179,588,763.49","515,686,537.04","1,279,800,793.05","1,999,389,811.27","2,806,573,342.63","683,617,290.92","1,493,100,261.60","2,448,227,091.64","3,398,663,420.63","757,852,128.74","1,555,458,975.94","2,387,730,200.41","2,918,320,039.52","477,122,521.61"
二、营业利润,"42,962,974.75","32,841,729.05","71,009,850.59","13,805,551.68","34,881,843.97","60,678,383.51","70,852,872.90","12,259,265.61","43,925,362.17","62,661,135.85","42,337,344.38","16,138,530.49","47,019,349.08","63,311,098.75","52,344,123.25","8,446,093.51","17,873,984.92","12,913,055.37","-7,824,023.23","-8,573,624.88","-17,439,951.98","-24,028,132.46","-38,053,159.08","2,731,436.20","9,915,993.35","47,699,137.38","63,211,578.00","35,923,408.59","151,229,616.10","198,972,401.47","241,450,589.04","25,577,398.84","110,866,261.71","272,481,781.52","271,151,985.33","26,150,993.24","4,239,342.82","-10,122,743.08","-1,214,623,514.74","-51,585,116.24"
减:营业成本,"424,643,131.88","509,035,665.34","541,206,085.58","183,349,879.81","465,311,733.80","705,295,183.79","888,046,510.99","222,303,358.20","519,391,906.35","748,945,299.94","932,581,417.93","229,172,115.19","543,820,902.22","795,926,357.60","1,076,549,683.33","272,586,325.87","656,745,502.85","955,930,252.58","1,251,518,417.64","357,387,094.90","850,500,575.74","1,283,626,273.61","1,628,153,136.92","388,054,738.30","845,956,314.80","1,304,130,029.86","1,829,647,029.76","420,687,082.23","994,404,801.38","1,584,273,910.56","2,220,463,975.44","585,606,173.39","1,235,832,397.83","1,933,905,505.59","2,760,712,426.01","664,331,909.60","1,382,978,010.89","2,189,292,073.82","2,706,500,931.42","430,207,520.42"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,424,238.92","3,601,762.40","3,689,076.04","790,524.55","1,815,959.27","3,060,903.36","3,961,583.13","736,869.17","2,451,068.58","3,632,793.81","5,054,784.80","1,083,950.98","2,652,490.55","3,954,539.03","6,086,982.69","1,320,481.32","2,838,646.06","3,951,915.86","5,985,812.21","786,961.04","2,377,031.74","4,526,864.87","7,267,215.20","2,081,631.84","5,369,147.77","9,664,897.49","12,621,431.09","2,662,317.18","6,668,261.67","9,470,652.27","19,186,204.18","4,019,479.22","10,807,228.11","17,825,942.10","24,891,796.80","4,076,209.69","10,532,830.26","16,399,899.63","20,824,414.97","3,865,791.63"
营业外收入,"8,147,977.71","15,359,193.28","15,812,351.07","5,801,639.09","7,991,839.06","13,226,208.25","23,372,290.47","7,291,781.23","9,742,154.20","14,467,592.06","54,588,788.09","3,735,311.82","7,517,411.12","12,606,214.13","18,586,720.57","4,404,198.83","12,567,081.92","17,603,080.86","33,209,650.98","2,875,633.40","6,647,852.75","10,292,938.18","18,149,293.03","1,379,772.79","11,127,758.89","50,981,706.06","69,105,120.12","2,524,291.82","14,087,319.51","17,563,026.42","53,341,500.18","1,531,484.68","6,700,994.88","14,744,682.73","22,493,178.72","3,862,665.92","6,449,329.44","11,063,399.15","7,794,267.49","698,994.09"
销售费用,"28,552,026.83","31,732,232.71","35,119,606.24","12,781,979.26","25,716,549.37","35,577,419.85","46,762,253.74","12,336,440.28","27,369,679.68","37,179,255.34","49,565,958.04","9,607,511.14","22,741,456.45","38,636,674.08","51,870,291.45","13,769,142.36","31,780,006.77","44,515,062.04","59,522,377.07","15,567,684.29","36,546,782.05","54,097,878.34","67,552,609.54","13,623,569.65","31,584,313.11","46,426,834.69","64,497,377.61","15,988,791.06","34,246,354.29","54,480,866.81","83,262,923.34","18,287,141.33","39,974,864.94","60,570,684.32","88,083,992.19","15,021,938.06","33,536,949.65","60,131,710.38","84,903,479.46","14,013,481.02"
减:营业外支出,"2,240,678.93","2,797,247.12","3,634,662.03","767,231.37","1,729,556.97","2,359,712.44","4,056,636.94","619,244.98","2,330,694.79","3,283,367.32","4,706,771.75","888,859.49","2,394,223.40","3,683,216.90","5,400,227.85","1,593,138.13","3,405,868.14","4,630,486.80","6,341,836.53","1,722,068.92","3,891,740.94","6,328,356.89","9,767,331.95","1,438,103.90","3,316,101.14","16,317,589.00","20,988,445.24","4,661,509.63","7,080,071.26","10,848,502.78","20,781,142.79","1,405,478.28","2,947,723.78","4,394,943.84","6,858,139.09","5,128,272.55","7,880,587.29","9,127,856.56","22,449,345.48","2,009,757.88"
管理费用,"35,225,814.40","35,127,829.59","48,334,043.74","17,317,626.71","32,598,737.31","43,725,332.83","64,063,509.44","11,070,977.49","25,865,634.91","48,561,939.72","66,686,768.43","14,773,150.00","30,509,694.20","58,970,581.18","85,466,173.70","21,983,067.74","42,952,006.07","65,856,989.11","96,166,411.36","21,682,398.20","59,543,496.47","91,069,849.58","121,339,579.36","19,617,126.58","46,344,768.24","81,449,729.32","134,558,971.96","33,328,949.42","68,832,301.45","106,615,103.86","150,340,652.74","33,242,017.66","66,370,600.20","103,577,531.29","152,642,878.59","36,175,304.97","73,216,558.04","113,308,246.67","164,245,616.15","36,760,384.17"
其中:非流动资产处置净损失,"56,261.87","69,632.88","6,206.00",525.54,"294,673.71","302,793.58","612,069.56","134,151.45","179,912.00","188,467.71","190,654.21",,"1,202.61","2,947.79","216,723.93","353,183.29","392,446.07","466,076.59","641,446.20","6,094.36","353,564.20","1,711,538.73","2,439,554.02","156,702.16","210,002.73","3,570,027.45","13,882,370.62","2,800,954.01","3,064,724.85","6,104,543.30","12,442,786.94","643,674.36","1,017,429.55","1,641,642.96",,,,,,
