科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"22,299,168.95","43,747,274.16","78,448,164.61","558,128,278.27","367,851,347.79","304,039,531.19","268,742,130.13","185,000,798.63","132,629,238.91","110,109,921.51","135,320,075.44","159,349,067.90","130,907,341.52","119,194,004.14","97,147,402.95","119,188,351.79","201,867,477.69","186,722,663.70","279,270,747.33","259,391,365.51","883,562,131.51","809,151,959.44","457,646,005.18","776,892,817.88","514,274,449.56","488,383,694.66","488,483,461.43","496,624,324.17","336,957,946.21","304,033,635.08","324,159,892.43","357,509,525.07"
短期借款,"5,000,000.00","6,000,000.00","38,000,000.00","68,000,000.00","18,000,000.00","27,900,000.00","49,000,000.00","59,400,000.00","79,400,000.00","129,500,000.00","150,000,000.00","110,000,000.00","150,000,000.00","200,000,000.00","190,000,000.00","240,000,000.00","336,058,866.00","432,869,487.33","468,506,998.72","478,065,485.80","428,065,485.80","374,310,568.07","481,272,582.27","370,989,832.27","524,727,515.86","684,566,994.36","543,555,636.31","506,417,044.67","566,985,538.89","480,500,000.00","610,500,000.00","627,388,499.62"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"3,556,468.95","3,009,531.93","4,571,384.60","779,400.00","4,242,510.00","4,891,984.69","6,772,000.00","3,933,444.80","2,070,000.00","17,745,585.70","11,999,456.20","2,300,000.00","3,887,685.91","10,034,096.14","14,900,687.55","18,773,894.53","34,744,118.14","35,900,584.80","66,835,711.80","73,479,370.08","93,108,479.96","79,097,913.06","74,620,787.65","46,802,548.57","21,360,475.00","16,876,126.88","38,349,585.97","79,400,627.45","130,215,527.29","72,553,096.53"
应付票据,"23,118,759.72","42,775,978.67","73,368,799.49","68,177,370.79","51,306,993.57","75,346,359.99","87,127,696.47","102,977,604.64","101,856,074.74","81,192,175.45","136,196,397.73","161,051,333.55","173,058,828.12","171,012,320.38","209,507,708.97","219,751,242.02","329,940,115.56","268,342,299.58","281,338,043.18","340,611,191.69","335,514,958.33","308,275,297.37","280,526,012.21","373,452,124.26","368,707,391.48","388,877,871.00","368,164,557.96","322,221,995.69","306,983,890.28",,"282,039,663.60",
应收账款,"16,932,163.14","80,744,002.34","128,178,356.60","148,906,596.12","171,644,942.08","174,229,062.60","166,782,313.29","184,477,118.99","213,284,242.48","186,046,316.21","175,648,240.80","159,088,617.41","133,996,051.59","115,878,872.82","138,878,081.51","133,720,497.89","254,248,651.93","313,776,749.13","270,022,190.20","320,502,181.57","333,089,953.36","386,013,463.93","311,589,300.67","377,024,867.57","466,965,241.73","610,345,282.00","418,458,027.67","520,763,053.39","634,461,616.00","740,671,019.69","547,486,714.07","666,404,965.13"
应付账款,"6,625,479.26","125,795,692.50","114,391,118.30","127,958,879.47","171,099,192.02","187,837,501.41","203,581,896.42","165,491,966.69","236,430,410.14","305,614,898.40","224,446,069.24","242,372,547.16","301,920,810.43","454,083,899.91","318,163,480.39","287,895,619.93","482,194,627.28","464,481,695.57","396,783,424.63","326,524,436.33","279,537,046.26","319,459,261.26","361,883,812.47","299,604,893.41","323,353,311.13","351,665,401.32","306,890,007.11","257,099,442.06","250,317,304.71",,"351,692,781.75",
预付款项,"23,169,743.09","11,297,076.65","18,182,965.07","61,479,206.99","52,159,569.03","76,951,434.15","13,783,797.19","20,302,191.20","17,459,672.21","27,787,872.89","24,741,606.99","24,065,242.98","22,936,015.72","17,369,804.38","15,290,054.34","15,874,681.45","23,249,643.58","22,548,171.46","11,498,902.70","32,743,295.32","7,546,177.84","15,517,077.10","33,994,188.64","24,576,115.41","22,259,797.24","18,879,666.12","12,924,977.34","40,568,112.59","24,348,406.42","29,228,251.62","20,975,437.31","18,827,360.39"
预收款项,"7,389,158.00","2,736,659.18","6,875,357.39","13,465,710.17","10,079,591.10","9,726,042.67","9,827,873.17","15,739,022.61","16,974,081.57","23,223,966.28","9,329,218.20","14,529,992.05","10,211,888.51","15,948,734.97","10,127,919.00","11,340,022.49","22,103,223.62","23,632,816.68","32,279,209.87","18,002,514.44","11,678,180.60","15,422,316.47","24,912,057.28","25,282,729.44","25,167,351.38","28,161,139.05","17,007,806.96","15,452,730.05","14,664,949.30","16,512,554.18","16,211,828.71","14,324,881.06"
